rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
45,KU Leuven,45617,36.1,15%,73.7,59,74.4,86.1,97.2,72.7,2021
46,Paris Sciences et Lettres – PSL Research University Paris,20701,14.7,24%,73.6,71,73.0,75.9,61.7,80.6,2021
47,"Nanyang Technological University, Singapore",23902,14.8,25%,72.7,57,71.9,83.0,83.2,94.0,2021
48,University of Illinois at Urbana-Champaign,45980,17.8,24%,72.3,63,79.1,81.3,49.5,55.1,2021
49,University of Wisconsin-Madison,39451,9.8,13%,71.4,68,71.4,82.5,45.0,48.4,2021
50,Washington University in St Louis,13693,7.5,21%,71.1,61,58.7,99.0,40.4,59.1,2021
51,University of Manchester,36555,14.4,41%,70.9,57,66.5,85.6,49.2,91.7,2021
52,The University of Sydney,46453,19.4,43%,70.9,51,64.4,92.3,69.3,90.0,2021
53,University of Southern California,41953,13.0,23%,70.4,64,58.4,93.1,39.2,64.9,2021
54,Boston University,26510,11.1,28%,70.3,59,60.9,94.9,41.7,64.9,2021
55,Kyoto University,22935,9.3,11%,70.3,78,79.9,60.8,74.6,37.8,2021
56,Chinese University of Hong Kong,18675,19.3,33%,70.1,56,59.1,89.4,58.6,98.3,2021
57,The Hong Kong University of Science and Technology,9976,21.6,30%,70.1,52,63.0,88.9,63.6,97.4,2021
58,University of North Carolina at Chapel Hill,30956,8.2,8%,70.1,61,63.3,96.3,42.5,39.7,2021
59,Australian National University,18801,17.8,47%,69.8,49,68.3,88.4,43.0,96.2,2021
60,Seoul National University,26757,15.1,11%,69.7,72,73.8,68.8,97.8,37.4,2021
61,Brown University,9695,10.8,20%,69.5,62,56.6,94.0,36.1,62.3,2021
62,The University of Queensland,40389,35.5,38%,69.4,54,61.0,85.9,81.0,93.0,2021
63,Wageningen University & Research,14356,21.0,27%,69.4,48,56.4,97.3,100.0,83.7,2021
64,"University of California, Davis",36395,13.6,17%,68.9,61,66.2,81.9,50.4,66.9,2021
65,Monash University,57406,41.7,43%,68.9,53,61.7,86.2,73.9,90.3,2021
66,University of Amsterdam,24747,12.8,24%,68.8,49,62.2,92.8,39.9,87.4,2021
67,UNSW Sydney,46234,41.0,44%,68.2,51,62.0,85.3,66.8,94.7,2021
68,"University of California, Santa Barbara",24780,28.2,18%,67.9,46,59.6,96.7,81.8,70.0,2021
69,McMaster University,25285,30.5,18%,67.5,47,53.1,95.8,99.5,83.8,2021
70,Fudan University,32597,11.2,13%,66.7,66,65.6,73.3,67.1,47.7,2021
71,Leiden University,30178,19.0,18%,66.7,46,66.0,84.1,72.6,82.2,2021
72,Erasmus University Rotterdam,26453,26.8,22%,66.2,38,57.0,97.6,73.6,87.8,2021
73,University of Montreal,36774,20.2,21%,65.6,51,52.6,87.4,78.3,84.3,2021
74,University of Zurich,22960,14.8,21%,65.6,50,50.4,89.8,64.1,92.1,2021
75,Charité - Universitätsmedizin Berlin,7431,17.4,20%,65.4,48,48.0,97.4,92.1,66.6,2021
76,Utrecht University,32022,14.0,10%,65.4,43,61.1,89.9,65.7,74.1,2021
77,University of Warwick,21775,13.3,41%,65.3,47,53.8,90.1,41.6,94.0,2021
78,Delft University of Technology,19594,17.4,31%,65.2,54,71.6,60.0,98.9,92.8,2021
79,University of Tübingen,27590,36.6,14%,65.2,53,59.7,81.9,77.1,64.3,2021
80,University of Groningen,28392,23.9,23%,65.1,41,56.2,92.6,69.8,85.1,2021
81,Humboldt University of Berlin,33388,56.3,18%,65.1,61,67.8,68.3,37.6,68.3,2021
82,Ohio State University (Main campus),54650,12.1,13%,65.1,56,54.2,87.9,53.3,60.1,2021
83,University of Freiburg,14878,32.5,21%,64.7,48,52.2,87.3,100.0,77.8,2021
84,University of Copenhagen,30746,4.2,17%,63.8,49,47.3,90.4,50.5,86.4,2021
85,Emory University,12923,4.0,20%,63.7,54,41.1,98.7,46.7,59.2,2021
86,University of Minnesota,61994,12.4,11%,63.7,55,59.0,81.4,80.3,40.7,2021
87,École Polytechnique,2850,5.6,44%,63.4,61,52.4,68.2,72.1,96.1,2021
88,University of Science and Technology of China,16434,7.2,5%,63.4,64,60.4,72.3,75.2,33.0,2021
89,Sorbonne University,43585,12.8,20%,63.4,63,54.5,73.5,36.9,68.5,2021
90,"University of Maryland, College Park",33671,16.6,11%,63.1,47,58.8,90.2,38.9,42.9,2021
91,University of Bristol,22980,14.5,28%,63.0,40,48.6,95.6,39.8,88.2,2021
92,University of Basel,9229,12.3,30%,62.9,44,41.4,91.7,99.7,97.2,2021
93,University of Glasgow,26535,14.7,38%,62.9,41,48.1,94.3,39.9,92.8,2021
94,Purdue University West Lafayette,41573,16.3,22%,62.5,57,65.5,62.0,69.9,71.5,2021
95,Zhejiang University,33825,10.8,23%,62.5,66,65.6,52.3,100.0,65.1,2021
96,Korea Advanced Institute of Science and Technology (KAIST),9514,10.4,9%,62.4,64,68.1,57.9,100.0,36.6,2021
97,National Taiwan University (NTU),24880,9.9,12%,62.3,57,66.7,66.9,69.5,44.8,2021
98,"University of California, Irvine",35040,17.5,27%,62.1,44,47.5,93.5,53.2,72.4,2021
99,University of Helsinki,22137,15.9,5%,62.1,43,58.3,88.9,37.0,56.1,2021
100,Shanghai Jiao Tong University,38556,11.9,11%,61.8,61,70.0,53.7,100.0,52.0,2021
101,Dartmouth College,6336,7.6,15%,61.7,58,39.2,95.3,37.8,40.7,2021
102,Sungkyunkwan University (SKKU),23340,19.5,18%,61.7,56,60.3,67.8,98.1,55.0,2021
103,Ghent University,37587,36.1,11%,61.6,47,57.4,79.6,79.9,60.7,2021
104,Lund University,27443,11.3,19%,61.6,39,54.5,85.5,79.0,77.0,2021
105,Michigan State University,44618,16.1,15%,61.5,53,55.1,77.9,36.4,63.6,2021
106,Aarhus University,26318,13.8,10%,61.4,37,56.4,86.2,71.3,76.6,2021
107,University of Birmingham,30195,14.8,30%,61.3,40,45.5,92.6,40.1,90.2,2021
108,RWTH Aachen University,45256,58.4,23%,61.3,56,62.4,62.9,98.0,60.1,2021
109,University of Bern,11417,16.8,16%,61.2,45,42.8,87.4,84.7,87.1,2021
110,Queen Mary University of London,19365,13.6,45%,61.1,35,43.6,97.4,41.5,96.8,2021
111,Nanjing University,37475,17.5,9%,61.0,52,54.0,75.2,91.3,56.3,2021
112,Uppsala University,25112,15.8,18%,61.0,39,55.3,84.8,72.4,72.2,2021
113,Vanderbilt University,12139,3.0,15%,61.0,49,44.5,94.6,53.5,43.6,2021
114,University of Bonn,37439,70.2,13%,60.9,49,49.8,84.9,52.7,61.7,2021
115,Penn State (Main campus),46682,11.0,15%,60.9,53,58.8,76.9,36.9,46.9,2021
116,Vrije Universiteit Amsterdam,25443,18.0,13%,60.8,38,52.1,89.3,57.5,73.1,2021
117,University of Virginia (Main campus),24879,9.0,13%,60.6,52,43.3,90.7,41.9,50.2,2021
118,University of Adelaide,21054,30.7,29%,60.4,34,42.9,96.0,68.5,92.3,2021
119,Free University of Berlin,36380,59.2,22%,60.4,57,64.4,58.4,42.0,73.3,2021
120,Georgetown University,16451,8.5,19%,60.1,55,33.8,94.7,65.7,47.2,2021
121,Case Western Reserve University,10774,9.1,23%,60.0,47,41.0,95.0,40.7,53.5,2021
122,Maastricht University,17326,18.4,54%,60.0,40,49.1,79.7,82.1,98.0,2021
123,University of Sheffield,26765,15.5,35%,60.0,45,47.4,81.8,46.5,87.7,2021
124,University of Arizona,39635,18.0,9%,59.8,48,51.7,85.6,50.3,40.4,2021
125,Rice University,6805,9.2,28%,59.8,48,38.4,89.9,42.9,77.3,2021
126,City University of Hong Kong,9510,10.8,51%,59.7,44,47.2,78.6,50.3,99.8,2021
127,University of Oslo,20737,12.2,17%,59.4,40,44.2,91.5,40.4,78.1,2021
128,University of Southampton,23500,14.3,35%,59.4,39,42.5,89.0,41.2,94.5,2021
129,Hong Kong Polytechnic University,22778,25.4,27%,59.1,41,47.5,81.0,41.7,96.1,2021
130,University of Göttingen,30894,28.0,13%,59.0,48,48.5,82.1,36.4,61.8,2021
131,University of Alberta,32846,21.5,27%,58.9,46,50.4,72.4,60.0,88.2,2021
132,University of Colorado Boulder,34481,16.1,11%,58.9,44,45.9,91.3,42.0,47.5,2021
133,University of Pittsburgh-Pittsburgh campus,26761,5.7,11%,58.8,46,42.8,93.9,40.6,41.7,2021
134,University of York,16880,15.0,25%,58.8,39,44.8,87.9,35.2,86.0,2021
135,University of Hamburg,30649,58.7,12%,58.6,45,53.9,74.1,93.7,58.7,2021
136,Lancaster University,13045,12.4,37%,58.4,37,40.5,90.9,35.2,94.6,2021
137,Université Paris Cité,63219,17.7,18%,58.4,51,38.2,86.3,33.3,66.4,2021
138,Radboud University Nijmegen,20752,17.3,16%,58.4,34,50.0,88.6,48.0,73.9,2021
139,The University of Western Australia,18253,22.5,29%,58.3,32,43.1,90.4,59.1,94.6,2021
140,Indiana University,67054,15.0,15%,58.2,50,48.8,77.8,51.7,53.6,2021
141,University of Mannheim,10593,78.3,18%,58.2,41,49.7,82.7,58.8,60.6,2021
142,Technical University of Berlin,22695,60.8,26%,58.2,51,55.9,62.3,93.9,66.9,2021
143,Ulm University,10503,28.4,13%,58.2,40,37.9,94.9,82.0,57.4,2021
144,University of Würzburg,23887,38.2,10%,58.2,39,43.0,90.5,70.2,61.5,2021
145,University of Cologne,34630,35.0,18%,58.0,43,44.8,81.6,79.6,69.6,2021
146,University of Ottawa,35140,24.6,20%,58.0,41,41.3,87.1,46.0,79.9,2021
147,University of Auckland,32596,22.6,31%,57.8,31,44.8,87.5,75.4,94.5,2021
148,University of Rochester,10017,4.9,34%,57.8,45,35.2,91.2,41.4,69.8,2021
149,Durham University,17090,15.2,31%,57.6,45,49.7,71.2,37.3,92.7,2021
150,University of Geneva,17271,16.0,38%,57.6,35,45.4,80.6,72.8,98.3,2021
151,Pohang University of Science and Technology (POSTECH),3034,9.7,3%,57.5,54,51.5,70.4,97.9,30.7,2021
152,University of Florida,46632,16.1,9%,57.4,54,60.4,61.9,56.1,40.5,2021
153,Pompeu Fabra University,11914,22.9,13%,57.4,37,39.9,93.8,50.9,65.8,2021
154,TU Dresden,31103,32.9,15%,57.4,47,48.6,73.1,96.7,57.6,2021
155,University of Cape Town,21647,11.7,17%,57.3,30,42.1,90.9,89.0,81.6,2021
156,Trinity College Dublin,17154,21.4,32%,57.3,41,44.4,78.3,50.7,94.8,2021
157,Tufts University,11024,9.7,16%,57.3,47,33.0,95.5,38.5,50.0,2021
158,Bielefeld University,24890,71.5,8%,56.9,34,42.7,94.8,66.5,48.3,2021
159,University of Nottingham,30800,15.1,29%,56.9,42,42.4,80.0,38.7,87.8,2021
160,University of Leeds,31460,14.3,30%,56.8,43,46.2,74.7,38.5,88.5,2021
161,University of Sussex,16260,15.9,37%,56.8,33,38.1,92.3,35.1,93.9,2021
162,University of Technology Sydney,26529,41.7,36%,56.8,35,44.3,81.1,53.7,97.0,2021
163,University of Liverpool,25170,14.6,33%,56.7,35,38.1,89.5,37.9,92.6,2021
164,Université Catholique de Louvain,26462,39.7,20%,56.5,38,51.5,73.7,57.9,80.5,2021
165,University of Vienna,32650,38.5,28%,56.5,46,56.4,59.1,36.3,94.6,2021
166,Rutgers University – New Brunswick,44264,11.0,17%,56.4,47,48.5,75.8,40.4,52.5,2021
167,University of Bologna,67298,24.4,12%,56.3,51,36.6,83.6,44.1,51.6,2021
168,Korea University,22666,16.6,22%,56.3,49,50.1,67.6,96.2,53.4,2021
169,University of Alabama at Birmingham,18211,17.3,6%,56.2,38,35.5,97.4,78.6,38.4,2021
170,University of Antwerp,15272,31.2,17%,56.0,35,46.0,80.7,83.0,70.0,2021
171,University of Leicester,15550,14.7,32%,56.0,31,33.6,96.2,37.6,90.7,2021
172,University of Notre Dame,12149,10.9,12%,56.0,52,45.5,71.5,38.1,57.3,2021
173,Sant’Anna School of Advanced Studies – Pisa,661,10.0,20%,56.0,46,39.6,79.9,85.9,57.2,2021
174,University of Exeter,22005,16.9,28%,55.9,32,38.3,89.9,35.8,91.5,2021
175,"Northeastern University, US",20711,14.1,36%,55.8,37,29.1,98.2,36.5,76.0,2021
176,Ulsan National Institute of Science and Technology (UNIST),3983,14.3,8%,55.8,35,40.7,90.8,85.3,49.1,2021
177,University of Aberdeen,12860,16.6,42%,55.7,30,34.2,94.4,45.1,95.6,2021
178,Newcastle University,24090,14.6,27%,55.7,31,38.2,90.6,40.1,88.0,2021
179,Paris-Saclay University,28618,14.6,16%,55.7,37,48.7,80.4,34.5,65.1,2021
180,Scuola Normale Superiore di Pisa,557,6.7,11%,55.6,56,36.3,77.2,34.2,53.5,2021
181,Autonomous University of Barcelona,31284,12.5,17%,55.5,35,38.3,91.9,42.1,65.6,2021
182,Stockholm University,27200,19.1,10%,55.3,32,49.2,82.5,35.7,71.4,2021
183,Arizona State University (Tempe),45827,19.7,20%,55.2,38,47.8,79.1,37.1,62.8,2021
184,University of Canberra,10304,37.4,35%,55.2,26,32.9,99.7,41.2,89.8,2021
185,Queensland University of Technology,35555,42.0,17%,55.1,32,37.4,89.4,53.5,83.2,2021
186,Eindhoven University of Technology,9469,21.3,23%,54.9,47,49.7,57.9,99.8,82.3,2021
187,George Washington University,23788,13.4,17%,54.9,47,33.3,85.8,34.4,55.9,2021
188,Technical University of Denmark,9412,6.7,25%,54.9,40,41.2,72.4,78.4,92.7,2021
189,Yonsei University (Seoul campus),17745,14.7,22%,54.9,52,53.7,54.0,99.5,58.6,2021
190,Cardiff University,25900,14.1,28%,54.7,32,35.6,89.4,36.7,86.8,2021
191,University of Gothenburg,19616,9.8,13%,54.7,28,40.8,94.0,39.4,66.2,2021
192,University of Lausanne,12685,8.8,24%,54.7,33,44.1,76.1,71.3,92.6,2021
193,Tel Aviv University,22635,22.3,7%,54.7,40,52.0,73.0,41.1,56.2,2021
194,Macquarie University,29835,65.5,29%,54.6,39,43.1,73.7,58.6,87.1,2021
195,University of Münster,44580,42.9,8%,54.6,39,43.8,82.5,47.0,49.5,2021
196,Texas A&M University,62070,24.4,8%,54.5,47,51.6,64.8,44.9,56.1,2021
197,University of Barcelona,45494,15.0,11%,54.4,31,40.2,91.5,45.9,58.6,2021
198,University of Erlangen-Nuremberg,38052,57.3,12%,54.4,42,46.2,72.6,88.4,53.8,2021
199,University of Calgary,31863,17.6,21%,54.3,34,36.1,87.0,51.3,80.2,2021
200,University of East Anglia,15755,13.8,27%,54.3,28,31.4,97.1,34.5,87.9,2021
201,Queen’s University Belfast,18440,17.2,36%,54.3,32,38.1,84.0,38.4,96.7,2021
202,Aalborg University,16227,13.4,14%,54.82,28,38.6,85.6,49.1,74.5,2021
203,Aalto University,12506,18.6,24%,54.76,40,38.8,70.7,50.0,82.7,2021
204,University of Bath,14410,16.2,33%,54.71,30,32.2,80.5,36.5,91.8,2021
205,University of Bergen,14297,12.4,13%,54.65,28,29.0,94.4,36.3,78.3,2021
206,Brandeis University,5346,12.7,27%,54.6,28,24.4,99.9,34.7,55.8,2021
207,"University of California, Santa Cruz",19457,23.8,12%,54.54,31,31.9,96.2,38.9,63.6,2021
208,Chalmers University of Technology,8325,11.9,17%,54.49,39,42.6,61.6,78.9,84.0,2021
209,Copenhagen Business School,16312,30.7,25%,54.44,26,33.1,86.2,42.4,93.3,2021
210,Curtin University,30130,20.5,32%,54.38,24,30.5,86.9,42.1,95.0,2021
211,University of Duisburg-Essen,42744,53.6,19%,54.33,32,33.6,91.5,70.4,60.4,2021
212,University of Dundee,12245,17.5,22%,54.27,24,32.1,91.5,49.3,80.9,2021
213,Griffith University,33645,28.6,17%,54.22,27,35.3,85.6,48.0,82.2,2021
214,University of Hawai’i at Mānoa,14732,10.6,10%,54.17,37,39.3,72.3,52.5,65.5,2021
215,Hebrew University of Jerusalem,16105,11.9,5%,54.12,46,45.0,61.3,42.6,60.5,2021
216,University of Hohenheim,9235,42.5,15%,54.06,34,31.1,96.4,50.8,55.8,2021
217,Howard University,8766,9.3,8%,54.01,44,17.0,99.5,33.3,35.0,2021
218,University of Iowa,29406,11.6,10%,53.96,42,30.2,80.6,50.6,46.1,2021
219,James Cook University,11198,21.0,11%,53.91,23,28.9,94.2,45.3,76.4,2021
220,Karlsruhe Institute of Technology,26886,27.9,23%,53.86,45,49.4,60.0,94.6,71.2,2021
221,King Abdulaziz University,31869,7.8,22%,53.8,31,16.0,95.2,77.7,93.4,2021
222,KTH Royal Institute of Technology,13482,16.5,20%,53.75,41,44.1,58.0,51.0,88.7,2021
223,La Trobe University,22303,31.9,30%,53.7,28,34.6,82.7,50.0,86.7,2021
224,Université Libre de Bruxelles,24157,42.1,31%,53.65,32,42.6,76.2,42.6,88.8,2021
225,University of Luxembourg,4858,19.0,51%,53.6,36,35.0,73.2,45.2,99.6,2021
226,University of Massachusetts,61958,13.3,15%,53.55,37,32.0,88.3,50.7,64.1,2021
227,Medical University of Graz,3541,12.1,25%,53.5,30,27.3,95.1,62.6,76.0,2021
228,Medical University of Innsbruck,3080,11.0,44%,53.45,31,26.3,92.3,86.9,87.0,2021
229,Medical University of Vienna,7466,8.8,30%,53.4,33,25.4,92.2,57.8,79.2,2021
230,University of Miami,16179,6.3,16%,53.35,45,25.0,81.4,40.5,60.6,2021
231,University of Otago,18571,20.4,21%,53.3,30,33.4,85.3,37.1,89.8,2021
232,RCSI University of Medicine and Health Sciences,2355,23.1,65%,53.25,31,33.3,87.8,50.3,94.1,2021
233,University of Reading,15205,15.8,31%,53.21,34,35.5,74.7,38.2,91.9,2021
234,"St George’s, University of London",3425,12.0,21%,53.16,23,26.9,99.3,36.4,76.6,2021
235,University of São Paulo,82961,16.1,4%,53.11,57,58.9,44.2,41.7,35.2,2021
236,Sapienza University of Rome,77496,22.9,7%,53.06,52,41.4,68.5,44.0,41.4,2021
237,University of South Florida (Tampa),34839,19.2,15%,53.01,31,36.9,87.4,93.2,55.6,2021
238,University of St Andrews,9615,12.7,47%,52.97,43,44.0,55.6,36.7,95.4,2021
239,Télécom Paris,897,5.4,43%,52.92,44,38.1,68.1,81.1,84.7,2021
240,Tilburg University,9380,24.0,16%,52.87,37,50.2,61.9,51.2,79.8,2021
241,Tohoku University,17752,11.7,12%,52.82,58,61.0,38.1,97.4,46.7,2021
242,University of Twente,8207,14.4,35%,52.78,38,46.6,54.7,86.7,92.9,2021
243,University of Utah,30692,14.8,8%,52.73,38,31.8,86.6,56.4,32.8,2021
244,Virginia Polytechnic Institute and State University,34155,18.4,14%,52.68,36,42.4,72.5,47.8,55.6,2021
245,University of Waterloo,32804,22.8,21%,52.64,36,43.3,67.1,44.0,86.0,2021
246,Western University,29865,22.8,18%,52.59,40,35.8,79.3,64.2,80.7,2021
247,University of the Witwatersrand,27839,25.8,7%,52.55,31,43.9,77.8,100.0,72.8,2021
248,University of Wollongong,18517,30.5,29%,52.5,29,36.1,78.1,56.9,94.3,2021
249,Alfaisal University,2640,10.2,34%,52.45,20,21.0,98.7,45.2,97.8,2021
250,Auckland University of Technology,17909,17.1,49%,52.41,21,19.9,99.5,36.1,95.9,2021
251,Australian Catholic University,24087,46.3,13%,52.36,22,27.6,89.1,37.8,77.3,2021
252,Brighton and Sussex Medical School,900,9.5,14%,52.32,19,20.3,100.0,33.4,78.7,2021
253,University at Buffalo,26341,17.5,16%,52.27,37,34.0,73.1,44.7,64.6,2021
254,"University of California, Riverside",22498,17.7,14%,52.23,31,30.3,85.0,37.5,65.7,2021
255,University of Cincinnati – Uptown,29309,20.5,9%,52.19,36,31.2,83.8,38.5,43.6,2021
256,Dalhousie University,15651,13.3,26%,52.14,28,29.2,78.4,42.4,87.7,2021
257,Deakin University,41341,33.9,26%,52.1,25,31.4,78.3,40.2,87.1,2021
258,École des Ponts ParisTech,2059,11.5,43%,52.05,36,23.8,79.2,58.7,83.1,2021
259,École Normale Supérieure de Lyon,2362,9.0,13%,52.01,44,45.6,53.5,50.5,67.0,2021
260,Flinders University,17167,25.4,40%,51.97,22,29.8,85.6,37.8,89.2,2021
261,Florida State University,38368,25.8,7%,51.92,38,40.1,69.5,38.7,45.9,2021
262,Friedrich Schiller University Jena,17063,20.1,14%,51.88,40,37.2,71.1,49.1,61.5,2021
263,George Mason University,30500,18.1,11%,51.84,31,28.9,89.9,35.0,47.8,2021
264,Goethe University Frankfurt,46481,19.2,16%,51.79,33,31.1,77.9,41.6,61.0,2021
265,University of Illinois Chicago,27031,11.5,20%,51.75,44,33.0,68.9,42.6,55.7,2021
266,Constructor University,1353,18.8,76%,51.71,39,32.1,64.6,57.1,91.1,2021
267,University of Kiel,27181,22.3,8%,51.67,30,30.3,85.9,33.3,56.4,2021
268,University of Konstanz,11553,51.1,13%,51.62,39,44.4,59.9,69.6,69.6,2021
269,Kyung Hee University,20862,17.5,23%,51.58,37,41.4,63.9,85.3,63.5,2021
270,Université Laval,28874,17.2,13%,51.54,39,33.5,71.4,63.9,69.8,2021
271,Macau University of Science and Technology,10596,24.9,84%,51.5,30,23.6,86.3,40.3,100.0,2021
272,University of Navarra,11329,14.9,24%,51.46,29,27.9,83.3,63.4,69.5,2021
273,University of Newcastle,23221,21.7,18%,51.41,26,30.5,80.7,53.0,84.2,2021
274,University of New Mexico (Main campus),18277,16.3,5%,51.37,40,30.2,82.3,42.3,33.5,2021
275,Nova Southeastern University,17101,21.2,6%,51.33,39,11.5,99.8,33.3,29.3,2021
276,Oregon Health and Science University,2999,1.0,3%,51.29,37,17.4,99.7,46.1,27.8,2021
277,University of Padua,46900,21.7,7%,51.25,40,32.8,78.5,38.3,48.8,2021
278,University of Potsdam,20668,55.0,12%,51.21,36,40.3,66.6,65.3,56.6,2021
279,Queen’s University,24354,26.1,14%,51.17,40,36.9,64.8,58.8,68.9,2021
280,Ruhr University Bochum,42954,59.5,15%,51.13,40,45.2,63.6,53.9,57.5,2021
281,Simon Fraser University,26778,27.5,30%,51.09,25,34.3,77.8,47.3,91.9,2021
282,University of Southern Denmark,22544,12.7,14%,51.05,21,30.2,85.2,71.1,78.4,2021
283,Southern University of Science and Technology (SUSTech),3656,9.0,1%,51.01,25,35.2,84.1,97.4,59.7,2021
284,Stellenbosch University,24525,25.9,8%,50.97,29,35.7,77.9,73.1,54.1,2021
285,SUNY University at Albany,16078,16.6,9%,50.93,24,27.5,93.3,40.1,50.6,2021
286,Sun Yat-sen University,53734,16.1,8%,50.89,42,34.9,69.7,62.3,35.6,2021
287,University of Surrey,14315,16.3,38%,50.85,31,34.5,74.0,43.1,94.5,2021
288,Università della Svizzera italiana,2713,10.3,67%,50.81,29,21.5,82.1,56.6,99.6,2021
289,Swansea University,17355,16.5,22%,50.77,21,21.6,95.7,36.0,83.3,2021
290,University of Tartu,8735,11.9,10%,50.73,26,28.3,87.8,41.7,59.3,2021
291,University College Dublin,23148,23.2,30%,50.69,29,37.8,73.3,44.0,93.1,2021
292,Vita-Salute San Raffaele University,2880,9.8,4%,50.65,36,21.5,96.1,34.3,43.1,2021
293,Vrije Universiteit Brussel,12041,29.8,23%,50.61,37,43.0,63.3,54.8,76.3,2021
294,Wake Forest University,7804,4.1,10%,50.58,39,20.5,89.1,42.2,32.6,2021
295,Western Sydney University,34750,37.8,20%,50.54,24,30.9,88.0,41.6,86.7,2021
296,William & Mary,8278,11.1,9%,50.5,46,19.8,84.7,34.5,38.2,2021
297,American University of Beirut,8603,8.4,22%,50.46,29,15.3,87.9,35.4,78.9,2021
298,Anglia Ruskin University (ARU),18930,24.0,33%,50.42,18,15.4,100.0,34.1,87.6,2021
299,Autonomous University of Madrid,29825,13.5,14%,50.39,33,29.0,75.4,36.1,53.3,2021
300,Beijing Normal University,23365,14.9,11%,50.35,47,41.2,54.1,69.7,43.3,2021
