rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
1.0,University of Oxford,96.0,91.8,99.5,99.1,67.0,96.3,20300,11.0,0.40,2019
2.0,University of Cambridge,94.8,92.1,98.8,97.1,52.9,94.3,18750,10.9,0.37,2019
3.0,Stanford University,94.7,93.6,96.8,99.9,64.6,79.3,15878,7.4,0.23,2019
4.0,Massachusetts Institute of Technology,94.2,91.9,92.7,99.9,87.6,89.0,11231,8.7,0.34,2019
5.0,California Institute of Technology,94.1,94.5,97.2,99.2,88.2,62.3,2255,6.5,0.29,2019
6.0,Harvard University,93.6,90.1,98.4,99.6,48.7,79.7,20595,9.1,0.26,2019
7.0,Princeton University,92.3,89.9,93.6,99.4,57.3,80.1,7996,8.2,0.24,2019
8.0,Yale University,91.3,91.6,93.5,97.8,51.5,68.3,12318,5.2,0.20,2019
9.0,Imperial College London,90.3,85.8,87.7,97.8,67.3,97.1,16425,11.6,0.56,2019
10.0,The University of Chicago,90.2,90.2,90.1,99.0,41.4,70.9,13562,6.1,0.25,2019
11.0,ETH Zurich,89.3,83.3,91.4,93.8,56.1,98.2,18171,12.3,0.39,2019
12.0,Johns Hopkins University,89.0,81.9,90.5,98.5,95.5,71.9,16146,4.6,0.25,2019
13.0,University of Pennsylvania,89.0,87.4,89.2,98.4,70.3,63.6,20443,6.4,0.20,2019
14.0,UCL,87.8,79.1,90.1,95.9,42.4,95.8,31695,10.6,0.51,2019
15.0,"University of California, Berkeley",87.7,78.7,92.3,99.7,49.3,69.8,36468,13.2,0.17,2019
16.0,Columbia University,87.2,85.4,83.1,98.8,44.8,79.0,26586,6.0,0.37,2019
17.0,"University of California, Los Angeles",86.4,82.6,87.9,97.8,49.4,62.1,39464,9.2,0.17,2019
18.0,Duke University,85.4,84.1,78.8,98.2,100.0,61.0,15037,4.4,0.18,2019
19.0,Cornell University,85.1,79.7,85.4,97.4,36.9,71.8,21904,9.8,0.25,2019
20.0,University of Michigan-Ann Arbor,84.1,80.0,85.9,96.0,45.9,58.0,41831,8.3,0.17,2019
21.0,University of Toronto,84.0,75.8,86.3,92.8,50.3,82.8,72202,19.0,0.19,2019
22.0,Tsinghua University,82.9,87.7,94.1,74.8,99.8,45.8,36912,11.9,0.11,2019
23.0,National University of Singapore,82.4,77.3,88.8,78.9,67.6,95.5,30727,17.4,0.28,2019
24.0,Carnegie Mellon University,82.0,69.0,81.2,99.3,48.1,79.4,13033,13.3,0.47,2019
25.0,Northwestern University,81.7,69.0,83.6,97.8,75.8,63.0,17600,13.0,0.19,2019
26.0,London School of Economics and Political Science,81.3,71.0,83.1,91.0,34.8,92.5,10030,11.8,0.70,2019
27.0,New York University,81.0,77.7,76.1,96.6,38.9,65.0,44433,8.9,0.32,2019
28.0,University of Washington,80.4,70.7,79.7,98.9,47.6,59.3,45476,11.3,0.16,2019
29.0,University of Edinburgh,79.8,69.2,73.7,96.8,38.2,93.3,28155,12.7,0.41,2019
30.0,"University of California, San Diego",79.7,65.4,79.2,98.2,96.0,59.9,31687,12.9,0.20,2019
31.0,Peking University,79.3,88.8,80.4,76.7,48.3,57.5,42547,8.9,0.17,2019
32.0,LMU Munich,78.3,69.9,76.1,90.2,100.0,65.6,35389,36.0,0.16,2019
33.0,University of Melbourne,78.3,68.0,73.4,90.3,74.0,93.1,45030,26.6,0.42,2019
34.0,Georgia Institute of Technology,77.5,62.5,76.1,95.1,62.2,77.1,21903,21.5,0.27,2019
35.0,École Polytechnique Fédérale de Lausanne,76.9,66.5,66.5,92.8,69.1,98.7,10343,11.4,0.57,2019
36.0,University of Hong Kong,76.3,72.6,78.4,73.7,56.5,99.7,18122,18.1,0.43,2019
