rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
285,Ruhr University Bochum,38893,50.4,15%,50.78,38.2,45.1,61.6,58.1,54.0,2022
286,Sejong University,12063,20.1,12%,50.74,26.0,27.8,90.2,48.0,53.2,2022
287,Semmelweis University,9887,9.2,33%,50.7,44.5,15.6,81.0,41.4,77.8,2022
288,University of Southern Denmark,18822,10.5,16%,50.66,24.1,30.2,80.2,73.9,81.1,2022
289,Stellenbosch University,24733,26.1,8%,50.62,30.3,35.7,78.7,79.5,54.3,2022
290,Sun Yat-sen University,56430,15.7,6%,50.58,40.7,32.6,77.7,60.6,33.5,2022
291,Swansea University,17590,15.7,22%,50.54,22.2,26.8,93.8,39.0,83.0,2022
292,Tampere University,15438,20.9,6%,50.5,27.1,34.2,84.4,59.6,52.5,2022
293,University of Tartu,9087,12.2,12%,50.46,25.9,31.0,89.3,43.3,62.6,2022
294,University College Cork,17397,20.3,20%,50.42,26.2,27.6,88.1,49.2,83.7,2022
295,University of Utah,30794,14.7,7%,50.38,37.2,30.7,81.8,51.2,33.1,2022
296,Virginia Polytechnic Institute and State University,34950,18.3,14%,50.34,35.8,36.5,74.3,48.4,56.4,2022
297,Vrije Universiteit Brussel,13301,32.4,23%,50.3,35.5,42.6,63.9,60.8,76.7,2022
298,University of the Witwatersrand,26873,24.3,8%,50.27,30.9,43.8,66.2,100.0,73.4,2022
299,Aix-Marseille University,69951,17.0,12%,50.23,39.8,24.2,74.4,39.7,60.9,2022
300,American University of Beirut,8988,8.6,22%,50.19,26.9,16.3,89.2,49.7,77.5,2022
301,Anglia Ruskin University (ARU),18885,24.1,39%,50.15,16.9,15.6,99.7,35.1,89.9,2022
302,Autonomous University of Madrid,29813,13.4,15%,50.11,31.6,27.7,83.8,38.3,55.1,2022
303,University of Bordeaux,54346,22.7,14%,50.07,33.1,25.3,79.1,39.0,60.1,2022
304,"University of California, Merced",8459,21.4,10%,50.04,22.7,23.9,94.9,40.9,44.0,2022
305,University of Cape Coast,24628,33.4,0%,50.0,17.3,20.1,100.0,66.2,44.7,2022
306,Central South University,54903,19.9,3%,49.96,34.8,41.6,65.6,96.0,25.0,2022
307,"China Medical University, Taiwan",7971,17.4,10%,49.92,24.3,32.9,80.8,95.7,44.1,2022
308,University of Delaware,21916,16.6,10%,49.89,28.9,38.4,68.8,94.6,49.4,2022
309,East China Normal University,27424,14.5,14%,49.85,39.8,37.2,59.0,57.2,62.8,2022
310,École Normale Supérieure de Lyon,2272,8.6,11%,49.81,38.3,45.8,52.6,64.3,64.7,2022
311,University of Essex,13490,16.6,40%,49.78,30.2,34.9,63.5,35.9,96.3,2022
312,Goethe University Frankfurt,45179,18.5,15%,49.74,31.9,33.3,73.7,43.5,61.0,2022
313,Hebrew University of Jerusalem,16237,11.5,5%,49.7,43.4,42.8,51.8,42.6,59.6,2022
314,Hofstra University,9844,13.3,8%,49.67,37.1,16.4,94.6,34.8,30.2,2022
315,University of Illinois Chicago,28089,11.5,19%,49.63,41.6,31.9,63.5,44.3,51.7,2022
316,Indian Institute of Science,4199,9.3,1%,49.59,59.1,54.6,31.5,88.1,24.1,2022
317,Johannes Gutenberg University of Mainz,31240,25.1,12%,49.56,35.5,26.4,78.2,56.3,58.6,2022
318,University of Malaya,17390,8.9,18%,49.52,37.5,30.8,61.9,47.1,84.0,2022
319,University of Manitoba,28888,28.9,19%,49.48,32.0,30.7,74.4,35.6,55.9,2022
320,University of Milan,44959,20.6,6%,49.45,32.7,29.7,82.6,39.8,43.5,2022
321,University of Milan-Bicocca,27635,29.2,5%,49.41,27.5,24.2,91.8,39.2,45.4,2022
322,Montpellier University,39909,19.9,15%,49.38,35.0,31.6,70.4,38.7,62.5,2022
323,Nankai University,30456,12.3,9%,49.34,37.2,25.1,78.7,45.5,41.3,2022
324,National Yang Ming Chiao Tung University,16870,12.2,11%,49.31,45.9,46.8,50.0,72.8,40.0,2022
325,North Carolina State University,30917,16.0,14%,49.27,39.3,37.0,60.5,46.2,53.6,2022
326,Nova Southeastern University,17431,16.1,6%,49.24,39.2,10.8,96.5,34.8,29.7,2022
327,Osaka University,22451,7.8,11%,49.2,51.9,52.1,33.9,90.2,38.4,2022
328,Qatar University,8899,8.8,36%,49.17,26.0,31.7,69.0,50.7,99.1,2022
329,Reykjavík University,2574,22.3,8%,49.13,16.8,21.8,100.0,36.7,69.1,2022
330,RMIT University,32743,23.3,34%,49.1,27.6,32.1,69.8,46.0,93.9,2022
331,University of Rome II – Tor Vergata,25683,32.8,16%,49.06,38.2,27.4,68.5,48.4,62.1,2022
332,Rush University,2728,2.3,1%,49.03,40.0,15.8,90.9,45.0,21.6,2022
333,University of St Gallen,7851,12.1,33%,48.99,28.8,20.5,78.4,49.1,95.6,2022
334,University of South Australia,22377,32.2,22%,48.96,23.5,36.6,68.1,84.3,88.4,2022
335,University of Stirling,9750,16.5,26%,48.92,23.9,25.8,80.9,35.5,84.7,2022
336,Stony Brook University,24830,10.7,22%,48.89,34.6,25.3,77.2,36.2,70.2,2022
337,University of Stuttgart,16344,28.5,19%,48.86,40.9,44.4,49.8,93.8,53.1,2022
338,Università della Svizzera italiana,3097,11.6,67%,48.82,23.6,19.6,83.6,58.9,99.5,2022
339,Swedish University of Agricultural Sciences,3906,4.4,7%,48.79,30.4,29.3,74.1,92.0,51.5,2022
340,Swinburne University of Technology,16186,25.1,29%,48.75,24.8,29.3,76.7,42.2,81.8,2022
341,University of Tasmania,18610,22.3,37%,48.72,27.6,32.3,70.3,47.0,91.3,2022
342,Technical University of Darmstadt,16009,38.0,17%,48.69,43.7,45.0,46.8,88.4,58.5,2022
343,Temple University,36423,12.9,8%,48.65,38.4,24.6,79.4,34.8,38.9,2022
344,The University of Tennessee-Knoxville,26721,16.6,4%,48.62,32.8,27.5,78.1,42.6,46.8,2022
345,Tokyo Institute of Technology,9835,9.6,15%,48.59,49.7,56.2,33.2,80.7,46.2,2022
346,Tongji University,30525,10.9,17%,48.55,40.6,47.9,41.7,98.8,60.2,2022
347,University of Victoria,22550,26.5,21%,48.52,22.8,33.5,73.7,45.2,88.6,2022
348,Wake Forest University,8054,4.1,10%,48.49,39.1,18.9,85.6,45.4,33.7,2022
349,William & Mary,8272,11.3,9%,48.45,45.8,21.3,78.9,36.2,36.9,2022
350,Babol Noshirvani University of Technology,5745,27.0,0%,48.42,23.3,21.2,99.4,37.2,20.7,2022
351,University of Bayreuth,8541,25.3,15%,48.39,35.8,37.2,55.7,57.3,60.6,2022
352,"Birkbeck, University of London",8405,19.5,39%,48.36,30.5,32.6,64.1,35.1,89.9,2022
353,Bournemouth University,13790,17.7,19%,48.32,33.6,21.3,74.6,35.1,82.1,2022
354,University of Bremen,13816,22.9,16%,48.29,33.5,37.6,56.6,53.7,62.0,2022
355,University of Brescia,14784,24.6,8%,48.26,24.6,18.1,93.9,39.6,44.7,2022
356,Universiti Brunei Darussalam,3786,10.8,17%,48.23,24.0,18.7,83.9,36.9,88.2,2022
357,Brunel University London,12515,17.8,38%,48.19,26.1,26.0,69.0,36.3,96.5,2022
358,Catholic University of Portugal,11233,22.8,21%,48.16,19.0,14.5,98.3,36.6,62.0,2022
359,"City, University of London",14990,17.8,50%,48.13,25.0,26.3,70.9,36.2,95.2,2022
360,"Colorado State University, Fort Collins",26464,16.2,6%,48.1,31.5,26.1,77.3,40.8,39.2,2022
361,Drexel University,19984,11.4,16%,48.07,35.2,21.9,76.2,42.5,51.7,2022
362,University of Georgia,37190,16.8,7%,48.03,42.2,42.4,53.2,38.2,47.0,2022
363,University of Greifswald,10019,20.7,7%,48.0,31.4,27.6,74.7,42.3,48.7,2022
364,Université Grenoble Alpes,50732,16.9,17%,47.97,37.4,31.9,58.0,38.7,68.7,2022
365,University of Hail,19032,11.2,10%,47.94,18.1,8.7,100.0,40.9,82.0,2022
366,Hanyang University,20009,15.0,21%,47.91,40.8,40.1,44.0,93.8,64.3,2022
367,Harokopio University of Athens,3697,55.2,4%,47.88,18.4,19.3,96.3,37.3,45.2,2022
368,Hasselt University,5528,30.4,13%,47.85,28.2,39.0,57.5,58.2,69.4,2022
369,Illinois Institute of Technology,5851,10.6,42%,47.82,41.8,20.6,62.9,38.6,74.1,2022
370,IMT Atlantique,1546,8.2,39%,47.78,37.2,34.3,54.3,95.8,77.2,2022
371,Indian Institute of Technology Ropar,1876,10.5,0%,47.75,26.8,13.9,99.7,37.7,18.9,2022
372,JSS Academy of Higher Education and Research,7518,9.4,8%,47.72,33.3,9.0,100.0,35.8,32.4,2022
373,University of Jyväskylä,10277,14.2,4%,47.69,25.3,30.5,75.4,36.3,51.5,2022
374,University of Kent,17280,18.0,30%,47.66,27.8,30.6,64.5,35.4,91.5,2022
375,Khalifa University,2947,9.5,21%,47.63,31.5,36.9,51.9,100.0,92.1,2022
376,King Fahd University of Petroleum and Minerals,6706,7.6,11%,47.6,25.8,22.4,77.9,74.2,77.6,2022
377,King Saud University,34952,10.1,11%,47.57,26.1,27.8,70.9,82.6,82.3,2022
378,University of Klagenfurt,3173,9.0,25%,47.54,29.0,17.7,74.6,36.8,90.3,2022
379,Kurdistan University of Medical Sciences,2958,10.6,3%,47.51,34.3,9.9,100.0,36.4,22.3,2022
380,University of KwaZulu-Natal,37005,30.6,3%,47.48,28.8,34.7,66.7,39.7,53.3,2022
381,University of Liège,21160,25.7,21%,47.45,26.6,35.4,60.2,99.6,71.6,2022
382,Loughborough University,15555,13.8,27%,47.42,32.0,33.6,61.1,38.6,86.6,2022
383,Mazandaran University of Medical Sciences,8734,17.9,0%,47.39,40.5,11.3,87.6,40.9,19.7,2022
384,Nagoya University,15564,10.0,12%,47.36,44.3,48.0,41.4,97.9,35.4,2022
385,University of Galway,14799,27.0,18%,47.33,27.6,31.9,66.7,48.8,81.5,2022
386,National Tsing Hua University,13827,16.6,12%,47.3,36.2,46.0,50.0,70.7,42.9,2022
387,University of Oregon,22034,10.5,8%,47.27,31.0,21.5,85.3,36.4,35.3,2022
388,University of Passau,9915,76.6,13%,47.24,33.9,39.9,56.3,46.5,58.4,2022
389,University of Pavia,19849,34.8,9%,47.21,36.8,28.1,72.4,46.5,46.7,2022
390,Politecnico di Milano,37680,25.6,17%,47.18,34.4,39.2,57.8,80.1,60.8,2022
391,"Royal Holloway, University of London",10175,14.6,36%,47.15,30.0,29.0,67.3,37.6,91.8,2022
392,Shenzhen University,36401,14.5,1%,47.12,22.3,26.0,89.4,53.6,36.7,2022
393,SUNY University at Albany,16110,16.8,9%,47.09,25.2,22.7,84.3,43.5,49.9,2022
394,Syracuse University,20573,15.0,21%,47.06,35.4,29.7,69.7,35.8,49.8,2022
395,University of Texas at Dallas,25464,22.9,20%,47.03,24.9,28.1,80.6,40.7,56.6,2022
396,University of Trento,13782,19.8,7%,47.01,30.2,32.5,69.5,43.1,56.6,2022
397,University of Turku,12851,15.5,6%,46.98,27.6,31.4,75.3,37.0,54.1,2022
398,UiT The Arctic University of Norway,14505,10.4,10%,46.95,23.5,21.1,87.9,37.8,68.8,2022
399,Umeå University,17495,12.6,11%,46.92,23.0,29.0,78.2,36.6,64.0,2022
400,United Arab Emirates University,7121,8.4,17%,46.89,24.5,21.4,73.3,65.9,88.8,2022
401,Washington State University,29326,19.3,7%,46.86,31.5,30.9,71.3,50.3,50.1,2022
402,Addis Ababa University,46864,16.6,0%,46.83,18.9,11.9,95.2,41.5,47.0,2022
403,University of Alaska Fairbanks,3125,7.8,6%,46.8,27.8,24.0,73.7,46.9,57.9,2022
404,An-Najah National University,23053,21.3,9%,46.78,13.2,8.6,100.0,36.0,63.7,2022
405,Aston University,11515,17.9,24%,46.75,21.5,24.5,66.0,36.7,91.6,2022
406,Aswan University,29353,45.0,2%,46.72,13.9,9.8,100.0,34.8,47.9,2022
407,Bangor University,8800,15.6,23%,46.69,25.1,25.2,68.1,35.2,81.9,2022
408,University of Campinas,29466,16.5,3%,46.66,47.2,44.9,36.2,47.7,33.0,2022
409,Cankaya University,7716,26.5,1%,46.64,17.0,13.6,100.0,36.0,46.0,2022
410,Claude Bernard University Lyon 1,27767,13.0,14%,46.61,36.4,25.5,61.2,40.6,58.5,2022
411,Colorado School of Mines,6226,17.4,10%,46.58,29.7,27.2,66.3,46.8,39.0,2022
412,University of Connecticut,28024,13.1,12%,46.55,36.6,29.5,61.4,38.2,54.5,2022
413,University of Côte d’Azur,31638,18.3,21%,46.52,26.3,19.9,72.1,35.6,76.2,2022
414,University of Crete,13620,27.2,4%,46.5,19.3,22.3,87.1,39.5,48.2,2022
415,University of Cyprus,6588,19.9,12%,46.47,26.1,21.3,65.5,49.1,82.1,2022
416,University of Denver,9624,12.7,7%,46.44,39.3,23.8,72.2,35.9,27.9,2022
417,Durban University of Technology,26543,37.7,1%,46.41,16.9,11.5,99.9,37.8,39.1,2022
418,Duy Tan University,21519,23.6,0%,46.39,13.1,10.8,100.0,35.9,49.4,2022
419,École des Mines de Saint-Étienne,1039,8.5,24%,46.36,34.4,27.0,54.2,71.5,71.4,2022
420,Edith Cowan University,18086,30.5,29%,46.33,19.2,24.4,73.2,38.8,86.5,2022
421,University of Ferrara,18093,28.9,6%,46.3,31.0,22.3,71.0,41.4,44.6,2022
422,University of Florence,36629,21.3,10%,46.28,33.3,28.3,66.8,44.7,46.1,2022
423,Free University of Bozen-Bolzano,4195,11.2,15%,46.25,20.9,16.8,77.8,36.5,76.7,2022
424,University of Fribourg,10687,25.4,17%,46.22,27.5,29.7,59.2,50.3,85.8,2022
425,University of Genoa,23225,18.9,9%,46.2,35.4,25.5,65.1,45.3,44.8,2022
426,Georgia State University,32290,15.5,6%,46.17,32.9,25.9,65.8,36.0,44.5,2022
427,"Goldsmiths, University of London",9325,15.5,37%,46.14,28.5,27.9,64.7,34.8,81.0,2022
428,Hong Kong Baptist University,7075,10.1,58%,46.11,30.0,26.5,54.3,37.7,98.7,2022
429,Hunan University,40198,18.6,3%,46.09,23.2,22.4,84.9,54.5,25.6,2022
430,University of Ibadan,35083,22.6,1%,46.06,23.4,12.6,91.2,35.3,32.2,2022
431,University of Iceland,9023,15.5,11%,46.03,20.7,32.8,66.9,69.5,62.6,2022
432,Indian Institute of Technology Indore,1832,11.4,0%,46.01,37.9,24.1,66.7,38.1,22.4,2022
433,University of Innsbruck,13517,22.2,43%,45.98,31.4,29.5,52.9,53.6,95.9,2022
434,University of Insubria,9207,26.5,6%,45.95,19.3,21.6,90.7,36.7,41.1,2022
435,Iowa State University,31013,17.9,11%,45.93,34.1,33.6,58.9,51.1,56.3,2022
436,Constructor University,1571,21.9,78%,45.9,33.9,31.5,46.6,53.1,92.4,2022
437,Jordan University of Science and Technology,22656,14.5,13%,45.88,16.5,10.2,99.2,43.3,58.3,2022
438,Justus Liebig University Giessen,27666,42.8,10%,45.85,32.1,35.3,59.1,42.4,52.8,2022
439,University of Kansas,24581,9.6,9%,45.82,36.4,25.0,67.3,45.7,48.7,2022
440,University of Kragujevac,15717,12.5,0%,45.8,18.2,9.4,97.9,35.6,33.9,2022
441,Leibniz University Hannover,21640,41.9,18%,45.77,36.8,33.9,50.1,52.4,54.2,2022
442,Institut Agro,2221,11.3,17%,45.75,34.4,24.5,60.9,46.6,60.8,2022
443,Liverpool John Moores University,20660,16.9,16%,45.72,20.9,18.6,78.7,35.3,75.6,2022
444,University of Marburg,24198,32.4,13%,45.69,33.9,28.9,64.3,42.1,55.1,2022
445,Middlesex University,15645,18.2,46%,45.67,21.4,20.1,77.0,35.2,89.5,2022
446,Missouri University of Science and Technology,8898,22.8,11%,45.64,26.0,26.3,63.7,59.1,64.1,2022
447,University of Modena and Reggio Emilia,19907,28.3,5%,45.62,30.8,22.8,72.4,49.0,38.9,2022
448,University of Naples Federico II,51444,19.7,2%,45.59,32.5,26.0,76.7,41.4,32.3,2022
449,National and Kapodistrian University of Athens,64946,33.2,11%,45.57,22.7,18.1,81.1,68.6,55.2,2022
450,University of Nebraska-Lincoln,24563,16.2,11%,45.54,30.9,26.9,62.8,38.6,54.9,2022
451,Northumbria University,21530,16.3,19%,45.51,19.3,20.9,80.7,35.5,77.0,2022
452,Norwegian University of Science and Technology,35400,14.9,8%,45.49,27.2,29.8,62.8,38.8,65.6,2022
453,NOVA University of Lisbon,20396,17.9,21%,45.46,25.3,29.5,70.4,49.7,63.6,2022
454,"University of Occupational and Environmental Health, Japan",1170,2.5,1%,45.44,25.3,10.9,97.8,40.5,20.2,2022
455,Örebro University,9623,15.1,6%,45.41,18.6,21.0,89.0,36.2,58.3,2022
456,University of Peradeniya,16647,11.1,1%,45.39,17.4,8.4,100.0,35.6,41.3,2022
457,University of Pisa,33780,21.4,6%,45.36,28.1,28.0,70.6,41.8,41.3,2022
458,University of Plymouth,16505,17.6,15%,45.34,20.4,20.8,79.2,35.2,72.4,2022
459,Pontificia Universidad Católica de Chile,29756,15.3,7%,45.31,24.8,30.3,66.4,73.0,58.2,2022
460,University of Porto,33120,16.3,19%,45.29,25.1,28.9,64.0,40.8,60.8,2022
461,Universitat Ramon Llull,14309,21.4,17%,45.26,20.0,16.6,82.0,38.1,65.9,2022
462,Royal Veterinary College,2260,10.8,25%,45.24,25.6,18.4,75.8,48.0,90.7,2022
463,University of Salerno,25911,27.5,3%,45.21,17.9,22.4,85.1,37.8,35.2,2022
464,Sciences Po,12543,45.0,37%,45.19,33.3,24.0,57.3,36.9,83.7,2022
465,Sharif University of Technology,8253,21.3,2%,45.16,32.9,37.2,50.7,94.5,29.9,2022
466,University of Sharjah,12370,17.6,59%,45.14,20.2,17.4,80.2,38.8,98.8,2022
467,Sichuan University,51121,16.4,6%,45.11,36.9,40.8,47.7,91.7,38.9,2022
468,SOAS University of London,4635,12.0,54%,45.09,41.9,41.1,34.7,34.9,79.6,2022
469,University of South Carolina-Columbia,32997,15.9,6%,45.07,35.1,27.5,62.5,36.4,46.4,2022
470,South China University of Technology,41095,13.3,5%,45.04,26.8,33.1,67.8,82.8,33.8,2022
471,Southern Medical University,20167,10.8,6%,45.02,36.6,34.8,60.1,42.6,24.5,2022
472,University of Southern Queensland,11841,26.5,18%,44.99,21.7,23.8,74.2,38.9,79.3,2022
473,SRUC (Scotland’s Rural College),1480,5.8,11%,44.97,23.6,12.4,81.9,41.8,59.0,2022
474,University of Stavanger,11560,12.1,12%,44.94,18.5,14.0,83.4,41.7,76.1,2022
475,University of Strathclyde,19335,18.2,27%,44.92,30.4,32.1,54.2,49.5,88.2,2022
476,University of Tabuk,30590,15.6,1%,44.9,15.7,7.8,92.5,35.7,72.9,2022
477,Technion Israel Institute of Technology,14482,20.9,9%,44.87,34.7,30.3,52.7,36.8,70.1,2022
478,Tianjin University,27355,9.0,12%,44.85,36.2,42.5,46.2,95.4,38.6,2022
479,Ton Duc Thang University,26833,22.3,1%,44.82,14.5,13.4,99.3,38.4,62.6,2022
480,TU Dortmund University,25126,84.6,10%,44.8,37.3,42.7,49.8,48.5,42.9,2022
481,Tulane University,11336,8.0,12%,44.78,40.4,22.6,68.1,36.8,44.4,2022
482,University of Turin,57586,28.6,6%,44.75,22.3,27.8,76.4,43.8,41.8,2022
483,TU Wien,10296,18.7,30%,44.73,35.8,36.0,41.2,68.3,87.0,2022
484,University of Vaasa,3690,21.9,4%,44.7,24.7,25.6,76.8,37.3,63.7,2022
485,University of Valencia,50601,14.3,13%,44.68,24.1,22.7,75.5,37.5,49.6,2022
486,Verona University,18825,24.6,4%,44.66,29.2,22.7,76.1,45.8,42.4,2022
487,University of Vic – Central University of Catalonia,6344,14.5,20%,44.63,16.2,11.8,90.0,37.0,60.3,2022
488,Victoria University,16680,48.1,31%,44.61,27.0,28.8,63.4,43.9,87.8,2022
489,University of Waikato,10617,18.8,33%,44.59,22.1,29.8,64.4,46.7,95.3,2022
490,Wayne State University,22598,11.8,6%,44.56,32.5,18.9,73.1,48.2,36.2,2022
491,University of the West of England,23320,15.5,21%,44.54,16.9,14.2,87.3,35.2,70.0,2022
492,The University of the West Indies,24281,16.4,1%,44.52,18.9,10.9,91.7,35.5,57.7,2022
493,Xiamen University,42141,15.0,4%,44.49,29.1,23.9,74.0,52.0,33.5,2022
494,Xi’an Jiaotong University,38879,12.5,7%,44.47,38.5,40.1,44.8,75.8,39.7,2022
495,Yokohama City University,5054,5.9,2%,44.45,26.4,8.9,93.0,43.2,22.3,2022
496,York University,43258,29.0,27%,44.42,27.4,33.9,59.3,43.1,73.5,2022
497,Aberystwyth University,6445,17.0,23%,44.4,24.1,24.9,63.0,38.6,79.0,2022
498,Alagappa University,4548,13.0,0%,44.38,34.4,9.5,75.2,35.2,31.0,2022
499,American University,12683,12.0,11%,44.35,40.2,17.4,65.4,41.4,34.3,2022
500,Amirkabir University of Technology,11550,22.0,2%,44.33,31.7,32.6,50.4,73.3,34.3,2022
501,University of L’Aquila,17308,36.4,5%,44.31,31.4,23.5,66.6,43.8,34.8,2022
502,"Asia University, Taiwan",11616,30.3,9%,44.29,19.4,36.0,52.1,100.0,51.9,2022
503,Universidad Autónoma de Chile,27027,23.7,1%,44.26,13.4,9.8,96.7,34.8,51.7,2022
504,University of Bari Aldo Moro,29565,21.2,1%,44.24,18.1,20.5,81.2,35.9,33.2,2022
505,Beihang University,30837,12.9,7%,44.22,33.0,38.2,43.5,97.5,32.5,2022
506,Beijing University of Chemical Technology,25497,20.9,4%,44.19,21.9,22.5,71.9,58.4,23.1,2022
507,Birmingham City University,21705,16.8,24%,44.17,17.1,10.8,81.2,34.9,66.9,2022
508,Bond University,3386,10.5,46%,44.15,21.6,20.5,62.4,36.4,89.1,2022
509,Bucharest University of Economic Studies,22287,15.9,4%,44.13,17.9,11.4,93.1,35.8,22.6,2022
510,University of Camerino (Unicam),8052,27.3,10%,44.1,21.8,15.6,73.5,46.1,48.9,2022
511,University of Canterbury,14606,18.3,25%,44.08,24.5,26.5,55.0,38.8,93.5,2022
512,Capital Medical University,13823,5.0,5%,44.06,30.6,17.9,77.3,35.2,23.8,2022
513,Centrale Nantes,1777,16.4,49%,44.04,33.0,29.7,40.7,76.9,85.5,2022
514,CEU Universities,18259,11.5,20%,44.01,18.3,9.2,92.7,38.5,50.0,2022
515,Charles Darwin University,6665,30.6,28%,43.99,23.0,30.0,55.9,46.8,79.4,2022
516,Charles University,47182,13.0,22%,43.97,33.0,28.3,52.0,35.2,63.8,2022
517,Clark University,3020,11.4,22%,43.95,23.2,20.9,68.5,34.8,57.1,2022
518,Complutense University of Madrid,66338,22.0,12%,43.93,30.0,31.5,53.3,38.1,43.9,2022
519,University of Costa Rica,35071,15.0,2%,43.9,18.3,8.9,91.0,34.8,48.2,2022
520,Cyprus University of Technology,3153,16.6,13%,43.88,21.9,17.6,70.0,37.0,78.4,2022
521,University of Desarrollo,15787,19.3,4%,43.86,14.9,10.1,89.4,38.0,50.4,2022
522,Diego Portales University,17649,15.5,2%,43.84,15.6,11.0,86.2,34.8,51.4,2022
523,Dublin City University,13315,23.6,12%,43.82,23.1,32.7,54.9,41.0,70.7,2022
524,University of Eastern Finland,11688,18.3,6%,43.79,24.0,28.1,65.0,38.8,50.5,2022
525,Eastern Mediterranean University,16073,28.5,78%,43.77,21.9,12.6,68.8,39.6,89.2,2022
526,Edinburgh Napier University,10810,18.5,32%,43.75,17.5,15.7,72.3,35.2,85.1,2022
527,University of Electronic Science and Technology of China,35342,15.6,4%,43.73,27.4,27.7,64.0,76.0,35.8,2022
528,Federal University of Toulouse Midi-Pyrénées,105857,19.6,14%,43.71,26.4,25.7,63.8,36.9,63.3,2022
529,Ferhat Abbas Sétif University 1,34622,22.5,1%,43.69,19.5,8.1,93.8,34.8,40.8,2022
530,Florida International University,34729,23.0,9%,43.66,32.1,27.8,62.4,35.6,40.3,2022
531,University of Guelph,22571,27.4,10%,43.64,29.0,31.3,48.7,48.4,60.6,2022
532,Gwangju Institute of Science and Technology (GIST),1884,10.3,7%,43.62,41.4,39.9,33.2,75.9,39.9,2022
533,Harbin Institute of Technology,30575,10.2,8%,43.6,40.8,37.2,44.4,44.2,33.0,2022
534,Heriot-Watt University,9495,18.3,36%,43.58,27.7,27.7,53.2,45.0,94.2,2022
535,Hokkaido University,18085,8.2,11%,43.56,44.2,38.5,31.3,66.3,41.0,2022
536,University of International Business and Economics,15985,17.7,17%,43.53,27.1,17.5,66.9,36.7,59.3,2022
537,Iran University of Medical Sciences,8344,8.2,4%,43.51,46.2,15.7,60.8,40.8,24.1,2022
538,"Islamic Azad University, Najafabad Branch (IAUN)",21181,53.9,1%,43.49,16.3,11.5,98.3,37.1,22.4,2022
539,Jagiellonian University,36354,10.0,11%,43.47,30.4,23.8,66.5,35.7,40.6,2022
540,Kafrelsheikh University,57421,24.5,2%,43.45,14.3,8.0,93.1,37.5,47.6,2022
541,Keele University,9120,15.0,17%,43.43,21.8,24.2,64.2,35.7,71.5,2022
542,University of Kentucky,26483,11.5,4%,43.41,36.8,27.5,56.7,39.2,38.8,2022
543,Koç University,5521,15.4,7%,43.39,30.2,36.1,50.5,70.6,51.0,2022
544,Kyushu University,18608,7.7,14%,43.36,43.2,37.5,34.0,77.4,42.4,2022
545,University of Lagos,32732,19.7,0%,43.34,16.1,10.2,90.3,35.9,32.1,2022
546,University of Lille,69090,28.8,15%,43.32,31.1,22.1,61.9,41.6,63.3,2022
547,Lincoln University,2633,14.7,47%,43.3,26.6,22.5,51.6,53.3,96.0,2022
548,University of Lincoln,13925,15.4,12%,43.28,17.2,16.0,79.9,35.5,73.3,2022
549,University of Lisbon,49198,17.9,18%,43.26,24.8,32.6,56.2,42.0,60.6,2022
550,Mansoura University,154957,24.2,3%,43.24,18.5,11.0,88.5,38.8,47.0,2022
551,Maynooth University,10712,27.6,12%,43.22,22.2,27.6,61.5,37.7,79.0,2022
552,University of Messina,15479,24.7,3%,43.2,29.1,23.3,68.1,36.6,31.4,2022
553,Mizzou - University of Missouri,25147,11.8,5%,43.18,36.3,26.0,56.3,39.4,43.9,2022
554,University of Mohaghegh Ardabili,10633,26.7,0%,43.16,20.8,10.9,87.6,35.6,22.8,2022
555,University of Montana,7962,14.9,2%,43.13,35.1,20.6,64.0,35.6,28.6,2022
556,Murdoch University,17261,37.3,41%,43.11,20.9,27.2,58.5,46.2,92.6,2022
557,University of Nairobi,52678,34.5,2%,43.09,14.1,8.0,96.7,34.8,47.1,2022
558,University of Nebraska Medical Center,3146,2.1,7%,43.07,35.3,12.3,71.5,38.7,44.1,2022
559,New Jersey Institute of Technology,9447,14.3,26%,43.05,21.4,19.8,61.8,38.5,85.5,2022
560,Northern Arizona University,30512,26.9,5%,43.03,22.0,15.1,86.3,35.4,35.1,2022
561,North-West University,40262,25.4,3%,43.01,22.6,19.1,75.5,39.1,49.0,2022
562,Northwestern Polytechnical University,31033,13.2,3%,42.99,28.7,34.5,49.6,81.5,37.4,2022
563,Nottingham Trent University,27220,14.9,20%,42.97,20.3,14.9,77.0,35.5,78.2,2022
564,Oklahoma State University,21626,14.8,6%,42.95,29.6,20.3,67.5,38.1,45.6,2022
565,University of Perugia,25301,24.9,7%,42.93,21.4,17.9,77.2,43.1,48.3,2022
566,Polytechnic University of Bari,9639,41.5,1%,42.91,17.3,22.2,79.2,55.5,34.6,2022
567,Pontifical Javeriana University,28885,15.3,1%,42.89,16.5,10.9,88.2,35.1,44.0,2022
568,University of Portsmouth,21690,16.1,27%,42.87,20.0,17.8,70.6,35.6,90.0,2022
569,Quaid-i-Azam University,9785,16.4,1%,42.85,26.7,16.4,73.6,36.1,46.4,2022
570,Rensselaer Polytechnic Institute,7800,15.6,20%,42.83,30.2,27.9,52.2,52.0,57.4,2022
571,Riga Stradiņš University,8083,17.7,29%,42.81,15.7,9.8,82.1,38.9,73.9,2022
