rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
1,University of Oxford,94.3,86.7,99.5,99.1,63.7,95.0,20410,11.2,0.38,2018
2,University of Cambridge,93.2,87.8,97.8,97.5,51.5,93.0,18390,10.9,0.35,2018
3,California Institute of Technology,93.0,90.3,97.5,99.5,92.6,59.7,2209,6.5,0.27,2018
4,Stanford University,93.0,89.1,96.7,99.9,60.5,77.6,15845,7.5,0.22,2018
5,Massachusetts Institute of Technology,92.5,87.3,91.9,100.0,88.4,87.6,11177,8.7,0.34,2018
6,Harvard University,91.8,84.2,98.4,99.7,46.4,79.7,20326,8.9,0.26,2018
7,Princeton University,91.1,85.7,93.9,99.6,58.0,78.7,7955,8.3,0.24,2018
8,Imperial College London,89.2,81.7,88.7,96.7,71.6,96.6,15855,11.4,0.55,2018
9,The University of Chicago,88.6,85.3,90.1,99.4,39.8,69.6,13525,6.2,0.25,2018
10,ETH Zurich,87.7,76.4,92.0,94.3,60.3,98.1,19233,14.6,0.38,2018
11,University of Pennsylvania,87.7,83.7,90.1,98.5,56.9,61.3,20361,6.5,0.2,2018
12,Yale University,87.6,86.7,87.0,98.4,45.1,64.6,12155,4.3,0.21,2018
13,Johns Hopkins University,86.5,76.1,88.1,98.4,95.8,70.6,15498,4.3,0.24,2018
14,Columbia University,86.0,82.2,83.3,98.8,41.3,76.6,26587,6.1,0.32,2018
15,"University of California, Los Angeles",85.7,80.7,88.1,97.9,48.6,59.5,39279,9.6,0.17,2018
16,UCL,85.3,74.4,88.2,94.6,41.2,94.6,30305,10.5,0.49,2018
17,Duke University,85.1,80.7,80.6,98.3,100.0,62.5,15256,4.5,0.22,2018
18,"University of California, Berkeley",84.3,77.4,84.5,99.8,37.5,64.5,36182,13.1,0.17,2018
19,Cornell University,84.2,76.2,86.6,97.6,34.6,69.2,21850,9.8,0.24,2018
20,Northwestern University,83.3,72.6,86.7,96.9,78.2,59.2,17466,12.8,0.18,2018
21,University of Michigan-Ann Arbor,83.1,77.2,86.3,95.7,46.2,55.8,41818,8.6,0.16,2018
22,National University of Singapore,82.8,77.4,88.2,81.3,61.9,95.8,30602,17.0,0.3,2018
23,University of Toronto,82.8,74.6,84.8,92.6,46.5,80.1,69427,18.7,0.17,2018
24,Carnegie Mellon University,81.9,65.8,83.7,99.7,50.4,79.1,12676,13.5,0.45,2018
25,London School of Economics and Political Science,79.4,71.8,72.0,94.9,33.7,92.2,10065,12.1,0.71,2018
26,University of Washington,79.4,67.9,79.9,99.0,47.3,56.5,44945,11.4,0.16,2018
27,University of Edinburgh,79.2,66.8,74.2,97.0,36.3,92.0,26760,12.4,0.4,2018
28,New York University,79.2,73.7,77.4,96.5,37.0,53.4,43860,9.6,0.26,2018
29,Peking University,79.2,83.0,85.1,74.2,100.0,53.0,42136,8.9,0.16,2018
30,Tsinghua University,79.0,80.2,93.2,71.4,99.8,41.0,42089,13.7,0.09,2018
31,"University of California, San Diego",78.7,62.9,79.8,98.6,96.5,51.9,29633,12.8,0.17,2018
32,University of Melbourne,77.5,64.9,74.2,90.3,70.1,92.7,42116,26.6,0.4,2018
33,Georgia Institute of Technology,77.0,59.7,78.9,94.3,60.2,75.0,20773,20.7,0.27,2018
34,University of British Columbia,76.2,61.8,72.2,93.4,42.6,92.2,51889,18.1,0.29,2018
35,LMU Munich,76.2,65.4,72.3,91.3,100.0,66.3,36091,15.6,0.15,2018
36,King’s College London,75.6,59.3,71.2,94.4,43.9,94.5,23205,12.0,0.41,2018
37,University of Illinois at Urbana-Champaign,75.4,65.8,78.9,88.9,56.0,52.8,43402,22.8,0.23,2018
38,École Polytechnique Fédérale de Lausanne,75.3,58.8,66.8,94.2,76.0,98.7,9928,11.2,0.55,2018
39,Karolinska Institute,75.3,57.0,74.4,95.9,71.4,70.3,7424,10.9,0.19,2018
40,University of Hong Kong,75.1,68.8,77.9,74.2,54.0,99.5,18364,18.0,0.42,2018
41,Technical University of Munich,73.5,60.3,71.2,88.4,100.0,66.8,38689,54.4,0.23,2018
42,McGill University,73.2,63.4,70.8,84.7,39.8,87.5,30940,13.3,0.26,2018
43,University of Wisconsin-Madison,73.1,68.4,73.9,86.5,45.8,43.4,38960,10.7,0.12,2018
44,The Hong Kong University of Science and Technology,72.7,55.2,68.4,93.1,58.1,83.4,10214,23.1,0.31,2018
45,Universität Heidelberg,72.3,63.6,62.2,94.2,56.0,64.7,28876,23.2,0.17,2018
46,The University of Tokyo,72.2,79.5,85.2,63.7,52.7,32.2,26000,6.7,0.1,2018
47,KU Leuven,71.8,54.2,70.9,88.7,99.9,68.3,44412,37.1,0.15,2018
48,Australian National University,71.6,52.7,72.0,85.5,61.1,94.3,15986,19.3,0.35,2018
49,University of Texas at Austin,71.4,60.9,68.3,95.7,48.2,36.7,48561,17.1,0.1,2018
50,Brown University,70.8,63.8,57.9,96.7,34.1,59.0,8898,10.7,0.2,2018
51,Washington University in St Louis,70.8,60.8,59.7,99.4,36.9,52.1,12600,7.5,0.17,2018
