rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
1,University of Oxford,95.0,112.68,132.56,99.2,62.5,94.5,19720,10.9,0.35,2017
2,California Institute of Technology,94.3,102.89,119.94,99.8,90.8,63.4,2181,6.7,0.27,2017
3,Stanford University,93.8,97.16,112.56,99.9,60.9,76.5,15658,7.7,0.22,2017
4,University of Cambridge,93.6,93.1,107.32,96.8,50.4,92.4,18605,11.3,0.35,2017
5,Massachusetts Institute of Technology,93.4,89.95,103.26,99.9,88.4,85.6,11192,8.8,0.33,2017
6,Harvard University,92.7,87.37,99.94,99.7,47.3,77.9,19890,8.8,0.25,2017
7,Princeton University,90.2,85.2,97.13,99.2,49.9,77.2,7925,8.4,0.23,2017
8,Imperial College London,90.0,83.31,94.7,97.3,67.5,96.5,15235,11.3,0.52,2017
9,ETH Zurich,89.3,81.65,92.56,92.5,63.7,98.1,18616,14.9,0.37,2017
10,"University of California, Berkeley",88.9,80.16,90.64,99.8,37.6,59.6,34834,12.0,0.16,2017
11,The University of Chicago,88.9,78.81,88.91,99.1,37.7,67.8,13486,6.2,0.24,2017
12,Yale University,88.2,77.58,87.32,97.8,44.5,64.3,11946,4.4,0.21,2017
13,University of Pennsylvania,87.1,76.45,85.87,98.6,49.9,50.1,20367,6.5,0.20,2017
14,"University of California, Los Angeles",86.6,75.41,84.52,98.4,47.1,58.0,38392,9.9,0.16,2017
15,UCL,86.5,74.43,83.26,94.0,41.9,94.3,28600,10.6,0.47,2017
16,Columbia University,86.1,73.52,82.09,98.6,44.9,75.3,25659,6.0,0.30,2017
17,Johns Hopkins University,85.9,72.67,80.98,98.4,100.0,71.1,15303,3.5,0.24,2017
18,Duke University,84.7,71.86,79.94,98.8,100.0,58.2,15204,4.8,0.17,2017
19,Cornell University,84.6,71.09,78.96,97.2,36.0,62.2,21593,9.9,0.19,2017
20,Northwestern University,83.7,70.37,78.02,97.0,85.8,56.1,18570,14.0,0.16,2017
21,University of Michigan-Ann Arbor,83.6,69.68,77.14,95.8,43.9,54.6,41912,8.8,0.16,2017
22,University of Toronto,83.0,69.02,76.29,91.9,48.8,78.3,68093,18.8,0.16,2017
23,Carnegie Mellon University,81.8,68.4,75.48,99.3,51.8,59.6,12311,13.2,0.38,2017
24,National University of Singapore,81.7,67.8,74.71,79.7,61.3,96.0,31111,16.7,0.32,2017
25,London School of Economics and Political Science,80.2,67.22,73.96,96.3,34.8,91.0,9400,11.8,0.70,2017
26,University of Washington,80.2,66.66,73.25,98.8,49.8,55.0,45162,11.9,0.15,2017
27,University of Edinburgh,79.2,66.13,72.56,96.0,35.0,91.5,25280,12.5,0.37,2017
28,Karolinska Institute,77.6,65.62,71.9,95.9,72.1,74.2,7723,11.3,0.23,2017
29,Peking University,77.2,65.12,71.26,71.6,100.0,50.3,42977,8.8,0.15,2017
30,LMU Munich,76.8,64.64,70.64,87.4,100.0,65.4,36180,15.7,0.14,2017
31,École Polytechnique Fédérale de Lausanne,76.8,64.18,70.05,96.5,69.8,98.6,9750,11.2,0.54,2017
32,New York University,76.7,63.73,69.47,95.3,33.6,54.3,43021,6.6,0.25,2017
33,Georgia Institute of Technology,76.3,63.3,68.91,90.8,62.3,72.8,19847,19.8,0.26,2017
34,University of Melbourne,76.3,62.88,68.37,88.1,63.7,88.3,42273,24.8,0.37,2017
35,Tsinghua University,76.2,62.47,67.84,67.4,99.7,39.4,41537,14.1,0.10,2017
36,University of British Columbia,75.9,62.07,67.33,92.9,41.1,92.0,51889,18.2,0.29,2017
37,University of Illinois at Urbana-Champaign,75.9,61.68,66.83,89.3,50.3,49.7,43202,18.3,0.22,2017
38,King’s College London,75.9,61.31,66.34,93.5,42.5,93.8,21985,11.3,0.38,2017
39,The University of Tokyo,74.1,60.94,65.87,62.4,53.4,30.6,26080,7.0,0.10,2017
40,KU Leuven,73.8,60.58,65.41,90.1,99.8,67.4,46381,41.9,0.16,2017
41,"University of California, San Diego",73.2,60.23,64.96,98.9,67.3,47.7,28416,6.6,0.14,2017
42,McGill University,73.1,59.89,64.52,81.8,41.9,86.4,30911,13.5,0.24,2017
43,Universität Heidelberg,73.0,59.56,64.09,90.8,60.0,62.7,29527,24.9,0.17,2017
44,University of Hong Kong,73.0,59.24,63.67,73.2,52.9,99.4,20095,17.8,0.39,2017
45,University of Wisconsin-Madison,72.6,58.92,63.26,87.9,47.4,42.0,40048,11.0,0.12,2017
46,Technical University of Munich,71.6,58.61,62.86,82.0,100.0,66.6,36929,51.9,0.22,2017
