rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
50,University of Manchester,36545,14.3,43%,71.0,,,89.1,45.6,92.4,2022
51,Washington University in St Louis,14243,7.9,22%,71.0,,,98.5,44.9,62.1,2022
52,University of North Carolina at Chapel Hill,31064,8.1,8%,71.0,,,95.6,45.0,41.1,2022
53,Wageningen University & Research,14871,20.2,27%,70.0,,,95.6,100.0,86.4,2022
54,Australian National University,18934,17.6,47%,70.0,,,87.8,47.8,96.5,2022
55,The University of Queensland,41914,35.8,41%,70.0,,,85.8,86.2,93.4,2022
56,Seoul National University,26871,15.4,11%,70.0,,,68.5,98.2,36.9,2022
57,Monash University,60211,44.1,45%,70.0,,,87.7,79.2,91.0,2022
58,The University of Sydney,47956,19.3,47%,70.0,,,90.5,66.1,90.9,2022
59,University of Wisconsin-Madison,39783,10.3,14%,70.0,,,79.2,47.5,50.4,2022
60,Fudan University,33140,11.1,12%,70.0,,,79.0,70.7,48.6,2022
61,Kyoto University,22299,9.2,11%,70.0,,,58.3,80.8,38.2,2022
62,Boston University,27785,11.0,29%,70.0,,,93.8,46.5,65.5,2022
63,University of Southern California,42502,13.2,24%,69.0,,,90.3,41.2,65.5,2022
64,Brown University,9851,10.6,20%,69.0,,,92.9,37.4,61.9,2022
65,University of Amsterdam,25556,13.1,29%,69.0,,,91.6,41.6,89.8,2022
66,The Hong Kong University of Science and Technology,10147,21.3,31%,69.0,,,86.6,65.1,97.6,2022
67,"University of California, Davis",37222,13.2,19%,68.0,,,81.5,50.7,68.9,2022
68,"University of California, Santa Barbara",25578,28.2,19%,68.0,,,96.6,79.8,73.6,2022
69,Utrecht University,33569,18.1,11%,68.0,,,90.1,77.0,76.3,2022
70,UNSW Sydney,48077,40.5,44%,67.0,,,84.1,72.7,95.2,2022
71,Leiden University,31556,19.4,19%,67.0,,,86.8,71.8,84.1,2022
72,Erasmus University Rotterdam,28933,29.3,22%,67.0,,,97.0,76.5,88.5,2022
73,Charité - Universitätsmedizin Berlin,7998,18.7,21%,67.0,,,98.7,92.2,68.1,2022
74,Humboldt University of Berlin,33868,54.2,18%,66.0,,,73.5,41.6,70.1,2022
75,Delft University of Technology,20133,17.0,31%,66.0,,,59.4,97.7,93.6,2022
76,Zhejiang University,40352,11.8,20%,66.0,,,58.6,100.0,61.6,2022
77,University of Zurich,23714,15.0,22%,66.0,,,89.4,61.9,92.5,2022
78,University of Tübingen,20438,26.2,14%,65.0,,,82.9,82.7,65.2,2022
79,University of Warwick,22710,14.2,43%,65.0,,,90.7,44.8,94.5,2022
80,University of Groningen,29440,23.8,27%,65.0,,,90.6,81.1,88.7,2022
81,McMaster University,26112,30.2,20%,65.0,,,93.1,98.3,85.1,2022
82,Emory University,13179,4.4,20%,65.0,,,98.1,48.2,59.7,2022
83,Free University of Berlin,27018,43.2,23%,65.0,,,72.9,41.9,75.7,2022
84,Shanghai Jiao Tong University,36638,11.3,10%,65.0,,,59.3,100.0,47.0,2022
85,Ohio State University (Main campus),55809,12.4,13%,64.0,,,86.1,53.2,60.6,2022
86,University of Glasgow,27625,13.9,40%,64.0,,,94.0,40.7,93.1,2022
87,University of Minnesota,61321,12.0,10%,64.0,,,81.7,80.4,40.8,2022
88,University of Montreal,36524,19.6,23%,64.0,,,81.7,69.5,85.7,2022
89,University of Science and Technology of China,16718,7.3,5%,64.0,,,72.8,70.3,34.5,2022
90,Sorbonne University,42330,14.2,21%,64.0,,,76.6,38.2,70.4,2022
91,Hong Kong Polytechnic University,21979,26.4,29%,63.0,,,83.7,46.0,97.1,2022
92,Institut Polytechnique de Paris,6087,6.9,40%,63.0,,,69.0,77.1,94.5,2022
93,University of Bristol,24110,14.4,30%,63.0,,,94.7,43.7,89.1,2022
94,"University of Maryland, College Park",34017,16.7,11%,63.0,,,89.8,39.3,42.9,2022
95,Michigan State University,45689,16.0,14%,63.0,,,77.2,37.7,62.0,2022
96,University of Copenhagen,30326,4.2,18%,63.0,,,88.8,54.4,86.8,2022
97,Ghent University,38984,35.7,11%,63.0,,,79.2,83.3,62.4,2022
98,"University of California, Irvine",35944,17.1,28%,62.0,,,93.8,52.0,73.2,2022
99,Dartmouth College,6378,7.6,15%,62.0,,,93.6,38.9,41.7,2022
100,Korea Advanced Institute of Science and Technology (KAIST),9504,10.3,10%,62.0,,,59.3,100.0,38.0,2022
101,University of Bern,11556,16.6,16%,62.0,,,88.2,90.6,87.3,2022
102,University of Helsinki,22628,15.7,6%,62.0,,,88.5,37.8,57.3,2022
103,University of Basel,9440,12.3,30%,62.0,,,89.5,99.9,97.0,2022
104,Aarhus University,26521,13.6,9%,62.0,,,82.4,74.9,76.9,2022
105,University of Birmingham,31365,14.9,32%,62.0,,,93.3,40.6,91.7,2022
106,Nanjing University,37137,17.1,9%,62.0,,,74.0,86.8,56.6,2022
107,Purdue University West Lafayette,43411,16.6,21%,62.0,,,59.6,68.9,70.9,2022
108,University of Freiburg,21416,39.7,12%,61.0,,,82.2,97.2,61.4,2022
109,RWTH Aachen University,45628,55.5,25%,61.0,,,64.1,98.7,62.0,2022
110,University of Sheffield,27265,15.3,38%,61.0,,,86.3,48.8,87.8,2022
111,University of Adelaide,22061,30.6,32%,61.0,,,94.3,65.5,93.7,2022
112,University of Bonn,27743,49.8,16%,61.0,,,85.2,55.5,67.1,2022
113,National Taiwan University (NTU),24810,11.4,12%,61.0,,,64.8,75.4,46.9,2022
114,Vanderbilt University,12366,3.0,16%,61.0,,,94.1,56.9,48.7,2022
115,Vrije Universiteit Amsterdam,26593,18.6,14%,61.0,,,87.8,59.3,75.4,2022
116,Lund University,28498,11.2,19%,61.0,,,83.1,82.0,79.9,2022
117,Université Paris-Saclay,40884,12.7,19%,60.0,,,80.2,56.4,68.2,2022
118,Queen Mary University of London,19975,13.5,46%,60.0,,,98.1,42.7,97.1,2022
119,University of Göttingen,30610,26.6,14%,60.0,,,84.9,37.7,62.2,2022
120,University of Oslo,21413,13.2,19%,60.0,,,89.5,44.3,80.4,2022
121,Penn State (Main campus),46513,14.1,16%,60.0,,,75.3,40.7,47.5,2022
122,Lancaster University,13510,12.3,37%,60.0,,,93.9,36.4,94.6,2022
123,Sungkyunkwan University (SKKU),23104,19.2,19%,60.0,,,60.7,99.4,56.3,2022
124,University of Southampton,21815,14.1,36%,60.0,,,90.6,43.4,94.5,2022
125,University of Alberta,33475,21.9,28%,60.0,,,71.9,64.7,88.9,2022
126,Case Western Reserve University,10898,9.4,23%,59.0,,,91.9,41.7,53.8,2022
127,University of Leeds,33320,14.6,32%,59.0,,,81.1,39.8,90.3,2022
128,Maastricht University,18159,18.0,55%,59.0,,,76.1,84.6,98.1,2022
129,University of Virginia (Main campus),25377,9.0,13%,59.0,,,90.5,43.1,51.0,2022
130,Georgetown University,16703,8.6,20%,59.0,,,88.8,70.2,48.9,2022
131,Uppsala University,26917,16.5,17%,59.0,,,78.4,71.8,71.4,2022
132,Arizona State University (Tempe),48255,19.7,18%,59.0,,,80.9,38.5,62.8,2022
133,University of Hamburg,30953,59.8,13%,59.0,,,74.9,93.8,58.7,2022
134,The University of Western Australia,18683,21.3,30%,59.0,,,88.0,65.0,95.5,2022
135,Rice University,6885,9.2,28%,59.0,,,87.2,44.2,77.8,2022
136,University of Auckland,32983,22.7,32%,58.0,,,84.8,69.4,94.6,2022
137,University of Vienna,33852,38.3,29%,58.0,,,65.4,37.8,95.4,2022
138,Radboud University Nijmegen,21818,17.7,15%,58.0,,,85.9,44.4,74.8,2022
139,Technical University of Berlin,22118,55.0,27%,58.0,,,64.1,96.9,66.8,2022
140,University of Pittsburgh-Pittsburgh campus,26841,5.6,12%,58.0,,,91.7,42.6,43.6,2022
141,University of Nottingham,31360,14.8,30%,58.0,,,80.1,40.5,89.2,2022
142,University of Rochester,10177,6.7,36%,58.0,,,86.4,50.5,73.1,2022
143,University of Antwerp,15347,30.8,17%,58.0,,,85.4,85.7,70.6,2022
144,University of Exeter,22740,16.1,28%,58.0,,,93.5,37.5,91.6,2022
145,University of Technology Sydney,26955,39.6,37%,58.0,,,83.7,55.0,97.2,2022
146,University of Mannheim,7641,57.5,25%,58.0,,,76.6,60.7,67.5,2022
147,Newcastle University,24630,14.5,27%,58.0,,,92.8,42.3,87.5,2022
148,Trinity College Dublin,17495,21.2,32%,58.0,,,79.5,42.1,95.0,2022
149,Ulm University,10284,27.2,13%,58.0,,,92.4,85.7,56.9,2022
150,University of Arizona,39616,17.3,10%,58.0,,,82.4,50.5,41.4,2022
151,City University of Hong Kong,9506,10.7,56%,57.0,,,75.4,46.6,99.7,2022
152,University of Sussex,17405,17.6,37%,57.0,,,95.1,36.2,93.8,2022
153,Yonsei University (Seoul campus),18521,14.7,21%,57.0,,,55.7,96.9,58.6,2022
154,University of Florida,47007,16.3,9%,57.0,,,62.0,58.4,42.7,2022
155,Université Paris Cité,62366,17.0,19%,57.0,,,86.5,36.3,67.7,2022
156,Pompeu Fabra University,11863,22.9,13%,57.0,,,94.2,47.8,66.8,2022
157,Wuhan University,54421,15.2,7%,57.0,,,92.3,80.9,39.8,2022
158,University of Aberdeen,13105,16.8,44%,57.0,,,94.0,47.1,95.8,2022
159,University of Colorado Boulder,35491,16.6,10%,57.0,,,88.1,43.2,47.2,2022
160,Université Catholique de Louvain,26424,39.1,20%,57.0,,,73.2,62.5,80.9,2022
161,Durham University,17725,15.0,33%,57.0,,,69.7,37.8,93.8,2022
162,University of Ottawa,35791,25.4,22%,57.0,,,83.3,50.0,82.1,2022
163,Southern University of Science and Technology (SUSTech),4245,8.4,1%,57.0,,,98.5,78.5,60.4,2022
164,University of Würzburg,23374,35.6,10%,57.0,,,85.6,73.9,62.4,2022
165,Bielefeld University,25182,70.6,8%,57.0,,,94.4,42.4,48.1,2022
166,Indiana University,66716,12.9,14%,56.0,,,74.7,52.0,54.0,2022
167,"Northeastern University, US",20910,14.1,36%,56.0,,,97.4,37.8,76.2,2022
168,University of York,17300,14.7,26%,56.0,,,79.1,37.1,86.7,2022
169,Autonomous University of Barcelona,31595,12.7,16%,56.0,,,90.6,42.9,66.9,2022
170,University of Canberra,9893,35.4,29%,56.0,,,98.6,44.2,89.8,2022
171,University of Bologna,68370,24.3,12%,56.0,,,82.7,45.3,52.1,2022
172,University of Cologne,32405,28.9,18%,56.0,,,77.1,76.9,66.7,2022
173,TU Dresden,30519,32.3,17%,56.0,,,69.3,97.4,59.3,2022
174,Tufts University,11152,9.9,16%,56.0,,,91.6,39.5,50.4,2022
175,University of Lausanne,13016,9.5,23%,56.0,,,77.1,78.1,92.0,2022
176,Stockholm University,28072,19.6,10%,56.0,,,84.9,36.5,69.4,2022
177,University of Liverpool,25910,14.6,35%,55.0,,,88.5,39.1,93.6,2022
178,Ulsan National Institute of Science and Technology (UNIST),3657,13.9,10%,55.0,,,85.4,91.8,51.0,2022
179,Karlsruhe Institute of Technology,23224,22.6,24%,55.0,,,61.3,93.3,71.7,2022
180,Huazhong University of Science and Technology,56709,16.2,5%,55.0,,,92.7,89.8,27.9,2022
181,University of East Anglia,15760,13.5,26%,55.0,,,97.9,35.9,87.5,2022
182,University of Cape Town,21757,13.3,16%,55.0,,,85.5,56.4,80.1,2022
183,University of Notre Dame,12234,10.8,13%,55.0,,,70.7,39.7,59.0,2022
184,University of Gothenburg,21033,10.6,13%,55.0,,,90.5,42.7,66.1,2022
185,University of Leicester,15030,14.1,31%,55.0,,,94.2,39.9,91.0,2022
186,Pohang University of Science and Technology (POSTECH),3183,10.1,3%,55.0,,,65.4,98.0,31.1,2022
187,Technical University of Denmark,9321,6.6,23%,55.0,,,72.4,86.0,92.2,2022
188,Cardiff University,26620,14.7,28%,55.0,,,89.1,39.9,87.0,2022
189,King Abdulaziz University,32034,7.8,22%,55.0,,,92.4,74.0,93.6,2022
190,Rutgers University – New Brunswick,44870,10.8,17%,55.0,,,70.4,47.2,52.8,2022
191,Macquarie University,30249,69.6,30%,54.0,,,71.4,63.3,89.5,2022
192,University of Barcelona,45382,16.1,11%,54.0,,,90.4,47.1,59.4,2022
193,Queensland University of Technology,36366,40.2,18%,54.0,,,86.8,50.0,84.6,2022
194,Texas A&M University,62790,21.6,8%,54.0,,,64.6,46.5,56.1,2022
195,Medical University of Graz,3733,13.3,26%,54.0,,,95.9,66.7,78.0,2022
196,University of Erlangen-Nuremberg,30747,44.7,13%,54.0,,,71.5,88.7,52.8,2022
197,University of Geneva,17744,8.2,39%,54.0,,,83.1,51.6,98.6,2022
198,University of Hohenheim,8614,38.5,11%,54.0,,,97.5,48.5,51.4,2022
199,Sapienza University of Rome,71992,30.6,9%,54.0,,,70.9,55.9,44.3,2022
200,Scuola Normale Superiore di Pisa,581,6.9,12%,54.0,,,67.8,36.9,55.4,2022
201,Aalborg University,16519,12.8,13%,54.78,,,79.3,49.8,78.5,2022
202,Aalto University,12815,19.4,24%,54.72,,,71.6,54.2,83.7,2022
203,Alfaisal University,2724,10.1,34%,54.67,,,99.0,41.7,97.3,2022
204,Auckland University of Technology,18528,17.4,50%,54.61,,,98.9,37.0,96.2,2022
205,University of Bath,14655,15.7,34%,54.56,,,78.9,38.7,92.9,2022
206,University of Bergen,14327,12.3,13%,54.5,,,91.6,37.5,78.7,2022
207,Brighton and Sussex Medical School,975,10.3,17%,54.44,,,100.0,34.8,80.6,2022
208,University of Calgary,33099,18.2,21%,54.39,,,80.4,65.6,80.4,2022
209,"University of California, Santa Cruz",19700,24.1,13%,54.33,,,96.7,42.1,65.6,2022
210,Copenhagen Business School,16637,27.5,25%,54.28,,,86.2,42.4,94.5,2022
211,University of Dundee,13015,18.2,24%,54.22,,,89.1,48.9,83.2,2022
212,Eindhoven University of Technology,11326,24.6,22%,54.17,,,56.1,99.9,83.8,2022
213,Friedrich Schiller University Jena,16964,25.3,15%,54.12,,,73.5,57.1,60.5,2022
214,George Washington University,23375,12.7,18%,54.06,,,79.0,36.0,57.9,2022
215,Griffith University,35020,29.0,18%,54.01,,,80.4,50.6,82.8,2022
216,University of Konstanz,11453,50.2,13%,53.96,,,59.4,74.8,69.7,2022
217,Korea University,22799,13.4,23%,53.9,,,63.4,91.9,50.9,2022
218,KTH Royal Institute of Technology,13422,16.7,21%,53.85,,,56.0,69.8,90.2,2022
219,La Trobe University,26097,33.8,39%,53.8,,,86.3,46.7,89.8,2022
220,Université Libre de Bruxelles,25743,44.8,31%,53.75,,,78.6,43.8,88.9,2022
221,University of Macau,9874,15.1,38%,53.69,,,71.2,45.7,99.4,2022
222,University of Massachusetts,62595,13.2,15%,53.64,,,90.2,52.6,64.4,2022
223,Medical University of Innsbruck,3168,12.1,43%,53.59,,,88.4,91.4,87.2,2022
224,Medical University of Vienna,7232,8.9,30%,53.54,,,92.7,61.9,79.8,2022
225,University of Miami,16479,10.3,16%,53.49,,,75.9,47.5,59.5,2022
226,University of Münster,28539,25.5,7%,53.44,,,80.7,48.1,48.7,2022
227,University of Otago,18690,20.5,21%,53.39,,,77.5,39.6,90.1,2022
228,University of Padua,48651,21.9,8%,53.34,,,80.3,40.9,49.4,2022
229,Queen’s University Belfast,18485,16.0,37%,53.29,,,80.3,41.3,97.2,2022
230,RCSI University of Medicine and Health Sciences,2488,24.9,66%,53.24,,,84.0,52.6,94.9,2022
231,University of Reading,15435,15.8,31%,53.19,,,78.8,40.4,92.6,2022
232,"St George’s, University of London",3485,13.4,21%,53.14,,,99.1,39.8,77.4,2022
233,Sant’Anna School of Advanced Studies – Pisa,706,10.3,21%,53.09,,,70.5,89.2,57.8,2022
234,University of São Paulo,82323,16.5,3%,53.04,,,43.3,42.3,35.9,2022
235,Simon Fraser University,27015,27.9,31%,52.99,,,81.5,49.0,92.1,2022
236,University of South Florida,39779,21.4,13%,52.94,,,85.8,91.2,55.1,2022
237,University of St Andrews,9500,12.2,47%,52.89,,,60.2,37.7,95.5,2022
238,University of Surrey,14455,16.0,36%,52.84,,,75.0,43.0,94.6,2022
239,Taipei Medical University,6140,9.9,10%,52.8,,,73.4,96.9,42.9,2022
240,Tel Aviv University,22809,22.2,7%,52.75,,,68.4,43.1,56.4,2022
241,Tilburg University,9944,24.8,18%,52.7,,,63.3,51.0,81.9,2022
242,Tohoku University,17888,12.2,14%,52.65,,,37.8,97.2,49.5,2022
243,University of Twente,8981,14.9,37%,52.61,,,57.0,86.9,93.8,2022
244,University College Dublin,23066,23.0,31%,52.56,,,71.8,48.7,93.6,2022
245,Vita-Salute San Raffaele University,3114,10.6,4%,52.51,,,98.6,36.0,42.8,2022
246,University of Waterloo,33613,23.8,22%,52.46,,,67.7,47.1,87.1,2022
247,Western University,28301,28.5,22%,52.42,,,72.6,80.2,85.6,2022
248,Western Sydney University,35766,37.8,23%,52.37,,,88.7,42.4,87.9,2022
249,University of Wollongong,18222,30.2,30%,52.33,,,77.3,55.8,94.7,2022
250,Australian Catholic University,23750,42.9,15%,52.28,,,95.9,36.6,80.2,2022
251,Beijing Normal University,23424,14.5,12%,52.23,,,56.0,71.1,45.7,2022
252,Boston College,12958,15.1,12%,52.19,,,64.4,35.1,46.4,2022
253,Brandeis University,5425,12.2,28%,52.14,,,99.0,35.6,57.5,2022
254,University at Buffalo,27114,17.9,16%,52.1,,,71.4,47.4,64.8,2022
255,"University of California, Riverside",23155,17.7,14%,52.05,,,84.1,40.9,65.0,2022
256,Chalmers University of Technology,9573,13.8,18%,52.01,,,63.3,65.5,77.5,2022
257,University of Colorado Denver/Anschutz Medical Campus,17224,3.9,8%,51.96,,,94.8,42.0,31.0,2022
258,Curtin University,30221,20.7,32%,51.92,,,82.5,43.5,95.5,2022
259,Dalhousie University,16077,13.8,28%,51.87,,,77.5,43.3,89.0,2022
260,Deakin University,42675,33.6,28%,51.83,,,79.3,42.8,89.2,2022
261,University of Duisburg-Essen,41728,45.0,19%,51.79,,,80.3,67.2,61.1,2022
262,Heinrich Heine University Düsseldorf,29297,36.1,12%,51.74,,,78.6,43.7,59.6,2022
263,École des Ponts ParisTech,2096,11.7,45%,51.7,,,87.4,59.6,83.8,2022
264,Flinders University,16976,28.2,36%,51.65,,,83.3,40.7,89.9,2022
265,Florida State University,39380,24.7,7%,51.61,,,70.1,40.8,47.3,2022
266,George Mason University,31652,18.2,11%,51.57,,,84.9,36.0,48.5,2022
267,University of Hawai’i at Mānoa,14789,10.7,11%,51.53,,,67.1,39.1,66.9,2022
268,Howard University,8453,8.0,8%,51.48,,,95.7,34.8,35.4,2022
269,University of Iowa,29591,11.5,9%,51.44,,,77.6,48.6,47.4,2022
270,James Cook University,10794,20.1,12%,51.4,,,88.6,45.5,78.7,2022
271,University of Kiel,27750,22.5,9%,51.35,,,85.0,34.8,57.7,2022
272,Kyung Hee University,20599,17.5,25%,51.31,,,64.6,89.7,63.7,2022
273,Lappeenranta-Lahti University of Technology LUT,4333,29.6,15%,51.27,,,84.1,54.9,61.2,2022
274,Université Laval,28662,17.1,14%,51.23,,,67.7,66.4,71.0,2022
275,Linköping University,15873,14.6,14%,51.19,,,77.9,60.7,69.0,2022
276,University of Luxembourg,4890,19.1,52%,51.15,,,65.7,47.3,99.5,2022
277,Macau University of Science and Technology,11113,25.7,88%,51.1,,,82.3,46.4,99.9,2022
278,University of Navarra,11545,14.7,26%,51.06,,,85.1,65.9,71.7,2022
279,University of Newcastle,23706,29.0,19%,51.02,,,78.9,61.4,85.6,2022
280,University of New Mexico (Main campus),19227,17.5,5%,50.98,,,80.1,42.8,34.1,2022
281,Oregon Health and Science University,3017,1.0,3%,50.94,,,99.1,52.6,28.6,2022
282,University of Oulu,9756,25.1,6%,50.9,,,76.2,51.6,57.1,2022
283,University of Potsdam,14844,41.1,14%,50.86,,,65.0,66.0,59.3,2022
284,Queen’s University,25289,25.9,16%,50.82,,,60.2,79.1,71.1,2022
285,Ruhr University Bochum,38893,50.4,15%,50.78,,,61.6,58.1,54.0,2022
286,Sejong University,12063,20.1,12%,50.74,,,90.2,48.0,53.2,2022
287,Semmelweis University,9887,9.2,33%,50.7,,,81.0,41.4,77.8,2022
288,University of Southern Denmark,18822,10.5,16%,50.66,,,80.2,73.9,81.1,2022
289,Stellenbosch University,24733,26.1,8%,50.62,,,78.7,79.5,54.3,2022
290,Sun Yat-sen University,56430,15.7,6%,50.58,,,77.7,60.6,33.5,2022
291,Swansea University,17590,15.7,22%,50.54,,,93.8,39.0,83.0,2022
292,Tampere University,15438,20.9,6%,50.5,,,84.4,59.6,52.5,2022
293,University of Tartu,9087,12.2,12%,50.46,,,89.3,43.3,62.6,2022
294,University College Cork,17397,20.3,20%,50.42,,,88.1,49.2,83.7,2022
295,University of Utah,30794,14.7,7%,50.38,,,81.8,51.2,33.1,2022
296,Virginia Polytechnic Institute and State University,34950,18.3,14%,50.34,,,74.3,48.4,56.4,2022
297,Vrije Universiteit Brussel,13301,32.4,23%,50.3,,,63.9,60.8,76.7,2022
298,University of the Witwatersrand,26873,24.3,8%,50.27,,,66.2,100.0,73.4,2022
299,Aix-Marseille University,69951,17.0,12%,50.23,,,74.4,39.7,60.9,2022
300,American University of Beirut,8988,8.6,22%,50.19,,,89.2,49.7,77.5,2022
301,Anglia Ruskin University (ARU),18885,24.1,39%,50.15,,,99.7,35.1,89.9,2022
302,Autonomous University of Madrid,29813,13.4,15%,50.11,,,83.8,38.3,55.1,2022
303,University of Bordeaux,54346,22.7,14%,50.07,,,79.1,39.0,60.1,2022
304,"University of California, Merced",8459,21.4,10%,50.04,,,94.9,40.9,44.0,2022
305,University of Cape Coast,24628,33.4,0%,50.0,,,100.0,66.2,44.7,2022
306,Central South University,54903,19.9,3%,49.96,,,65.6,96.0,25.0,2022
307,"China Medical University, Taiwan",7971,17.4,10%,49.92,,,80.8,95.7,44.1,2022
308,University of Delaware,21916,16.6,10%,49.89,,,68.8,94.6,49.4,2022
309,East China Normal University,27424,14.5,14%,49.85,,,59.0,57.2,62.8,2022
310,École Normale Supérieure de Lyon,2272,8.6,11%,49.81,,,52.6,64.3,64.7,2022
311,University of Essex,13490,16.6,40%,49.78,,,63.5,35.9,96.3,2022
312,Goethe University Frankfurt,45179,18.5,15%,49.74,,,73.7,43.5,61.0,2022
313,Hebrew University of Jerusalem,16237,11.5,5%,49.7,,,51.8,42.6,59.6,2022
314,Hofstra University,9844,13.3,8%,49.67,,,94.6,34.8,30.2,2022
315,University of Illinois Chicago,28089,11.5,19%,49.63,,,63.5,44.3,51.7,2022
316,Indian Institute of Science,4199,9.3,1%,49.59,,,31.5,88.1,24.1,2022
317,Johannes Gutenberg University of Mainz,31240,25.1,12%,49.56,,,78.2,56.3,58.6,2022
318,University of Malaya,17390,8.9,18%,49.52,,,61.9,47.1,84.0,2022
319,University of Manitoba,28888,28.9,19%,49.48,,,74.4,35.6,55.9,2022
320,University of Milan,44959,20.6,6%,49.45,,,82.6,39.8,43.5,2022
321,University of Milan-Bicocca,27635,29.2,5%,49.41,,,91.8,39.2,45.4,2022
322,Montpellier University,39909,19.9,15%,49.38,,,70.4,38.7,62.5,2022
323,Nankai University,30456,12.3,9%,49.34,,,78.7,45.5,41.3,2022
324,National Yang Ming Chiao Tung University,16870,12.2,11%,49.31,,,50.0,72.8,40.0,2022
325,North Carolina State University,30917,16.0,14%,49.27,,,60.5,46.2,53.6,2022
326,Nova Southeastern University,17431,16.1,6%,49.24,,,96.5,34.8,29.7,2022
327,Osaka University,22451,7.8,11%,49.2,,,33.9,90.2,38.4,2022
328,Qatar University,8899,8.8,36%,49.17,,,69.0,50.7,99.1,2022
