rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
329,Reykjavík University,2574,22.3,8%,49.13,,,100.0,36.7,69.1,2022
330,RMIT University,32743,23.3,34%,49.1,,,69.8,46.0,93.9,2022
331,University of Rome II – Tor Vergata,25683,32.8,16%,49.06,,,68.5,48.4,62.1,2022
332,Rush University,2728,2.3,1%,49.03,,,90.9,45.0,21.6,2022
333,University of St Gallen,7851,12.1,33%,48.99,,,78.4,49.1,95.6,2022
334,University of South Australia,22377,32.2,22%,48.96,,,68.1,84.3,88.4,2022
335,University of Stirling,9750,16.5,26%,48.92,,,80.9,35.5,84.7,2022
336,Stony Brook University,24830,10.7,22%,48.89,,,77.2,36.2,70.2,2022
337,University of Stuttgart,16344,28.5,19%,48.86,,,49.8,93.8,53.1,2022
338,Università della Svizzera italiana,3097,11.6,67%,48.82,,,83.6,58.9,99.5,2022
339,Swedish University of Agricultural Sciences,3906,4.4,7%,48.79,,,74.1,92.0,51.5,2022
340,Swinburne University of Technology,16186,25.1,29%,48.75,,,76.7,42.2,81.8,2022
341,University of Tasmania,18610,22.3,37%,48.72,,,70.3,47.0,91.3,2022
342,Technical University of Darmstadt,16009,38.0,17%,48.69,,,46.8,88.4,58.5,2022
343,Temple University,36423,12.9,8%,48.65,,,79.4,34.8,38.9,2022
344,The University of Tennessee-Knoxville,26721,16.6,4%,48.62,,,78.1,42.6,46.8,2022
345,Tokyo Institute of Technology,9835,9.6,15%,48.59,,,33.2,80.7,46.2,2022
346,Tongji University,30525,10.9,17%,48.55,,,41.7,98.8,60.2,2022
347,University of Victoria,22550,26.5,21%,48.52,,,73.7,45.2,88.6,2022
348,Wake Forest University,8054,4.1,10%,48.49,,,85.6,45.4,33.7,2022
349,William & Mary,8272,11.3,9%,48.45,,,78.9,36.2,36.9,2022
350,Babol Noshirvani University of Technology,5745,27.0,0%,48.42,,,99.4,37.2,20.7,2022
351,University of Bayreuth,8541,25.3,15%,48.39,,,55.7,57.3,60.6,2022
352,"Birkbeck, University of London",8405,19.5,39%,48.36,,,64.1,35.1,89.9,2022
353,Bournemouth University,13790,17.7,19%,48.32,,,74.6,35.1,82.1,2022
354,University of Bremen,13816,22.9,16%,48.29,,,56.6,53.7,62.0,2022
355,University of Brescia,14784,24.6,8%,48.26,,,93.9,39.6,44.7,2022
356,Universiti Brunei Darussalam,3786,10.8,17%,48.23,,,83.9,36.9,88.2,2022
357,Brunel University London,12515,17.8,38%,48.19,,,69.0,36.3,96.5,2022
358,Catholic University of Portugal,11233,22.8,21%,48.16,,,98.3,36.6,62.0,2022
359,"City, University of London",14990,17.8,50%,48.13,,,70.9,36.2,95.2,2022
360,"Colorado State University, Fort Collins",26464,16.2,6%,48.1,,,77.3,40.8,39.2,2022
361,Drexel University,19984,11.4,16%,48.07,,,76.2,42.5,51.7,2022
362,University of Georgia,37190,16.8,7%,48.03,,,53.2,38.2,47.0,2022
363,University of Greifswald,10019,20.7,7%,48.0,,,74.7,42.3,48.7,2022
364,Université Grenoble Alpes,50732,16.9,17%,47.97,,,58.0,38.7,68.7,2022
365,University of Hail,19032,11.2,10%,47.94,,,100.0,40.9,82.0,2022
366,Hanyang University,20009,15.0,21%,47.91,,,44.0,93.8,64.3,2022
367,Harokopio University of Athens,3697,55.2,4%,47.88,,,96.3,37.3,45.2,2022
368,Hasselt University,5528,30.4,13%,47.85,,,57.5,58.2,69.4,2022
369,Illinois Institute of Technology,5851,10.6,42%,47.82,,,62.9,38.6,74.1,2022
370,IMT Atlantique,1546,8.2,39%,47.78,,,54.3,95.8,77.2,2022
371,Indian Institute of Technology Ropar,1876,10.5,0%,47.75,,,99.7,37.7,18.9,2022
372,JSS Academy of Higher Education and Research,7518,9.4,8%,47.72,,,100.0,35.8,32.4,2022
373,University of Jyväskylä,10277,14.2,4%,47.69,,,75.4,36.3,51.5,2022
374,University of Kent,17280,18.0,30%,47.66,,,64.5,35.4,91.5,2022
375,Khalifa University,2947,9.5,21%,47.63,,,51.9,100.0,92.1,2022
376,King Fahd University of Petroleum and Minerals,6706,7.6,11%,47.6,,,77.9,74.2,77.6,2022
377,King Saud University,34952,10.1,11%,47.57,,,70.9,82.6,82.3,2022
378,University of Klagenfurt,3173,9.0,25%,47.54,,,74.6,36.8,90.3,2022
379,Kurdistan University of Medical Sciences,2958,10.6,3%,47.51,,,100.0,36.4,22.3,2022
380,University of KwaZulu-Natal,37005,30.6,3%,47.48,,,66.7,39.7,53.3,2022
381,University of Liège,21160,25.7,21%,47.45,,,60.2,99.6,71.6,2022
382,Loughborough University,15555,13.8,27%,47.42,,,61.1,38.6,86.6,2022
383,Mazandaran University of Medical Sciences,8734,17.9,0%,47.39,,,87.6,40.9,19.7,2022
384,Nagoya University,15564,10.0,12%,47.36,,,41.4,97.9,35.4,2022
385,University of Galway,14799,27.0,18%,47.33,,,66.7,48.8,81.5,2022
386,National Tsing Hua University,13827,16.6,12%,47.3,,,50.0,70.7,42.9,2022
387,University of Oregon,22034,10.5,8%,47.27,,,85.3,36.4,35.3,2022
388,University of Passau,9915,76.6,13%,47.24,,,56.3,46.5,58.4,2022
389,University of Pavia,19849,34.8,9%,47.21,,,72.4,46.5,46.7,2022
390,Politecnico di Milano,37680,25.6,17%,47.18,,,57.8,80.1,60.8,2022
391,"Royal Holloway, University of London",10175,14.6,36%,47.15,,,67.3,37.6,91.8,2022
392,Shenzhen University,36401,14.5,1%,47.12,,,89.4,53.6,36.7,2022
393,SUNY University at Albany,16110,16.8,9%,47.09,,,84.3,43.5,49.9,2022
394,Syracuse University,20573,15.0,21%,47.06,,,69.7,35.8,49.8,2022
395,University of Texas at Dallas,25464,22.9,20%,47.03,,,80.6,40.7,56.6,2022
396,University of Trento,13782,19.8,7%,47.01,,,69.5,43.1,56.6,2022
397,University of Turku,12851,15.5,6%,46.98,,,75.3,37.0,54.1,2022
398,UiT The Arctic University of Norway,14505,10.4,10%,46.95,,,87.9,37.8,68.8,2022
399,Umeå University,17495,12.6,11%,46.92,,,78.2,36.6,64.0,2022
400,United Arab Emirates University,7121,8.4,17%,46.89,,,73.3,65.9,88.8,2022
401,Washington State University,29326,19.3,7%,46.86,,,71.3,50.3,50.1,2022
402,Addis Ababa University,46864,16.6,0%,46.83,,,95.2,41.5,47.0,2022
403,University of Alaska Fairbanks,3125,7.8,6%,46.8,,,73.7,46.9,57.9,2022
404,An-Najah National University,23053,21.3,9%,46.78,,,100.0,36.0,63.7,2022
405,Aston University,11515,17.9,24%,46.75,,,66.0,36.7,91.6,2022
406,Aswan University,29353,45.0,2%,46.72,,,100.0,34.8,47.9,2022
407,Bangor University,8800,15.6,23%,46.69,,,68.1,35.2,81.9,2022
408,University of Campinas,29466,16.5,3%,46.66,,,36.2,47.7,33.0,2022
409,Cankaya University,7716,26.5,1%,46.64,,,100.0,36.0,46.0,2022
410,Claude Bernard University Lyon 1,27767,13.0,14%,46.61,,,61.2,40.6,58.5,2022
411,Colorado School of Mines,6226,17.4,10%,46.58,,,66.3,46.8,39.0,2022
412,University of Connecticut,28024,13.1,12%,46.55,,,61.4,38.2,54.5,2022
413,University of Côte d’Azur,31638,18.3,21%,46.52,,,72.1,35.6,76.2,2022
414,University of Crete,13620,27.2,4%,46.5,,,87.1,39.5,48.2,2022
415,University of Cyprus,6588,19.9,12%,46.47,,,65.5,49.1,82.1,2022
416,University of Denver,9624,12.7,7%,46.44,,,72.2,35.9,27.9,2022
417,Durban University of Technology,26543,37.7,1%,46.41,,,99.9,37.8,39.1,2022
418,Duy Tan University,21519,23.6,0%,46.39,,,100.0,35.9,49.4,2022
419,École des Mines de Saint-Étienne,1039,8.5,24%,46.36,,,54.2,71.5,71.4,2022
420,Edith Cowan University,18086,30.5,29%,46.33,,,73.2,38.8,86.5,2022
421,University of Ferrara,18093,28.9,6%,46.3,,,71.0,41.4,44.6,2022
422,University of Florence,36629,21.3,10%,46.28,,,66.8,44.7,46.1,2022
423,Free University of Bozen-Bolzano,4195,11.2,15%,46.25,,,77.8,36.5,76.7,2022
424,University of Fribourg,10687,25.4,17%,46.22,,,59.2,50.3,85.8,2022
425,University of Genoa,23225,18.9,9%,46.2,,,65.1,45.3,44.8,2022
426,Georgia State University,32290,15.5,6%,46.17,,,65.8,36.0,44.5,2022
427,"Goldsmiths, University of London",9325,15.5,37%,46.14,,,64.7,34.8,81.0,2022
428,Hong Kong Baptist University,7075,10.1,58%,46.11,,,54.3,37.7,98.7,2022
429,Hunan University,40198,18.6,3%,46.09,,,84.9,54.5,25.6,2022
430,University of Ibadan,35083,22.6,1%,46.06,,,91.2,35.3,32.2,2022
431,University of Iceland,9023,15.5,11%,46.03,,,66.9,69.5,62.6,2022
432,Indian Institute of Technology Indore,1832,11.4,0%,46.01,,,66.7,38.1,22.4,2022
433,University of Innsbruck,13517,22.2,43%,45.98,,,52.9,53.6,95.9,2022
434,University of Insubria,9207,26.5,6%,45.95,,,90.7,36.7,41.1,2022
435,Iowa State University,31013,17.9,11%,45.93,,,58.9,51.1,56.3,2022
436,Constructor University,1571,21.9,78%,45.9,,,46.6,53.1,92.4,2022
437,Jordan University of Science and Technology,22656,14.5,13%,45.88,,,99.2,43.3,58.3,2022
438,Justus Liebig University Giessen,27666,42.8,10%,45.85,,,59.1,42.4,52.8,2022
439,University of Kansas,24581,9.6,9%,45.82,,,67.3,45.7,48.7,2022
440,University of Kragujevac,15717,12.5,0%,45.8,,,97.9,35.6,33.9,2022
441,Leibniz University Hannover,21640,41.9,18%,45.77,,,50.1,52.4,54.2,2022
442,Institut Agro,2221,11.3,17%,45.75,,,60.9,46.6,60.8,2022
443,Liverpool John Moores University,20660,16.9,16%,45.72,,,78.7,35.3,75.6,2022
444,University of Marburg,24198,32.4,13%,45.69,,,64.3,42.1,55.1,2022
445,Middlesex University,15645,18.2,46%,45.67,,,77.0,35.2,89.5,2022
446,Missouri University of Science and Technology,8898,22.8,11%,45.64,,,63.7,59.1,64.1,2022
447,University of Modena and Reggio Emilia,19907,28.3,5%,45.62,,,72.4,49.0,38.9,2022
448,University of Naples Federico II,51444,19.7,2%,45.59,,,76.7,41.4,32.3,2022
449,National and Kapodistrian University of Athens,64946,33.2,11%,45.57,,,81.1,68.6,55.2,2022
450,University of Nebraska-Lincoln,24563,16.2,11%,45.54,,,62.8,38.6,54.9,2022
451,Northumbria University,21530,16.3,19%,45.51,,,80.7,35.5,77.0,2022
452,Norwegian University of Science and Technology,35400,14.9,8%,45.49,,,62.8,38.8,65.6,2022
453,NOVA University of Lisbon,20396,17.9,21%,45.46,,,70.4,49.7,63.6,2022
454,"University of Occupational and Environmental Health, Japan",1170,2.5,1%,45.44,,,97.8,40.5,20.2,2022
455,Örebro University,9623,15.1,6%,45.41,,,89.0,36.2,58.3,2022
456,University of Peradeniya,16647,11.1,1%,45.39,,,100.0,35.6,41.3,2022
457,University of Pisa,33780,21.4,6%,45.36,,,70.6,41.8,41.3,2022
458,University of Plymouth,16505,17.6,15%,45.34,,,79.2,35.2,72.4,2022
459,Pontificia Universidad Católica de Chile,29756,15.3,7%,45.31,,,66.4,73.0,58.2,2022
460,University of Porto,33120,16.3,19%,45.29,,,64.0,40.8,60.8,2022
461,Universitat Ramon Llull,14309,21.4,17%,45.26,,,82.0,38.1,65.9,2022
462,Royal Veterinary College,2260,10.8,25%,45.24,,,75.8,48.0,90.7,2022
463,University of Salerno,25911,27.5,3%,45.21,,,85.1,37.8,35.2,2022
464,Sciences Po,12543,45.0,37%,45.19,,,57.3,36.9,83.7,2022
465,Sharif University of Technology,8253,21.3,2%,45.16,,,50.7,94.5,29.9,2022
466,University of Sharjah,12370,17.6,59%,45.14,,,80.2,38.8,98.8,2022
467,Sichuan University,51121,16.4,6%,45.11,,,47.7,91.7,38.9,2022
468,SOAS University of London,4635,12.0,54%,45.09,,,34.7,34.9,79.6,2022
469,University of South Carolina-Columbia,32997,15.9,6%,45.07,,,62.5,36.4,46.4,2022
470,South China University of Technology,41095,13.3,5%,45.04,,,67.8,82.8,33.8,2022
471,Southern Medical University,20167,10.8,6%,45.02,,,60.1,42.6,24.5,2022
472,University of Southern Queensland,11841,26.5,18%,44.99,,,74.2,38.9,79.3,2022
473,SRUC (Scotland’s Rural College),1480,5.8,11%,44.97,,,81.9,41.8,59.0,2022
474,University of Stavanger,11560,12.1,12%,44.94,,,83.4,41.7,76.1,2022
475,University of Strathclyde,19335,18.2,27%,44.92,,,54.2,49.5,88.2,2022
476,University of Tabuk,30590,15.6,1%,44.9,,,92.5,35.7,72.9,2022
477,Technion Israel Institute of Technology,14482,20.9,9%,44.87,,,52.7,36.8,70.1,2022
478,Tianjin University,27355,9.0,12%,44.85,,,46.2,95.4,38.6,2022
479,Ton Duc Thang University,26833,22.3,1%,44.82,,,99.3,38.4,62.6,2022
480,TU Dortmund University,25126,84.6,10%,44.8,,,49.8,48.5,42.9,2022
481,Tulane University,11336,8.0,12%,44.78,,,68.1,36.8,44.4,2022
482,University of Turin,57586,28.6,6%,44.75,,,76.4,43.8,41.8,2022
483,TU Wien,10296,18.7,30%,44.73,,,41.2,68.3,87.0,2022
484,University of Vaasa,3690,21.9,4%,44.7,,,76.8,37.3,63.7,2022
485,University of Valencia,50601,14.3,13%,44.68,,,75.5,37.5,49.6,2022
486,Verona University,18825,24.6,4%,44.66,,,76.1,45.8,42.4,2022
487,University of Vic – Central University of Catalonia,6344,14.5,20%,44.63,,,90.0,37.0,60.3,2022
488,Victoria University,16680,48.1,31%,44.61,,,63.4,43.9,87.8,2022
489,University of Waikato,10617,18.8,33%,44.59,,,64.4,46.7,95.3,2022
490,Wayne State University,22598,11.8,6%,44.56,,,73.1,48.2,36.2,2022
491,University of the West of England,23320,15.5,21%,44.54,,,87.3,35.2,70.0,2022
492,The University of the West Indies,24281,16.4,1%,44.52,,,91.7,35.5,57.7,2022
493,Xiamen University,42141,15.0,4%,44.49,,,74.0,52.0,33.5,2022
494,Xi’an Jiaotong University,38879,12.5,7%,44.47,,,44.8,75.8,39.7,2022
495,Yokohama City University,5054,5.9,2%,44.45,,,93.0,43.2,22.3,2022
496,York University,43258,29.0,27%,44.42,,,59.3,43.1,73.5,2022
497,Aberystwyth University,6445,17.0,23%,44.4,,,63.0,38.6,79.0,2022
498,Alagappa University,4548,13.0,0%,44.38,,,75.2,35.2,31.0,2022
499,American University,12683,12.0,11%,44.35,,,65.4,41.4,34.3,2022
500,Amirkabir University of Technology,11550,22.0,2%,44.33,,,50.4,73.3,34.3,2022
501,University of L’Aquila,17308,36.4,5%,44.31,,,66.6,43.8,34.8,2022
502,"Asia University, Taiwan",11616,30.3,9%,44.29,,,52.1,100.0,51.9,2022
503,Universidad Autónoma de Chile,27027,23.7,1%,44.26,,,96.7,34.8,51.7,2022
504,University of Bari Aldo Moro,29565,21.2,1%,44.24,,,81.2,35.9,33.2,2022
505,Beihang University,30837,12.9,7%,44.22,,,43.5,97.5,32.5,2022
506,Beijing University of Chemical Technology,25497,20.9,4%,44.19,,,71.9,58.4,23.1,2022
507,Birmingham City University,21705,16.8,24%,44.17,,,81.2,34.9,66.9,2022
508,Bond University,3386,10.5,46%,44.15,,,62.4,36.4,89.1,2022
509,Bucharest University of Economic Studies,22287,15.9,4%,44.13,,,93.1,35.8,22.6,2022
510,University of Camerino (Unicam),8052,27.3,10%,44.1,,,73.5,46.1,48.9,2022
511,University of Canterbury,14606,18.3,25%,44.08,,,55.0,38.8,93.5,2022
512,Capital Medical University,13823,5.0,5%,44.06,,,77.3,35.2,23.8,2022
513,Centrale Nantes,1777,16.4,49%,44.04,,,40.7,76.9,85.5,2022
514,CEU Universities,18259,11.5,20%,44.01,,,92.7,38.5,50.0,2022
515,Charles Darwin University,6665,30.6,28%,43.99,,,55.9,46.8,79.4,2022
516,Charles University,47182,13.0,22%,43.97,,,52.0,35.2,63.8,2022
517,Clark University,3020,11.4,22%,43.95,,,68.5,34.8,57.1,2022
518,Complutense University of Madrid,66338,22.0,12%,43.93,,,53.3,38.1,43.9,2022
519,University of Costa Rica,35071,15.0,2%,43.9,,,91.0,34.8,48.2,2022
520,Cyprus University of Technology,3153,16.6,13%,43.88,,,70.0,37.0,78.4,2022
521,University of Desarrollo,15787,19.3,4%,43.86,,,89.4,38.0,50.4,2022
522,Diego Portales University,17649,15.5,2%,43.84,,,86.2,34.8,51.4,2022
523,Dublin City University,13315,23.6,12%,43.82,,,54.9,41.0,70.7,2022
524,University of Eastern Finland,11688,18.3,6%,43.79,,,65.0,38.8,50.5,2022
525,Eastern Mediterranean University,16073,28.5,78%,43.77,,,68.8,39.6,89.2,2022
526,Edinburgh Napier University,10810,18.5,32%,43.75,,,72.3,35.2,85.1,2022
527,University of Electronic Science and Technology of China,35342,15.6,4%,43.73,,,64.0,76.0,35.8,2022
528,Federal University of Toulouse Midi-Pyrénées,105857,19.6,14%,43.71,,,63.8,36.9,63.3,2022
529,Ferhat Abbas Sétif University 1,34622,22.5,1%,43.69,,,93.8,34.8,40.8,2022
530,Florida International University,34729,23.0,9%,43.66,,,62.4,35.6,40.3,2022
531,University of Guelph,22571,27.4,10%,43.64,,,48.7,48.4,60.6,2022
532,Gwangju Institute of Science and Technology (GIST),1884,10.3,7%,43.62,,,33.2,75.9,39.9,2022
533,Harbin Institute of Technology,30575,10.2,8%,43.6,,,44.4,44.2,33.0,2022
534,Heriot-Watt University,9495,18.3,36%,43.58,,,53.2,45.0,94.2,2022
535,Hokkaido University,18085,8.2,11%,43.56,,,31.3,66.3,41.0,2022
536,University of International Business and Economics,15985,17.7,17%,43.53,,,66.9,36.7,59.3,2022
537,Iran University of Medical Sciences,8344,8.2,4%,43.51,,,60.8,40.8,24.1,2022
538,"Islamic Azad University, Najafabad Branch (IAUN)",21181,53.9,1%,43.49,,,98.3,37.1,22.4,2022
539,Jagiellonian University,36354,10.0,11%,43.47,,,66.5,35.7,40.6,2022
540,Kafrelsheikh University,57421,24.5,2%,43.45,,,93.1,37.5,47.6,2022
541,Keele University,9120,15.0,17%,43.43,,,64.2,35.7,71.5,2022
542,University of Kentucky,26483,11.5,4%,43.41,,,56.7,39.2,38.8,2022
543,Koç University,5521,15.4,7%,43.39,,,50.5,70.6,51.0,2022
544,Kyushu University,18608,7.7,14%,43.36,,,34.0,77.4,42.4,2022
545,University of Lagos,32732,19.7,0%,43.34,,,90.3,35.9,32.1,2022
546,University of Lille,69090,28.8,15%,43.32,,,61.9,41.6,63.3,2022
547,Lincoln University,2633,14.7,47%,43.3,,,51.6,53.3,96.0,2022
548,University of Lincoln,13925,15.4,12%,43.28,,,79.9,35.5,73.3,2022
549,University of Lisbon,49198,17.9,18%,43.26,,,56.2,42.0,60.6,2022
550,Mansoura University,154957,24.2,3%,43.24,,,88.5,38.8,47.0,2022
551,Maynooth University,10712,27.6,12%,43.22,,,61.5,37.7,79.0,2022
552,University of Messina,15479,24.7,3%,43.2,,,68.1,36.6,31.4,2022
553,Mizzou - University of Missouri,25147,11.8,5%,43.18,,,56.3,39.4,43.9,2022
554,University of Mohaghegh Ardabili,10633,26.7,0%,43.16,,,87.6,35.6,22.8,2022
555,University of Montana,7962,14.9,2%,43.13,,,64.0,35.6,28.6,2022
556,Murdoch University,17261,37.3,41%,43.11,,,58.5,46.2,92.6,2022
557,University of Nairobi,52678,34.5,2%,43.09,,,96.7,34.8,47.1,2022
558,University of Nebraska Medical Center,3146,2.1,7%,43.07,,,71.5,38.7,44.1,2022
559,New Jersey Institute of Technology,9447,14.3,26%,43.05,,,61.8,38.5,85.5,2022
560,Northern Arizona University,30512,26.9,5%,43.03,,,86.3,35.4,35.1,2022
561,North-West University,40262,25.4,3%,43.01,,,75.5,39.1,49.0,2022
562,Northwestern Polytechnical University,31033,13.2,3%,42.99,,,49.6,81.5,37.4,2022
563,Nottingham Trent University,27220,14.9,20%,42.97,,,77.0,35.5,78.2,2022
564,Oklahoma State University,21626,14.8,6%,42.95,,,67.5,38.1,45.6,2022
565,University of Perugia,25301,24.9,7%,42.93,,,77.2,43.1,48.3,2022
566,Polytechnic University of Bari,9639,41.5,1%,42.91,,,79.2,55.5,34.6,2022
567,Pontifical Javeriana University,28885,15.3,1%,42.89,,,88.2,35.1,44.0,2022
568,University of Portsmouth,21690,16.1,27%,42.87,,,70.6,35.6,90.0,2022
569,Quaid-i-Azam University,9785,16.4,1%,42.85,,,73.6,36.1,46.4,2022
570,Rensselaer Polytechnic Institute,7800,15.6,20%,42.83,,,52.2,52.0,57.4,2022
571,Riga Stradiņš University,8083,17.7,29%,42.81,,,82.1,38.9,73.9,2022
572,Sabancı University,3700,20.9,9%,42.79,,,42.8,99.1,57.5,2022
573,Saint Louis University,10742,7.1,7%,42.77,,,61.5,37.3,33.8,2022
574,University of Sannio,2896,15.0,2%,42.75,,,81.1,54.1,29.5,2022
575,University of Saskatchewan,17896,18.2,21%,42.73,,,45.5,75.8,73.7,2022
576,University of Sassari,14500,35.6,2%,42.71,,,65.8,37.9,38.1,2022
577,Southeast University,35213,11.8,5%,42.69,,,46.8,95.8,37.9,2022
578,Southwestern University of Finance and Economics,23302,16.7,3%,42.67,,,87.0,37.8,41.8,2022
579,University of Strasbourg,49511,19.6,20%,42.65,,,60.3,42.0,72.5,2022
580,Suez Canal University,36423,11.0,1%,42.63,,,90.4,37.2,46.8,2022
581,Sumy State University,8472,9.7,20%,42.61,,,79.9,40.7,53.1,2022
582,Universiti Teknologi Petronas,5412,14.4,16%,42.59,,,41.8,73.7,73.8,2022
583,Thapar Institute of Engineering and Technology,8934,16.1,1%,42.57,,,85.0,35.1,21.5,2022
584,Tokyo Medical and Dental University (TMDU),3027,4.3,10%,42.55,,,41.3,70.9,29.3,2022
585,University of Trieste,16432,24.7,8%,42.53,,,66.2,36.9,47.8,2022
586,University of Tsukuba,15853,12.8,17%,42.51,,,37.9,48.1,42.5,2022
587,University of Tuscia,6989,20.3,3%,42.49,,,85.2,38.8,37.2,2022
588,University of Urbino Carlo Bo,14956,41.2,6%,42.47,,,78.7,41.3,50.4,2022
589,Urmia University of Medical Sciences,2706,7.4,2%,42.45,,,77.5,43.4,17.6,2022
590,Victoria University of Wellington,17933,19.0,22%,42.43,,,51.9,52.5,88.8,2022
591,University of the West of Scotland,13015,23.0,24%,42.41,,,74.5,35.4,79.2,2022
592,Zhejiang Normal University,23861,10.4,10%,42.39,,,85.0,62.5,32.8,2022
593,Abdul Wali Khan University Mardan,10669,21.4,0%,42.38,,,80.9,34.8,45.9,2022
594,Åbo Akademi University,5309,17.5,14%,42.36,,,42.5,37.9,66.8,2022
595,Ahvaz Jundishapur University of Medical Sciences (AJUMS),8259,11.5,1%,42.34,,,62.9,35.5,16.1,2022
596,The University of Aizu,1197,11.7,7%,42.32,,,52.3,35.9,72.8,2022
597,Ajou University,9073,17.2,11%,42.3,,,39.3,77.8,38.1,2022
598,The University of Alabama,35800,21.6,4%,42.28,,,59.0,36.3,30.1,2022
599,University of Alabama in Huntsville,8258,18.1,6%,42.26,,,53.9,72.0,42.3,2022
600,University of Alcalá,17995,11.9,23%,42.24,,,53.8,40.5,63.1,2022
601,Aristotle University of Thessaloniki,49057,30.1,5%,42.22,,,63.8,42.7,41.5,2022
602,University of Arkansas,25527,20.0,5%,42.2,,,45.1,38.1,30.1,2022
603,Auburn University,27469,18.8,10%,42.18,,,47.5,41.8,48.1,2022
604,Azarbaijan Shahid Madani University,7121,26.3,0%,42.16,,,76.8,36.7,23.4,2022
605,University of the Balearic Islands,17449,17.9,3%,42.15,,,62.1,34.9,45.4,2022
606,Banaras Hindu University,13900,8.8,3%,42.13,,,58.4,34.9,18.9,2022
607,Bar-Ilan University,16498,16.5,5%,42.11,,,39.4,46.9,51.7,2022
608,Beijing Institute of Technology,33771,13.8,6%,42.09,,,43.2,99.9,25.5,2022
609,University of Beira Interior,7417,16.2,20%,42.07,,,52.6,37.5,57.4,2022
610,University of Bergamo,22957,61.9,7%,42.05,,,55.4,40.3,35.3,2022
611,Bilkent University,9961,14.3,9%,42.03,,,45.2,48.1,63.1,2022
612,Université Bourgogne Franche-Comté (UBFC),65746,36.6,12%,42.01,,,70.4,41.0,56.0,2022
613,University of Bradford,8245,18.5,28%,42.0,,,49.3,37.9,79.8,2022
614,University of Brighton,16095,17.7,22%,41.98,,,54.4,35.2,76.6,2022
615,Ca’ Foscari University of Venice,16804,25.7,11%,41.96,,,33.5,40.9,58.8,2022
616,Cairo University,231150,38.6,3%,41.94,,,55.6,35.6,36.9,2022
617,University of Calabria,26513,31.6,3%,41.92,,,62.3,35.5,38.2,2022
618,Carleton University,28693,29.6,21%,41.9,,,52.3,40.3,71.6,2022
619,University of Catania,25486,20.2,3%,41.88,,,70.4,36.1,31.4,2022
620,University of Central Florida,61044,36.3,4%,41.87,,,56.6,45.5,34.5,2022
621,Institute of Chemical Technology,2470,24.7,0%,41.85,,,36.8,51.0,14.6,2022
622,China Agricultural University,21855,11.8,1%,41.83,,,52.7,54.5,24.2,2022
623,Chongqing University,40613,19.9,6%,41.81,,,46.9,86.6,25.8,2022
624,Chung-Ang University,18066,23.0,21%,41.79,,,27.5,76.9,53.5,2022
625,University of Coimbra,21845,18.4,20%,41.77,,,45.4,47.0,60.0,2022
626,Concordia University,35698,33.6,33%,41.75,,,42.4,37.1,85.0,2022
627,Covenant University,8156,15.2,0%,41.74,,,56.7,44.7,31.0,2022
628,Coventry University,30825,15.6,46%,41.72,,,47.7,35.0,92.7,2022
629,CY Cergy Paris University,14768,19.7,25%,41.7,,,49.2,41.0,88.5,2022
630,Dalian University of Technology,40469,15.3,3%,41.68,,,42.1,73.5,31.1,2022
631,Delhi Technological University,9939,22.2,3%,41.66,,,78.2,42.2,16.3,2022
632,De Montfort University,21890,19.6,33%,41.65,,,51.1,34.9,86.5,2022
633,University of Derby,14940,14.8,16%,41.63,,,59.2,35.2,67.3,2022
634,University of Deusto,9135,20.2,11%,41.61,,,56.9,40.5,45.6,2022
635,Eötvös Loránd University,29639,16.6,12%,41.59,,,50.4,35.3,53.8,2022
636,Ewha Womans University,14876,18.0,15%,41.57,,,29.4,79.1,46.1,2022
637,Federal University of Minas Gerais,43886,12.9,2%,41.55,,,50.0,39.3,29.5,2022
638,Universidade Federal do Rio Grande do Sul,41073,14.7,1%,41.54,,,49.5,46.7,28.1,2022
639,Universidade Federal de Sergipe,26079,15.2,0%,41.52,,,87.0,34.8,22.2,2022
640,Federation University Australia,12946,23.2,56%,41.5,,,51.2,39.5,78.8,2022
641,Gabriele d‘Annunzio University,24189,35.0,2%,41.48,,,72.7,36.1,38.7,2022
642,University of Girona,13903,21.1,14%,41.47,,,56.0,37.9,53.0,2022
643,Glasgow Caledonian University,13510,22.9,18%,41.45,,,61.0,35.3,66.0,2022
644,Government College University Faisalabad,20583,28.6,0%,41.43,,,73.9,34.8,43.0,2022
645,University of Granada,50604,13.6,10%,41.41,,,55.1,35.1,50.1,2022
646,University of Graz,19211,20.8,16%,41.39,,,53.6,36.8,79.2,2022
647,Graz University of Technology,6386,9.4,22%,41.38,,,47.2,71.6,81.2,2022
648,University of Greenwich,14195,17.9,41%,41.36,,,60.3,35.8,93.5,2022
649,Guangdong University of Technology,44296,18.4,0%,41.34,,,67.0,42.4,25.9,2022
650,Guangzhou University,34472,16.9,0%,41.32,,,75.7,38.2,28.8,2022
651,Hacettepe University,49026,21.3,3%,41.31,,,61.1,37.0,24.3,2022
652,University of Haifa,16228,9.5,6%,41.29,,,64.5,35.7,39.7,2022
653,Hamburg University of Technology,4931,32.0,24%,41.27,,,45.1,95.6,57.5,2022
654,Hazara University Mansehra,9830,23.0,0%,41.25,,,74.8,34.8,42.2,2022
655,University of Hertfordshire,17770,14.6,31%,41.24,,,51.1,35.3,84.3,2022
