rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
1,University of Oxford,94.3,106.46,132.55,99.1,63.7,95.0,20410,11.2,0.38,2018
2,University of Cambridge,93.2,97.51,120.09,97.5,51.5,93.0,18390,10.9,0.35,2018
3,California Institute of Technology,93.0,92.28,112.8,99.5,92.6,59.7,2209,6.5,0.27,2018
4,Stanford University,93.0,88.57,107.63,99.9,60.5,77.6,15845,7.5,0.22,2018
5,Massachusetts Institute of Technology,92.5,85.69,103.62,100.0,88.4,87.6,11177,8.7,0.34,2018
6,Harvard University,91.8,83.34,100.35,99.7,46.4,79.7,20326,8.9,0.26,2018
7,Princeton University,91.1,81.35,97.57,99.6,58.0,78.7,7955,8.3,0.24,2018
8,Imperial College London,89.2,79.63,95.17,96.7,71.6,96.6,15855,11.4,0.55,2018
9,The University of Chicago,88.6,78.11,93.06,99.4,39.8,69.6,13525,6.2,0.25,2018
10,ETH Zurich,87.7,76.75,91.16,94.3,60.3,98.1,19233,14.6,0.38,2018
11,University of Pennsylvania,87.7,75.52,89.45,98.5,56.9,61.3,20361,6.5,0.2,2018
12,Yale University,87.6,74.39,87.89,98.4,45.1,64.6,12155,4.3,0.21,2018
13,Johns Hopkins University,86.5,73.36,86.45,98.4,95.8,70.6,15498,4.3,0.24,2018
14,Columbia University,86.0,72.41,85.12,98.8,41.3,76.6,26587,6.1,0.32,2018
15,"University of California, Los Angeles",85.7,71.51,83.88,97.9,48.6,59.5,39279,9.6,0.17,2018
16,UCL,85.3,70.68,82.71,94.6,41.2,94.6,30305,10.5,0.49,2018
17,Duke University,85.1,69.9,81.63,98.3,100.0,62.5,15256,4.5,0.22,2018
18,"University of California, Berkeley",84.3,69.16,80.6,99.8,37.5,64.5,36182,13.1,0.17,2018
19,Cornell University,84.2,68.46,79.63,97.6,34.6,69.2,21850,9.8,0.24,2018
20,Northwestern University,83.3,67.8,78.7,96.9,78.2,59.2,17466,12.8,0.18,2018
21,University of Michigan-Ann Arbor,83.1,67.17,77.83,95.7,46.2,55.8,41818,8.6,0.16,2018
22,National University of Singapore,82.8,66.57,76.99,81.3,61.9,95.8,30602,17.0,0.3,2018
23,University of Toronto,82.8,66.0,76.19,92.6,46.5,80.1,69427,18.7,0.17,2018
24,Carnegie Mellon University,81.9,65.45,75.43,99.7,50.4,79.1,12676,13.5,0.45,2018
25,London School of Economics and Political Science,79.4,64.92,74.69,94.9,33.7,92.2,10065,12.1,0.71,2018
26,University of Washington,79.4,64.42,73.99,99.0,47.3,56.5,44945,11.4,0.16,2018
27,University of Edinburgh,79.2,63.93,73.31,97.0,36.3,92.0,26760,12.4,0.4,2018
