rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
199,University of Calgary,31863,17.6,21%,54.3,34,40.12,87.0,51.3,80.2,2021
200,University of East Anglia,15755,13.8,27%,54.3,28,40.03,97.1,34.5,87.9,2021
201,Queen’s University Belfast,18440,17.2,36%,54.3,32,39.95,84.0,38.4,96.7,2021
202,Aalborg University,16227,13.4,14%,54.82,28,39.87,85.6,49.1,74.5,2021
203,Aalto University,12506,18.6,24%,54.76,40,39.79,70.7,50.0,82.7,2021
204,University of Bath,14410,16.2,33%,54.71,30,39.71,80.5,36.5,91.8,2021
205,University of Bergen,14297,12.4,13%,54.65,28,39.63,94.4,36.3,78.3,2021
206,Brandeis University,5346,12.7,27%,54.6,28,39.56,99.9,34.7,55.8,2021
207,"University of California, Santa Cruz",19457,23.8,12%,54.54,31,39.48,96.2,38.9,63.6,2021
208,Chalmers University of Technology,8325,11.9,17%,54.49,39,39.4,61.6,78.9,84.0,2021
209,Copenhagen Business School,16312,30.7,25%,54.44,26,39.32,86.2,42.4,93.3,2021
210,Curtin University,30130,20.5,32%,54.38,24,39.24,86.9,42.1,95.0,2021
211,University of Duisburg-Essen,42744,53.6,19%,54.33,32,39.17,91.5,70.4,60.4,2021
212,University of Dundee,12245,17.5,22%,54.27,24,39.09,91.5,49.3,80.9,2021
213,Griffith University,33645,28.6,17%,54.22,27,39.01,85.6,48.0,82.2,2021
214,University of Hawai’i at Mānoa,14732,10.6,10%,54.17,37,38.94,72.3,52.5,65.5,2021
215,Hebrew University of Jerusalem,16105,11.9,5%,54.12,46,38.86,61.3,42.6,60.5,2021
216,University of Hohenheim,9235,42.5,15%,54.06,34,38.79,96.4,50.8,55.8,2021
217,Howard University,8766,9.3,8%,54.01,44,38.71,99.5,33.3,35.0,2021
218,University of Iowa,29406,11.6,10%,53.96,42,38.64,80.6,50.6,46.1,2021
219,James Cook University,11198,21.0,11%,53.91,23,38.56,94.2,45.3,76.4,2021
220,Karlsruhe Institute of Technology,26886,27.9,23%,53.86,45,38.49,60.0,94.6,71.2,2021
221,King Abdulaziz University,31869,7.8,22%,53.8,31,38.42,95.2,77.7,93.4,2021
222,KTH Royal Institute of Technology,13482,16.5,20%,53.75,41,38.34,58.0,51.0,88.7,2021
223,La Trobe University,22303,31.9,30%,53.7,28,38.27,82.7,50.0,86.7,2021
224,Université Libre de Bruxelles,24157,42.1,31%,53.65,32,38.2,76.2,42.6,88.8,2021
225,University of Luxembourg,4858,19.0,51%,53.6,36,38.13,73.2,45.2,99.6,2021
226,University of Massachusetts,61958,13.3,15%,53.55,37,38.06,88.3,50.7,64.1,2021
227,Medical University of Graz,3541,12.1,25%,53.5,30,37.98,95.1,62.6,76.0,2021
228,Medical University of Innsbruck,3080,11.0,44%,53.45,31,37.91,92.3,86.9,87.0,2021
229,Medical University of Vienna,7466,8.8,30%,53.4,33,37.84,92.2,57.8,79.2,2021
230,University of Miami,16179,6.3,16%,53.35,45,37.77,81.4,40.5,60.6,2021
231,University of Otago,18571,20.4,21%,53.3,30,37.7,85.3,37.1,89.8,2021
232,RCSI University of Medicine and Health Sciences,2355,23.1,65%,53.25,31,37.63,87.8,50.3,94.1,2021
233,University of Reading,15205,15.8,31%,53.21,34,37.56,74.7,38.2,91.9,2021
234,"St George’s, University of London",3425,12.0,21%,53.16,23,37.49,99.3,36.4,76.6,2021
235,University of São Paulo,82961,16.1,4%,53.11,57,37.42,44.2,41.7,35.2,2021
236,Sapienza University of Rome,77496,22.9,7%,53.06,52,37.35,68.5,44.0,41.4,2021
237,University of South Florida (Tampa),34839,19.2,15%,53.01,31,37.29,87.4,93.2,55.6,2021
238,University of St Andrews,9615,12.7,47%,52.97,43,37.22,55.6,36.7,95.4,2021
239,Télécom Paris,897,5.4,43%,52.92,44,37.15,68.1,81.1,84.7,2021
240,Tilburg University,9380,24.0,16%,52.87,37,37.08,61.9,51.2,79.8,2021
241,Tohoku University,17752,11.7,12%,52.82,58,37.01,38.1,97.4,46.7,2021
242,University of Twente,8207,14.4,35%,52.78,38,36.95,54.7,86.7,92.9,2021
243,University of Utah,30692,14.8,8%,52.73,38,36.88,86.6,56.4,32.8,2021
244,Virginia Polytechnic Institute and State University,34155,18.4,14%,52.68,36,36.81,72.5,47.8,55.6,2021
245,University of Waterloo,32804,22.8,21%,52.64,36,36.75,67.1,44.0,86.0,2021
246,Western University,29865,22.8,18%,52.59,40,36.68,79.3,64.2,80.7,2021
247,University of the Witwatersrand,27839,25.8,7%,52.55,31,36.62,77.8,100.0,72.8,2021
248,University of Wollongong,18517,30.5,29%,52.5,29,36.55,78.1,56.9,94.3,2021
249,Alfaisal University,2640,10.2,34%,52.45,20,36.49,98.7,45.2,97.8,2021
250,Auckland University of Technology,17909,17.1,49%,52.41,21,36.42,99.5,36.1,95.9,2021
251,Australian Catholic University,24087,46.3,13%,52.36,22,36.36,89.1,37.8,77.3,2021
252,Brighton and Sussex Medical School,900,9.5,14%,52.32,19,36.29,100.0,33.4,78.7,2021
253,University at Buffalo,26341,17.5,16%,52.27,37,36.23,73.1,44.7,64.6,2021
254,"University of California, Riverside",22498,17.7,14%,52.23,31,36.16,85.0,37.5,65.7,2021
255,University of Cincinnati – Uptown,29309,20.5,9%,52.19,36,36.1,83.8,38.5,43.6,2021
256,Dalhousie University,15651,13.3,26%,52.14,28,36.04,78.4,42.4,87.7,2021
257,Deakin University,41341,33.9,26%,52.1,25,35.97,78.3,40.2,87.1,2021
258,École des Ponts ParisTech,2059,11.5,43%,52.05,36,35.91,79.2,58.7,83.1,2021
259,École Normale Supérieure de Lyon,2362,9.0,13%,52.01,44,35.85,53.5,50.5,67.0,2021
260,Flinders University,17167,25.4,40%,51.97,22,35.79,85.6,37.8,89.2,2021
261,Florida State University,38368,25.8,7%,51.92,38,35.72,69.5,38.7,45.9,2021
262,Friedrich Schiller University Jena,17063,20.1,14%,51.88,40,35.66,71.1,49.1,61.5,2021
263,George Mason University,30500,18.1,11%,51.84,31,35.6,89.9,35.0,47.8,2021
264,Goethe University Frankfurt,46481,19.2,16%,51.79,33,35.54,77.9,41.6,61.0,2021
265,University of Illinois Chicago,27031,11.5,20%,51.75,44,35.48,68.9,42.6,55.7,2021
266,Constructor University,1353,18.8,76%,51.71,39,35.42,64.6,57.1,91.1,2021
267,University of Kiel,27181,22.3,8%,51.67,30,35.36,85.9,33.3,56.4,2021
268,University of Konstanz,11553,51.1,13%,51.62,39,35.3,59.9,69.6,69.6,2021
269,Kyung Hee University,20862,17.5,23%,51.58,37,35.23,63.9,85.3,63.5,2021
270,Université Laval,28874,17.2,13%,51.54,39,35.17,71.4,63.9,69.8,2021
271,Macau University of Science and Technology,10596,24.9,84%,51.5,30,35.12,86.3,40.3,100.0,2021
272,University of Navarra,11329,14.9,24%,51.46,29,35.06,83.3,63.4,69.5,2021
273,University of Newcastle,23221,21.7,18%,51.41,26,35.0,80.7,53.0,84.2,2021
274,University of New Mexico (Main campus),18277,16.3,5%,51.37,40,34.94,82.3,42.3,33.5,2021
275,Nova Southeastern University,17101,21.2,6%,51.33,39,34.88,99.8,33.3,29.3,2021
276,Oregon Health and Science University,2999,1.0,3%,51.29,37,34.82,99.7,46.1,27.8,2021
277,University of Padua,46900,21.7,7%,51.25,40,34.76,78.5,38.3,48.8,2021
278,University of Potsdam,20668,55.0,12%,51.21,36,34.7,66.6,65.3,56.6,2021
279,Queen’s University,24354,26.1,14%,51.17,40,34.64,64.8,58.8,68.9,2021
280,Ruhr University Bochum,42954,59.5,15%,51.13,40,34.59,63.6,53.9,57.5,2021
281,Simon Fraser University,26778,27.5,30%,51.09,25,34.53,77.8,47.3,91.9,2021
282,University of Southern Denmark,22544,12.7,14%,51.05,21,34.47,85.2,71.1,78.4,2021
283,Southern University of Science and Technology (SUSTech),3656,9.0,1%,51.01,25,34.41,84.1,97.4,59.7,2021
284,Stellenbosch University,24525,25.9,8%,50.97,29,34.36,77.9,73.1,54.1,2021
285,SUNY University at Albany,16078,16.6,9%,50.93,24,34.3,93.3,40.1,50.6,2021
286,Sun Yat-sen University,53734,16.1,8%,50.89,42,34.24,69.7,62.3,35.6,2021
287,University of Surrey,14315,16.3,38%,50.85,31,34.19,74.0,43.1,94.5,2021
288,Università della Svizzera italiana,2713,10.3,67%,50.81,29,34.13,82.1,56.6,99.6,2021
289,Swansea University,17355,16.5,22%,50.77,21,34.07,95.7,36.0,83.3,2021
290,University of Tartu,8735,11.9,10%,50.73,26,34.02,87.8,41.7,59.3,2021
291,University College Dublin,23148,23.2,30%,50.69,29,33.96,73.3,44.0,93.1,2021
292,Vita-Salute San Raffaele University,2880,9.8,4%,50.65,36,33.91,96.1,34.3,43.1,2021
293,Vrije Universiteit Brussel,12041,29.8,23%,50.61,37,33.85,63.3,54.8,76.3,2021
294,Wake Forest University,7804,4.1,10%,50.58,39,33.8,89.1,42.2,32.6,2021
295,Western Sydney University,34750,37.8,20%,50.54,24,33.74,88.0,41.6,86.7,2021
296,William & Mary,8278,11.1,9%,50.5,46,33.69,84.7,34.5,38.2,2021
297,American University of Beirut,8603,8.4,22%,50.46,29,33.63,87.9,35.4,78.9,2021
298,Anglia Ruskin University (ARU),18930,24.0,33%,50.42,18,33.58,100.0,34.1,87.6,2021
299,Autonomous University of Madrid,29825,13.5,14%,50.39,33,33.52,75.4,36.1,53.3,2021
300,Beijing Normal University,23365,14.9,11%,50.35,47,33.47,54.1,69.7,43.3,2021
