rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
93,Université Paris-Saclay,44443,14.9,19%,63.9,,,79.1,54.6,69.7,2023
94,University of Bern,11728,17.2,17%,63.7,,,90.7,86.3,88.2,2023
95,"University of California, Irvine",36655,16.9,28%,63.6,,,93.6,59.4,73.2,2023
96,Institut Polytechnique de Paris,5999,6.7,41%,63.6,,,64.8,72.7,95.6,2023
97,Nanjing University,36426,16.5,8%,63.6,,,74.3,87.3,55.2,2023
98,Vanderbilt University,12696,3.8,15%,63.5,,,96.5,66.7,50.6,2023
99,City University of Hong Kong,9099,12.1,62%,63.4,,,79.9,76.6,99.6,2023
100,RWTH Aachen University,39738,50.0,28%,63.4,,,66.1,93.8,65.1,2023
101,University of Basel,8632,10.9,30%,63.0,,,86.5,99.2,96.8,2023
102,King Abdulaziz University,31545,7.8,22%,63.0,,,91.9,74.2,93.6,2023
103,University of Minnesota,61009,12.0,10%,63.0,,,81.2,77.8,41.7,2023
104,"University of Maryland, College Park",33775,16.5,11%,62.9,,,89.7,40.0,42.6,2023
105,University of Warwick,23230,13.1,44%,62.9,,,88.1,42.7,94.9,2023
106,Michigan State University,45465,16.0,13%,62.8,,,78.8,39.9,61.9,2023
107,Ghent University,39437,35.6,12%,62.7,,,77.8,80.0,63.9,2023
108,University of Birmingham,31820,15.0,34%,62.6,,,95.2,42.3,92.2,2023
109,University of Southampton,21175,13.7,39%,62.6,,,92.3,44.1,94.6,2023
110,University of Helsinki,23059,15.8,5%,62.5,,,86.6,39.1,57.0,2023
111,University of Montreal,38189,20.8,22%,62.3,,,75.8,76.5,85.5,2023
112,Ohio State University (Main campus),55814,11.8,13%,62.2,,,83.4,55.3,60.3,2023
113,University of Freiburg,20253,37.2,17%,61.9,,,80.8,96.2,67.3,2023
114,University of Copenhagen,31519,4.2,16%,61.7,,,87.2,55.0,84.7,2023
115,Université Paris Cité,62747,17.0,19%,61.7,,,89.3,37.3,68.3,2023
116,University of Sheffield,27465,14.5,41%,61.7,,,89.5,47.4,88.5,2023
117,Aarhus University,26475,13.5,10%,61.2,,,77.6,74.1,77.9,2023
118,University of Alberta,32338,21.6,28%,61.1,,,72.9,82.7,89.2,2023
119,University of Göttingen,30221,26.0,14%,61.0,,,83.9,40.1,63.0,2023
120,Lund University,28545,11.5,18%,61.0,,,81.0,79.5,78.5,2023
121,Vrije Universiteit Amsterdam,29796,19.8,16%,60.9,,,87.5,59.1,79.4,2023
122,Lancaster University,14380,12.8,39%,60.8,,,96.9,38.3,94.9,2023
123,Dartmouth College,6440,7.8,15%,60.7,,,88.2,40.0,42.0,2023
124,Queen Mary University of London,20505,13.1,46%,60.4,,,97.7,44.0,97.1,2023
125,University of Vienna,35929,42.9,29%,60.4,,,65.1,44.8,95.8,2023
126,University of Oslo,21548,13.3,15%,60.2,,,89.0,44.5,77.0,2023
127,Purdue University West Lafayette,44551,16.9,20%,60.1,,,56.9,67.8,71.1,2023
128,University of Hamburg,30676,61.5,12%,59.8,,,75.4,96.1,60.4,2023
129,University of Leeds,33990,14.6,36%,59.8,,,79.3,40.5,91.8,2023
130,University of Nottingham,32875,15.1,31%,59.6,,,86.6,41.7,90.4,2023
131,University of Antwerp,15857,32.2,17%,59.4,,,90.4,83.5,71.8,2023
132,The University of Western Australia,18405,21.3,28%,59.4,,,85.6,69.2,94.4,2023
133,University of Technology Sydney,27481,35.1,31%,59.3,,,90.5,49.7,96.0,2023
134,Case Western Reserve University,10934,8.2,20%,59.0,,,90.7,43.4,52.9,2023
135,University of Lausanne,13401,10.2,23%,58.7,,,83.0,72.3,92.3,2023
136,Georgetown University,16074,8.0,19%,58.6,,,88.0,54.0,49.1,2023
137,University of Exeter,24165,15.9,29%,58.5,,,94.8,39.2,92.7,2023
138,University of Ottawa,36670,26.0,24%,58.5,,,82.6,51.0,84.1,2023
139,University of Auckland,33093,22.1,32%,58.4,,,85.4,56.4,94.3,2023
140,Newcastle University,25590,15.1,29%,58.4,,,96.0,41.8,87.8,2023
141,Radboud University Nijmegen,21979,17.6,13%,58.4,,,85.5,48.0,74.7,2023
142,University of Würzburg,23754,40.7,10%,58.4,,,87.8,79.4,57.3,2023
143,University of York,17665,14.4,28%,58.4,,,85.9,38.4,88.7,2023
144,University of Pittsburgh-Pittsburgh campus,26575,5.5,11%,58.3,,,90.6,44.2,43.4,2023
145,Maastricht University,19909,18.6,56%,58.2,,,75.5,73.2,98.1,2023
146,University of Cologne,33341,30.4,16%,58.0,,,80.0,77.3,64.4,2023
147,Rice University,7068,9.2,28%,57.9,,,84.4,44.5,75.3,2023
148,University of Colorado Boulder,34928,16.0,8%,57.8,,,85.5,44.6,45.6,2023
149,Ulm University,10271,26.2,13%,57.8,,,89.3,77.6,56.1,2023
150,Uppsala University,25548,15.3,17%,57.8,,,75.2,71.5,72.6,2023
151,University of Florida,46807,16.1,8%,57.7,,,64.2,51.4,41.4,2023
152,Penn State (Main campus),46863,14.0,16%,57.7,,,75.2,41.6,48.3,2023
153,Tufts University,11399,10.0,16%,57.7,,,92.2,43.4,51.4,2023
154,University of Rochester,10364,7.7,36%,57.6,,,87.0,49.3,73.8,2023
155,KTH Royal Institute of Technology,13329,16.4,20%,57.5,,,68.4,68.1,81.1,2023
156,Arizona State University (Tempe),50027,19.6,17%,57.4,,,79.6,40.2,62.5,2023
157,Technical University of Berlin,20243,48.1,27%,57.4,,,62.0,92.6,67.8,2023
158,TU Dresden,30382,30.8,16%,57.4,,,69.1,92.4,60.5,2023
159,University of Virginia (Main campus),25810,9.0,13%,57.4,,,86.6,45.8,52.5,2023
160,University of Cape Town,21069,12.8,15%,57.2,,,88.7,53.3,78.8,2023
161,University of Bologna,69831,24.4,12%,57.0,,,80.2,46.4,51.6,2023
162,Trinity College Dublin,17764,21.0,28%,57.0,,,79.4,47.1,93.7,2023
163,University of Leicester,14650,14.1,34%,56.9,,,98.7,41.9,92.5,2023
164,Pohang University of Science and Technology (POSTECH),3260,10.0,3%,56.9,,,67.7,96.2,31.8,2023
165,Southern University of Science and Technology (SUSTech),5137,8.8,1%,56.8,,,95.5,77.9,59.0,2023
166,Technical University of Denmark,9599,6.9,26%,56.8,,,73.2,86.0,94.0,2023
167,Medical University of Graz,3722,14.1,27%,56.6,,,96.8,98.1,79.0,2023
168,"Northeastern University, US",21211,14.6,36%,56.6,,,96.2,40.1,76.3,2023
169,Indiana University,66637,12.6,13%,56.5,,,85.5,53.6,54.3,2023
170,Université Catholique de Louvain,24523,36.0,20%,56.5,,,72.8,57.7,82.3,2023
171,Sungkyunkwan University (SKKU),23399,19.4,18%,56.5,,,59.4,98.3,56.4,2023
172,Wuhan University,55412,15.2,6%,56.4,,,89.2,69.4,35.3,2023
173,Ulsan National Institute of Science and Technology (UNIST),3896,13.6,9%,56.3,,,85.9,89.9,43.7,2023
174,Macquarie University,30561,69.0,27%,56.2,,,76.1,64.9,89.8,2023
175,Huazhong University of Science and Technology,57167,16.2,4%,56.1,,,88.8,83.2,25.5,2023
176,University of Liverpool,26350,14.2,36%,56.1,,,89.4,39.6,94.1,2023
177,Stockholm University,30365,20.7,7%,56.1,,,87.1,38.3,66.3,2023
178,University of Mannheim,7684,58.2,13%,56.0,,,79.0,61.0,57.4,2023
179,University of Arizona,39797,17.0,9%,55.9,,,78.7,52.1,41.3,2023
180,Texas A&M University,62931,21.3,8%,55.8,,,63.2,45.1,56.0,2023
181,University of Barcelona,45004,15.8,11%,55.7,,,89.9,50.2,59.9,2023
182,Autonomous University of Barcelona,31933,12.7,16%,55.6,,,91.1,43.0,67.1,2023
183,Scuola Normale Superiore di Pisa,629,7.6,13%,55.6,,,74.8,38.2,56.4,2023
184,University of Münster,28014,25.4,7%,55.5,,,81.4,48.9,49.2,2023
185,Pompeu Fabra University,11965,22.4,13%,55.4,,,91.5,46.2,68.9,2023
186,Cardiff University,27105,14.3,28%,55.2,,,88.5,41.5,88.3,2023
187,National Taiwan University (NTU),25215,11.4,11%,55.2,,,60.1,75.1,47.2,2023
188,Friedrich Schiller University Jena,16446,20.6,14%,55.0,,,81.3,49.7,62.8,2023
189,Karlsruhe Institute of Technology,22673,21.6,20%,55.0,,,57.8,89.7,68.6,2023
190,University of Massachusetts,63338,13.2,14%,54.9,,,87.8,51.7,65.0,2023
191,University of Aberdeen,13205,16.2,44%,54.8,,,89.8,47.5,95.9,2023
192,"University of California, Santa Cruz",19266,22.6,14%,54.8,,,95.9,46.2,67.9,2023
193,Medical University of Vienna,7274,8.4,33%,54.6,,,94.0,61.2,81.7,2023
194,University of Miami,17009,10.8,16%,54.6,,,81.0,48.3,60.2,2023
195,University of Erlangen-Nuremberg,30303,43.4,13%,54.5,,,68.8,90.7,53.5,2023
196,Sichuan University,49543,15.8,6%,54.5,,,48.6,93.4,38.7,2023
197,Durham University,18425,14.1,35%,54.4,,,70.0,39.4,94.3,2023
198,Queen’s University Belfast,19060,15.8,39%,54.4,,,84.4,41.6,97.4,2023
199,University of Reading,15720,16.4,32%,54.4,,,78.5,42.2,93.3,2023
200,Aalto University,13306,19.7,21%,55.46,,,67.5,53.2,81.9,2023
201,University of Bergen,15202,12.8,10%,55.41,,,85.7,41.7,76.4,2023
202,Bielefeld University,24875,66.6,7%,55.35,,,84.2,42.9,48.5,2023
203,University of Calgary,33560,18.7,21%,55.29,,,75.9,61.6,79.9,2023
204,Curtin University,29999,20.8,31%,55.24,,,83.0,48.5,95.2,2023
205,University of Dundee,13630,18.3,27%,55.18,,,90.3,49.5,85.4,2023
206,University of East Anglia,15940,13.3,25%,55.13,,,95.0,37.7,86.4,2023
207,Eindhoven University of Technology,10240,21.0,24%,55.07,,,55.5,99.2,86.4,2023
208,University of Geneva,19078,8.7,40%,55.02,,,81.8,48.2,98.6,2023
209,George Washington University,22298,12.9,15%,54.97,,,83.2,38.7,56.9,2023
210,University of Gothenburg,20891,10.7,12%,54.91,,,87.9,47.1,65.1,2023
211,University of Hohenheim,8714,39.7,14%,54.86,,,95.2,49.6,55.8,2023
212,Humanitas University,1823,19.0,18%,54.8,,,99.7,39.4,62.9,2023
213,King Fahd University of Petroleum and Minerals,7268,8.6,10%,54.75,,,80.3,91.8,76.7,2023
214,University of Konstanz,5758,24.2,12%,54.7,,,62.9,62.6,67.9,2023
215,Korea University,22507,15.8,27%,54.65,,,61.5,95.3,55.8,2023
216,Université Libre de Bruxelles,28290,49.3,31%,54.59,,,77.3,44.8,88.9,2023
217,University of Luxembourg,5185,19.3,51%,54.54,,,64.5,51.2,99.4,2023
218,University of Macau,10460,15.4,39%,54.49,,,78.5,44.2,99.3,2023
219,Macau University of Science and Technology,11993,38.1,91%,54.44,,,79.2,50.1,99.7,2023
220,Medical University of Innsbruck,3244,12.9,43%,54.39,,,88.8,95.3,88.4,2023
221,University of Newcastle,24363,29.5,18%,54.34,,,79.3,61.9,84.3,2023
222,University of Notre Dame,12401,10.9,13%,54.28,,,67.7,39.7,59.3,2023
223,University of Padua,48524,29.3,8%,54.23,,,80.9,46.4,49.3,2023
224,University of Potsdam,14993,39.6,14%,54.18,,,70.4,60.2,59.6,2023
225,Qatar University,9084,8.8,35%,54.13,,,79.6,61.4,98.9,2023
226,Queensland University of Technology,35278,37.9,17%,54.08,,,86.0,50.1,83.9,2023
227,RCSI University of Medicine and Health Sciences,2563,24.2,70%,54.03,,,76.9,50.7,94.7,2023
228,Rutgers University – New Brunswick,46158,10.9,17%,53.98,,,73.0,43.1,53.9,2023
229,"St George’s, University of London",3490,13.2,20%,53.93,,,99.9,40.5,74.9,2023
230,Sant’Anna School of Advanced Studies – Pisa,1100,14.0,19%,53.88,,,69.4,81.0,56.7,2023
231,University of São Paulo,82010,15.9,4%,53.84,,,43.3,43.0,37.2,2023
232,Sapienza University of Rome,72604,28.2,10%,53.79,,,67.7,53.0,43.5,2023
233,Semmelweis University,9860,12.2,34%,53.74,,,87.9,43.3,77.1,2023
234,University of South Florida,39907,18.6,13%,53.69,,,85.1,85.0,56.2,2023
235,University of St Andrews,9770,12.3,47%,53.64,,,67.8,38.9,94.9,2023
236,University of Surrey,14960,16.9,36%,53.59,,,79.5,45.8,94.8,2023
237,University of Sussex,17790,17.4,37%,53.55,,,89.0,39.0,93.1,2023
238,Università della Svizzera italiana,3266,12.5,66%,53.5,,,91.4,55.7,99.5,2023
239,University of Tartu,9235,12.0,13%,53.45,,,92.4,45.6,65.4,2023
240,Tel Aviv University,23834,23.0,7%,53.4,,,72.0,43.8,56.0,2023
241,Tohoku University,17812,12.4,14%,53.36,,,36.8,94.5,51.1,2023
242,University College Dublin,23361,21.3,31%,53.31,,,73.9,46.9,94.2,2023
243,Vita-Salute San Raffaele University,3560,15.1,5%,53.26,,,99.7,38.2,45.2,2023
244,Vrije Universiteit Brussel,14284,33.6,23%,53.22,,,67.4,60.1,77.3,2023
245,University of Waterloo,34306,23.2,23%,53.17,,,71.0,47.3,87.5,2023
246,Western University,29747,29.5,22%,53.13,,,67.9,79.9,85.6,2023
247,Western Sydney University,36033,40.3,22%,53.08,,,87.6,44.1,87.9,2023
248,University of Wollongong,17440,29.1,27%,53.03,,,74.8,57.2,94.0,2023
249,Aalborg University,16818,14.7,14%,52.99,,,73.2,51.5,76.4,2023
250,Auckland University of Technology,18837,17.3,49%,52.94,,,97.4,39.4,96.4,2023
251,Australian Catholic University,23728,39.1,15%,52.9,,,98.3,38.4,79.9,2023
252,University of Bath,14955,15.4,34%,52.85,,,73.8,39.9,93.4,2023
253,Beijing Normal University,24416,14.3,10%,52.81,,,59.5,64.3,41.4,2023
254,Bond University,3214,10.9,39%,52.76,,,99.9,38.3,81.8,2023
255,Boston College,12755,14.5,12%,52.72,,,74.9,37.4,48.5,2023
256,Bournemouth University,13825,18.6,21%,52.68,,,88.4,37.5,84.0,2023
257,Brighton and Sussex Medical School,1015,20.3,17%,52.63,,,99.8,36.9,81.1,2023
258,"University of California, Riverside",24515,18.6,14%,52.59,,,81.4,41.7,65.3,2023
259,University of Canberra,10785,35.5,26%,52.54,,,92.6,43.0,88.1,2023
260,Chalmers University of Technology,9513,13.8,19%,52.5,,,64.4,66.0,77.4,2023
261,"China Medical University, Taiwan",7284,15.5,9%,52.46,,,92.8,93.1,47.6,2023
262,Copenhagen Business School,16547,27.7,24%,52.41,,,90.9,43.9,93.6,2023
263,Deakin University,43080,33.9,25%,52.37,,,83.2,44.6,88.7,2023
264,University of Duisburg-Essen,41618,43.7,19%,52.33,,,79.9,64.5,60.9,2023
265,Heinrich Heine University Düsseldorf,29365,32.8,12%,52.29,,,80.1,44.1,59.3,2023
266,École des Ponts ParisTech,1959,10.0,37%,52.24,,,79.5,50.1,83.6,2023
267,Goethe University Frankfurt,30082,12.7,14%,52.2,,,76.4,44.8,65.6,2023
268,Griffith University,35900,32.9,17%,52.16,,,76.4,52.8,83.2,2023
269,University of Hawai’i at Mānoa,14628,10.7,11%,52.12,,,66.0,40.4,66.9,2023
270,Hebrew University of Jerusalem,16175,11.3,5%,52.07,,,65.3,42.8,59.5,2023
271,University of Illinois Chicago,28724,11.3,19%,52.03,,,74.6,45.4,53.1,2023
272,Indian Institute of Science,3990,8.8,1%,51.99,,,33.1,80.1,28.0,2023
273,Johannes Gutenberg University of Mainz,30856,25.5,12%,51.95,,,80.5,57.6,58.5,2023
274,University of Kiel,27911,22.7,9%,51.91,,,84.5,36.9,57.1,2023
275,King Saud University,33931,10.6,14%,51.87,,,76.3,86.3,85.4,2023
276,Kyung Hee University,20504,17.7,27%,51.83,,,62.9,89.6,67.8,2023
277,La Trobe University,21663,27.4,33%,51.79,,,83.2,51.8,88.4,2023
278,Université Laval,28611,16.9,15%,51.75,,,67.8,68.7,72.4,2023
279,Linköping University,15026,14.4,15%,51.7,,,78.0,61.8,70.8,2023
280,University of Navarra,11466,14.7,27%,51.66,,,84.7,66.2,72.5,2023
281,Oregon Health and Science University,3035,1.0,3%,51.62,,,99.4,52.0,29.4,2023
282,Osaka University,22485,10.5,10%,51.58,,,31.8,96.4,42.2,2023
283,University of Pavia,20027,34.9,10%,51.54,,,75.0,46.5,47.2,2023
284,Queen’s University,26556,26.2,17%,51.5,,,60.9,72.0,72.7,2023
285,Ruhr University Bochum,38441,48.5,15%,51.46,,,57.6,52.3,54.1,2023
286,Sejong University,12356,20.8,13%,51.42,,,93.8,55.6,58.8,2023
287,University of Sharjah,12933,19.2,55%,51.39,,,96.8,41.4,99.3,2023
288,Simon Fraser University,26981,27.5,31%,51.35,,,76.3,52.0,92.0,2023
289,University of Southern Denmark,18471,10.2,14%,51.31,,,85.3,72.3,78.9,2023
290,Stellenbosch University,24907,25.9,8%,51.27,,,82.2,71.0,54.0,2023
291,Sun Yat-sen University,57951,15.1,5%,51.23,,,74.8,59.3,31.3,2023
292,Swansea University,17490,15.4,22%,51.19,,,91.5,39.3,83.6,2023
293,Tilburg University,11876,29.9,20%,51.15,,,61.7,50.6,84.5,2023
294,Tongji University,30153,10.8,12%,51.11,,,46.1,97.8,53.1,2023
295,University of Twente,9816,14.7,37%,51.08,,,57.2,80.5,94.5,2023
296,United Arab Emirates University,7121,10.9,17%,51.04,,,82.3,72.5,88.8,2023
297,University of Utah,30967,13.6,8%,51.0,,,81.7,57.5,33.9,2023
298,Virginia Polytechnic Institute and State University,36512,18.5,14%,50.96,,,73.7,47.4,56.8,2023
299,University of the Witwatersrand,26871,23.6,7%,50.92,,,67.9,100.0,73.1,2023
300,Abu Dhabi University,3926,18.1,60%,50.89,,,83.1,36.9,98.5,2023
301,Aix-Marseille University,70054,17.4,13%,50.85,,,72.3,41.5,63.2,2023
302,Alfaisal University,2851,10.2,32%,50.81,,,91.6,43.4,96.7,2023
303,Anglia Ruskin University (ARU),20285,27.8,46%,50.77,,,99.0,37.2,91.1,2023
304,Autonomous University of Madrid,29327,13.2,12%,50.74,,,80.8,40.0,51.2,2023
305,University of Bordeaux,53755,22.4,13%,50.7,,,79.5,39.5,59.9,2023
306,Brandeis University,5427,13.1,28%,50.66,,,90.3,37.3,55.5,2023
307,Universiti Brunei Darussalam,3641,10.8,14%,50.62,,,83.2,40.1,85.2,2023
308,University at Buffalo,27393,18.0,15%,50.59,,,67.7,47.1,63.7,2023
309,"University of California, Merced",9185,20.1,10%,50.55,,,96.0,42.2,47.3,2023
310,University of Colorado Denver/Anschutz Medical Campus,17224,3.8,8%,50.52,,,97.0,42.9,31.5,2023
311,Dalhousie University,16901,14.8,28%,50.48,,,74.3,45.0,89.0,2023
312,Drexel University,19304,12.5,14%,50.44,,,76.4,48.8,50.1,2023
313,École Normale Supérieure de Lyon,2171,8.6,11%,50.41,,,47.4,56.6,62.1,2023
314,University of Essex,14335,15.3,40%,50.37,,,71.0,37.9,96.4,2023
315,Flinders University,17027,27.9,36%,50.33,,,75.8,43.0,89.8,2023
316,Florida State University,39380,24.0,7%,50.3,,,67.5,40.1,47.8,2023
317,University of Galway,15109,26.1,20%,50.26,,,71.2,45.7,82.8,2023
318,George Mason University,32157,18.1,12%,50.23,,,84.0,37.8,50.0,2023
319,Hasselt University,5683,31.1,14%,50.19,,,63.3,57.3,70.2,2023
320,University of Iowa,29257,11.1,8%,50.16,,,70.7,51.0,46.2,2023
321,Lappeenranta-Lahti University of Technology LUT,4609,30.3,12%,50.12,,,77.2,52.1,59.8,2023
322,University of Milan,47512,21.2,7%,50.09,,,82.5,40.5,43.5,2023
323,University of Milan-Bicocca,29057,29.2,5%,50.05,,,93.6,40.8,43.0,2023
324,Montpellier University,40179,20.1,15%,50.02,,,72.1,39.9,62.2,2023
325,Nagoya University,15224,12.8,12%,49.98,,,39.7,99.2,35.8,2023
326,Nankai University,31322,11.3,5%,49.95,,,79.4,46.2,40.7,2023
327,University of Otago,18508,19.7,19%,49.91,,,70.2,38.8,88.0,2023
328,University of Oulu,10134,19.8,7%,49.88,,,75.2,46.9,57.5,2023
