rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
1.0,California Institute of Technology,94.9,115.73,128.56,99.8,91.2,65.8,2243.0,6.9,0.27,2014
2.0,Harvard University,93.9,104.84,115.66,99.1,40.6,66.2,20152.0,8.9,0.25,2014
3.0,University of Oxford,93.9,98.47,108.11,95.4,90.3,90.2,19919.0,11.6,0.34,2014
4.0,Stanford University,93.8,93.95,102.76,99.1,61.3,68.0,15596.0,7.8,0.22,2014
5.0,Massachusetts Institute of Technology,93.0,90.45,98.6,100.0,94.3,82.0,11074.0,9.0,0.33,2014
6.0,Princeton University,92.7,87.59,95.21,99.7,80.5,59.6,7929.0,8.4,0.27,2014
7.0,University of Cambridge,92.3,85.17,92.34,95.7,52.8,86.7,18812.0,11.8,0.34,2014
8.0,"University of California, Berkeley",89.8,83.07,89.85,99.3,59.5,57.3,36186.0,16.4,0.15,2014
9.0,University of Chicago,87.8,81.22,87.66,98.0,-,58.6,14221.0,6.9,0.21,2014
10.0,Imperial College London,87.5,79.56,85.7,90.0,72.3,91.8,15060.0,11.7,0.51,2014
11.0,Yale University,87.4,78.07,83.92,93.5,38.7,57.6,11751.0,4.4,0.2,2014
12.0,"University of California, Los Angeles",86.3,76.7,82.3,95.6,-,46.4,38206.0,10.3,0.15,2014
13.0,Columbia University,85.2,75.44,80.81,95.6,-,68.0,25055.0,5.9,0.28,2014
14.0,ETH Zurich – Swiss Federal Institute of Technology Zurich,84.5,74.28,79.43,85.0,78.8,96.7,18178.0,14.7,0.37,2014
15.0,Johns Hopkins University,83.7,73.2,78.15,95.0,100,59.3,15128.0,3.6,0.23,2014
16.0,University of Pennsylvania,81.0,72.18,76.95,95.0,45.2,40.6,20376.0,6.5,0.2,2014
17.0,Duke University,79.3,71.23,75.82,96.7,100,50.0,15172.0,4.8,0.17,2014
18.0,University of Michigan,79.2,70.33,74.76,90.8,53.5,49.5,41786.0,9.0,0.16,2014
19.0,Cornell University,79.1,69.48,73.75,90.8,35.8,55.6,21424.0,10.2,0.19,2014
20.0,University of Toronto,78.3,68.68,72.79,84.5,45.8,70.0,66198.0,19.5,0.15,2014
21.0,University College London,77.6,67.91,71.89,84.1,46.8,90.2,26607.0,10.7,0.46,2014
22.0,Northwestern University,77.1,67.18,71.02,97.1,61.9,34.4,18334.0,13.8,0.15,2014
23.0,University of Tokyo,76.4,66.48,70.19,69.8,56.7,29.6,26199.0,5.7,0.1,2014
24.0,Carnegie Mellon University,76.0,65.82,69.4,93.9,52.5,58.1,11885.0,13.1,0.35,2014
