rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun,year
601–800,Huazhong Agricultural University,25619,17.6,0.01,21.5–30.6,26.8,12.9,48.0,39.8,18.5,,2018.0
601–800,University of Huddersfield,15155,22.5,0.26,21.5–30.6,20.5,16.3,26.5,33.5,66.0,,2018.0
601–800,Hunan University,42004,22.2,0.02,21.5–30.6,20.5,19.6,42.2,51.3,18.3,,2018.0
601–800,Indian Institute of Technology Guwahati,5419,13.4,0.01,21.5–30.6,24.8,19.2,46.4,36.1,15.1,,2018.0
601–800,Indian Institute of Technology (Indian School of Mines) Dhanbad,6692,24.6,0.01,21.5–30.6,22.8,11.9,43.1,49.7,13.2,,2018.0
601–800,Inha University,19921,23.8,0.03,21.5–30.6,23.0,19.5,23.1,66.3,27.1,,2018.0
601–800,ISCTE-University Institute of Lisbon,8699,22.8,0.12,21.5–30.6,24.6,24.7,17.5,33.5,46.6,,2018.0
601–800,Isfahan University of Technology,9323,19.8,0.01,21.5–30.6,21.4,20.5,41.8,84.1,20.1,,2018.0
601–800,Istanbul Technical University,36061,16.9,0.04,21.5–30.6,22.5,24.2,33.5,100.0,25.6,,2018.0
601–800,University of Jaén,16894,20.5,0.08,21.5–30.6,16.7,11.7,39.8,34.2,32.2,,2018.0
601–800,Jagiellonian University,42594,11.8,0.06,21.5–30.6,23.1,14.2,37.9,32.7,34.3,,2018.0
601–800,Jeonbuk National University,23728,20.7,0.03,21.5–30.6,21.6,18.7,26.0,37.2,28.3,,2018.0
601–800,University of Johannesburg,28122,27.4,0.07,21.5–30.6,19.3,23.5,36.3,42.7,55.6,,2018.0
601–800,Juntendo University,4246,3.7,0.01,21.5–30.6,32.2,12.4,27.9,48.5,20.1,,2018.0
601–800,Kagawa University,6453,9.6,0.02,21.5–30.6,21.6,11.1,33.1,36.9,27.9,,2018.0
601–800,Kanazawa University,10464,10.4,0.05,21.5–30.6,27.4,16.7,31.7,33.8,21.5,,2018.0
601–800,Kansas State University,22017,14.7,0.11,21.5–30.6,24.3,17.8,44.1,41.5,45.1,,2018.0
601–800,Kaohsiung Medical University,6894,12.2,0.06,21.5–30.6,20.2,19.1,28.1,50.2,24.4,,2018.0
601–800,Universiti Kebangsaan Malaysia,19353,11.8,0.12,21.5–30.6,30.5,21.4,11.0,34.1,39.1,,2018.0
601–800,Keio University,34689,11.1,0.07,21.5–30.6,31.6,23.2,33.1,40.1,27.5,,2018.0
601–800,King Mongkut’s University of Technology Thonburi,16413,22.0,0.01,21.5–30.6,18.0,10.6,42.3,98.0,30.1,,2018.0
601–800,Kingston University,17340,21.5,0.36,21.5–30.6,18.8,15.6,26.4,32.2,80.2,,2018.0
601–800,Kobe University,15751,7.8,0.07,21.5–30.6,30.3,19.3,26.5,38.9,24.8,,2018.0
601–800,Kochi University,5584,8.4,0.01,21.5–30.6,20.1,9.4,36.0,37.6,25.8,,2018.0
601–800,Kumamoto University,10214,7.8,0.06,21.5–30.6,24.8,13.6,24.9,43.8,26.4,,2018.0
601–800,Kuwait University,37752,24.0,0.13,21.5–30.6,19.1,8.8,27.1,35.3,70.8,,2018.0
601–800,Kyungpook National University,27162,18.2,0.04,21.5–30.6,22.1,19.6,22.9,39.0,24.5,,2018.0
601–800,University of La Laguna,20248,14.0,0.04,21.5–30.6,18.1,9.7,57.5,32.4,46.6,,2018.0
601–800,Leeds Beckett University,20120,20.7,0.14,21.5–30.6,16.8,11.1,39.5,32.2,46.8,,2018.0
601–800,University of Lincoln,10875,16.0,0.16,21.5–30.6,17.0,12.1,30.1,32.8,65.5,,2018.0
601–800,University of Ljubljana,42922,15.8,0.04,21.5–30.6,25.7,16.1,35.8,35.6,38.5,,2018.0
601–800,Manchester Metropolitan University,26685,15.3,0.15,21.5–30.6,19.1,11.8,29.9,32.0,59.4,,2018.0
601–800,University of Maribor,13197,15.4,0.04,21.5–30.6,18.9,15.3,49.0,39.2,36.7,,2018.0
601–800,Marquette University,10664,12.4,0.05,21.5–30.6,35.1,12.7,30.0,34.6,22.0,,2018.0
601–800,Middle East Technical University,26739,26.3,0.07,21.5–30.6,28.6,20.6,31.9,61.2,29.4,,2018.0
601–800,University of Minho,18257,18.4,0.1,21.5–30.6,23.2,22.8,35.8,67.6,47.3,,2018.0
601–800,Mississippi State University,38420,28.6,0.04,21.5–30.6,19.0,15.8,42.9,34.9,23.1,,2018.0
601–800,Monterrey Institute of Technology,14003,17.2,0.13,21.5–30.6,24.3,14.8,31.9,80.1,65.4,,2018.0
601–800,University of Murcia,30623,15.3,0.06,21.5–30.6,20.1,12.4,32.1,33.0,34.7,,2018.0
601–800,Nagoya City University,4317,8.0,0.03,21.5–30.6,23.1,12.5,32.2,42.8,19.5,,2018.0
601–800,Nanjing Agricultural University,26301,16.1,0.01,21.5–30.6,23.0,16.2,43.1,42.9,18.0,,2018.0
601–800,Nanjing Medical University,12783,9.1,0.05,21.5–30.6,24.9,22.6,37.6,32.8,19.5,,2018.0
601–800,Nanjing Normal University,26714,14.6,0.03,21.5–30.6,19.9,10.2,40.2,47.3,18.4,,2018.0
601–800,Nanjing Tech University,30098,17.9,0.01,21.5–30.6,17.7,12.0,39.4,62.0,18.0,,2018.0
601–800,National Autonomous University of Mexico,145024,12.1,0.06,21.5–30.6,34.4,29.4,19.4,57.3,39.3,,2018.0
601–800,National Central University,10859,9.5,0.1,21.5–30.6,25.0,23.3,20.9,67.2,35.1,,2018.0
601–800,National Chengchi University,15555,16.9,0.13,21.5–30.6,23.0,24.5,11.5,34.0,42.8,,2018.0
601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),6029,8.5,0.3,21.5–30.6,25.7,12.6,39.0,62.8,75.3,,2018.0
601–800,National Institute of Technology Rourkela,5746,19.1,0.04,21.5–30.6,25.3,13.9,47.4,33.3,15.5,,2018.0
601–800,National University of Sciences and Technology,10373,8.0,0.03,21.5–30.6,20.3,8.7,39.9,32.6,37.0,,2018.0
601–800,National Sun Yat-Sen University,9013,15.7,0.05,21.5–30.6,24.4,28.1,26.4,46.8,27.9,,2018.0
601–800,National Yang-Ming University,4255,5.0,0.02,21.5–30.6,37.8,18.0,37.7,34.8,18.6,,2018.0
601–800,New Mexico State University (Main campus),13670,16.7,0.08,21.5–30.6,22.8,9.0,57.7,36.4,35.2,,2018.0
601–800,University of North Carolina at Greensboro,17774,23.9,0.03,21.5–30.6,22.9,20.2,41.0,33.0,19.1,,2018.0
601–800,Northeast Normal University,24802,15.6,0.01,21.5–30.6,22.7,5.8,51.2,33.5,16.4,,2018.0
601–800,University of Northern British Columbia (UNBC),2752,11.4,0.1,21.5–30.6,20.2,13.1,34.6,36.6,38.9,,2018.0
601–800,Northwestern Polytechnical University,26904,14.2,0.03,21.5–30.6,23.9,29.7,17.2,76.4,18.4,,2018.0
601–800,Nottingham Trent University,23045,16.9,0.18,21.5–30.6,18.3,11.4,35.1,32.0,60.0,,2018.0
601–800,Okayama University,13115,7.9,0.04,21.5–30.6,25.4,15.4,26.4,45.9,22.5,,2018.0
601–800,Old Dominion University,19148,19.7,0.03,21.5–30.6,24.2,18.2,51.0,1.7,28.8,,2018.0
601–800,Osaka City University,8386,9.1,0.04,21.5–30.6,25.2,13.9,26.0,38.7,22.4,,2018.0
601–800,Otto von Guericke University of Magdeburg,14248,12.2,0.14,21.5–30.6,23.4,12.8,47.3,41.6,52.9,,2018.0
601–800,University of Oviedo,23806,13.4,0.02,21.5–30.6,27.0,13.5,49.1,34.1,31.9,,2018.0
601–800,Palacký University Olomouc,18332,11.4,0.1,21.5–30.6,19.3,12.2,45.0,32.5,54.6,,2018.0
601–800,Panjab University,17046,22.6,0.01,21.5–30.6,27.1,8.6,55.5,31.8,16.0,,2018.0
601–800,University of Patras,24989,33.9,0.05,21.5–30.6,19.1,12.4,37.2,45.1,35.7,,2018.0
601–800,University of Pécs,16396,12.6,0.17,21.5–30.6,19.4,10.1,39.3,46.9,55.3,,2018.0
601–800,University of the Philippines,51086,11.2,0.01,21.5–30.6,20.5,10.0,40.0,32.6,39.8,,2018.0
601–800,Pontifical Catholic University of Peru,27013,17.0,0.03,21.5–30.6,15.4,5.2,40.6,31.7,51.3,,2018.0
601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),15638,22.0,0.03,21.5–30.6,27.5,23.1,21.5,99.8,40.3,,2018.0
601–800,Portland State University,21207,15.9,0.09,21.5–30.6,20.4,15.4,49.4,39.6,32.0,,2018.0
601–800,University of Pretoria,36005,24.1,0.08,21.5–30.6,25.7,26.5,29.3,63.5,49.9,,2018.0
601–800,Pusan National University,25464,19.7,0.11,21.5–30.6,27.1,27.9,28.8,63.1,34.9,,2018.0
601–800,Universiti Putra Malaysia,25929,12.9,0.18,21.5–30.6,26.6,23.7,17.2,36.0,61.1,,2018.0
601–800,University of Regina,12178,22.2,0.15,21.5–30.6,16.9,6.2,42.5,32.5,51.2,,2018.0
601–800,University Rey Juan Carlos,33849,26.5,0.11,21.5–30.6,18.8,10.3,37.3,34.6,42.8,,2018.0
601–800,Rochester Institute of Technology,13784,16.2,0.17,21.5–30.6,20.1,17.7,41.2,33.6,37.9,,2018.0
601–800,University of Roehampton,7170,17.7,0.28,21.5–30.6,18.8,19.2,16.2,32.1,72.0,,2018.0
601–800,Universiti Sains Malaysia,25975,12.9,0.08,21.5–30.6,32.2,17.7,15.0,38.4,45.8,,2018.0
601–800,University of Salamanca,30943,18.5,0.14,21.5–30.6,24.8,13.7,35.5,33.5,47.7,,2018.0
601–800,University of Salford,15790,16.6,0.26,21.5–30.6,21.2,14.3,22.0,32.6,69.9,,2018.0
601–800,University of Santiago de Compostela,27573,15.9,0.08,21.5–30.6,20.9,15.0,48.2,35.2,44.2,,2018.0
601–800,Savitribai Phule Pune University,6155,15.9,0.03,21.5–30.6,38.9,7.2,21.6,34.4,18.3,,2018.0
601–800,University of Science and Technology Beijing,24384,15.8,0.03,21.5–30.6,25.6,22.2,16.0,60.1,17.4,,2018.0
601–800,University of Seoul,8902,17.0,0.05,21.5–30.6,24.9,15.5,22.2,33.9,25.0,,2018.0
601–800,University of Seville,54413,18.5,0.02,21.5–30.6,20.9,15.4,35.7,42.8,34.7,,2018.0
601–800,Shanghai University,36461,13.5,0.05,21.5–30.6,20.6,15.9,25.5,45.7,23.5,,2018.0
601–800,Sichuan University,60848,13.9,0.04,21.5–30.6,30.6,24.5,25.2,71.2,20.7,,2018.0
601–800,Sogang University,9440,21.5,0.07,21.5–30.6,27.2,28.3,25.4,48.7,28.6,,2018.0
601–800,University of Southern Queensland,11921,25.9,0.19,21.5–30.6,21.9,16.5,26.0,33.1,69.1,,2018.0
601–800,University of South Wales,17330,17.0,0.19,21.5–30.6,16.5,9.0,38.5,32.3,61.1,,2018.0
601–800,Suranaree University of Technology,14107,32.6,0.01,21.5–30.6,21.9,10.1,33.6,40.6,32.2,,2018.0
601–800,University of Szeged,20864,13.1,0.12,21.5–30.6,20.4,10.8,34.0,35.4,51.7,,2018.0
601–800,Taipei Medical University,5929,12.1,0.07,21.5–30.6,25.2,26.4,32.1,99.6,31.4,,2018.0
601–800,Tallinn University of Technology,10921,21.2,0.1,21.5–30.6,17.9,11.8,34.9,45.5,50.7,,2018.0
601–800,Technical University of Madrid,40371,13.6,0.12,21.5–30.6,23.8,13.6,34.8,43.0,45.0,,2018.0
601–800,University of Technology of Compiègne,4321,15.4,0.24,21.5–30.6,23.0,9.5,41.6,38.1,79.1,,2018.0
601–800,Teesside University,11095,18.0,0.12,21.5–30.6,16.5,9.3,38.6,32.0,48.0,,2018.0
601–800,University of Tehran,59457,29.4,0.02,21.5–30.6,31.1,21.7,28.2,31.7,21.4,,2018.0
601–800,Tehran University of Medical Sciences,12668,7.6,0.03,21.5–30.6,44.2,14.0,21.4,35.6,17.7,,2018.0
601–800,Universiti Teknologi Malaysia,18214,10.5,0.14,21.5–30.6,31.1,20.4,22.7,38.6,51.1,,2018.0
601–800,Universiti Teknologi Petronas,5875,15.3,0.22,21.5–30.6,22.4,23.4,16.1,87.5,63.6,,2018.0
601–800,University of Texas at El Paso,16595,23.8,0.07,21.5–30.6,20.9,20.6,33.9,31.7,35.7,,2018.0
601–800,Tokyo University of Agriculture and Technology,5797,14.8,0.06,21.5–30.6,26.1,22.6,21.3,44.1,23.4,,2018.0
601–800,Tokyo University of Science,19791,25.1,0.01,21.5–30.6,23.2,24.9,21.7,37.4,18.0,,2018.0
601–800,University of Vigo,19472,16.6,0.06,21.5–30.6,19.4,12.2,32.2,35.7,40.3,,2018.0
601–800,Vilnius University,17364,12.3,0.06,21.5–30.6,20.1,13.5,35.6,40.0,47.9,,2018.0
601–800,Warsaw University of Technology,31101,13.0,0.05,21.5–30.6,19.9,9.8,44.1,36.2,23.4,,2018.0
601–800,Waseda University,49840,15.8,0.08,21.5–30.6,31.0,22.1,31.3,35.6,34.2,,2018.0
601–800,University of the West of England,20470,18.4,0.19,21.5–30.6,17.0,14.0,32.6,32.4,57.5,,2018.0
601–800,University of the Western Cape,20382,31.6,0.09,21.5–30.6,18.8,17.6,35.9,33.3,60.8,,2018.0
601–800,University of Westminster,17040,20.0,0.46,21.5–30.6,19.8,15.0,32.2,32.1,82.2,,2018.0
601–800,University of Windsor,15227,19.1,0.17,21.5–30.6,19.3,15.0,26.6,34.9,50.8,,2018.0
601–800,Yeungnam University,20532,14.7,0.04,21.5–30.6,19.1,11.7,37.3,39.4,32.2,,2018.0
601–800,Yokohama City University,4889,3.5,0.02,21.5–30.6,26.2,6.5,37.8,37.5,19.1,,2018.0
601–800,University of Zaragoza,29924,11.2,0.06,21.5–30.6,20.5,12.3,50.8,37.1,37.6,,2018.0
801–1000,University of Abou Bekr Belkaïd Tlemcen,42407,23.8,0.01,15.6–21.4,27.9,8.0,4.8,31.9,40.0,,2018.0
801–1000,University of A Coruña,15735,11.9,0.02,15.6–21.4,19.1,11.2,23.7,34.3,30.6,,2018.0
801–1000,"Adam Mickiewicz University, Poznań",40412,14.9,0.02,15.6–21.4,18.7,11.6,22.8,32.3,30.5,,2018.0
801–1000,Ain Shams University,131200,13.5,0.02,15.6–21.4,21.1,8.2,13.5,33.0,34.9,,2018.0
801–1000,Ajou University,11629,10.2,0.04,15.6–21.4,22.0,8.2,27.7,45.9,23.7,,2018.0
801–1000,Akdeniz University,33904,26.3,0.02,15.6–21.4,16.2,15.6,12.3,99.7,18.4,,2018.0
801–1000,Alexandria University,166350,26.9,0.04,15.6–21.4,16.8,7.9,23.9,33.4,44.5,,2018.0
801–1000,Alexandru Ioan Cuza University,23476,17.7,0.06,15.6–21.4,22.0,9.3,17.2,31.8,36.7,,2018.0
801–1000,University of Alicante,28005,19.5,0.07,15.6–21.4,18.5,11.8,26.5,34.1,38.3,,2018.0
801–1000,University of Almería,12315,18.4,0.07,15.6–21.4,18.0,11.2,25.3,33.9,33.8,,2018.0
801–1000,Amrita Vishwa Vidyapeetham,14233,11.9,0.13,15.6–21.4,21.6,9.5,17.0,52.5,47.0,,2018.0
801–1000,Andhra University,9632,19.2,0.03,15.6–21.4,33.6,8.8,4.3,35.4,16.3,,2018.0
801–1000,Universidad Andrés Bello (UNAB),44906,26.1,0.01,15.6–21.4,14.3,6.7,26.0,31.9,45.0,,2018.0
801–1000,Annamalai University,33028,16.2,0.02,15.6–21.4,22.8,7.7,17.1,32.0,7.9,,2018.0
801–1000,"Asia University, Taiwan",12514,30.7,0.02,15.6–21.4,16.6,21.2,19.8,51.4,23.9,,2018.0
801–1000,Assiut University,60170,33.0,0.01,15.6–21.4,20.0,6.8,15.2,1.1,43.9,,2018.0
801–1000,Austral University of Chile,14423,16.7,0.02,15.6–21.4,17.4,10.9,24.4,42.8,48.5,,2018.0
801–1000,Bandung Institute of Technology (ITB),16786,11.5,0.02,15.6–21.4,20.8,11.8,8.1,83.0,31.0,,2018.0
801–1000,Beijing Jiaotong University,24610,13.7,0.06,15.6–21.4,22.2,21.9,11.9,58.2,22.5,,2018.0
801–1000,University of Brasília,51179,19.3,0.02,15.6–21.4,23.4,12.4,19.1,31.7,31.2,,2018.0
801–1000,Brno University of Technology,22278,21.4,0.19,15.6–21.4,19.1,13.6,24.0,40.1,43.7,,2018.0
801–1000,University of Bucharest,31234,23.4,0.02,15.6–21.4,22.7,6.5,17.1,31.8,39.5,,2018.0
801–1000,Budapest University of Technology and Economics,20258,19.6,0.03,15.6–21.4,17.7,12.8,29.0,45.3,29.7,,2018.0
801–1000,Cairo University,252095,46.2,0.02,15.6–21.4,21.5,11.4,22.6,33.0,32.9,,2018.0
801–1000,"California Polytechnic State University, San Luis Obispo",18838,20.5,0.02,15.6–21.4,16.6,7.0,33.3,37.0,32.4,,2018.0
801–1000,University of Castilla-La Mancha,24174,14.3,0.05,15.6–21.4,18.1,10.4,28.7,33.7,33.3,,2018.0
801–1000,Catholic University of the North,11187,20.2,0.01,15.6–21.4,16.3,11.7,12.5,33.2,51.1,,2018.0
801–1000,Central University of Venezuela,48426,14.7,0.01,15.6–21.4,16.4,7.3,18.9,31.9,37.6,,2018.0
801–1000,University of Cergy-Pontoise,18125,9.4,0.15,15.6–21.4,19.4,9.3,20.8,35.1,63.2,,2018.0
801–1000,Chiang Mai University,35809,16.9,0.01,15.6–21.4,21.0,12.8,19.8,49.7,34.7,,2018.0
801–1000,China University of Mining and Technology,43095,18.1,0.01,15.6–21.4,20.0,15.0,15.9,57.9,14.8,,2018.0
801–1000,"China University of Petroleum, Beijing",15133,18.8,0.05,15.6–21.4,22.0,22.9,12.8,99.6,19.0,,2018.0
801–1000,Chongqing University,49391,17.6,0.03,15.6–21.4,19.2,17.8,20.8,58.8,19.0,,2018.0
801–1000,Chungnam National University,22674,22.2,0.03,15.6–21.4,23.2,18.3,13.1,43.9,21.9,,2018.0
801–1000,Chung Yuan Christian University,15769,31.7,0.09,15.6–21.4,16.8,23.9,15.0,42.2,28.5,,2018.0
801–1000,Chuo University,26870,37.6,0.03,15.6–21.4,26.4,8.8,18.4,34.4,21.2,,2018.0
801–1000,University of Concepción,26682,17.9,0.01,15.6–21.4,17.1,13.5,20.4,57.2,47.6,,2018.0
801–1000,Corvinus University of Budapest,13724,25.0,0.12,15.6–21.4,16.9,9.5,18.0,32.0,43.7,,2018.0
801–1000,University of Costa Rica,30436,10.3,0.02,15.6–21.4,18.2,6.9,19.1,0.6,48.2,,2018.0
801–1000,Czech University of Life Sciences Prague (CZU),17077,20.6,0.18,15.6–21.4,18.7,12.1,12.1,47.7,66.9,,2018.0
801–1000,University of Debrecen,27519,18.2,0.14,15.6–21.4,18.8,3.4,27.5,40.4,50.1,,2018.0
801–1000,Del Rosario University,8458,11.3,0.03,15.6–21.4,17.7,8.1,25.6,31.9,45.7,,2018.0
801–1000,University of Derby,12215,15.0,0.14,15.6–21.4,16.4,8.5,29.5,32.4,54.4,,2018.0
801–1000,Ehime University,9526,12.8,0.03,15.6–21.4,20.9,13.0,17.9,38.6,24.9,,2018.0
801–1000,The University of Electro-Communications,4982,16.6,0.05,15.6–21.4,20.4,19.8,17.1,36.3,27.0,,2018.0
801–1000,University of Electronic Science and Technology of China,34052,16.2,0.01,15.6–21.4,19.6,14.3,21.4,86.9,20.0,,2018.0
801–1000,Erciyes University,35263,25.3,0.02,15.6–21.4,17.0,11.0,21.8,71.2,20.8,,2018.0
801–1000,Federal University of Pelotas,17882,13.7,0.01,15.6–21.4,18.3,8.1,35.0,1.1,19.7,,2018.0
801–1000,Federal University of Pernambuco,32408,12.7,0.01,15.6–21.4,23.2,9.1,14.6,47.0,20.4,,2018.0
801–1000,Universidade Federal de Santa Catarina,34183,14.2,0.02,15.6–21.4,25.0,10.6,23.6,38.4,26.1,,2018.0
801–1000,Federal University of São Carlos,18145,14.5,0.02,15.6–21.4,25.5,12.0,15.9,32.3,22.4,,2018.0
801–1000,Feng Chia University,21014,24.8,0.12,15.6–21.4,17.1,15.9,25.0,37.6,32.2,,2018.0
801–1000,Ferdowsi University of Mashhad,23211,28.4,0.04,15.6–21.4,22.9,14.7,20.1,35.8,20.2,,2018.0
801–1000,Fu Jen Catholic University,23154,19.3,0.07,15.6–21.4,17.9,13.3,24.6,45.3,24.7,,2018.0
801–1000,Universitas Gadjah Mada,42398,12.4,0.01,15.6–21.4,18.9,10.4,18.1,60.6,38.9,,2018.0
801–1000,Gdańsk University of Technology,24230,19.9,0.01,15.6–21.4,16.6,9.5,28.6,37.4,19.1,,2018.0
801–1000,University of Ghana,39436,35.1,0.02,15.6–21.4,17.7,18.3,20.4,34.2,48.4,,2018.0
801–1000,Gifu University,7320,8.0,0.04,15.6–21.4,22.7,10.8,15.5,34.7,21.3,,2018.0
801–1000,Grigore T. Popa University of Medicine and Pharmacy,9710,11.7,0.29,15.6–21.4,20.1,7.1,9.9,32.0,51.2,,2018.0
801–1000,Hallym University,8688,10.1,0.03,15.6–21.4,18.8,13.4,14.8,32.9,20.0,,2018.0
801–1000,Hamamatsu University School of Medicine,1198,3.8,0.02,15.6–21.4,27.5,6.0,21.2,37.2,17.4,,2018.0
801–1000,Hosei University,28937,38.5,0.02,15.6–21.4,17.0,8.0,30.4,32.5,23.2,,2018.0
801–1000,Huaqiao University,23442,14.9,0.15,15.6–21.4,16.0,9.0,19.6,38.8,45.3,,2018.0
801–1000,University of Ibadan,26783,16.5,0.01,15.6–21.4,25.9,11.4,7.4,40.3,32.0,,2018.0
801–1000,Imam Abdulrahman Bin Faisal University,22257,8.8,0.04,15.6–21.4,20.7,6.3,5.3,32.3,70.8,,2018.0
801–1000,University of Indonesia,42854,13.7,0.05,15.6–21.4,23.9,10.4,18.9,40.8,49.6,,2018.0
801–1000,University of Isfahan,12473,19.4,0.01,15.6–21.4,24.8,20.2,9.1,41.4,16.1,,2018.0
801–1000,I-Shou University,16705,31.3,0.11,15.6–21.4,16.1,14.4,15.5,49.0,28.7,,2018.0
801–1000,Istanbul University,96144,45.9,0.06,15.6–21.4,26.4,18.1,14.9,52.6,24.4,,2018.0
801–1000,Iwate University,5713,14.6,0.02,15.6–21.4,20.7,10.4,16.4,41.7,21.3,,2018.0
801–1000,Izmir Institute of Technology,4211,18.6,0.04,15.6–21.4,18.8,9.2,32.3,42.4,29.8,,2018.0
801–1000,Jamia Millia Islamia,16710,23.3,0.01,15.6–21.4,29.2,7.5,25.4,33.8,20.8,,2018.0
801–1000,Jiangsu University,32350,7.0,0.04,15.6–21.4,21.5,9.9,16.6,51.5,27.6,,2018.0
801–1000,The Jikei University School of Medicine,1020,0.6,0.04,15.6–21.4,25.5,8.6,28.3,35.1,18.6,,2018.0
801–1000,Jinan University,34016,14.8,0.25,15.6–21.4,21.4,13.8,19.1,37.2,44.1,,2018.0
801–1000,The University of Jordan,31278,16.0,0.14,15.6–21.4,19.3,9.1,11.5,34.8,62.8,,2018.0
801–1000,Kagoshima University,10577,10.2,0.03,15.6–21.4,21.2,10.9,20.4,38.6,20.8,,2018.0
801–1000,Kansai Medical University,829,1.1,0.02,15.6–21.4,26.9,7.0,28.4,32.2,16.8,,2018.0
801–1000,Kasetsart University,68505,23.1,0.01,15.6–21.4,18.4,10.7,10.5,40.4,36.3,,2018.0
801–1000,University of Kerala,9593,31.3,0.01,15.6–21.4,31.5,11.8,12.3,31.8,13.6,,2018.0
801–1000,Khon Kaen University,34661,18.8,0.02,15.6–21.4,19.8,9.3,16.9,53.5,30.9,,2018.0
801–1000,Kindai University,30609,13.0,0.02,15.6–21.4,15.6,9.4,35.4,37.0,20.4,,2018.0
801–1000,Kyoto Institute of Technology,4057,13.0,0.05,15.6–21.4,23.1,13.9,8.0,40.4,20.6,,2018.0
801–1000,Kyushu Institute of Technology (Kyutech),5793,16.0,0.04,15.6–21.4,20.2,11.9,18.2,46.4,24.8,,2018.0
801–1000,University of Latvia,12034,14.0,0.07,15.6–21.4,18.8,9.3,20.0,32.3,40.1,,2018.0
801–1000,London South Bank University,12270,17.3,0.35,15.6–21.4,16.4,8.9,12.1,32.7,69.7,,2018.0
801–1000,Mansoura University,109714,26.5,0.04,15.6–21.4,17.4,6.5,29.3,40.0,36.2,,2018.0
801–1000,Marmara University,78666,39.5,0.03,15.6–21.4,19.4,22.7,16.5,31.7,20.5,,2018.0
801–1000,University of Marrakech Cadi Ayyad,76560,51.7,0.01,15.6–21.4,18.1,7.2,25.0,34.1,41.6,,2018.0
801–1000,Meiji University,32270,29.1,0.04,15.6–21.4,16.3,10.0,18.1,53.3,22.0,,2018.0
801–1000,Mie University,7298,12.6,0.02,15.6–21.4,21.6,13.1,16.4,47.5,19.3,,2018.0
801–1000,University of Miyazaki,5507,8.3,0.02,15.6–21.4,21.1,8.8,19.4,33.8,21.1,,2018.0
801–1000,Mohammed V University of Rabat,71147,32.5,0.04,15.6–21.4,24.4,7.9,20.0,37.8,30.0,,2018.0
801–1000,Nagaoka University of Technology,2341,10.0,0.12,15.6–21.4,23.0,12.8,11.3,39.1,32.0,,2018.0
801–1000,Nagasaki University,8881,6.6,0.03,15.6–21.4,24.9,12.3,19.2,35.3,25.7,,2018.0
801–1000,Nagoya Institute of Technology,5695,16.5,0.04,15.6–21.4,19.2,18.7,17.1,47.7,20.8,,2018.0
801–1000,Nara Medical University,1155,3.3,0.01,15.6–21.4,25.4,9.6,13.8,38.0,14.5,,2018.0
801–1000,National Chung Cheng University,10925,16.9,0.04,15.6–21.4,20.2,19.5,13.4,38.3,19.4,,2018.0
801–1000,National University of Colombia,51432,22.5,0.01,15.6–21.4,21.0,14.4,6.5,31.9,34.7,,2018.0
801–1000,National University of Córdoba,87926,22.3,0.01,15.6–21.4,18.3,8.6,20.2,5.0,30.9,,2018.0
801–1000,National Dong Hwa University,10174,17.5,0.07,15.6–21.4,18.3,13.7,21.2,60.8,32.0,,2018.0
801–1000,National University of Tainan,5996,25.4,0.03,15.6–21.4,20.6,15.8,26.1,35.3,15.5,,2018.0
801–1000,National Taipei University,8563,17.1,0.04,15.6–21.4,18.0,7.3,27.2,33.8,22.8,,2018.0
801–1000,National Taipei University of Technology,10288,16.7,0.05,15.6–21.4,19.0,18.3,19.9,89.6,20.9,,2018.0
