rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
162,Scuola Normale Superiore di Pisa,539,0.07,0.09,56.0,57.7,37.6,75.7,35.2,51.0,2019,0.58,0.61,0.38,0.76,0.35,0.51,0.0,0.01,0.11
163,University of Sussex,13890,0.16,0.39,56.0,33.0,37.3,90.0,35.7,92.7,2019,0.58,0.35,0.37,0.9,0.36,0.93,0.01,0.02,0.46
164,University of Rochester,9681,0.04,0.29,55.9,45.1,31.0,90.8,41.5,63.7,2019,0.58,0.48,0.31,0.91,0.42,0.64,0.01,0.0,0.35
165,Technical University of Denmark,9116,0.06,0.25,55.9,40.2,38.6,79.1,64.4,92.3,2019,0.58,0.43,0.39,0.79,0.64,0.92,0.01,0.01,0.3
166,University of St Andrews,8965,0.13,0.47,55.8,42.3,40.2,76.4,36.4,96.3,2019,0.58,0.45,0.4,0.76,0.36,0.96,0.01,0.02,0.56
167,Vrije Universiteit Amsterdam,23919,0.18,0.08,55.7,34.4,41.4,89.5,54.3,64.2,2019,0.58,0.36,0.42,0.9,0.54,0.64,0.02,0.02,0.1
168,"University of California, Santa Cruz",17868,0.23,0.05,55.6,33.5,36.0,99.1,39.5,53.2,2019,0.58,0.35,0.36,0.99,0.4,0.53,0.01,0.03,0.06
169,Eindhoven University of Technology,8443,0.2,0.19,55.6,44.6,46.6,66.4,99.6,77.4,2019,0.58,0.47,0.47,0.66,1.0,0.78,0.01,0.02,0.23
170,University of Leicester,14710,0.14,0.36,55.6,30.5,33.8,95.2,37.3,91.2,2019,0.58,0.32,0.34,0.95,0.37,0.91,0.01,0.02,0.43
171,National Taiwan University (NTU),31783,0.12,0.08,55.5,54.9,56.8,59.4,63.2,34.6,2019,0.58,0.58,0.57,0.59,0.63,0.35,0.02,0.01,0.1
172,Newcastle University,21500,0.14,0.29,55.4,32.9,39.6,86.6,41.6,88.2,2019,0.58,0.35,0.4,0.87,0.42,0.88,0.02,0.02,0.35
173,Texas A&M University,58567,0.26,0.09,55.4,51.6,54.6,61.1,47.5,53.4,2019,0.58,0.55,0.55,0.61,0.48,0.54,0.04,0.03,0.11
174,University of Notre Dame,12035,0.14,0.12,55.3,50.4,41.9,75.5,37.9,53.5,2019,0.58,0.53,0.42,0.76,0.38,0.54,0.01,0.02,0.14
175,University of Erlangen-Nuremberg,38368,0.55,0.11,55.2,41.5,43.5,78.6,86.9,52.4,2019,0.58,0.44,0.44,0.79,0.87,0.53,0.03,0.06,0.13
176,University of Lausanne,11957,0.1,0.23,54.9,32.5,44.1,77.5,67.3,92.7,2019,0.57,0.34,0.44,0.78,0.67,0.93,0.01,0.01,0.27
177,University of Ottawa,35002,0.26,0.18,54.9,39.1,39.3,81.6,43.2,77.0,2019,0.57,0.41,0.39,0.82,0.43,0.77,0.02,0.03,0.21
178,Rutgers University – New Brunswick,44127,0.11,0.16,54.9,45.4,44.5,77.4,39.8,50.4,2019,0.57,0.48,0.45,0.77,0.4,0.51,0.03,0.01,0.19
179,University of Alabama at Birmingham,15744,0.15,0.06,54.8,39.4,32.9,95.7,65.9,36.6,2019,0.57,0.42,0.33,0.96,0.66,0.37,0.01,0.02,0.07
180,University of Bologna,66998,0.24,0.11,54.7,51.2,32.6,82.7,43.9,49.2,2019,0.57,0.54,0.33,0.83,0.44,0.49,0.05,0.03,0.13
181,Aalto University,12421,0.19,0.23,54.5,40.5,37.7,79.6,49.6,78.4,2019,0.57,0.43,0.38,0.8,0.5,0.79,0.01,0.02,0.27
182,George Washington University,22844,0.13,0.17,54.5,49.9,30.6,85.0,34.5,53.5,2019,0.57,0.53,0.31,0.85,0.34,0.54,0.02,0.02,0.2
183,University of Liverpool,21590,0.14,0.35,54.5,32.2,35.9,87.5,39.4,91.5,2019,0.57,0.34,0.36,0.88,0.39,0.92,0.02,0.02,0.42
184,University of Münster,42974,0.44,0.08,54.4,40.7,43.2,81.2,51.6,47.8,2019,0.57,0.43,0.43,0.81,0.52,0.48,0.03,0.05,0.1
185,"Northeastern University, US",19191,0.14,0.33,54.4,37.0,26.5,96.3,37.2,74.0,2019,0.57,0.39,0.27,0.96,0.37,0.74,0.01,0.02,0.39
186,University of Twente,7149,0.14,0.3,54.4,40.8,47.0,64.5,81.6,89.3,2019,0.57,0.43,0.47,0.64,0.82,0.89,0.01,0.02,0.36
187,Cardiff University,24245,0.13,0.26,54.2,33.6,37.1,86.3,37.2,82.7,2019,0.56,0.36,0.37,0.86,0.37,0.83,0.02,0.02,0.31
188,KTH Royal Institute of Technology,12486,0.15,0.18,54.2,43.7,44.6,66.4,50.4,86.3,2019,0.56,0.46,0.45,0.66,0.5,0.86,0.01,0.02,0.21
189,University of Konstanz,11288,0.52,0.12,54.1,39.4,45.1,74.2,69.6,63.7,2019,0.56,0.42,0.45,0.74,0.7,0.64,0.01,0.06,0.14
190,Shanghai Jiao Tong University,40711,0.11,0.09,54.1,60.2,54.8,46.2,78.5,49.9,2019,0.56,0.64,0.55,0.46,0.78,0.5,0.03,0.01,0.11
191,University of Duisburg-Essen,42931,0.55,0.18,54.0,35.3,32.2,91.9,71.2,58.9,2019,0.56,0.37,0.32,0.92,0.71,0.59,0.03,0.06,0.21
192,University of East Anglia,13985,0.14,0.29,54.0,28.2,30.9,96.2,35.3,87.4,2019,0.56,0.3,0.31,0.96,0.35,0.88,0.01,0.02,0.35
193,Western University,29732,0.23,0.17,54.0,41.5,36.1,78.0,59.8,77.6,2019,0.56,0.44,0.36,0.78,0.6,0.78,0.02,0.03,0.2
194,Aalborg University,16021,0.14,0.14,53.9,30.7,37.7,88.9,47.1,73.9,2019,0.56,0.32,0.38,0.89,0.47,0.74,0.01,0.02,0.17
195,Paris Diderot University – Paris 7,28918,0.15,0.2,53.9,46.4,19.5,93.1,34.0,72.0,2019,0.56,0.49,0.2,0.93,0.34,0.72,0.02,0.02,0.24
196,University of Technology Sydney,25637,0.43,0.36,53.6,32.2,41.8,76.4,52.2,95.4,2019,0.56,0.34,0.42,0.76,0.52,0.96,0.02,0.05,0.43
197,University of Bergen,13116,0.12,0.14,53.3,30.7,30.6,94.0,36.5,77.9,2019,0.56,0.32,0.31,0.94,0.36,0.78,0.01,0.01,0.17
198,Korea University,22705,0.16,0.21,53.2,48.4,50.1,58.1,98.3,50.7,2019,0.55,0.51,0.5,0.58,0.98,0.51,0.02,0.02,0.25
199,University of Calgary,27489,0.16,0.19,53.1,34.6,34.4,84.1,55.7,76.6,2019,0.55,0.37,0.35,0.84,0.56,0.77,0.02,0.02,0.23
200,University of Antwerp,15096,0.3,0.16,54.34,35.1,38.0,75.2,74.5,67.9,2019,0.57,0.37,0.38,0.75,0.74,0.68,0.01,0.03,0.19
201,University of Auckland,30041,0.18,0.3,54.28,30.1,40.7,76.5,61.6,91.7,2019,0.57,0.32,0.41,0.76,0.62,0.92,0.02,0.02,0.36
202,University of Barcelona,46002,0.12,0.1,54.22,37.7,32.3,85.1,40.1,52.6,2019,0.56,0.4,0.32,0.85,0.4,0.53,0.03,0.01,0.12
203,University of Bath,13200,0.17,0.33,54.16,32.0,31.7,77.8,38.2,89.8,2019,0.56,0.34,0.32,0.78,0.38,0.9,0.01,0.02,0.39
204,Bielefeld University,24255,0.64,0.08,54.11,35.4,40.0,79.3,53.4,46.4,2019,0.56,0.37,0.4,0.79,0.53,0.46,0.02,0.07,0.1
205,Brandeis University,5385,0.12,0.26,54.05,28.5,23.6,99.9,34.6,52.4,2019,0.56,0.3,0.24,1.0,0.35,0.53,0.0,0.01,0.31
206,University at Buffalo,25419,0.17,0.17,54.0,40.7,34.6,73.1,43.3,63.8,2019,0.56,0.43,0.35,0.73,0.43,0.64,0.02,0.02,0.2
207,"University of California, Riverside",20864,0.2,0.14,53.94,29.5,31.6,92.0,41.0,65.6,2019,0.56,0.31,0.32,0.92,0.41,0.66,0.01,0.02,0.17
208,Chalmers University of Technology,9257,0.12,0.17,53.89,41.1,40.7,60.7,71.0,81.5,2019,0.56,0.43,0.41,0.61,0.71,0.82,0.01,0.01,0.2
209,Copenhagen Business School,17003,0.31,0.25,53.83,24.8,32.3,88.0,41.3,92.2,2019,0.56,0.26,0.32,0.88,0.41,0.92,0.01,0.04,0.3
210,University of Dundee,10960,0.16,0.23,53.78,23.7,30.5,94.1,46.8,80.3,2019,0.56,0.25,0.31,0.94,0.47,0.8,0.01,0.02,0.27
211,École des Ponts ParisTech,1943,0.13,0.47,53.72,40.1,25.6,76.8,59.8,82.7,2019,0.56,0.42,0.26,0.77,0.6,0.83,0.0,0.02,0.56
212,École Normale Supérieure de Lyon,2207,0.08,0.13,53.67,42.7,41.2,70.3,43.7,64.9,2019,0.56,0.45,0.41,0.7,0.44,0.65,0.0,0.01,0.15
213,University of Fribourg,10850,0.46,0.18,53.61,33.9,34.4,73.3,60.3,87.5,2019,0.56,0.36,0.35,0.73,0.6,0.88,0.01,0.05,0.21
214,University of Gothenburg,18873,0.1,0.12,53.56,25.8,39.8,92.0,39.4,62.9,2019,0.56,0.27,0.4,0.92,0.39,0.63,0.01,0.01,0.14
215,University of Hawai’i at Mānoa,15750,0.11,0.11,53.51,35.5,37.1,75.0,50.6,64.4,2019,0.56,0.38,0.37,0.75,0.51,0.65,0.01,0.01,0.13
216,Hebrew University of Jerusalem,16492,0.12,0.05,53.45,45.0,44.0,64.9,40.6,59.4,2019,0.56,0.48,0.44,0.65,0.41,0.6,0.01,0.01,0.06
217,University of Hohenheim,9373,0.42,0.15,53.4,33.3,29.2,86.0,56.8,54.5,2019,0.56,0.35,0.29,0.86,0.57,0.55,0.01,0.05,0.18
218,University of Iowa,27897,0.12,0.13,53.35,42.9,33.8,81.3,54.6,37.1,2019,0.56,0.45,0.34,0.81,0.55,0.37,0.02,0.01,0.15
219,James Cook University,11882,0.22,0.12,53.29,23.5,27.2,91.9,41.9,75.4,2019,0.56,0.25,0.27,0.92,0.42,0.76,0.01,0.03,0.14
220,University of Kiel,25957,0.22,0.08,53.24,30.9,27.0,92.8,34.0,54.1,2019,0.55,0.33,0.27,0.93,0.34,0.54,0.02,0.03,0.1
221,King Abdulaziz University,33111,0.08,0.21,53.19,27.8,16.3,99.0,77.2,92.9,2019,0.55,0.29,0.16,0.99,0.77,0.93,0.02,0.01,0.25
222,Université Libre de Bruxelles,26936,0.36,0.35,53.14,29.4,41.8,79.9,43.6,85.9,2019,0.55,0.31,0.42,0.8,0.44,0.86,0.02,0.04,0.42
223,University of Luxembourg,4969,0.16,0.57,53.09,29.5,30.6,87.7,42.8,99.7,2019,0.55,0.31,0.31,0.88,0.43,1.0,0.0,0.02,0.68
224,Macquarie University,28729,0.44,0.26,53.04,33.4,37.3,71.3,46.2,81.6,2019,0.55,0.35,0.37,0.71,0.46,0.82,0.02,0.05,0.31
225,University of Massachusetts,59906,0.13,0.14,52.99,36.6,28.7,89.5,50.0,58.4,2019,0.55,0.39,0.29,0.9,0.5,0.59,0.04,0.02,0.17
226,Medical University of Graz,3368,0.11,0.23,52.93,30.2,24.4,89.0,63.3,73.2,2019,0.55,0.32,0.25,0.89,0.63,0.73,0.0,0.01,0.27
227,Medical University of Vienna,7086,0.08,0.29,52.88,32.1,21.9,90.5,49.7,78.8,2019,0.55,0.34,0.22,0.9,0.5,0.79,0.01,0.01,0.35
228,University of Miami,15923,0.06,0.16,52.83,41.6,25.2,86.2,39.3,60.4,2019,0.55,0.44,0.25,0.86,0.39,0.61,0.01,0.01,0.19
229,University of Otago,18283,0.2,0.2,52.78,27.9,30.7,82.6,37.4,89.5,2019,0.55,0.3,0.31,0.83,0.37,0.9,0.01,0.02,0.24
230,University of Padua,43289,0.21,0.04,52.73,39.9,27.7,83.7,37.5,42.4,2019,0.55,0.42,0.28,0.84,0.38,0.42,0.03,0.02,0.05
231,Paris-Sud University,29509,0.16,0.17,52.68,36.5,33.7,87.6,34.3,64.5,2019,0.55,0.39,0.34,0.88,0.34,0.65,0.02,0.02,0.2
232,University of Passau,10465,0.72,0.11,52.63,31.4,35.9,89.1,44.3,57.0,2019,0.55,0.33,0.36,0.89,0.44,0.57,0.01,0.08,0.13
233,University of Potsdam,19294,0.57,0.1,52.58,37.2,39.2,74.3,43.1,55.3,2019,0.55,0.39,0.39,0.74,0.43,0.55,0.01,0.07,0.12
234,Queen’s University Belfast,17655,0.17,0.35,52.54,27.5,32.6,87.6,38.7,96.3,2019,0.55,0.29,0.33,0.88,0.39,0.96,0.01,0.02,0.42
235,Queensland University of Technology,33931,0.35,0.16,52.49,28.6,37.9,81.3,56.7,79.9,2019,0.55,0.3,0.38,0.81,0.57,0.8,0.02,0.04,0.19
236,RCSI University of Medicine and Health Sciences,2202,0.19,0.68,52.44,30.7,24.5,91.3,45.7,91.5,2019,0.55,0.32,0.25,0.91,0.46,0.92,0.0,0.02,0.81
237,University of Reading,13395,0.14,0.33,52.39,34.3,34.3,75.8,39.0,91.2,2019,0.55,0.36,0.34,0.76,0.39,0.91,0.01,0.02,0.39
238,University of South Australia,17465,0.26,0.44,52.34,30.5,37.1,68.1,79.7,92.9,2019,0.55,0.32,0.37,0.68,0.8,0.93,0.01,0.03,0.52
239,University of Tampere,9484,0.22,0.05,52.29,28.0,32.5,91.0,50.7,43.7,2019,0.54,0.3,0.33,0.91,0.51,0.44,0.01,0.03,0.06
240,Tel Aviv University,22878,0.23,0.05,52.25,43.3,52.0,64.4,43.5,51.2,2019,0.54,0.46,0.52,0.64,0.44,0.51,0.02,0.03,0.06
241,Tilburg University,7666,0.21,0.14,52.2,38.7,48.1,66.2,54.3,76.6,2019,0.54,0.41,0.48,0.66,0.54,0.77,0.01,0.02,0.17
242,Ulsan National Institute of Science and Technology (UNIST),4255,0.14,0.08,52.15,24.5,34.5,96.3,70.1,49.7,2019,0.54,0.26,0.35,0.96,0.7,0.5,0.0,0.02,0.1
243,University College Dublin,22081,0.24,0.27,52.1,30.7,36.6,76.4,40.6,91.3,2019,0.54,0.32,0.37,0.76,0.41,0.91,0.02,0.03,0.32
244,University of Utah,30036,0.14,0.09,52.06,36.5,33.7,88.9,40.7,33.4,2019,0.54,0.39,0.34,0.89,0.41,0.33,0.02,0.02,0.11
245,Vita-Salute San Raffaele University,2745,0.07,0.05,52.01,36.5,23.8,97.1,35.1,46.0,2019,0.54,0.39,0.24,0.97,0.35,0.46,0.0,0.01,0.06
246,University of Waterloo,32395,0.24,0.18,51.96,32.2,39.7,69.3,43.3,82.4,2019,0.54,0.34,0.4,0.69,0.43,0.83,0.02,0.03,0.21
247,William & Mary,8098,0.12,0.09,51.92,47.8,19.8,86.7,34.6,34.5,2019,0.54,0.51,0.2,0.87,0.35,0.35,0.01,0.01,0.11
248,University of the Witwatersrand,28279,0.26,0.08,51.87,27.7,40.8,81.0,100.0,74.2,2019,0.54,0.29,0.41,0.81,1.0,0.74,0.02,0.03,0.1
249,University of Wollongong,18209,0.31,0.26,51.82,30.3,33.5,75.7,52.8,90.9,2019,0.54,0.32,0.34,0.76,0.53,0.91,0.01,0.04,0.31
250,Yonsei University (Seoul campus),17875,0.15,0.22,51.78,50.8,51.1,50.6,97.2,56.9,2019,0.54,0.54,0.51,0.51,0.97,0.57,0.01,0.02,0.26
251,Brighton and Sussex Medical School,795,0.11,0.15,51.73,21.0,19.0,100.0,34.0,74.2,2019,0.54,0.22,0.19,1.0,0.34,0.74,0.0,0.01,0.18
252,University of Canberra,10098,0.29,0.29,51.69,20.0,27.7,95.0,37.4,68.0,2019,0.54,0.21,0.28,0.95,0.37,0.68,0.01,0.03,0.35
253,University of Cincinnati – Uptown,28049,0.2,0.09,51.64,37.2,31.0,82.6,40.5,39.8,2019,0.54,0.39,0.31,0.83,0.4,0.4,0.02,0.02,0.11
254,Clark University,3136,0.12,0.25,51.6,25.1,25.5,89.2,34.3,58.9,2019,0.54,0.27,0.26,0.89,0.34,0.59,0.0,0.01,0.3
255,Colorado School of Mines,5556,0.17,0.12,51.55,32.9,27.8,84.4,50.5,42.7,2019,0.54,0.35,0.28,0.84,0.5,0.43,0.0,0.02,0.14
256,Dalhousie University,15150,0.15,0.21,51.51,25.5,29.0,79.0,45.6,83.7,2019,0.54,0.27,0.29,0.79,0.46,0.84,0.01,0.02,0.25
257,University of Delaware,20348,0.17,0.1,51.46,28.5,37.4,77.4,91.5,46.2,2019,0.54,0.3,0.38,0.77,0.92,0.46,0.01,0.02,0.12
258,University of Essex,11130,0.16,0.41,51.42,31.8,31.7,68.3,34.8,96.6,2019,0.54,0.34,0.32,0.68,0.35,0.97,0.01,0.02,0.49
259,Flinders University,15939,0.24,0.31,51.37,25.7,29.6,78.7,37.6,86.7,2019,0.54,0.27,0.3,0.79,0.38,0.87,0.01,0.03,0.37
260,Florida State University,38661,0.24,0.07,51.33,38.4,40.0,70.9,39.5,43.0,2019,0.53,0.41,0.4,0.71,0.4,0.43,0.03,0.03,0.08
261,Goethe University Frankfurt,45826,0.2,0.15,51.28,34.0,29.6,76.5,43.8,59.1,2019,0.53,0.36,0.3,0.76,0.44,0.59,0.03,0.02,0.18
262,Griffith University,31574,0.22,0.19,51.24,24.5,31.3,79.9,42.8,82.9,2019,0.53,0.26,0.31,0.8,0.43,0.83,0.02,0.03,0.23
263,University of Iceland,8276,0.14,0.11,51.2,19.3,29.6,86.9,57.9,62.6,2019,0.53,0.2,0.3,0.87,0.58,0.63,0.01,0.02,0.13
264,University of Illinois Chicago,25705,0.11,0.19,51.15,44.6,30.8,71.4,42.7,55.3,2019,0.53,0.47,0.31,0.71,0.43,0.55,0.02,0.01,0.23
265,Indian Institute of Science,4071,0.09,0.01,51.11,56.7,51.4,41.7,50.7,20.2,2019,0.53,0.6,0.52,0.42,0.51,0.2,0.0,0.01,0.01
266,Constructor University,1114,0.17,0.69,51.07,40.7,33.0,62.4,60.0,83.1,2019,0.53,0.43,0.33,0.62,0.6,0.83,0.0,0.02,0.82
267,Johannes Gutenberg University of Mainz,32359,0.28,0.11,51.02,36.7,23.0,80.3,64.0,55.8,2019,0.53,0.39,0.23,0.8,0.64,0.56,0.02,0.03,0.13
268,Université Laval,29588,0.17,0.13,50.98,38.7,29.5,69.9,58.8,68.7,2019,0.53,0.41,0.3,0.7,0.59,0.69,0.02,0.02,0.15
269,University of Marburg,25942,0.36,0.1,50.94,36.1,25.7,81.6,38.8,50.9,2019,0.53,0.38,0.26,0.82,0.39,0.51,0.02,0.04,0.12
270,University of Navarra,10717,0.15,0.2,50.9,34.1,24.2,82.0,66.6,63.2,2019,0.53,0.36,0.24,0.82,0.67,0.63,0.01,0.02,0.24
271,North Carolina State University,30190,0.13,0.14,50.85,37.3,34.3,69.8,43.4,55.9,2019,0.53,0.39,0.34,0.7,0.43,0.56,0.02,0.02,0.17
272,Oregon Health and Science University,2899,0.01,0.03,50.81,35.1,16.5,99.5,45.0,25.6,2019,0.53,0.37,0.17,1.0,0.45,0.26,0.0,0.0,0.04
273,Osaka University,23173,0.08,0.1,50.77,54.7,51.2,35.7,58.4,33.4,2019,0.53,0.58,0.51,0.36,0.58,0.33,0.02,0.01,0.12
274,University of Oulu,9764,0.24,0.07,50.73,32.5,31.3,75.1,42.0,53.7,2019,0.53,0.34,0.31,0.75,0.42,0.54,0.01,0.03,0.08
275,Queen’s University,22884,0.25,0.12,50.68,39.3,34.4,65.5,44.7,65.3,2019,0.53,0.42,0.35,0.66,0.45,0.65,0.02,0.03,0.14
276,"Royal Holloway, University of London",9100,0.15,0.39,50.64,30.4,26.7,80.0,37.3,92.9,2019,0.53,0.32,0.27,0.8,0.37,0.93,0.01,0.02,0.46
277,Ruhr University Bochum,42425,0.61,0.14,50.6,38.6,42.9,59.9,56.7,53.8,2019,0.53,0.41,0.43,0.6,0.57,0.54,0.03,0.07,0.17
278,"St George’s, University of London",3240,0.15,0.19,50.56,21.6,21.3,99.1,36.5,73.2,2019,0.53,0.23,0.21,0.99,0.36,0.73,0.0,0.02,0.23
279,University of São Paulo,82962,0.15,0.04,50.52,55.9,53.5,37.0,39.5,32.7,2019,0.53,0.59,0.54,0.37,0.4,0.33,0.06,0.02,0.05
280,Sapienza University of Rome,68282,0.22,0.06,50.48,38.0,38.3,70.4,44.2,39.6,2019,0.53,0.4,0.38,0.7,0.44,0.4,0.05,0.03,0.07
281,Simon Fraser University,26313,0.27,0.3,50.44,24.6,33.4,75.4,47.0,91.2,2019,0.53,0.26,0.34,0.75,0.47,0.91,0.02,0.03,0.36
282,University of Southern Denmark,25975,0.14,0.16,50.4,19.6,26.1,86.5,68.1,79.1,2019,0.52,0.21,0.26,0.86,0.68,0.79,0.02,0.02,0.19
283,University of South Florida (Tampa),33413,0.19,0.13,50.36,30.6,36.4,76.1,87.2,50.7,2019,0.52,0.32,0.37,0.76,0.87,0.51,0.02,0.02,0.15
284,Stony Brook University,23722,0.11,0.23,50.32,34.2,22.4,83.8,35.7,70.2,2019,0.52,0.36,0.23,0.84,0.36,0.7,0.02,0.01,0.27
285,University of Stuttgart,26697,0.47,0.2,50.28,42.0,47.5,56.1,62.6,53.1,2019,0.52,0.44,0.48,0.56,0.63,0.53,0.02,0.05,0.24
286,University of Surrey,11985,0.16,0.4,50.24,32.0,32.6,72.2,47.7,93.2,2019,0.52,0.34,0.33,0.72,0.48,0.93,0.01,0.02,0.48
287,Swansea University,14980,0.17,0.23,50.2,22.1,24.8,91.1,36.2,82.0,2019,0.52,0.23,0.25,0.91,0.36,0.82,0.01,0.02,0.27
288,Swedish University of Agricultural Sciences,3745,0.04,0.04,50.16,32.5,29.1,78.3,95.7,47.2,2019,0.52,0.34,0.29,0.78,0.96,0.47,0.0,0.0,0.05
289,Syracuse University,20277,0.16,0.2,50.12,32.0,28.3,79.2,40.6,48.3,2019,0.52,0.34,0.28,0.79,0.41,0.48,0.01,0.02,0.24
290,Technical University of Darmstadt,18221,0.41,0.16,50.08,41.3,43.6,58.0,87.9,56.4,2019,0.52,0.44,0.44,0.58,0.88,0.57,0.01,0.05,0.19
291,University of Texas at Dallas,20787,0.22,0.25,50.04,23.7,28.6,87.5,41.6,59.5,2019,0.52,0.25,0.29,0.88,0.42,0.6,0.01,0.03,0.3
292,Tohoku University,17687,0.06,0.11,50.0,53.0,47.7,46.1,71.9,37.0,2019,0.52,0.56,0.48,0.46,0.72,0.37,0.01,0.01,0.13
293,Tokyo Institute of Technology,9612,0.08,0.14,49.96,54.3,52.7,39.9,68.1,39.4,2019,0.52,0.57,0.53,0.4,0.68,0.39,0.01,0.01,0.17
294,University of Trento,12856,0.2,0.08,49.92,25.4,30.5,85.2,41.3,58.2,2019,0.52,0.27,0.31,0.85,0.41,0.58,0.01,0.02,0.1
295,TU Wien,17827,0.34,0.29,49.88,40.2,36.6,52.7,66.7,82.9,2019,0.52,0.43,0.37,0.53,0.67,0.83,0.01,0.04,0.35
296,Virginia Polytechnic Institute and State University,32296,0.18,0.14,49.84,34.8,39.8,70.2,48.2,52.4,2019,0.52,0.37,0.4,0.7,0.48,0.53,0.02,0.02,0.17
297,Vrije Universiteit Brussel,11101,0.28,0.22,49.8,35.4,36.1,66.4,57.9,74.1,2019,0.52,0.37,0.36,0.66,0.58,0.74,0.01,0.03,0.26
298,Wake Forest University,7588,0.04,0.07,49.76,41.3,18.4,87.8,44.1,29.3,2019,0.52,0.44,0.18,0.88,0.44,0.29,0.01,0.0,0.08
299,Aix-Marseille University,69147,0.17,0.11,49.73,40.6,22.4,68.4,37.4,58.7,2019,0.52,0.43,0.23,0.68,0.37,0.59,0.05,0.02,0.13
300,University of Alaska Fairbanks,3667,0.08,0.06,49.69,27.9,24.9,76.9,44.9,53.4,2019,0.52,0.3,0.25,0.77,0.45,0.54,0.0,0.01,0.07
301,Alfaisal University,2407,0.11,0.4,49.65,19.3,23.0,78.1,53.6,98.7,2019,0.52,0.2,0.23,0.78,0.54,0.99,0.0,0.01,0.48
302,American University,10790,0.11,0.13,49.61,43.1,21.7,76.6,39.4,33.5,2019,0.52,0.46,0.22,0.77,0.39,0.34,0.01,0.01,0.15
303,Anglia Ruskin University (ARU),16500,0.22,0.28,49.57,15.3,12.8,98.7,34.7,79.0,2019,0.52,0.16,0.13,0.99,0.35,0.79,0.01,0.03,0.33
304,Auckland University of Technology,18160,0.18,0.44,49.54,17.3,16.6,91.4,35.6,96.0,2019,0.52,0.18,0.17,0.91,0.36,0.96,0.01,0.02,0.52
305,University of Bayreuth,12784,0.37,0.08,49.5,35.1,31.2,65.6,56.8,55.2,2019,0.52,0.37,0.31,0.66,0.57,0.55,0.01,0.04,0.1
306,"Birkbeck, University of London",8240,0.16,0.4,49.46,27.9,31.4,66.9,34.2,87.5,2019,0.52,0.3,0.32,0.67,0.34,0.88,0.01,0.02,0.48
307,Boston College,13035,0.16,0.14,49.42,36.1,25.3,72.3,45.2,57.6,2019,0.51,0.38,0.25,0.72,0.45,0.58,0.01,0.02,0.17
308,University of Bremen,19173,0.31,0.11,49.39,36.2,35.1,60.4,48.5,53.8,2019,0.51,0.38,0.35,0.6,0.48,0.54,0.01,0.04,0.13
309,University of Canterbury,12492,0.17,0.22,49.35,22.4,26.6,74.9,36.7,92.1,2019,0.51,0.24,0.27,0.75,0.37,0.92,0.01,0.02,0.26
310,University of Colorado Denver/Anschutz Medical Campus,17853,0.05,0.07,49.31,33.6,13.9,96.1,34.0,28.8,2019,0.51,0.36,0.14,0.96,0.34,0.29,0.01,0.01,0.08
311,University of Connecticut,30356,0.15,0.08,49.27,36.7,29.8,67.3,37.1,46.1,2019,0.51,0.39,0.3,0.67,0.37,0.46,0.02,0.02,0.1
312,Curtin University,30904,0.18,0.35,49.24,20.6,25.7,74.8,41.6,94.9,2019,0.51,0.22,0.26,0.75,0.42,0.95,0.02,0.02,0.42
313,Cyprus University of Technology,3114,0.18,0.08,49.2,15.8,14.9,95.5,35.3,70.6,2019,0.51,0.17,0.15,0.96,0.35,0.71,0.0,0.02,0.1
314,University of Denver,9421,0.13,0.1,49.16,40.2,21.5,76.2,35.3,28.0,2019,0.51,0.43,0.22,0.76,0.35,0.28,0.01,0.02,0.12
315,Federal University of Toulouse Midi-Pyrénées,101658,0.25,0.18,49.13,31.9,30.6,64.5,37.4,72.1,2019,0.51,0.34,0.31,0.64,0.37,0.72,0.07,0.03,0.21
316,George Mason University,28261,0.18,0.09,49.09,29.0,25.8,79.3,35.3,44.1,2019,0.51,0.31,0.26,0.79,0.35,0.44,0.02,0.02,0.11
317,Grenoble Alpes University,40758,0.18,0.13,49.06,32.4,27.8,75.1,35.6,59.4,2019,0.51,0.34,0.28,0.75,0.36,0.6,0.03,0.02,0.15
318,Heriot-Watt University,9160,0.17,0.38,49.02,27.1,23.0,73.0,41.2,94.1,2019,0.51,0.29,0.23,0.73,0.41,0.94,0.01,0.02,0.45
319,University of Houston,42962,0.44,0.1,48.98,38.8,32.4,61.6,38.3,42.1,2019,0.51,0.41,0.33,0.62,0.38,0.42,0.03,0.05,0.12
320,Khalifa University,3288,0.08,0.28,48.95,25.3,29.1,65.3,100.0,96.4,2019,0.51,0.27,0.29,0.65,1.0,0.97,0.0,0.01,0.33
321,La Trobe University,21203,0.35,0.28,48.91,25.2,32.5,65.4,54.1,81.7,2019,0.51,0.27,0.33,0.65,0.54,0.82,0.02,0.04,0.33
322,University of Liège,20730,0.26,0.21,48.88,29.8,37.0,60.1,98.2,69.8,2019,0.51,0.32,0.37,0.6,0.98,0.7,0.01,0.03,0.25
323,University of Malaya,17095,0.09,0.23,48.84,37.0,27.1,59.1,52.3,85.0,2019,0.51,0.39,0.27,0.59,0.52,0.85,0.01,0.01,0.27
