rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
155.0,KTH Royal Institute of Technology,52.4,39.0,44.3,63.9,78.1,84.4,12062.0,0.15,0.21,2016,0.55,0.41,0.45,0.64,0.78,0.84,0.03,0.09,0.26
156.0,University of Cologne,52.3,42.2,38.0,75.0,68.5,53.1,43280.0,0.43,0.11,2016,0.55,0.44,0.38,0.75,0.68,0.53,0.11,0.26,0.13
157.0,University of Liverpool,52.2,32.8,30.9,85.9,36.6,85.4,18815.0,0.14,0.3,2016,0.55,0.34,0.31,0.86,0.37,0.85,0.05,0.09,0.37
158.0,TU Dresden,52.1,41.4,45.8,66.1,99.7,47.7,35487.0,0.37,0.12,2016,0.55,0.43,0.46,0.66,1.0,0.48,0.09,0.23,0.15
159.0,University of Rochester,52.1,39.7,27.9,89.0,37.0,55.8,9390.0,0.04,0.26,2016,0.55,0.42,0.28,0.89,0.37,0.56,0.02,0.02,0.32
160.0,Trinity College Dublin,52.0,41.9,30.8,75.8,28.0,90.5,15521.0,0.18,0.25,2016,0.55,0.44,0.31,0.76,0.28,0.91,0.04,0.11,0.3
161.0,Lomonosov Moscow State University,51.9,75.4,66.7,8.6,95.7,57.8,30822.0,0.08,0.2,2016,0.55,0.79,0.67,0.09,0.96,0.58,0.08,0.05,0.24
162.0,University of Miami,51.9,41.7,22.3,90.1,35.5,64.0,15286.0,0.06,0.14,2016,0.55,0.44,0.23,0.9,0.36,0.64,0.04,0.04,0.17
163.0,University of Arizona,51.7,38.7,41.8,79.5,32.4,38.6,36429.0,0.13,0.08,2016,0.54,0.4,0.42,0.8,0.32,0.39,0.1,0.08,0.1
164.0,Pompeu Fabra University,51.2,32.9,28.0,90.7,37.2,63.3,10901.0,0.18,0.13,2016,0.54,0.34,0.28,0.91,0.37,0.63,0.03,0.11,0.16
165.0,University of Reading,51.2,39.3,37.3,69.9,34.2,85.1,12050.0,0.15,0.28,2016,0.54,0.41,0.38,0.7,0.34,0.85,0.03,0.09,0.34
166.0,Yeshiva University,51.2,44.8,23.7,92.8,46.87,28.5,6753.0,0.06,0.07,2016,0.54,0.47,0.24,0.93,0.47,0.29,0.02,0.04,0.09
167.0,"University of California, Riverside",51.1,27.5,33.3,91.2,42.5,59.5,20626.0,0.22,0.12,2016,0.54,0.29,0.34,0.91,0.42,0.6,0.05,0.13,0.15
168.0,University of Leicester,51.1,32.1,27.8,86.0,31.7,86.6,14541.0,0.13,0.35,2016,0.54,0.34,0.28,0.86,0.32,0.87,0.04,0.08,0.43
169.0,National Taiwan University,51.1,54.1,58.0,47.3,49.6,27.7,31891.0,0.12,0.07,2016,0.54,0.57,0.59,0.47,0.5,0.28,0.08,0.07,0.09
170.0,Technical University of Denmark,51.1,37.3,29.9,77.8,50.0,85.1,9990.0,0.05,0.18,2016,0.54,0.39,0.3,0.78,0.5,0.85,0.03,0.03,0.22
171.0,Université Catholique de Louvain,51.1,38.7,40.6,68.4,51.0,74.2,28856.0,0.42,0.19,2016,0.54,0.4,0.41,0.68,0.51,0.74,0.08,0.26,0.23
172.0,University of Aberdeen,51.0,29.7,31.4,82.6,43.1,91.4,12938.0,0.16,0.33,2016,0.54,0.31,0.32,0.83,0.43,0.91,0.03,0.1,0.4
173.0,University of Auckland,51.0,31.4,39.5,69.8,78.0,90.5,29787.0,0.19,0.28,2016,0.54,0.33,0.4,0.7,0.78,0.91,0.08,0.12,0.34
174.0,University of Barcelona,50.9,38.5,37.4,78.9,31.1,49.2,47491.0,0.12,0.1,2016,0.53,0.4,0.38,0.79,0.31,0.49,0.13,0.07,0.12
175.0,University of Konstanz,50.8,38.5,46.7,61.9,92.4,58.3,10930.0,0.59,0.12,2016,0.53,0.4,0.47,0.62,0.92,0.58,0.03,0.36,0.15
176.0,Eindhoven University of Technology,50.6,34.3,41.0,70.7,57.3,71.3,8176.0,0.16,0.14,2016,0.53,0.36,0.41,0.71,0.57,0.71,0.02,0.1,0.17
177.0,University College Dublin,50.6,35.0,38.5,70.8,33.5,86.3,22193.0,0.24,0.23,2016,0.53,0.37,0.39,0.71,0.34,0.86,0.06,0.15,0.28
178.0,Hebrew University of Jerusalem,50.5,45.8,41.4,64.6,31.9,55.6,17612.0,0.11,0.05,2016,0.53,0.48,0.42,0.65,0.32,0.56,0.05,0.07,0.06
179.0,University of Waterloo,50.3,35.4,43.9,66.5,39.5,74.4,30726.0,0.24,0.14,2016,0.53,0.37,0.44,0.66,0.4,0.74,0.08,0.15,0.17
180.0,University of Gothenburg,50.2,28.5,39.8,81.8,30.3,58.3,26420.0,0.16,0.12,2016,0.53,0.3,0.4,0.82,0.3,0.58,0.07,0.1,0.15
181.0,Scuola Superiore Sant’Anna,50.2,42.5,23.2,84.5,71.2,45.2,769.0,0.08,0.17,2016,0.53,0.44,0.23,0.84,0.71,0.45,0.0,0.05,0.21
182.0,University of Bergen,50.1,32.5,31.5,82.4,36.2,70.0,11623.0,0.11,0.12,2016,0.53,0.34,0.32,0.82,0.36,0.7,0.03,0.07,0.15
183.0,Cardiff University,50.1,30.9,31.6,82.0,34.6,78.1,23347.0,0.13,0.23,2016,0.53,0.32,0.32,0.82,0.35,0.78,0.06,0.08,0.28
184.0,University of Utah,50.1,35.6,35.3,83.7,57.4,30.1,25674.0,0.17,0.09,2016,0.53,0.37,0.36,0.84,0.57,0.3,0.07,0.1,0.11
185.0,Brandeis University,49.9,28.3,25.7,97.3,38.6,47.0,5495.0,0.13,0.22,2016,0.52,0.3,0.26,0.97,0.39,0.47,0.01,0.08,0.27
186.0,University of Dundee,49.9,25.6,26.9,90.2,49.5,78.5,11628.0,0.15,0.25,2016,0.52,0.27,0.27,0.9,0.5,0.79,0.03,0.09,0.3
187.0,University of Würzburg,49.9,34.6,35.8,79.1,47.9,50.9,26576.0,0.38,0.08,2016,0.52,0.36,0.36,0.79,0.48,0.51,0.07,0.23,0.1
188.0,Paris-Sud University,49.8,38.7,29.0,79.8,28.8,64.2,27603.0,0.15,0.17,2016,0.52,0.4,0.29,0.8,0.29,0.64,0.07,0.09,0.21
189.0,Arizona State University,49.7,32.4,38.1,84.6,32.0,31.9,83236.0,0.3,0.09,2016,0.52,0.34,0.38,0.85,0.32,0.32,0.22,0.18,0.11
190.0,University of Antwerp,49.6,31.6,40.8,71.7,60.3,64.8,12346.0,0.3,0.16,2016,0.52,0.33,0.41,0.72,0.6,0.65,0.03,0.18,0.2
191.0,Boston College,49.6,34.1,29.3,83.3,46.8,60.0,13216.0,0.17,0.19,2016,0.52,0.36,0.3,0.83,0.47,0.6,0.03,0.1,0.23
192.0,Ulm University,49.5,35.2,23.9,86.4,58.4,58.2,9187.0,0.11,0.1,2016,0.52,0.37,0.24,0.86,0.58,0.58,0.02,0.07,0.12
193.0,University of Luxembourg,49.4,25.0,26.7,84.8,38.1,99.8,5144.0,0.16,0.52,2016,0.52,0.26,0.27,0.85,0.38,1.0,0.01,0.1,0.63
194.0,Texas A&M University,49.4,49.4,52.4,47.1,46.4,47.8,50657.0,0.21,0.09,2016,0.52,0.52,0.53,0.47,0.46,0.48,0.13,0.13,0.11
195.0,Charité - Universitätsmedizin Berlin,49.3,37.3,22.2,83.8,68.4,61.1,6853.0,0.07,0.16,2016,0.52,0.39,0.22,0.84,0.68,0.61,0.02,0.04,0.2
196.0,Newcastle University,49.2,30.9,27.5,81.5,34.7,84.3,20174.0,0.15,0.29,2016,0.52,0.32,0.28,0.82,0.35,0.84,0.05,0.09,0.35
197.0,"St George’s, University of London",49.2,25.6,18.1,100.0,37.7,69.5,2958.0,0.13,0.17,2016,0.52,0.27,0.18,1.0,0.38,0.7,0.01,0.08,0.21
198.0,University of Trento,49.1,30.8,27.4,87.7,47.1,55.9,16841.0,0.43,0.08,2016,0.52,0.32,0.28,0.88,0.47,0.56,0.04,0.26,0.1
199.0,Paris Diderot University – Paris 7,48.9,30.5,22.9,91.0,29.0,64.9,27756.0,0.15,0.17,2016,0.51,0.32,0.23,0.91,0.29,0.65,0.07,0.09,0.21
200.0,Queen’s University Belfast,48.8,34.1,33.3,68.9,35.7,93.4,17940.0,0.18,0.3,2016,0.51,0.36,0.34,0.69,0.36,0.93,0.05,0.11,0.37
201.0,Aalborg University,50.35,25.1,28.4,73.8,43.7,71.0,17422.0,0.16,0.15,2016,0.53,0.26,0.29,0.74,0.44,0.71,0.05,0.1,0.18
202.0,"Birkbeck, University of London",50.28,33.5,35.1,66.3,28.5,89.9,9454.0,0.17,0.38,2016,0.53,0.35,0.35,0.66,0.28,0.9,0.02,0.1,0.46
203.0,University of Bologna,50.22,39.3,29.5,73.0,34.5,39.9,85532.0,0.23,0.07,2016,0.53,0.41,0.3,0.73,0.34,0.4,0.23,0.14,0.09
204.0,University at Buffalo,50.16,36.5,37.9,62.0,43.8,60.6,25668.0,0.19,0.19,2016,0.53,0.38,0.38,0.62,0.44,0.61,0.07,0.12,0.23
205.0,University of Calgary,50.1,33.9,36.7,67.8,52.0,70.1,28341.0,0.16,0.17,2016,0.53,0.35,0.37,0.68,0.52,0.7,0.07,0.1,0.21
206.0,Chalmers University of Technology,50.04,36.6,35.3,52.2,79.5,77.6,8605.0,0.12,0.15,2016,0.53,0.38,0.36,0.52,0.8,0.78,0.02,0.07,0.18
207.0,City University of Hong Kong,49.98,32.1,26.7,76.8,50.1,81.6,10015.0,0.07,0.28,2016,0.52,0.34,0.27,0.77,0.5,0.82,0.03,0.04,0.34
208.0,Copenhagen Business School,49.92,19.3,26.5,79.4,35.3,88.5,18293.0,0.43,0.19,2016,0.52,0.2,0.27,0.79,0.35,0.89,0.05,0.26,0.23
209.0,Dalhousie University,49.86,30.4,29.4,65.2,50.3,78.3,15064.0,0.14,0.18,2016,0.52,0.32,0.3,0.65,0.5,0.78,0.04,0.09,0.22
210.0,University of Duisburg-Essen,49.81,32.3,27.0,81.3,82.3,48.5,36051.0,0.47,0.11,2016,0.52,0.34,0.27,0.81,0.82,0.49,0.1,0.29,0.13
211.0,École Normale Supérieure de Lyon,49.75,41.6,30.0,69.0,31.7,65.6,2218.0,0.08,0.14,2016,0.52,0.44,0.3,0.69,0.32,0.66,0.01,0.05,0.17
212.0,Florida State University,49.69,38.5,40.1,64.7,32.0,41.6,41226.0,0.32,0.07,2016,0.52,0.4,0.41,0.65,0.32,0.42,0.11,0.2,0.09
213.0,University of Fribourg,49.63,32.3,32.9,64.1,60.8,87.4,10416.0,0.47,0.19,2016,0.52,0.34,0.33,0.64,0.61,0.87,0.03,0.29,0.23
214.0,Fudan University,49.57,44.7,30.4,61.1,28.0,38.6,32175.0,0.12,0.11,2016,0.52,0.47,0.31,0.61,0.28,0.39,0.08,0.07,0.13
215.0,George Washington University,49.52,44.7,23.5,65.7,29.5,48.1,20541.0,0.12,0.16,2016,0.52,0.47,0.24,0.66,0.3,0.48,0.05,0.07,0.2
216.0,Goethe University Frankfurt,49.46,35.8,28.6,79.3,38.1,60.2,31861.0,0.09,0.15,2016,0.52,0.37,0.29,0.79,0.38,0.6,0.08,0.06,0.18
217.0,University of Hawai’i at Mānoa,49.4,32.0,35.5,67.7,44.7,63.4,24161.26,0.19,0.13,2016,0.52,0.33,0.36,0.68,0.45,0.63,0.06,0.12,0.16
218.0,Hong Kong Polytechnic University,49.34,29.3,35.2,63.3,45.1,79.0,22064.0,0.26,0.26,2016,0.52,0.31,0.36,0.63,0.45,0.79,0.06,0.16,0.32
219.0,University of Illinois at Chicago,49.29,40.9,29.2,63.2,38.0,58.1,24313.0,0.09,0.17,2016,0.52,0.43,0.29,0.63,0.38,0.58,0.06,0.06,0.21
220.0,Indiana University,49.23,43.0,27.3,74.8,46.87,41.2,62468.0,0.14,0.13,2016,0.52,0.45,0.28,0.75,0.47,0.41,0.16,0.09,0.16
221.0,University of Iowa,49.18,41.0,26.7,73.5,54.1,32.3,27526.0,0.12,0.11,2016,0.52,0.43,0.27,0.74,0.54,0.32,0.07,0.07,0.13
222.0,Johannes Gutenberg University of Mainz,49.12,34.9,21.7,72.6,70.7,53.3,35609.0,0.33,0.1,2016,0.52,0.37,0.22,0.73,0.71,0.53,0.09,0.2,0.12
223.0,Joseph Fourier University,49.07,34.2,21.6,83.2,31.6,58.6,16130.0,0.12,0.13,2016,0.52,0.36,0.22,0.83,0.32,0.59,0.04,0.07,0.16
224.0,University of Kiel,49.01,32.3,20.5,89.5,46.87,49.4,24444.0,0.24,0.08,2016,0.51,0.34,0.21,0.9,0.47,0.49,0.06,0.15,0.1
225.0,Laval University,48.95,37.5,31.7,62.2,57.5,63.8,27227.0,0.16,0.12,2016,0.51,0.39,0.32,0.62,0.57,0.64,0.07,0.1,0.15
226.0,Medical University of Vienna,48.9,26.6,14.6,89.1,33.9,81.7,7426.0,0.03,0.28,2016,0.51,0.28,0.15,0.89,0.34,0.82,0.02,0.02,0.34
227.0,Northeastern University,48.85,35.5,20.6,84.0,32.9,58.7,18539.0,0.15,0.26,2016,0.51,0.37,0.21,0.84,0.33,0.59,0.05,0.09,0.32
228.0,Oregon Health and Science University,48.79,27.8,15.7,96.0,44.6,21.4,2838.0,0.01,0.03,2016,0.51,0.29,0.16,0.96,0.45,0.21,0.01,0.01,0.04
229.0,University of Otago,48.74,30.7,30.5,74.9,31.5,89.9,18600.0,0.2,0.21,2016,0.51,0.32,0.31,0.75,0.32,0.9,0.05,0.12,0.26
230.0,University of Ottawa,48.68,37.1,36.7,61.5,41.5,69.9,36733.0,0.26,0.15,2016,0.51,0.39,0.37,0.62,0.42,0.7,0.1,0.16,0.18
231.0,Paris Descartes University,48.63,24.6,28.8,83.3,29.0,49.1,34691.0,0.27,0.15,2016,0.51,0.26,0.29,0.83,0.29,0.49,0.09,0.17,0.18
232.0,Peter the Great St Petersburg Polytechnic University,48.58,30.8,17.8,97.4,42.5,29.6,17155.0,0.07,0.08,2016,0.51,0.32,0.18,0.97,0.42,0.3,0.05,0.04,0.1
233.0,Polytechnic University of Milan,48.52,30.1,31.7,76.3,66.3,48.8,30025.0,0.22,0.12,2016,0.51,0.31,0.32,0.76,0.66,0.49,0.08,0.13,0.15
234.0,Royal Veterinary College,48.47,26.0,27.8,74.9,45.5,81.7,1819.0,0.11,0.18,2016,0.51,0.27,0.28,0.75,0.46,0.82,0.0,0.07,0.22
235.0,Rush University,48.42,37.7,17.4,88.9,45.4,21.8,1855.0,0.02,0.05,2016,0.51,0.39,0.18,0.89,0.45,0.22,0.0,0.01,0.06
236.0,Sapienza University of Rome,48.37,38.0,37.3,61.5,32.6,34.7,120986.0,0.32,0.07,2016,0.51,0.4,0.38,0.62,0.33,0.35,0.32,0.2,0.09
237.0,University of Science and Technology of China,48.31,46.7,36.6,67.2,80.3,21.4,14290.0,0.08,0.02,2016,0.51,0.49,0.37,0.67,0.8,0.21,0.04,0.05,0.02
238.0,University of South Florida,48.26,24.8,35.7,73.4,99.8,45.1,31424.0,0.22,0.1,2016,0.51,0.26,0.36,0.73,1.0,0.45,0.08,0.13,0.12
239.0,Stony Brook University,48.21,32.6,22.0,83.0,33.4,53.2,21908.0,0.11,0.24,2016,0.51,0.34,0.22,0.83,0.33,0.53,0.06,0.07,0.29
240.0,University of Stuttgart,48.16,40.0,44.5,55.7,99.8,52.7,24099.0,0.45,0.2,2016,0.51,0.42,0.45,0.56,1.0,0.53,0.06,0.28,0.24
241.0,Swedish University of Agricultural Sciences,48.11,31.5,32.8,68.1,99.9,40.1,3879.0,0.05,0.13,2016,0.51,0.33,0.33,0.68,1.0,0.4,0.01,0.03,0.16
242.0,Technical University of Darmstadt,48.06,37.1,43.2,51.1,99.1,54.4,20300.0,0.54,0.18,2016,0.5,0.39,0.44,0.51,0.99,0.54,0.05,0.33,0.22
243.0,University of Technology Sydney,48.01,27.0,35.1,66.9,42.3,90.1,24519.0,0.44,0.31,2016,0.5,0.28,0.35,0.67,0.42,0.9,0.06,0.27,0.38
244.0,Tel Aviv University,47.96,41.0,50.5,49.2,42.9,47.5,23977.0,0.24,0.04,2016,0.5,0.43,0.51,0.49,0.43,0.48,0.06,0.15,0.05
245.0,University of Texas at Dallas,47.9,24.3,26.7,86.8,41.8,52.3,16306.0,0.23,0.23,2016,0.5,0.25,0.27,0.87,0.42,0.52,0.04,0.14,0.28
246.0,Tilburg University,47.85,34.1,47.1,51.5,57.4,71.6,7576.0,0.22,0.1,2016,0.5,0.36,0.48,0.52,0.57,0.72,0.02,0.13,0.12
247.0,Tohoku University,47.8,45.3,42.7,49.4,74.7,29.3,17200.0,0.05,0.07,2016,0.5,0.47,0.43,0.49,0.75,0.29,0.05,0.03,0.09
248.0,Tokyo Institute of Technology,47.75,45.6,47.6,42.2,70.9,31.9,9586.0,0.07,0.13,2016,0.5,0.48,0.48,0.42,0.71,0.32,0.03,0.04,0.16
249.0,University of Victoria,47.7,20.6,30.0,79.0,36.6,70.2,17581.0,0.22,0.11,2016,0.5,0.22,0.3,0.79,0.37,0.7,0.05,0.13,0.13
250.0,Wake Forest University,47.66,34.6,19.5,94.8,42.5,24.2,7326.0,0.05,0.05,2016,0.5,0.36,0.2,0.95,0.42,0.24,0.02,0.03,0.06
251.0,University of Western Ontario,47.61,38.6,32.4,59.0,59.7,73.6,27387.0,0.21,0.16,2016,0.5,0.4,0.33,0.59,0.6,0.74,0.07,0.13,0.2
252.0,William & Mary,47.56,38.5,17.5,85.0,29.1,26.6,7867.0,0.12,0.07,2016,0.5,0.4,0.18,0.85,0.29,0.27,0.02,0.07,0.09
253.0,University of the Witwatersrand,47.51,26.2,31.5,76.0,99.7,68.4,23321.0,0.19,0.09,2016,0.5,0.27,0.32,0.76,1.0,0.68,0.06,0.12,0.11
254.0,Aalto University,47.46,31.1,32.8,62.1,61.6,65.4,16099.0,0.24,0.17,2016,0.5,0.33,0.33,0.62,0.62,0.65,0.04,0.15,0.21
255.0,Aix-Marseille University,47.41,36.7,22.1,64.9,33.1,63.0,71749.0,0.46,0.13,2016,0.5,0.38,0.22,0.65,0.33,0.63,0.19,0.28,0.16
256.0,University of Bath,47.36,28.9,27.9,56.7,36.3,84.8,12830.0,0.19,0.3,2016,0.5,0.3,0.28,0.57,0.36,0.85,0.03,0.12,0.37
257.0,Bayreuth University,47.31,32.2,31.2,60.1,56.4,52.6,12520.0,0.36,0.08,2016,0.5,0.34,0.32,0.6,0.56,0.53,0.03,0.22,0.1
258.0,Bielefeld University,47.27,35.2,46.2,49.9,60.9,45.4,21428.0,0.68,0.08,2016,0.5,0.37,0.47,0.5,0.61,0.45,0.06,0.42,0.1
259.0,University of Bordeaux,47.22,25.3,22.0,71.7,30.6,54.6,51239.0,0.19,0.12,2016,0.5,0.26,0.22,0.72,0.31,0.55,0.14,0.12,0.15
260.0,Charles Darwin University,47.17,17.8,22.6,85.9,43.2,63.7,5570.0,0.25,0.15,2016,0.5,0.19,0.23,0.86,0.43,0.64,0.01,0.15,0.18
261.0,Colorado School of Mines,47.12,28.5,30.3,71.8,83.7,35.5,5287.0,0.18,0.12,2016,0.49,0.3,0.31,0.72,0.84,0.36,0.01,0.11,0.15
262.0,Colorado State University,47.08,31.6,33.0,59.3,41.0,34.5,26769.0,0.19,0.05,2016,0.49,0.33,0.33,0.59,0.41,0.35,0.07,0.12,0.06
263.0,University of Delaware,47.03,23.7,34.0,70.0,98.7,41.6,19262.0,0.16,0.1,2016,0.49,0.25,0.34,0.7,0.99,0.42,0.05,0.1,0.12
264.0,Flinders University,46.98,21.4,25.7,69.5,41.7,64.7,15655.0,0.23,0.15,2016,0.49,0.22,0.26,0.7,0.42,0.65,0.04,0.14,0.18
265.0,University of Georgia,46.94,41.1,30.5,52.2,30.9,39.2,33119.0,0.2,0.07,2016,0.49,0.43,0.31,0.52,0.31,0.39,0.09,0.12,0.09
266.0,Griffith University,46.89,22.5,25.2,66.3,34.6,81.7,30251.0,0.22,0.21,2016,0.49,0.24,0.25,0.66,0.35,0.82,0.08,0.13,0.26
267.0,University of Iceland,46.84,16.2,16.2,91.4,28.0,61.0,13960.0,0.26,0.08,2016,0.49,0.17,0.16,0.91,0.28,0.61,0.04,0.16,0.1
268.0,Indian Institute of Science,46.8,42.7,47.2,42.4,52.4,16.4,3318.0,0.08,0.01,2016,0.49,0.45,0.48,0.42,0.52,0.16,0.01,0.05,0.01
269.0,Iowa State University,46.75,31.2,29.4,61.5,54.0,35.4,29991.0,0.17,0.11,2016,0.49,0.33,0.3,0.62,0.54,0.35,0.08,0.1,0.13
270.0,James Cook University,46.71,19.0,22.8,81.4,40.7,70.4,11713.0,0.22,0.11,2016,0.49,0.2,0.23,0.81,0.41,0.7,0.03,0.13,0.13
271.0,Justus Liebig University Giessen,46.66,32.9,33.9,52.9,46.4,46.8,25682.0,0.54,0.09,2016,0.49,0.34,0.34,0.53,0.46,0.47,0.07,0.33,0.11
272.0,King Abdulaziz University,46.62,23.9,11.8,76.6,73.1,93.0,35889.0,0.08,0.21,2016,0.49,0.25,0.12,0.77,0.73,0.93,0.09,0.05,0.26
273.0,Koç University,46.57,21.2,27.1,74.9,82.4,53.5,4488.0,0.15,0.08,2016,0.49,0.22,0.27,0.75,0.82,0.54,0.01,0.09,0.1
274.0,Korea University,46.53,43.9,43.4,41.8,99.8,40.2,24043.0,0.16,0.14,2016,0.49,0.46,0.44,0.42,1.0,0.4,0.06,0.1,0.17
275.0,University of Liège,46.48,29.1,36.6,46.5,98.9,69.7,20951.0,0.26,0.23,2016,0.49,0.3,0.37,0.46,0.99,0.7,0.06,0.16,0.28
276.0,Linköping University,46.44,24.2,18.9,76.8,42.1,57.7,17866.0,0.08,0.1,2016,0.49,0.25,0.19,0.77,0.42,0.58,0.05,0.05,0.12
277.0,Nanjing University,46.39,37.2,32.2,54.2,58.6,50.4,29743.0,0.13,0.1,2016,0.49,0.39,0.33,0.54,0.59,0.5,0.08,0.08,0.12
278.0,National Tsing Hua University,46.35,37.7,36.6,53.0,49.5,23.2,10221.0,0.14,0.05,2016,0.49,0.39,0.37,0.53,0.5,0.23,0.03,0.09,0.06
279.0,"National University of Ireland, Galway",46.3,27.3,25.4,68.5,41.9,76.5,14067.0,0.27,0.14,2016,0.49,0.29,0.26,0.68,0.42,0.77,0.04,0.17,0.17
280.0,University of Newcastle,46.26,27.4,26.5,67.2,64.4,75.9,23508.0,0.22,0.18,2016,0.49,0.29,0.27,0.67,0.64,0.76,0.06,0.13,0.22
281.0,North Carolina State University,46.21,36.1,30.5,60.0,40.7,49.0,30533.0,0.14,0.11,2016,0.49,0.38,0.31,0.6,0.41,0.49,0.08,0.09,0.13
282.0,Oregon State University,46.17,30.6,28.5,63.8,32.1,42.8,22578.0,0.17,0.09,2016,0.48,0.32,0.29,0.64,0.32,0.43,0.06,0.1,0.11
283.0,Osaka University,46.13,46.8,45.2,37.4,76.1,26.6,23144.0,0.08,0.09,2016,0.48,0.49,0.46,0.37,0.76,0.27,0.06,0.05,0.11
284.0,Queen’s University,46.08,35.8,35.8,54.4,54.2,61.6,20488.0,0.22,0.1,2016,0.48,0.37,0.36,0.54,0.54,0.62,0.05,0.13,0.12
285.0,Queensland University of Technology,46.04,28.8,35.6,56.0,73.7,76.0,33391.0,0.36,0.17,2016,0.48,0.3,0.36,0.56,0.74,0.76,0.09,0.22,0.21
286.0,Rensselaer Polytechnic Institute,46.0,30.4,31.5,65.1,79.6,40.3,6671.0,0.15,0.16,2016,0.48,0.32,0.32,0.65,0.8,0.4,0.02,0.09,0.2
287.0,Royal College of Surgeons in Ireland,45.95,29.9,20.1,65.3,33.9,90.1,2473.0,0.16,0.63,2016,0.48,0.31,0.2,0.65,0.34,0.9,0.01,0.1,0.77
288.0,Ruhr University Bochum,45.91,32.8,30.0,54.4,66.6,51.7,38675.0,0.46,0.13,2016,0.48,0.34,0.3,0.54,0.67,0.52,0.1,0.28,0.16
289.0,Saint Louis University,45.87,36.9,10.9,85.0,29.9,26.6,11919.0,0.06,0.08,2016,0.48,0.39,0.11,0.85,0.3,0.27,0.03,0.04,0.1
290.0,University of São Paulo,45.83,59.1,57.1,20.4,30.5,25.3,81402.0,0.15,0.04,2016,0.48,0.62,0.58,0.2,0.3,0.25,0.21,0.09,0.05
291.0,Simon Fraser University,45.78,23.2,29.2,72.8,42.3,61.4,26640.0,0.28,0.19,2016,0.48,0.24,0.29,0.73,0.42,0.61,0.07,0.17,0.23
292.0,University of Surrey,45.74,31.7,28.9,51.2,34.9,90.4,12063.0,0.17,0.38,2016,0.48,0.33,0.29,0.51,0.35,0.9,0.03,0.1,0.46
293.0,Syracuse University,45.7,31.4,20.8,77.1,36.3,38.3,19660.0,0.16,0.15,2016,0.48,0.33,0.21,0.77,0.36,0.38,0.05,0.1,0.18
294.0,University of Tasmania,45.66,21.8,25.7,68.0,42.7,79.1,18340.0,0.24,0.21,2016,0.48,0.23,0.26,0.68,0.43,0.79,0.05,0.15,0.26
295.0,"University of Tennessee, Knoxville",45.61,29.5,23.2,81.4,41.3,39.3,24716.0,0.17,0.05,2016,0.48,0.31,0.23,0.81,0.41,0.39,0.07,0.1,0.06
296.0,Tomsk Polytechnic University,45.57,31.6,15.1,82.4,60.2,32.7,11902.0,0.07,0.17,2016,0.48,0.33,0.15,0.82,0.6,0.33,0.03,0.04,0.21
297.0,Tulane University,45.53,39.1,19.3,67.8,32.4,35.3,11381.0,0.08,0.08,2016,0.48,0.41,0.19,0.68,0.32,0.35,0.03,0.05,0.1
298.0,Umeå University,45.49,20.8,25.0,74.5,31.1,56.1,16667.0,0.12,0.07,2016,0.48,0.22,0.25,0.74,0.31,0.56,0.04,0.07,0.09
299.0,Vienna University of Technology,45.45,34.1,32.0,54.6,86.5,77.3,26419.0,0.52,0.27,2016,0.48,0.36,0.32,0.55,0.86,0.77,0.07,0.32,0.33
300.0,Virginia Polytechnic Institute and State University,45.41,34.9,38.2,54.2,43.3,29.5,30850.0,0.19,0.1,2016,0.48,0.37,0.39,0.54,0.43,0.3,0.08,0.12,0.12
301.0,University of Wollongong,45.37,25.8,28.4,59.3,57.9,86.8,16489.0,0.25,0.24,2016,0.48,0.27,0.29,0.59,0.58,0.87,0.04,0.15,0.29
302.0,Zhejiang University,45.33,44.3,46.0,36.1,96.2,19.6,47508.0,0.16,0.05,2016,0.48,0.46,0.46,0.36,0.96,0.2,0.13,0.1,0.06
303.0,Aberystwyth University,45.28,21.6,18.9,67.2,31.3,72.2,9252.0,0.19,0.18,2016,0.48,0.23,0.19,0.67,0.31,0.72,0.02,0.12,0.22
304.0,University of Alaska Fairbanks,45.24,25.1,23.1,63.0,51.2,53.5,3837.0,0.08,0.07,2016,0.48,0.26,0.23,0.63,0.51,0.54,0.01,0.05,0.09
305.0,Autonomous University of Madrid,45.2,35.6,30.9,46.9,33.0,48.6,28296.0,0.13,0.15,2016,0.47,0.37,0.31,0.47,0.33,0.49,0.07,0.08,0.18
306.0,Bangor University,45.16,22.6,22.1,65.4,31.0,81.3,9567.0,0.2,0.22,2016,0.47,0.24,0.22,0.65,0.31,0.81,0.03,0.12,0.27
307.0,University of Bremen,45.12,30.9,32.7,50.0,46.0,50.0,18590.0,0.26,0.11,2016,0.47,0.32,0.33,0.5,0.46,0.5,0.05,0.16,0.13
308.0,University of Cincinnati,45.08,31.3,20.4,72.1,35.3,28.3,36108.0,0.16,0.06,2016,0.47,0.33,0.21,0.72,0.35,0.28,0.1,0.1,0.07
309.0,University of Connecticut,45.04,35.9,25.6,57.0,30.9,43.1,25742.0,0.13,0.11,2016,0.47,0.38,0.26,0.57,0.31,0.43,0.07,0.08,0.13
