rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
13.0,"University of California, Berkeley",87.2,80.4,91.1,99.7,47.9,61.9,36186.0,0.16,0.15,2016,0.92,0.84,0.92,1.0,0.48,0.62,0.1,0.1,0.18
14.0,University College London,87.1,78.1,91.0,94.2,40.5,94.4,26607.0,0.11,0.46,2016,0.91,0.82,0.92,0.94,0.4,0.94,0.07,0.07,0.56
15.0,Columbia University,86.1,85.9,82.2,98.1,46.87,73.5,25055.0,0.06,0.28,2016,0.9,0.9,0.83,0.98,0.47,0.74,0.07,0.04,0.34
16.0,"University of California, Los Angeles",85.8,80.8,88.6,98.5,47.9,56.4,38206.0,0.1,0.15,2016,0.9,0.85,0.89,0.98,0.48,0.56,0.1,0.06,0.18
17.0,University of Pennsylvania,85.2,82.0,86.9,98.6,47.9,49.5,20376.0,0.06,0.2,2016,0.89,0.86,0.88,0.99,0.48,0.5,0.05,0.04,0.24
18.0,Cornell University,84.0,77.9,86.1,97.2,33.7,63.9,21424.0,0.1,0.19,2016,0.88,0.81,0.87,0.97,0.34,0.64,0.06,0.06,0.23
19.0,University of Toronto,83.9,75.9,89.3,90.9,49.1,77.8,66198.0,0.2,0.15,2016,0.88,0.79,0.9,0.91,0.49,0.78,0.17,0.12,0.18
20.0,Duke University,82.7,76.0,78.0,99.0,100.0,56.5,15172.0,0.05,0.17,2016,0.87,0.79,0.79,0.99,1.0,0.57,0.04,0.03,0.21
21.0,University of Michigan,82.4,76.8,85.2,94.4,56.3,53.7,41786.0,0.09,0.16,2016,0.87,0.8,0.86,0.94,0.56,0.54,0.11,0.06,0.2
22.0,Carnegie Mellon University,82.3,67.4,88.8,99.1,57.5,57.1,11885.0,0.13,0.35,2016,0.86,0.71,0.9,0.99,0.57,0.57,0.03,0.08,0.43
23.0,London School of Economics and Political Science,81.3,69.8,80.6,94.3,32.2,93.6,24161.26,0.19,0.13,2016,0.85,0.73,0.81,0.94,0.32,0.94,0.06,0.12,0.16
24.0,University of Edinburgh,80.3,68.6,77.2,96.3,36.1,89.8,25774.0,0.14,0.36,2016,0.84,0.72,0.78,0.96,0.36,0.9,0.07,0.09,0.44
25.0,Northwestern University,79.5,69.8,78.4,96.5,81.2,53.9,18334.0,0.14,0.15,2016,0.84,0.73,0.79,0.96,0.81,0.54,0.05,0.09,0.18
26.0,National University of Singapore,79.2,71.7,84.5,79.4,49.8,96.2,31592.0,0.16,0.34,2016,0.83,0.75,0.85,0.79,0.5,0.96,0.08,0.1,0.41
27.0,King’s College London,78.2,64.5,75.8,93.8,40.1,93.8,21394.0,0.11,0.37,2016,0.82,0.67,0.77,0.94,0.4,0.94,0.06,0.07,0.45
28.0,Karolinska Institute,77.5,60.6,81.1,92.2,75.8,73.1,7774.0,0.12,0.22,2016,0.81,0.63,0.82,0.92,0.76,0.73,0.02,0.07,0.27
29.0,LMU Munich,77.3,70.5,77.4,85.7,100.0,62.8,35691.0,0.16,0.13,2016,0.81,0.74,0.78,0.86,1.0,0.63,0.09,0.1,0.16
30.0,New York University,77.2,74.7,72.3,95.3,30.4,49.3,42056.0,0.07,0.19,2016,0.81,0.78,0.73,0.95,0.3,0.49,0.11,0.04,0.23
31.0,École Polytechnique Fédérale de Lausanne,76.1,61.3,67.5,94.6,65.4,98.6,9666.0,0.1,0.54,2016,0.8,0.64,0.68,0.95,0.65,0.99,0.03,0.06,0.66
32.0,University of Washington,75.6,67.1,70.0,98.6,43.1,51.2,44020.0,0.12,0.13,2016,0.79,0.7,0.71,0.99,0.43,0.51,0.12,0.07,0.16
33.0,University of Melbourne,75.4,62.0,75.5,86.6,64.6,87.1,40128.0,0.24,0.35,2016,0.79,0.65,0.76,0.87,0.65,0.87,0.11,0.15,0.43
34.0,University of British Columbia,75.3,60.2,73.2,91.5,42.6,90.5,50152.0,0.18,0.25,2016,0.79,0.63,0.74,0.92,0.43,0.91,0.13,0.11,0.3
35.0,KU Leuven,74.8,59.9,76.9,87.3,100.0,68.6,42503.0,0.42,0.18,2016,0.79,0.63,0.78,0.87,1.0,0.69,0.11,0.26,0.22
36.0,University of Illinois at Urbana-Champaign,74.5,64.5,81.2,86.8,52.8,45.8,42727.0,0.19,0.2,2016,0.78,0.67,0.82,0.87,0.53,0.46,0.11,0.12,0.24
37.0,Heidelberg University,74.4,68.8,69.6,88.2,68.2,62.8,28881.0,0.24,0.17,2016,0.78,0.72,0.7,0.88,0.68,0.63,0.08,0.15,0.21
38.0,McGill University,72.6,66.1,72.1,78.9,40.3,85.5,31326.0,0.14,0.23,2016,0.76,0.69,0.73,0.79,0.4,0.86,0.08,0.09,0.28
39.0,"University of California, San Diego",72.2,56.9,69.8,98.7,56.7,42.9,27233.0,0.06,0.11,2016,0.76,0.6,0.71,0.99,0.57,0.43,0.07,0.04,0.13
40.0,"University of California, Santa Barbara",72.2,52.6,66.0,99.2,90.4,61.5,22020.0,0.27,0.11,2016,0.76,0.55,0.67,0.99,0.9,0.62,0.06,0.17,0.13
41.0,Georgia Institute of Technology,72.1,57.8,72.7,86.0,73.7,71.5,19967.0,0.2,0.26,2016,0.76,0.6,0.73,0.86,0.74,0.72,0.05,0.12,0.32
42.0,Peking University,72.0,77.8,72.4,69.1,100.0,49.2,40148.0,0.08,0.14,2016,0.76,0.81,0.73,0.69,1.0,0.49,0.11,0.05,0.17
43.0,University of Tokyo,71.1,81.4,83.0,60.9,50.8,30.3,26199.0,0.06,0.1,2016,0.75,0.85,0.84,0.61,0.51,0.3,0.07,0.04,0.12
44.0,"University of California, Davis",71.0,60.1,72.7,84.3,57.3,58.4,35364.0,0.14,0.13,2016,0.75,0.63,0.73,0.84,0.57,0.58,0.09,0.09,0.16
45.0,University of Hong Kong,71.0,64.6,72.8,70.1,53.7,99.5,19835.0,0.18,0.38,2016,0.75,0.68,0.74,0.7,0.54,1.0,0.05,0.11,0.46
46.0,University of Texas at Austin,70.3,59.3,69.7,92.2,63.1,31.7,49427.0,0.17,0.09,2016,0.74,0.62,0.7,0.92,0.63,0.32,0.13,0.1,0.11
47.0,Tsinghua University,70.0,73.3,83.0,58.8,100.0,39.5,39763.0,0.14,0.1,2016,0.74,0.77,0.84,0.59,1.0,0.4,0.1,0.09,0.12
48.0,Wageningen University and Research Center,70.0,52.6,66.9,87.8,100.0,70.3,9248.0,0.17,0.21,2016,0.74,0.55,0.68,0.88,1.0,0.7,0.02,0.1,0.26
49.0,Humboldt University of Berlin,69.9,63.7,77.0,73.6,36.1,62.6,29987.0,0.52,0.16,2016,0.73,0.67,0.78,0.74,0.36,0.63,0.08,0.32,0.2
50.0,University of Wisconsin-Madison,69.7,65.1,68.2,86.6,48.5,33.0,39655.0,0.11,0.11,2016,0.73,0.68,0.69,0.87,0.48,0.33,0.1,0.07,0.13
51.0,Brown University,69.6,62.8,55.7,96.4,31.4,57.8,8653.0,0.1,0.19,2016,0.73,0.66,0.56,0.96,0.31,0.58,0.02,0.06,0.23
52.0,Australian National University,69.5,54.7,77.3,72.3,48.0,93.3,14604.0,0.19,0.35,2016,0.73,0.57,0.78,0.72,0.48,0.93,0.04,0.12,0.43
53.0,Technical University of Munich,69.4,61.0,66.0,80.1,99.2,63.8,35565.0,0.32,0.2,2016,0.73,0.64,0.67,0.8,0.99,0.64,0.09,0.2,0.24
54.0,École Normale Supérieure,69.0,70.6,47.7,87.1,37.1,85.5,2400.0,0.08,0.2,2016,0.72,0.74,0.48,0.87,0.37,0.86,0.01,0.05,0.24
55.0,Nanyang Technological University,68.2,48.4,61.3,85.6,99.9,94.6,25028.0,0.16,0.33,2016,0.72,0.51,0.62,0.86,1.0,0.95,0.07,0.1,0.4
56.0,University of Manchester,68.1,58.4,66.0,77.3,42.0,87.0,34938.0,0.15,0.34,2016,0.72,0.61,0.67,0.77,0.42,0.87,0.09,0.09,0.41
57.0,University of Sydney,68.1,54.3,68.1,77.5,72.4,84.4,41868.0,0.2,0.28,2016,0.72,0.57,0.69,0.78,0.72,0.84,0.11,0.12,0.34
58.0,University of Amsterdam,67.8,52.2,64.7,87.4,62.8,66.5,24570.0,0.14,0.11,2016,0.71,0.55,0.65,0.87,0.63,0.67,0.06,0.09,0.13
59.0,Hong Kong University of Science and Technology,67.2,49.4,66.1,82.6,68.1,80.5,11385.0,0.24,0.36,2016,0.71,0.52,0.67,0.83,0.68,0.81,0.03,0.15,0.44
60.0,The University of Queensland,67.0,49.2,62.8,82.4,76.7,89.3,34718.0,0.33,0.27,2016,0.7,0.51,0.63,0.82,0.77,0.89,0.09,0.2,0.33
61.0,Washington University in St Louis,67.0,54.3,55.6,99.2,33.5,44.9,12528.0,0.06,0.17,2016,0.7,0.57,0.56,0.99,0.34,0.45,0.03,0.04,0.21
62.0,Utrecht University,66.6,48.1,64.3,88.1,89.1,55.8,30779.0,0.15,0.07,2016,0.7,0.5,0.65,0.88,0.89,0.56,0.08,0.09,0.09
63.0,University of North Carolina at Chapel Hill,66.4,58.0,54.5,95.9,39.4,39.0,26518.0,0.07,0.08,2016,0.7,0.61,0.55,0.96,0.39,0.39,0.07,0.04,0.1
64.0,Boston University,66.1,57.8,49.5,97.7,30.3,51.0,24789.0,0.09,0.17,2016,0.69,0.6,0.5,0.98,0.3,0.51,0.07,0.06,0.21
65.0,Delft University of Technology,65.9,55.0,73.8,61.5,100.0,84.0,15920.0,0.19,0.25,2016,0.69,0.58,0.75,0.62,1.0,0.84,0.04,0.12,0.3
66.0,University of Minnesota,65.9,53.5,61.0,88.0,98.5,35.3,46825.0,0.18,0.13,2016,0.69,0.56,0.62,0.88,0.98,0.35,0.12,0.11,0.16
67.0,Leiden University,65.7,50.5,63.1,85.2,49.8,64.3,21222.0,0.17,0.1,2016,0.69,0.53,0.64,0.85,0.5,0.64,0.06,0.1,0.12
68.0,University of Southern California,65.5,49.3,58.9,93.0,38.0,56.3,36534.0,0.13,0.2,2016,0.69,0.52,0.59,0.93,0.38,0.56,0.1,0.08,0.24
69.0,University of Bristol,64.3,47.6,51.6,91.2,40.0,82.4,17906.0,0.14,0.25,2016,0.68,0.5,0.52,0.91,0.4,0.82,0.05,0.09,0.3
70.0,Durham University,63.6,47.9,51.9,87.7,34.4,86.4,15489.0,0.16,0.24,2016,0.67,0.5,0.52,0.88,0.34,0.86,0.04,0.1,0.29
71.0,Erasmus University Rotterdam,63.5,37.2,55.2,95.6,54.6,76.1,20580.0,0.19,0.18,2016,0.67,0.39,0.56,0.96,0.55,0.76,0.05,0.12,0.22
72.0,Free University of Berlin,63.2,57.9,72.2,60.2,35.1,69.2,33062.0,0.39,0.2,2016,0.66,0.61,0.73,0.6,0.35,0.69,0.09,0.24,0.24
73.0,Monash University,62.5,48.1,58.5,73.3,79.7,87.6,50882.0,0.4,0.36,2016,0.66,0.5,0.59,0.73,0.8,0.88,0.13,0.25,0.44
74.0,University of Groningen,62.4,43.3,56.9,84.0,92.4,63.9,24556.0,0.26,0.12,2016,0.66,0.45,0.57,0.84,0.92,0.64,0.06,0.16,0.15
75.0,Pennsylvania State University,62.3,50.4,61.9,80.5,56.2,40.8,44501.0,0.12,0.12,2016,0.65,0.53,0.63,0.8,0.56,0.41,0.12,0.07,0.15
76.0,University of Glasgow,61.9,41.6,48.3,92.3,31.6,85.8,22616.0,0.16,0.29,2016,0.65,0.44,0.49,0.92,0.32,0.86,0.06,0.1,0.35
77.0,University of Helsinki,61.9,48.4,60.4,82.1,31.6,51.8,23505.0,0.15,0.06,2016,0.65,0.51,0.61,0.82,0.32,0.52,0.06,0.09,0.07
78.0,University of Tübingen,61.7,47.0,59.8,79.3,59.2,58.2,28327.0,0.39,0.12,2016,0.65,0.49,0.6,0.79,0.59,0.58,0.07,0.24,0.15
79.0,University of Pittsburgh,61.5,50.6,50.3,92.3,39.3,33.9,26485.0,0.06,0.1,2016,0.65,0.53,0.51,0.92,0.39,0.34,0.07,0.04,0.12
80.0,University of Warwick,61.3,47.4,53.1,78.2,37.7,90.3,18529.0,0.17,0.37,2016,0.64,0.5,0.54,0.78,0.38,0.9,0.05,0.1,0.45
81.0,Uppsala University,61.2,44.1,61.0,80.9,39.5,59.6,25266.0,0.18,0.12,2016,0.64,0.46,0.62,0.81,0.4,0.6,0.07,0.11,0.15
82.0,University of Copenhagen,61.0,49.8,42.7,86.2,45.0,83.3,27545.0,0.04,0.19,2016,0.64,0.52,0.43,0.86,0.45,0.83,0.07,0.02,0.23
83.0,University of New South Wales,61.0,40.7,53.9,82.1,50.0,89.5,38309.0,0.26,0.33,2016,0.64,0.43,0.54,0.82,0.5,0.9,0.1,0.16,0.4
84.0,University of Freiburg,60.7,47.4,51.1,80.5,100.0,60.3,26467.0,0.31,0.16,2016,0.64,0.5,0.52,0.8,1.0,0.6,0.07,0.19,0.2
85.0,Seoul National University,60.5,66.5,70.5,50.0,85.4,30.9,26389.0,0.14,0.1,2016,0.64,0.7,0.71,0.5,0.85,0.31,0.07,0.09,0.12
86.0,University of St Andrews,60.4,49.7,47.3,78.8,30.6,92.3,8338.0,0.13,0.47,2016,0.63,0.52,0.48,0.79,0.31,0.92,0.02,0.08,0.57
87.0,Vanderbilt University,60.1,47.8,44.2,95.7,63.2,29.1,12161.0,0.04,0.1,2016,0.63,0.5,0.45,0.96,0.63,0.29,0.03,0.02,0.12
88.0,Kyoto University,59.9,70.6,69.3,46.6,79.0,26.1,22809.0,0.06,0.07,2016,0.63,0.74,0.7,0.47,0.79,0.26,0.06,0.04,0.09
89.0,Maastricht University,59.9,37.5,47.7,82.7,95.4,95.5,15626.0,0.19,0.48,2016,0.63,0.39,0.48,0.83,0.95,0.96,0.04,0.12,0.59
90.0,Emory University,59.7,48.3,37.1,96.7,48.9,51.0,12338.0,0.04,0.18,2016,0.63,0.51,0.37,0.97,0.49,0.51,0.03,0.02,0.22
91.0,Lund University,59.7,39.7,53.6,81.3,70.4,74.1,28251.0,0.12,0.15,2016,0.63,0.42,0.54,0.81,0.7,0.74,0.07,0.07,0.18
92.0,Ohio State University,59.7,51.6,46.6,83.2,53.1,53.0,51462.0,0.13,0.12,2016,0.63,0.54,0.47,0.83,0.53,0.53,0.14,0.08,0.15
93.0,University of Exeter,59.5,39.4,40.0,94.3,31.9,87.3,17755.0,0.19,0.28,2016,0.62,0.41,0.4,0.94,0.32,0.87,0.05,0.12,0.34
94.0,University of Bonn,58.8,45.1,47.5,85.3,46.87,63.6,32474.0,0.7,0.13,2016,0.62,0.47,0.48,0.85,0.47,0.64,0.09,0.43,0.16
95.0,Georgetown University,58.8,54.4,39.3,82.5,80.7,52.7,15408.0,0.08,0.14,2016,0.62,0.57,0.4,0.82,0.81,0.53,0.04,0.05,0.17
96.0,McMaster University,58.8,39.8,44.8,84.9,88.0,76.1,23823.0,0.19,0.15,2016,0.62,0.42,0.45,0.85,0.88,0.76,0.06,0.12,0.18
97.0,University of Sheffield,58.6,42.4,48.8,80.1,43.4,81.9,23311.0,0.16,0.31,2016,0.62,0.44,0.49,0.8,0.43,0.82,0.06,0.1,0.38
98.0,Queen Mary University of London,58.5,34.1,41.3,93.3,36.8,93.5,14260.0,0.14,0.4,2016,0.61,0.36,0.42,0.93,0.37,0.94,0.04,0.09,0.49
99.0,University of Göttingen,58.0,49.3,54.5,72.7,31.8,56.4,25581.0,0.26,0.12,2016,0.61,0.52,0.55,0.73,0.32,0.56,0.07,0.16,0.15
100.0,Michigan State University,58.0,47.3,52.6,76.8,32.2,56.4,44750.0,0.16,0.15,2016,0.61,0.49,0.53,0.77,0.32,0.56,0.12,0.1,0.18
101.0,University of Basel,57.9,39.5,33.1,88.3,99.9,94.7,12551.0,0.17,0.24,2016,0.61,0.41,0.33,0.88,1.0,0.95,0.03,0.1,0.29
102.0,École Polytechnique,57.9,53.5,44.6,64.7,82.3,92.8,2429.0,0.05,0.3,2016,0.61,0.56,0.45,0.65,0.82,0.93,0.01,0.03,0.37
103.0,Rice University,57.9,37.9,35.1,99.7,41.7,66.6,6333.0,0.09,0.26,2016,0.61,0.4,0.35,1.0,0.42,0.67,0.02,0.06,0.32
104.0,Dartmouth College,57.8,50.7,35.8,93.3,40.8,38.3,6178.0,0.07,0.16,2016,0.61,0.53,0.36,0.93,0.41,0.38,0.02,0.04,0.2
105.0,University of Zurich,57.8,49.5,31.5,85.4,44.0,90.4,26583.0,0.06,0.19,2016,0.61,0.52,0.32,0.85,0.44,0.9,0.07,0.04,0.23
106.0,Aarhus University,57.7,36.9,50.7,79.8,68.3,76.8,23895.0,0.14,0.14,2016,0.61,0.39,0.51,0.8,0.68,0.77,0.06,0.09,0.17
107.0,"University of California, Irvine",57.7,39.9,41.8,91.6,48.9,59.2,26614.0,0.16,0.16,2016,0.61,0.42,0.42,0.92,0.49,0.59,0.07,0.1,0.2
108.0,University of Mannheim,57.7,34.5,47.7,86.9,85.3,64.6,11761.0,0.86,0.15,2016,0.61,0.36,0.48,0.87,0.85,0.65,0.03,0.53,0.18
109.0,University of Notre Dame,57.6,47.6,48.1,81.7,33.7,47.6,11829.0,0.14,0.1,2016,0.61,0.5,0.49,0.82,0.34,0.48,0.03,0.09,0.12
110.0,University of Western Australia,57.5,33.4,46.1,83.6,64.5,92.6,20851.0,0.21,0.27,2016,0.6,0.35,0.47,0.84,0.64,0.93,0.05,0.13,0.33
111.0,RWTH Aachen University,57.2,49.4,56.3,63.2,98.1,54.1,37917.0,0.28,0.16,2016,0.6,0.52,0.57,0.63,0.98,0.54,0.1,0.17,0.2
112.0,University of Southampton,57.2,39.8,43.6,82.0,37.5,88.4,20925.0,0.14,0.29,2016,0.6,0.42,0.44,0.82,0.38,0.88,0.06,0.09,0.35
113.0,Scuola Normale Superiore di Pisa,57.1,54.2,53.1,67.2,52.0,46.3,462.0,0.16,0.05,2016,0.6,0.57,0.54,0.67,0.52,0.46,0.0,0.1,0.06
114.0,University of Montreal,57.0,46.3,45.5,69.6,92.6,84.2,38264.0,0.2,0.25,2016,0.6,0.48,0.46,0.7,0.93,0.84,0.1,0.12,0.3
115.0,Pierre and Marie Curie University,57.0,52.8,32.7,82.9,37.4,74.1,27862.0,0.09,0.18,2016,0.6,0.55,0.33,0.83,0.37,0.74,0.07,0.06,0.22
116.0,Purdue University,57.0,50.2,57.7,63.2,46.87,66.4,39256.0,0.18,0.22,2016,0.6,0.53,0.58,0.63,0.47,0.66,0.1,0.11,0.27
117.0,Pohang University of Science and Technology,56.9,49.1,47.1,76.7,100.0,33.7,3055.0,0.1,0.04,2016,0.6,0.51,0.48,0.77,1.0,0.34,0.01,0.06,0.05
118.0,"University of Maryland, College Park",56.7,45.0,42.1,88.2,32.3,43.5,31331.0,0.08,0.09,2016,0.6,0.47,0.43,0.88,0.32,0.44,0.08,0.05,0.11
119.0,Ghent University,56.6,42.1,54.5,71.2,88.3,54.2,32166.0,0.34,0.09,2016,0.59,0.44,0.55,0.71,0.88,0.54,0.08,0.21,0.11
120.0,University of Birmingham,56.2,39.4,41.8,82.7,34.7,82.0,25295.0,0.16,0.23,2016,0.59,0.41,0.42,0.83,0.35,0.82,0.07,0.1,0.28
121.0,University of Bern,56.1,40.0,42.5,76.6,82.9,83.7,14708.0,0.22,0.14,2016,0.59,0.42,0.43,0.77,0.83,0.84,0.04,0.13,0.17
122.0,University of Cape Town,56.1,34.9,38.7,85.6,92.7,80.2,20040.0,0.12,0.18,2016,0.59,0.37,0.39,0.86,0.93,0.8,0.05,0.07,0.22
123.0,University of Florida,56.1,51.8,56.8,67.7,46.87,33.3,50095.0,0.19,0.09,2016,0.59,0.54,0.57,0.68,0.47,0.33,0.13,0.12,0.11
124.0,University of Erlangen-Nuremberg,56.0,51.7,39.7,75.2,99.4,47.0,36146.0,0.54,0.09,2016,0.59,0.54,0.4,0.75,0.99,0.47,0.1,0.33,0.11
125.0,"Rutgers, the State University of New Jersey",56.0,43.9,55.7,75.4,35.9,34.7,37032.0,0.17,0.08,2016,0.59,0.46,0.56,0.75,0.36,0.35,0.1,0.1,0.1
126.0,University of Münster,55.9,40.3,44.1,85.6,58.2,46.3,39838.0,0.46,0.08,2016,0.59,0.42,0.45,0.86,0.58,0.46,0.11,0.28,0.1
127.0,Radboud University Nijmegen,55.9,34.3,48.5,84.9,39.2,60.9,17713.0,0.13,0.1,2016,0.59,0.36,0.49,0.85,0.39,0.61,0.05,0.08,0.12
128.0,University of Colorado Boulder,55.8,39.7,37.6,96.4,35.7,36.6,29325.0,0.16,0.08,2016,0.59,0.42,0.38,0.96,0.36,0.37,0.08,0.1,0.1
129.0,Tufts University,55.8,45.2,33.3,90.1,60.7,49.4,10410.0,0.1,0.14,2016,0.59,0.47,0.34,0.9,0.61,0.49,0.03,0.06,0.17
130.0,"Royal Holloway, University of London",55.7,35.1,33.2,91.2,34.4,92.7,8747.0,0.16,0.37,2016,0.59,0.37,0.34,0.91,0.34,0.93,0.02,0.1,0.45
131.0,Lancaster University,55.6,34.0,41.4,85.3,33.6,87.0,11512.0,0.15,0.33,2016,0.58,0.36,0.42,0.85,0.34,0.87,0.03,0.09,0.4
132.0,University of Geneva,55.4,34.9,40.5,78.5,72.4,98.5,15668.0,0.15,0.39,2016,0.58,0.37,0.41,0.78,0.72,0.99,0.04,0.09,0.48
133.0,University of York,55.4,41.9,46.3,73.1,31.1,83.5,24161.26,0.19,0.13,2016,0.58,0.44,0.47,0.73,0.31,0.84,0.06,0.12,0.16
134.0,Case Western Reserve University,55.3,46.1,33.2,92.0,34.1,40.5,9259.0,0.06,0.17,2016,0.58,0.48,0.34,0.92,0.34,0.41,0.02,0.04,0.21
135.0,University of Leeds,55.3,43.7,39.0,79.2,36.7,77.4,27703.0,0.15,0.21,2016,0.58,0.46,0.39,0.79,0.37,0.77,0.07,0.09,0.26
136.0,University of Oslo,55.1,43.3,44.7,75.5,38.3,68.2,27139.0,0.19,0.18,2016,0.58,0.45,0.45,0.76,0.38,0.68,0.07,0.12,0.22
137.0,Stockholm University,54.8,34.1,51.2,82.5,31.1,48.5,31715.0,0.24,0.08,2016,0.58,0.36,0.52,0.82,0.31,0.49,0.08,0.15,0.1
138.0,University of Alberta,54.7,46.4,48.1,63.6,47.4,80.7,36299.0,0.22,0.23,2016,0.57,0.49,0.49,0.64,0.47,0.81,0.1,0.13,0.28
139.0,Chinese University of Hong Kong,54.5,41.5,48.5,68.4,37.5,81.1,17916.0,0.1,0.22,2016,0.57,0.43,0.49,0.68,0.38,0.81,0.05,0.06,0.27
140.0,Karlsruhe Institute of Technology,54.5,37.7,47.5,73.8,99.5,56.7,25294.0,0.25,0.16,2016,0.57,0.39,0.48,0.74,1.0,0.57,0.07,0.15,0.2
141.0,University of Sussex,54.4,33.4,37.2,86.1,30.6,88.3,12001.0,0.17,0.35,2016,0.57,0.35,0.38,0.86,0.31,0.88,0.03,0.1,0.43
142.0,University of Massachusetts,54.3,40.2,36.3,88.1,52.2,48.9,56959.0,0.13,0.11,2016,0.57,0.42,0.37,0.88,0.52,0.49,0.15,0.08,0.13
143.0,University of Vienna,54.2,40.8,50.5,63.6,30.2,92.6,34651.0,0.2,0.25,2016,0.57,0.43,0.51,0.64,0.3,0.93,0.09,0.12,0.3
144.0,University of Nottingham,54.1,40.3,39.0,77.5,39.8,80.6,30144.0,0.15,0.27,2016,0.57,0.42,0.39,0.78,0.4,0.81,0.08,0.09,0.33
145.0,"University of California, Santa Cruz",53.9,31.1,34.2,99.9,36.1,45.6,17404.0,0.23,0.01,2016,0.57,0.33,0.35,1.0,0.36,0.46,0.05,0.14,0.01
146.0,University of Lausanne,53.9,30.9,45.6,76.2,56.0,89.2,11964.0,0.13,0.22,2016,0.57,0.32,0.46,0.76,0.56,0.89,0.03,0.08,0.27
147.0,Autonomous University of Barcelona,53.8,40.3,40.0,83.8,34.9,50.3,30538.0,0.12,0.1,2016,0.57,0.42,0.4,0.84,0.35,0.5,0.08,0.07,0.12
148.0,University of Virginia,53.3,38.8,37.5,87.3,37.9,43.4,23845.0,0.1,0.12,2016,0.56,0.41,0.38,0.87,0.38,0.43,0.06,0.06,0.15
149.0,Korea Advanced Institute of Science and Technology (KAIST),53.0,43.3,40.5,75.9,100.0,33.9,9027.0,0.1,0.09,2016,0.56,0.45,0.41,0.76,1.0,0.34,0.02,0.06,0.11
150.0,University of Adelaide,52.9,32.8,43.2,72.4,79.3,85.1,20771.0,0.3,0.26,2016,0.56,0.34,0.44,0.72,0.79,0.85,0.05,0.18,0.32
151.0,University of East Anglia,52.9,31.9,28.7,92.7,28.5,83.5,14992.0,0.15,0.28,2016,0.56,0.33,0.29,0.93,0.28,0.84,0.04,0.09,0.34
152.0,University of Twente,52.9,34.1,45.6,68.8,91.2,80.1,6631.0,0.12,0.26,2016,0.56,0.36,0.46,0.69,0.91,0.8,0.02,0.07,0.32
153.0,Sungkyunkwan University (SKKU),52.8,51.4,53.5,53.8,97.5,36.7,24365.0,0.2,0.09,2016,0.55,0.54,0.54,0.54,0.98,0.37,0.06,0.12,0.11
154.0,VU University Amsterdam,52.5,28.4,37.1,90.7,60.1,54.9,23280.0,0.16,0.06,2016,0.55,0.3,0.37,0.91,0.6,0.55,0.06,0.1,0.07
