rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
73.0,Wageningen University and Research Center,59.0,44.3,46.8,77.5,100.0,78.7,9248.0,0.17,0.21,2015,0.63,0.48,0.47,0.78,1.0,0.8,0.08,0.24,0.33
74.0,University of Bristol,58.9,43.7,44.7,85.1,42.1,76.6,17906.0,0.14,0.25,2015,0.62,0.47,0.45,0.85,0.42,0.78,0.15,0.19,0.4
75.0,University of Basel,58.4,41.2,41.1,81.4,97.7,91.2,12551.0,0.17,0.24,2015,0.62,0.44,0.42,0.81,0.98,0.92,0.1,0.24,0.38
76.0,University of Southern California,58.4,55.2,44.6,81.3,34.4,42.7,36534.0,0.13,0.2,2015,0.62,0.59,0.45,0.81,0.34,0.43,0.3,0.18,0.32
77.0,University of Amsterdam,58.2,42.0,55.4,76.6,56.7,60.5,24570.0,0.14,0.11,2015,0.62,0.45,0.56,0.77,0.57,0.61,0.2,0.19,0.17
78.0,École Normale Supérieure,58.1,48.7,36.2,84.8,39.4,81.9,2400.0,0.08,0.2,2015,0.62,0.52,0.37,0.85,0.39,0.83,0.02,0.11,0.32
79.0,Utrecht University,58.0,38.2,54.8,80.0,84.1,52.9,30779.0,0.15,0.07,2015,0.62,0.41,0.56,0.8,0.84,0.54,0.25,0.21,0.11
80.0,Humboldt University of Berlin,57.9,51.9,52.6,71.9,31.9,55.7,29987.0,0.52,0.16,2015,0.61,0.56,0.53,0.72,0.32,0.56,0.25,0.72,0.25
81.0,Free University of Berlin,57.6,49.4,58.0,67.6,33.5,56.6,33062.0,0.39,0.2,2015,0.61,0.53,0.59,0.68,0.34,0.57,0.27,0.54,0.32
82.0,Michigan State University,57.3,51.1,49.4,74.0,31.7,55.0,44750.0,0.16,0.15,2015,0.61,0.55,0.5,0.74,0.32,0.56,0.37,0.22,0.24
83.0,Durham University,56.9,37.2,40.7,88.9,34.8,80.4,15489.0,0.16,0.24,2015,0.6,0.4,0.41,0.89,0.35,0.81,0.13,0.22,0.38
84.0,Monash University,56.9,43.7,54.4,65.7,73.4,79.6,50882.0,0.4,0.36,2015,0.6,0.47,0.55,0.66,0.73,0.81,0.42,0.56,0.57
85.0,Middle East Technical University,56.6,45.5,36.9,92.0,55.2,38.7,25779.0,0.22,0.07,2015,0.6,0.49,0.37,0.92,0.55,0.39,0.21,0.31,0.11
86.0,University of Arizona,56.5,44.9,51.4,74.0,99.6,38.8,36429.0,0.13,0.08,2015,0.6,0.48,0.52,0.74,1.0,0.39,0.3,0.18,0.13
87.0,University of Notre Dame,56.5,43.3,38.5,90.0,51.19,51.4,11829.0,0.14,0.1,2015,0.6,0.47,0.39,0.9,0.51,0.52,0.1,0.19,0.16
88.0,Tufts University,56.4,43.6,33.9,92.9,58.7,51.1,10410.0,0.1,0.14,2015,0.6,0.47,0.34,0.93,0.59,0.52,0.09,0.14,0.22
89.0,"University of California, Irvine",56.4,39.5,41.7,89.5,40.0,56.1,26614.0,0.16,0.16,2015,0.6,0.43,0.42,0.9,0.4,0.57,0.22,0.22,0.25
90.0,Ghent University,56.2,42.5,51.6,73.8,85.3,49.1,32166.0,0.34,0.09,2015,0.6,0.46,0.52,0.74,0.85,0.5,0.27,0.47,0.14
91.0,University of Massachusetts,56.1,44.8,49.1,78.7,52.8,40.3,56959.0,0.13,0.11,2015,0.59,0.48,0.5,0.79,0.53,0.41,0.47,0.18,0.17
92.0,University of Pittsburgh,56.1,45.2,46.3,84.4,38.5,32.2,26485.0,0.06,0.1,2015,0.59,0.49,0.47,0.84,0.38,0.33,0.22,0.08,0.16
93.0,Emory University,55.5,49.0,32.4,89.5,42.3,42.9,12338.0,0.04,0.18,2015,0.59,0.53,0.33,0.9,0.42,0.43,0.1,0.06,0.29
94.0,McMaster University,55.3,38.1,43.2,78.8,85.0,69.4,23823.0,0.19,0.15,2015,0.59,0.41,0.44,0.79,0.85,0.7,0.2,0.26,0.24
95.0,University of Glasgow,55.3,37.0,40.5,83.7,39.9,78.8,22616.0,0.16,0.29,2015,0.59,0.4,0.41,0.84,0.4,0.8,0.19,0.22,0.46
96.0,Vanderbilt University,55.2,46.0,38.2,87.7,59.4,28.3,12161.0,0.04,0.1,2015,0.59,0.5,0.39,0.88,0.59,0.29,0.1,0.06,0.16
97.0,University of Colorado Boulder,55.1,35.0,38.3,97.4,51.19,39.1,29325.0,0.16,0.08,2015,0.58,0.38,0.39,0.97,0.51,0.4,0.24,0.22,0.13
98.0,Stockholm University,54.6,30.1,45.0,90.9,32.4,53.2,31715.0,0.24,0.08,2015,0.58,0.32,0.46,0.91,0.32,0.54,0.26,0.33,0.13
99.0,Technical University of Munich,54.6,45.6,37.4,78.8,49.0,64.0,35565.0,0.32,0.2,2015,0.58,0.49,0.38,0.79,0.49,0.65,0.29,0.44,0.32
100.0,Uppsala University,54.6,40.2,53.0,70.9,39.6,57.5,25266.0,0.18,0.12,2015,0.58,0.43,0.54,0.71,0.4,0.58,0.21,0.25,0.19
101.0,Maastricht University,54.3,32.4,48.1,70.1,96.1,89.7,15626.0,0.19,0.48,2015,0.58,0.35,0.49,0.7,0.96,0.91,0.13,0.26,0.76
102.0,Purdue University,54.0,47.8,50.5,62.2,51.19,64.3,39256.0,0.18,0.22,2015,0.57,0.51,0.51,0.62,0.51,0.65,0.32,0.25,0.35
103.0,Pierre and Marie Curie University,53.9,47.3,30.0,83.3,33.4,64.7,27862.0,0.09,0.18,2015,0.57,0.51,0.3,0.83,0.33,0.65,0.23,0.12,0.29
104.0,University of Helsinki,53.9,37.5,48.1,79.0,31.5,49.7,23505.0,0.15,0.06,2015,0.57,0.4,0.49,0.79,0.32,0.5,0.19,0.21,0.1
105.0,University of Warwick,53.9,41.1,45.8,68.2,35.6,85.7,18529.0,0.17,0.37,2015,0.57,0.44,0.46,0.68,0.36,0.87,0.15,0.24,0.59
106.0,University of Zurich,53.9,40.2,33.1,81.4,40.1,86.9,26583.0,0.06,0.19,2015,0.57,0.43,0.34,0.81,0.4,0.88,0.22,0.08,0.3
107.0,Queen Mary University of London,53.8,32.4,32.9,88.9,37.1,88.6,14260.0,0.14,0.4,2015,0.57,0.35,0.33,0.89,0.37,0.9,0.12,0.19,0.63
108.0,University of Geneva,53.8,34.5,37.2,78.2,65.1,96.8,15668.0,0.15,0.39,2015,0.57,0.37,0.38,0.78,0.65,0.98,0.13,0.21,0.62
109.0,"University of California, Santa Cruz",53.7,30.6,31.9,100.0,33.8,54.6,17404.0,0.23,0.01,2015,0.57,0.33,0.32,1.0,0.34,0.55,0.14,0.32,0.02
110.0,University of New South Wales,53.7,41.1,51.9,61.1,47.8,83.5,38309.0,0.26,0.33,2015,0.57,0.44,0.53,0.61,0.48,0.85,0.32,0.36,0.52
111.0,University of St Andrews,53.6,35.7,35.9,81.4,39.8,90.5,8338.0,0.13,0.47,2015,0.57,0.38,0.36,0.81,0.4,0.92,0.07,0.18,0.75
112.0,University of Sussex,53.6,31.9,30.4,92.8,31.2,83.6,12001.0,0.17,0.35,2015,0.57,0.34,0.31,0.93,0.31,0.85,0.1,0.24,0.56
113.0,University of Montreal,53.4,43.8,44.4,62.9,91.8,76.7,38264.0,0.2,0.25,2015,0.57,0.47,0.45,0.63,0.92,0.78,0.32,0.28,0.4
114.0,University of Tübingen,53.4,41.5,44.7,74.0,54.7,53.0,28327.0,0.39,0.12,2015,0.57,0.45,0.45,0.74,0.55,0.54,0.23,0.54,0.19
115.0,University of York,53.4,32.2,33.8,90.5,32.2,75.0,23638.58,0.19,0.16,2015,0.57,0.35,0.34,0.9,0.32,0.76,0.2,0.26,0.25
116.0,Case Western Reserve University,53.2,46.5,37.4,82.9,51.19,34.4,9259.0,0.06,0.17,2015,0.56,0.5,0.38,0.83,0.51,0.35,0.08,0.08,0.27
117.0,University of Groningen,53.1,36.9,50.8,68.1,88.9,56.1,24556.0,0.26,0.12,2015,0.56,0.4,0.52,0.68,0.89,0.57,0.2,0.36,0.19
118.0,"Royal Holloway, University of London",53.0,29.1,22.4,98.9,32.8,94.4,8747.0,0.16,0.37,2015,0.56,0.31,0.23,0.99,0.33,0.96,0.07,0.22,0.59
119.0,Lund University,52.9,32.6,48.5,74.9,32.6,70.1,28251.0,0.12,0.15,2015,0.56,0.35,0.49,0.75,0.33,0.71,0.23,0.17,0.24
120.0,Paris-Sud University,52.8,37.3,33.1,87.7,28.9,62.7,27603.0,0.15,0.17,2015,0.56,0.4,0.34,0.88,0.29,0.63,0.23,0.21,0.27
121.0,Technical University of Denmark,52.7,39.9,28.2,79.6,98.6,79.7,9990.0,0.05,0.18,2015,0.56,0.43,0.29,0.8,0.99,0.81,0.08,0.07,0.29
122.0,University of Rochester,52.7,41.9,29.2,87.7,36.4,55.5,9390.0,0.04,0.26,2015,0.56,0.45,0.3,0.88,0.36,0.56,0.08,0.06,0.41
123.0,University of Sheffield,52.7,40.0,39.1,74.3,43.8,74.8,23311.0,0.16,0.31,2015,0.56,0.43,0.4,0.74,0.44,0.76,0.19,0.22,0.49
124.0,University of Alberta,52.6,43.8,47.1,61.8,51.8,73.4,36299.0,0.22,0.23,2015,0.56,0.47,0.48,0.62,0.52,0.74,0.3,0.31,0.37
125.0,University of Cape Town,52.6,26.8,35.3,86.6,88.0,76.7,20040.0,0.12,0.18,2015,0.56,0.29,0.36,0.87,0.88,0.78,0.17,0.17,0.29
126.0,Boston College,52.5,32.4,29.1,95.9,46.5,54.6,13216.0,0.17,0.19,2015,0.56,0.35,0.3,0.96,0.46,0.55,0.11,0.24,0.3
127.0,KTH Royal Institute of Technology,52.5,45.7,44.8,55.1,100.0,84.0,12062.0,0.15,0.21,2015,0.56,0.49,0.45,0.55,1.0,0.85,0.1,0.21,0.33
128.0,University of Florida,52.5,49.8,52.1,62.2,51.19,32.2,50095.0,0.19,0.09,2015,0.56,0.54,0.53,0.62,0.51,0.33,0.41,0.26,0.14
129.0,Chinese University of Hong Kong,52.4,43.9,53.5,57.8,42.8,64.0,17916.0,0.1,0.22,2015,0.56,0.47,0.54,0.58,0.43,0.65,0.15,0.14,0.35
130.0,University of Virginia,52.1,48.7,35.9,76.9,49.8,31.8,23845.0,0.1,0.12,2015,0.55,0.52,0.36,0.77,0.5,0.32,0.2,0.14,0.19
131.0,Lancaster University,52.0,35.4,36.1,78.0,34.1,84.7,11512.0,0.15,0.33,2015,0.55,0.38,0.37,0.78,0.34,0.86,0.1,0.21,0.52
132.0,University of Bern,51.9,42.0,36.9,70.1,47.4,80.7,14708.0,0.22,0.14,2015,0.55,0.45,0.37,0.7,0.47,0.82,0.12,0.31,0.22
133.0,"University of Maryland, College Park",51.9,36.5,39.1,83.6,33.2,44.8,31331.0,0.08,0.09,2015,0.55,0.39,0.4,0.84,0.33,0.45,0.26,0.11,0.14
134.0,University of Southampton,51.9,35.2,34.1,79.7,38.9,82.4,20925.0,0.14,0.29,2015,0.55,0.38,0.35,0.8,0.39,0.83,0.17,0.19,0.46
135.0,TU Dresden,51.6,39.8,42.0,70.8,99.5,44.7,35487.0,0.37,0.12,2015,0.55,0.43,0.43,0.71,1.0,0.45,0.29,0.51,0.19
136.0,University of Lausanne,51.4,29.4,39.9,76.5,50.9,85.1,11964.0,0.13,0.22,2015,0.55,0.32,0.4,0.76,0.51,0.86,0.1,0.18,0.35
137.0,VU University Amsterdam,51.4,35.5,43.2,74.9,60.0,50.6,23280.0,0.16,0.06,2015,0.55,0.38,0.44,0.75,0.6,0.51,0.19,0.22,0.1
138.0,Trinity College Dublin,51.2,39.4,30.3,77.6,30.6,83.9,15521.0,0.18,0.25,2015,0.54,0.42,0.31,0.78,0.31,0.85,0.13,0.25,0.4
139.0,Boğaziçi University,51.1,28.5,27.6,96.8,47.7,54.1,11506.0,0.25,0.07,2015,0.54,0.31,0.28,0.97,0.48,0.55,0.1,0.35,0.11
140.0,Radboud University Nijmegen,51.0,30.5,46.7,73.9,42.8,61.6,17713.0,0.13,0.1,2015,0.54,0.33,0.47,0.74,0.43,0.62,0.15,0.18,0.16
141.0,Colorado School of Mines,50.9,26.1,26.7,97.1,79.4,52.6,5287.0,0.18,0.12,2015,0.54,0.28,0.27,0.97,0.79,0.53,0.04,0.25,0.19
142.0,Texas A&M University,50.9,46.2,51.9,55.1,49.6,49.1,50657.0,0.21,0.09,2015,0.54,0.5,0.53,0.55,0.5,0.5,0.42,0.29,0.14
143.0,Tokyo Institute of Technology,50.9,53.5,52.9,48.1,69.4,37.0,9586.0,0.07,0.13,2015,0.54,0.58,0.54,0.48,0.69,0.37,0.08,0.1,0.21
144.0,Eindhoven University of Technology,50.5,38.3,47.1,57.3,99.9,69.0,8176.0,0.16,0.14,2015,0.54,0.41,0.48,0.57,1.0,0.7,0.07,0.22,0.22
145.0,"Rutgers, the State University of New Jersey",50.5,40.5,45.3,71.0,35.2,34.3,37032.0,0.17,0.08,2015,0.54,0.44,0.46,0.71,0.35,0.35,0.31,0.24,0.13
146.0,University of Leeds,50.4,39.4,39.1,69.3,39.4,67.6,27703.0,0.15,0.21,2015,0.53,0.42,0.4,0.69,0.39,0.68,0.23,0.21,0.33
147.0,Brandeis University,50.3,25.8,29.1,95.3,43.9,54.7,5495.0,0.13,0.22,2015,0.53,0.28,0.3,0.95,0.44,0.55,0.05,0.18,0.35
148.0,Sungkyunkwan University (SKKU),50.2,48.1,50.2,51.7,98.5,35.8,24365.0,0.2,0.09,2015,0.53,0.52,0.51,0.52,0.98,0.36,0.2,0.28,0.14
149.0,University of Birmingham,50.2,42.8,39.8,62.7,36.0,75.8,25295.0,0.16,0.23,2015,0.53,0.46,0.4,0.63,0.36,0.77,0.21,0.22,0.37
150.0,Indiana University,50.1,46.5,35.1,73.1,51.19,37.1,62468.0,0.14,0.13,2015,0.53,0.5,0.36,0.73,0.51,0.38,0.52,0.19,0.21
151.0,"University of California, Riverside",50.1,29.4,27.5,91.5,39.5,61.6,20626.0,0.22,0.12,2015,0.53,0.32,0.28,0.92,0.4,0.62,0.17,0.31,0.19
152.0,Dartmouth College,50.0,38.3,35.4,80.4,49.1,33.1,6178.0,0.07,0.16,2015,0.53,0.41,0.36,0.8,0.49,0.34,0.05,0.1,0.25
153.0,Aarhus University,49.9,30.9,47.5,66.5,59.8,66.3,23895.0,0.14,0.14,2015,0.53,0.33,0.48,0.66,0.6,0.67,0.2,0.19,0.22
154.0,University of Exeter,49.7,32.0,32.7,78.0,35.8,79.8,17755.0,0.19,0.28,2015,0.53,0.34,0.33,0.78,0.36,0.81,0.15,0.26,0.44
