rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
162,University of Münster,41807,0.42,0.06,53.9,40.8,38.3,84.4,62.6,44.3,2017,0.57,0.43,0.39,0.84,0.63,0.44,0.03,0.07,0.07
163,University of Vienna,34711,0.2,0.26,53.9,41.1,46.6,65.9,33.5,93.0,2017,0.57,0.43,0.47,0.66,0.34,0.93,0.02,0.03,0.31
164,Autonomous University of Barcelona,31095,0.12,0.11,53.7,39.4,36.4,86.7,39.9,52.3,2017,0.57,0.41,0.37,0.87,0.4,0.52,0.02,0.02,0.13
165,TU Dresden,35468,0.36,0.12,53.5,42.3,45.6,70.2,95.7,49.4,2017,0.56,0.44,0.46,0.7,0.96,0.49,0.03,0.06,0.14
166,University of Auckland,30287,0.19,0.29,53.4,32.8,40.8,75.8,70.5,90.5,2017,0.56,0.34,0.41,0.76,0.7,0.91,0.02,0.03,0.35
167,"University of California, Riverside",20901,0.23,0.13,53.4,32.0,33.7,93.4,40.5,62.2,2017,0.56,0.34,0.34,0.93,0.4,0.62,0.01,0.04,0.15
168,University of East Anglia,13995,0.14,0.28,53.4,30.7,31.1,92.4,32.4,84.3,2017,0.56,0.32,0.31,0.92,0.32,0.84,0.01,0.02,0.33
169,University of Massachusetts,58624,0.13,0.13,53.4,40.4,34.8,85.6,50.2,51.5,2017,0.56,0.42,0.35,0.86,0.5,0.52,0.04,0.02,0.15
170,Texas A&M University,53694,0.22,0.09,53.2,53.1,57.0,50.7,46.9,50.1,2017,0.56,0.56,0.58,0.51,0.47,0.5,0.04,0.04,0.11
171,University of Cologne,44882,0.41,0.11,53.1,40.2,38.3,79.2,64.3,55.9,2017,0.56,0.42,0.39,0.79,0.64,0.56,0.03,0.07,0.13
172,University of Gothenburg,17761,0.11,0.12,53.1,30.3,40.5,87.9,39.9,59.6,2017,0.56,0.32,0.41,0.88,0.4,0.6,0.01,0.02,0.14
173,University of Leicester,14180,0.12,0.36,53.0,30.9,32.4,88.4,35.1,87.6,2017,0.56,0.32,0.33,0.88,0.35,0.88,0.01,0.02,0.43
174,"Royal Holloway, University of London",8550,0.15,0.38,52.9,33.3,32.3,84.5,35.7,93.0,2017,0.56,0.35,0.33,0.84,0.36,0.93,0.01,0.03,0.45
175,University of Waterloo,31776,0.25,0.15,52.9,37.8,44.9,70.8,41.0,77.5,2017,0.56,0.4,0.45,0.71,0.41,0.78,0.02,0.04,0.18
176,Pompeu Fabra University,10791,0.2,0.12,52.8,30.3,33.0,93.1,40.5,65.1,2017,0.56,0.32,0.33,0.93,0.4,0.65,0.01,0.03,0.14
177,Technical University of Denmark,8063,0.06,0.18,52.5,38.3,30.0,80.2,60.6,85.8,2017,0.55,0.4,0.3,0.8,0.61,0.86,0.01,0.01,0.21
178,Eindhoven University of Technology,10015,0.19,0.14,52.4,36.6,43.5,71.7,56.9,72.0,2017,0.55,0.38,0.44,0.72,0.57,0.72,0.01,0.03,0.17
179,University of Luxembourg,5219,0.17,0.55,52.2,29.7,30.0,85.8,40.6,99.9,2017,0.55,0.31,0.3,0.86,0.41,1.0,0.0,0.03,0.65
180,Paris-Sud University,26642,0.14,0.17,52.1,40.6,31.1,83.2,32.5,64.0,2017,0.55,0.43,0.31,0.83,0.32,0.64,0.02,0.02,0.2
181,University of Dundee,11265,0.15,0.24,52.0,26.7,31.0,92.3,43.8,79.1,2017,0.55,0.28,0.31,0.92,0.44,0.79,0.01,0.03,0.29
182,University of Hamburg,37501,0.47,0.11,52.0,42.0,41.6,70.5,60.6,56.7,2017,0.55,0.44,0.42,0.7,0.61,0.57,0.03,0.08,0.13
183,Cardiff University,23550,0.14,0.25,51.7,31.8,36.9,80.9,37.0,78.9,2017,0.54,0.33,0.37,0.81,0.37,0.79,0.02,0.02,0.3
184,University of Miami,16054,0.06,0.15,51.7,43.1,17.1,92.5,38.1,65.8,2017,0.54,0.45,0.17,0.92,0.38,0.66,0.01,0.01,0.18
185,"Northeastern University, US",18368,0.14,0.28,51.7,38.2,25.7,89.8,35.5,63.0,2017,0.54,0.4,0.26,0.9,0.36,0.63,0.01,0.02,0.33
186,University of the Witwatersrand,24565,0.24,0.08,51.7,26.4,37.3,82.9,100.0,69.4,2017,0.54,0.28,0.38,0.83,1.0,0.69,0.02,0.04,0.1
187,Hebrew University of Jerusalem,17709,0.11,0.05,51.6,44.3,39.6,71.1,35.4,56.1,2017,0.54,0.46,0.4,0.71,0.35,0.56,0.01,0.02,0.06
188,University of Würzburg,22297,0.34,0.08,51.6,34.8,37.0,83.4,48.1,51.2,2017,0.54,0.36,0.37,0.83,0.48,0.51,0.02,0.06,0.1
189,University of Aberdeen,11555,0.14,0.32,51.5,31.0,31.2,82.6,44.5,92.0,2017,0.54,0.32,0.31,0.83,0.44,0.92,0.01,0.02,0.38
190,Newcastle University,20305,0.16,0.28,51.3,33.6,32.1,81.0,38.7,84.9,2017,0.54,0.35,0.32,0.81,0.39,0.85,0.01,0.03,0.33
191,Sant’Anna School of Advanced Studies – Pisa,679,0.13,0.13,51.3,44.7,33.9,74.1,86.6,44.9,2017,0.54,0.47,0.34,0.74,0.87,0.45,0.0,0.02,0.15
192,Hong Kong Polytechnic University,21907,0.26,0.25,51.2,35.0,41.8,69.9,47.9,79.7,2017,0.54,0.37,0.42,0.7,0.48,0.8,0.02,0.04,0.3
193,University of Reading,12085,0.14,0.29,51.2,36.8,37.5,71.6,36.6,86.6,2017,0.54,0.39,0.38,0.72,0.37,0.87,0.01,0.02,0.35
194,University of Konstanz,11335,0.5,0.12,51.1,39.8,44.5,64.4,73.1,62.6,2017,0.54,0.42,0.45,0.64,0.73,0.63,0.01,0.08,0.14
195,University of Calgary,28047,0.16,0.18,51.0,34.8,35.2,77.9,48.8,71.5,2017,0.54,0.36,0.36,0.78,0.49,0.72,0.02,0.03,0.21
196,National Taiwan University (NTU),31581,0.12,0.08,51.0,51.4,52.5,54.5,47.8,29.9,2017,0.54,0.54,0.53,0.55,0.48,0.3,0.02,0.02,0.1
197,University of Duisburg-Essen,41002,0.53,0.12,50.9,34.1,28.7,87.5,77.8,50.6,2017,0.54,0.36,0.29,0.88,0.78,0.51,0.03,0.09,0.14
198,Brandeis University,5532,0.13,0.23,50.8,29.8,24.6,99.7,33.8,49.2,2017,0.53,0.31,0.25,1.0,0.34,0.49,0.0,0.02,0.27
199,Tilburg University,7454,0.22,0.13,50.8,38.8,50.2,57.0,58.0,74.3,2017,0.53,0.41,0.51,0.57,0.58,0.74,0.01,0.04,0.15
200,University of Illinois Chicago,24459,0.12,0.18,50.6,46.0,35.3,69.6,41.6,57.1,2017,0.53,0.48,0.36,0.7,0.42,0.57,0.02,0.02,0.21
201,Aalborg University,19286,0.17,0.15,50.4,24.2,35.2,80.1,44.8,71.7,2017,0.53,0.25,0.36,0.8,0.45,0.72,0.01,0.03,0.18
202,Aalto University,12653,0.2,0.2,52.21,34.4,29.0,75.0,52.5,69.6,2017,0.55,0.36,0.29,0.75,0.52,0.7,0.01,0.03,0.24
203,University of Antwerp,16445,0.36,0.15,52.15,34.5,39.8,73.0,54.6,64.9,2017,0.55,0.36,0.4,0.73,0.55,0.65,0.01,0.06,0.18
204,University of Barcelona,47569,0.12,0.1,52.09,33.7,33.0,81.3,35.3,49.3,2017,0.55,0.35,0.33,0.81,0.35,0.49,0.03,0.02,0.12
205,University of Bergen,11949,0.12,0.13,52.03,29.8,29.3,86.2,36.6,74.0,2017,0.55,0.31,0.3,0.86,0.37,0.74,0.01,0.02,0.15
206,"Birkbeck, University of London",9690,0.2,0.38,51.97,27.4,35.1,67.0,32.6,88.4,2017,0.55,0.29,0.35,0.67,0.33,0.88,0.01,0.03,0.45
207,University of Bologna,84486,0.22,0.07,51.92,35.6,27.5,81.7,37.4,42.8,2017,0.55,0.37,0.28,0.82,0.37,0.43,0.06,0.04,0.08
208,Boston College,12932,0.16,0.19,51.86,47.3,19.3,79.9,43.8,60.2,2017,0.55,0.5,0.19,0.8,0.44,0.6,0.01,0.03,0.23
209,CentraleSupélec,4130,0.11,0.32,51.8,35.8,14.7,78.1,56.4,84.0,2017,0.55,0.37,0.15,0.78,0.56,0.84,0.0,0.02,0.38
210,University of Cincinnati – Uptown,27712,0.22,0.08,51.75,37.8,29.6,75.4,41.9,31.8,2017,0.54,0.4,0.3,0.75,0.42,0.32,0.02,0.04,0.1
211,University College Dublin,21438,0.23,0.25,51.69,31.5,37.8,72.5,37.4,88.1,2017,0.54,0.33,0.38,0.72,0.37,0.88,0.02,0.04,0.3
212,University of Delaware,19426,0.16,0.1,51.63,26.9,36.8,78.1,92.5,44.0,2017,0.54,0.28,0.37,0.78,0.92,0.44,0.01,0.03,0.12
213,ESPCI ParisTech,481,0.06,0.14,51.58,45.3,22.3,76.2,77.1,49.7,2017,0.54,0.47,0.23,0.76,0.77,0.5,0.0,0.01,0.17
214,Florida State University,41737,0.3,0.07,51.52,40.8,39.5,67.1,34.2,45.7,2017,0.54,0.43,0.4,0.67,0.34,0.46,0.03,0.05,0.08
215,George Washington University,21409,0.12,0.15,51.47,47.1,27.7,70.7,32.9,48.0,2017,0.54,0.49,0.28,0.71,0.33,0.48,0.02,0.02,0.18
216,Goethe University Frankfurt,45453,0.13,0.15,51.41,32.4,27.5,79.7,38.2,59.4,2017,0.54,0.34,0.28,0.8,0.38,0.59,0.03,0.02,0.18
217,University of Hawai’i at Mānoa,16580,0.11,0.13,51.36,34.2,38.7,73.2,53.2,63.5,2017,0.54,0.36,0.39,0.73,0.53,0.64,0.01,0.02,0.15
218,University of Iceland,13373,0.24,0.08,51.3,16.9,27.6,92.0,52.7,60.3,2017,0.54,0.18,0.28,0.92,0.53,0.6,0.01,0.04,0.1
219,Indian Institute of Science,3398,0.08,0.01,51.25,50.1,49.2,47.3,48.0,18.1,2017,0.54,0.52,0.5,0.47,0.48,0.18,0.0,0.01,0.01
220,University of Iowa,27807,0.12,0.12,51.19,40.9,27.1,74.9,53.8,34.6,2017,0.54,0.43,0.27,0.75,0.54,0.35,0.02,0.02,0.14
221,University of Kiel,24701,0.23,0.08,51.14,31.6,27.2,90.8,33.5,51.2,2017,0.54,0.33,0.27,0.91,0.34,0.51,0.02,0.04,0.1
222,King Abdulaziz University,37178,0.08,0.21,51.09,26.4,12.4,93.3,66.0,92.1,2017,0.54,0.28,0.13,0.93,0.66,0.92,0.03,0.01,0.25
223,Korea University,22739,0.16,0.16,51.03,40.9,45.4,49.2,98.6,44.0,2017,0.54,0.43,0.46,0.49,0.99,0.44,0.02,0.03,0.19
224,Université Libre de Bruxelles,23712,0.35,0.32,50.98,26.3,42.8,74.4,44.5,83.3,2017,0.54,0.28,0.43,0.74,0.44,0.83,0.02,0.06,0.38
225,Nanjing University,34784,0.16,0.09,50.93,41.7,36.9,61.5,73.9,51.4,2017,0.54,0.44,0.37,0.62,0.74,0.51,0.02,0.03,0.11
226,University of Galway,13911,0.26,0.16,50.88,27.7,27.8,76.7,41.4,78.1,2017,0.54,0.29,0.28,0.77,0.41,0.78,0.01,0.04,0.19
227,University of Newcastle,23838,0.23,0.18,50.82,29.3,28.5,73.5,63.7,79.8,2017,0.53,0.31,0.29,0.74,0.64,0.8,0.02,0.04,0.21
228,North Carolina State University,30187,0.13,0.12,50.77,37.5,32.7,68.4,42.0,50.2,2017,0.53,0.39,0.33,0.68,0.42,0.5,0.02,0.02,0.14
229,University of Otago,18567,0.2,0.2,50.72,30.5,30.7,80.1,35.6,88.6,2017,0.53,0.32,0.31,0.8,0.36,0.89,0.01,0.03,0.24
230,University of Oulu,10089,0.24,0.07,50.67,30.3,32.6,75.1,39.9,54.2,2017,0.53,0.32,0.33,0.75,0.4,0.54,0.01,0.04,0.08
231,Paris Descartes University,32978,0.24,0.15,50.62,24.6,32.5,84.6,38.6,51.7,2017,0.53,0.26,0.33,0.85,0.39,0.52,0.02,0.04,0.18
232,Paris Diderot University – Paris 7,27836,0.15,0.17,50.56,28.9,24.0,91.8,32.9,65.7,2017,0.53,0.3,0.24,0.92,0.33,0.66,0.02,0.03,0.2
233,Politecnico di Milano,33486,0.25,0.13,50.51,32.6,30.3,76.4,59.3,52.6,2017,0.53,0.34,0.31,0.76,0.59,0.53,0.02,0.04,0.15
234,Queensland University of Technology,34398,0.36,0.17,50.46,28.4,37.9,67.4,58.9,77.9,2017,0.53,0.3,0.38,0.67,0.59,0.78,0.02,0.06,0.2
235,Queen’s University,21015,0.23,0.11,50.41,38.9,34.8,60.9,41.7,64.7,2017,0.53,0.41,0.35,0.61,0.42,0.65,0.01,0.04,0.13
236,Queen’s University Belfast,17350,0.16,0.32,50.36,31.2,31.9,78.3,37.1,94.3,2017,0.53,0.33,0.32,0.78,0.37,0.94,0.01,0.03,0.38
237,RCSI University of Medicine and Health Sciences,2184,0.18,0.62,50.31,35.5,18.6,81.7,37.1,89.5,2017,0.53,0.37,0.19,0.82,0.37,0.9,0.0,0.03,0.74
238,Shanghai Jiao Tong University,36535,0.12,0.06,50.26,51.9,56.5,41.5,90.5,29.3,2017,0.53,0.54,0.57,0.42,0.9,0.29,0.03,0.02,0.07
239,Simon Fraser University,26607,0.28,0.29,50.21,23.8,31.9,77.0,47.5,89.3,2017,0.53,0.25,0.32,0.77,0.48,0.89,0.02,0.05,0.35
240,University of South Florida (Tampa),32016,0.19,0.11,50.16,27.8,34.9,75.2,95.8,44.4,2017,0.53,0.29,0.35,0.75,0.96,0.44,0.02,0.03,0.13
241,"St George’s, University of London",3075,0.15,0.16,50.11,21.3,20.7,100.0,35.5,67.7,2017,0.53,0.22,0.21,1.0,0.36,0.68,0.0,0.03,0.19
242,Stony Brook University,22867,0.11,0.24,50.06,34.7,24.5,86.8,35.6,55.6,2017,0.53,0.36,0.25,0.87,0.36,0.56,0.02,0.02,0.29
243,University of Stuttgart,15721,0.3,0.14,50.01,42.3,44.5,53.4,100.0,47.2,2017,0.53,0.44,0.45,0.53,1.0,0.47,0.01,0.05,0.17
244,University of Technology Sydney,25069,0.44,0.35,49.97,27.1,40.0,73.8,44.2,92.3,2017,0.53,0.28,0.4,0.74,0.44,0.92,0.02,0.07,0.42
245,Technical University of Darmstadt,20719,0.52,0.18,49.92,38.2,43.0,52.5,95.1,54.7,2017,0.53,0.4,0.43,0.52,0.95,0.55,0.01,0.09,0.21
246,Tel Aviv University,23663,0.24,0.04,49.87,41.0,51.1,55.1,45.3,49.1,2017,0.52,0.43,0.52,0.55,0.45,0.49,0.02,0.04,0.05
247,University of Texas at Dallas,17825,0.25,0.25,49.82,26.9,32.5,90.4,43.3,53.1,2017,0.52,0.28,0.33,0.9,0.43,0.53,0.01,0.04,0.3
248,Tohoku University,17349,0.05,0.09,49.77,48.6,47.3,50.4,69.5,32.4,2017,0.52,0.51,0.48,0.5,0.7,0.32,0.01,0.01,0.11
249,University of Trento,17118,0.28,0.09,49.72,23.6,27.7,89.3,41.3,57.3,2017,0.52,0.25,0.28,0.89,0.41,0.57,0.01,0.05,0.11
250,University of Utah,30193,0.15,0.1,49.68,37.9,30.5,86.7,47.8,32.5,2017,0.52,0.4,0.31,0.87,0.48,0.33,0.02,0.03,0.12
251,Wake Forest University,7451,0.04,0.05,49.63,37.8,20.3,92.6,41.3,26.1,2017,0.52,0.4,0.2,0.93,0.41,0.26,0.01,0.01,0.06
252,Western University,28060,0.22,0.16,49.58,40.1,34.9,69.3,55.1,73.6,2017,0.52,0.42,0.35,0.69,0.55,0.74,0.02,0.04,0.19
253,Zhejiang University,47845,0.15,0.05,49.54,51.7,54.2,44.5,89.2,22.0,2017,0.52,0.54,0.55,0.44,0.89,0.22,0.03,0.03,0.06
254,École Normale Supérieure de Lyon,2238,0.08,0.15,49.49,44.5,30.4,64.5,34.9,68.4,2017,0.52,0.47,0.31,0.64,0.35,0.68,0.0,0.01,0.18
255,University of Bath,11765,0.16,0.3,49.44,31.8,31.0,65.1,37.2,85.5,2017,0.52,0.33,0.31,0.65,0.37,0.86,0.01,0.03,0.36
256,University of Bayreuth,12709,0.38,0.07,49.4,32.6,31.4,66.3,63.5,53.8,2017,0.52,0.34,0.32,0.66,0.64,0.54,0.01,0.06,0.08
257,Bielefeld University,22279,0.7,0.08,49.35,37.6,43.7,55.6,59.3,46.2,2017,0.52,0.39,0.44,0.56,0.59,0.46,0.02,0.12,0.1
258,University at Buffalo,26418,0.19,0.21,49.3,38.0,29.0,66.1,42.8,64.6,2017,0.52,0.4,0.29,0.66,0.43,0.65,0.02,0.03,0.25
259,Chalmers University of Technology,8819,0.12,0.15,49.26,38.8,28.5,61.9,70.8,75.8,2017,0.52,0.41,0.29,0.62,0.71,0.76,0.01,0.02,0.18
260,Charles Darwin University,6096,0.21,0.25,49.21,18.4,19.0,91.7,44.3,77.2,2017,0.52,0.19,0.19,0.92,0.44,0.77,0.0,0.04,0.3
261,Colorado School of Mines,5437,0.18,0.11,49.17,32.6,27.8,73.5,74.9,39.9,2017,0.52,0.34,0.28,0.74,0.75,0.4,0.0,0.03,0.13
262,Copenhagen Business School,19154,0.43,0.21,49.12,19.8,24.4,76.8,39.4,89.9,2017,0.52,0.21,0.25,0.77,0.39,0.9,0.01,0.07,0.25
263,Dalhousie University,15293,0.15,0.19,49.08,29.1,29.6,70.7,47.6,80.1,2017,0.52,0.3,0.3,0.71,0.48,0.8,0.01,0.03,0.23
264,Deakin University,34968,0.31,0.17,49.03,23.0,24.5,75.5,34.1,76.8,2017,0.52,0.24,0.25,0.76,0.34,0.77,0.02,0.05,0.2
265,Free University of Bozen-Bolzano,2813,0.04,0.16,48.99,22.8,8.1,96.1,32.3,79.9,2017,0.52,0.24,0.08,0.96,0.32,0.8,0.0,0.01,0.19
266,University of Fribourg,10701,0.46,0.18,48.94,33.7,32.7,56.8,59.7,86.8,2017,0.52,0.35,0.33,0.57,0.6,0.87,0.01,0.08,0.21
267,Griffith University,31031,0.22,0.2,48.9,22.6,28.5,74.8,41.3,82.3,2017,0.51,0.24,0.29,0.75,0.41,0.82,0.02,0.04,0.24
268,University of Hohenheim,9524,0.42,0.13,48.85,34.1,30.1,66.5,49.6,51.1,2017,0.51,0.36,0.3,0.66,0.5,0.51,0.01,0.07,0.15
269,James Cook University,12004,0.23,0.13,48.81,21.7,22.3,84.2,43.2,74.1,2017,0.51,0.23,0.23,0.84,0.43,0.74,0.01,0.04,0.15
270,Johannes Gutenberg University of Mainz,35215,0.32,0.1,48.76,35.8,22.0,76.3,57.8,54.5,2017,0.51,0.37,0.22,0.76,0.58,0.55,0.02,0.05,0.12
271,Koç University,4793,0.15,0.09,48.72,25.2,29.8,70.3,81.9,54.4,2017,0.51,0.26,0.3,0.7,0.82,0.54,0.0,0.03,0.11
272,Université Laval,28757,0.17,0.12,48.68,37.0,27.3,67.2,54.7,65.5,2017,0.51,0.39,0.28,0.67,0.55,0.66,0.02,0.03,0.14
273,Macquarie University,27532,0.33,0.24,48.63,32.5,36.5,62.3,41.3,75.0,2017,0.51,0.34,0.37,0.62,0.41,0.75,0.02,0.06,0.29
274,University of Marburg,26085,0.39,0.09,48.59,35.1,27.2,73.7,37.4,49.6,2017,0.51,0.37,0.27,0.74,0.37,0.5,0.02,0.07,0.11
275,Mines ParisTech,1289,0.06,0.26,48.55,43.5,20.3,64.5,98.6,63.4,2017,0.51,0.46,0.2,0.64,0.99,0.63,0.0,0.01,0.31
276,National Tsing Hua University,10260,0.14,0.06,48.5,38.7,40.1,55.8,47.3,26.6,2017,0.51,0.41,0.4,0.56,0.47,0.27,0.01,0.02,0.07
277,Norwegian University of Science and Technology,22031,0.18,0.11,48.46,30.1,32.8,65.5,46.5,65.3,2017,0.51,0.32,0.33,0.66,0.46,0.65,0.02,0.03,0.13
278,Oregon Health and Science University,2861,0.01,0.02,48.42,29.7,15.3,97.6,44.9,23.2,2017,0.51,0.31,0.15,0.98,0.45,0.23,0.0,0.0,0.02
279,Osaka University,23087,0.08,0.09,48.37,52.6,49.6,38.2,73.9,28.8,2017,0.51,0.55,0.5,0.38,0.74,0.29,0.02,0.01,0.11
280,University of Ottawa,34946,0.25,0.15,48.33,38.1,21.0,67.5,41.5,71.8,2017,0.51,0.4,0.21,0.68,0.42,0.72,0.02,0.04,0.18
281,Rensselaer Polytechnic Institute,6829,0.16,0.17,48.29,33.6,33.5,67.3,79.1,43.1,2017,0.51,0.35,0.34,0.67,0.79,0.43,0.0,0.03,0.2
282,Ruhr University Bochum,42718,0.61,0.13,48.25,36.7,36.2,56.9,59.2,51.6,2017,0.51,0.38,0.37,0.57,0.59,0.52,0.03,0.1,0.15
283,Rush University,1987,0.02,0.03,48.21,38.4,13.6,89.8,44.0,22.3,2017,0.51,0.4,0.14,0.9,0.44,0.22,0.0,0.0,0.04
284,Sapienza University of Rome,115327,0.32,0.07,48.16,38.3,35.3,67.2,41.0,37.6,2017,0.51,0.4,0.36,0.67,0.41,0.38,0.08,0.05,0.08
285,University of South Australia,19996,0.3,0.33,48.12,29.9,29.9,58.4,82.9,90.1,2017,0.51,0.31,0.3,0.58,0.83,0.9,0.01,0.05,0.39
286,University of Southern Denmark,25313,0.14,0.16,48.08,21.4,23.6,81.6,69.9,76.9,2017,0.51,0.22,0.24,0.82,0.7,0.77,0.02,0.02,0.19
287,University of Surrey,10375,0.13,0.38,48.04,30.0,32.6,60.9,37.6,91.8,2017,0.51,0.31,0.33,0.61,0.38,0.92,0.01,0.02,0.45
288,Swedish University of Agricultural Sciences,3838,0.05,0.12,48.0,31.3,22.3,77.7,98.9,46.8,2017,0.51,0.33,0.23,0.78,0.99,0.47,0.0,0.01,0.14
289,Syracuse University,19930,0.16,0.17,47.96,32.9,25.9,75.4,36.4,41.4,2017,0.5,0.34,0.26,0.75,0.36,0.41,0.01,0.03,0.2
290,University of São Paulo,83201,0.15,0.04,47.92,57.2,60.2,25.7,39.6,28.3,2017,0.5,0.6,0.61,0.26,0.4,0.28,0.06,0.03,0.05
291,University of Tampere,9530,0.22,0.05,47.87,26.2,29.3,75.9,52.2,40.1,2017,0.5,0.27,0.3,0.76,0.52,0.4,0.01,0.04,0.06
292,The University of Tennessee-Knoxville,26988,0.18,0.04,47.83,30.5,21.5,83.0,42.1,39.5,2017,0.5,0.32,0.22,0.83,0.42,0.4,0.02,0.03,0.05
293,Tokyo Institute of Technology,9587,0.07,0.13,47.79,48.4,50.5,41.7,64.1,32.9,2017,0.5,0.51,0.51,0.42,0.64,0.33,0.01,0.01,0.15
294,Umeå University,16698,0.12,0.1,47.75,22.6,28.6,79.7,35.2,59.9,2017,0.5,0.24,0.29,0.8,0.35,0.6,0.01,0.02,0.12
295,TU Wien,17620,0.36,0.27,47.71,38.1,25.5,57.7,70.9,79.1,2017,0.5,0.4,0.26,0.58,0.71,0.79,0.01,0.06,0.32
296,Virginia Polytechnic Institute and State University,30850,0.18,0.1,47.67,34.9,39.9,62.1,44.1,31.4,2017,0.5,0.37,0.4,0.62,0.44,0.31,0.02,0.03,0.12
297,William & Mary,7963,0.12,0.08,47.63,40.8,16.8,82.2,32.7,28.8,2017,0.5,0.43,0.17,0.82,0.33,0.29,0.01,0.02,0.1
298,University of Wollongong,16581,0.26,0.24,47.59,28.3,32.1,64.1,49.2,87.0,2017,0.5,0.3,0.32,0.64,0.49,0.87,0.01,0.04,0.29
299,Yonsei University,22469,0.12,0.2,47.55,44.2,40.1,44.0,79.8,48.3,2017,0.5,0.46,0.4,0.44,0.8,0.48,0.02,0.02,0.24
300,Aberystwyth University,8735,0.17,0.18,47.51,20.5,21.3,77.5,34.9,75.1,2017,0.5,0.21,0.21,0.78,0.35,0.75,0.01,0.03,0.21
301,Aix-Marseille University,74345,0.2,0.13,47.47,34.5,21.2,69.5,35.1,57.2,2017,0.5,0.36,0.21,0.7,0.35,0.57,0.05,0.03,0.15
302,University of Alaska Fairbanks,3875,0.08,0.07,47.43,28.3,24.0,70.5,50.5,55.0,2017,0.5,0.3,0.24,0.7,0.5,0.55,0.0,0.01,0.08
303,Anglia Ruskin University (ARU),16740,0.24,0.25,47.39,14.7,10.5,99.2,32.8,67.0,2017,0.5,0.15,0.11,0.99,0.33,0.67,0.01,0.04,0.3
304,Bangor University,9160,0.18,0.21,47.36,25.2,21.9,65.9,33.6,81.3,2017,0.5,0.26,0.22,0.66,0.34,0.81,0.01,0.03,0.25
305,University of Bordeaux,52169,0.2,0.12,47.32,29.8,19.6,76.6,34.6,54.4,2017,0.5,0.31,0.2,0.77,0.35,0.54,0.04,0.03,0.14
306,University of Bremen,18904,0.35,0.11,47.28,36.2,29.4,61.7,47.0,50.4,2017,0.5,0.38,0.3,0.62,0.47,0.5,0.01,0.06,0.13
307,Brunel University London,11645,0.16,0.39,47.24,24.9,26.0,61.3,37.2,92.3,2017,0.5,0.26,0.26,0.61,0.37,0.92,0.01,0.03,0.46
308,Central European University,1298,0.06,0.77,47.2,39.8,27.0,48.8,32.2,97.0,2017,0.5,0.42,0.27,0.49,0.32,0.97,0.0,0.01,0.92
309,Clark University,3239,0.12,0.25,47.16,24.4,8.0,93.7,32.8,59.0,2017,0.5,0.26,0.08,0.94,0.33,0.59,0.0,0.02,0.3
310,"Colorado State University, Fort Collins",23998,0.16,0.05,47.12,29.6,32.6,63.4,43.6,35.1,2017,0.5,0.31,0.33,0.63,0.44,0.35,0.02,0.03,0.06
311,University of Connecticut,26109,0.13,0.07,47.09,37.0,28.2,62.5,35.1,40.6,2017,0.5,0.39,0.28,0.62,0.35,0.41,0.02,0.02,0.08
312,University of Crete,14518,0.27,0.04,47.05,18.7,19.1,83.0,37.8,46.9,2017,0.5,0.2,0.19,0.83,0.38,0.47,0.01,0.05,0.05
313,University of Denver,9568,0.13,0.1,47.01,37.7,23.6,67.2,34.9,28.7,2017,0.49,0.39,0.24,0.67,0.35,0.29,0.01,0.02,0.12
314,University of Essex,10155,0.18,0.44,46.97,32.3,36.0,47.7,32.8,95.2,2017,0.49,0.34,0.36,0.48,0.33,0.95,0.01,0.03,0.52
315,Federal University of Toulouse Midi-Pyrénées,93250,0.23,0.19,46.93,30.9,26.2,62.4,36.2,62.8,2017,0.49,0.32,0.26,0.62,0.36,0.63,0.07,0.04,0.23
316,George Mason University,27337,0.17,0.08,46.9,28.1,24.6,73.4,33.4,38.7,2017,0.49,0.29,0.25,0.73,0.33,0.39,0.02,0.03,0.1
317,University of Georgia,33241,0.2,0.07,46.86,33.0,35.0,57.2,34.9,41.7,2017,0.49,0.35,0.35,0.57,0.35,0.42,0.02,0.03,0.08
318,"Goldsmiths, University of London",7255,0.16,0.38,46.82,28.4,30.6,63.8,32.2,75.4,2017,0.49,0.3,0.31,0.64,0.32,0.75,0.01,0.03,0.45
319,Grenoble Alpes University,37815,0.16,0.15,46.78,26.7,21.9,71.7,34.3,60.0,2017,0.49,0.28,0.22,0.72,0.34,0.6,0.03,0.03,0.18
320,Gwangju Institute of Science and Technology (GIST),1575,0.11,0.07,46.75,39.5,39.9,51.9,44.9,35.2,2017,0.49,0.41,0.4,0.52,0.45,0.35,0.0,0.02,0.08
321,University of Innsbruck,14360,0.13,0.38,46.71,26.1,18.7,70.8,43.1,96.2,2017,0.49,0.27,0.19,0.71,0.43,0.96,0.01,0.02,0.45
322,Justus Liebig University Giessen,27980,0.47,0.09,46.67,33.2,29.4,60.5,41.5,46.9,2017,0.49,0.35,0.3,0.6,0.42,0.47,0.02,0.08,0.11
323,University of Kent,17080,0.13,0.29,46.64,22.8,22.3,68.7,32.5,89.3,2017,0.49,0.24,0.23,0.69,0.32,0.89,0.01,0.02,0.35
