rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
11.0,Yale University,89.1,92.3,91.2,96.7,34.7,55.5,11751.0,0.04,0.2,2012,0.94,0.96,0.92,0.97,0.35,0.56,0.09,0.06,0.37
12.0,Columbia University,87.5,89.1,81.8,97.8,46.95,67.6,25055.0,0.06,0.28,2012,0.92,0.93,0.82,0.98,0.47,0.68,0.2,0.08,0.52
13.0,"University of California, Los Angeles",87.3,85.9,92.5,97.3,46.95,41.0,38206.0,0.1,0.15,2012,0.92,0.9,0.93,0.97,0.47,0.41,0.3,0.14,0.28
14.0,Johns Hopkins University,85.8,78.9,86.5,97.3,100.0,59.9,15128.0,0.04,0.23,2012,0.91,0.82,0.87,0.97,1.0,0.61,0.12,0.06,0.43
15.0,ETH Zurich – Swiss Federal Institute of Technology Zurich,85.0,79.1,85.8,87.2,46.95,97.5,18178.0,0.15,0.37,2012,0.9,0.83,0.86,0.87,0.47,0.99,0.14,0.21,0.69
16.0,University of Pennsylvania,84.9,87.0,86.1,97.9,41.9,34.3,20376.0,0.06,0.2,2012,0.9,0.91,0.87,0.98,0.42,0.35,0.16,0.08,0.37
17.0,University College London,83.2,77.8,84.3,89.0,41.4,91.8,26607.0,0.11,0.46,2012,0.88,0.81,0.85,0.89,0.41,0.93,0.21,0.15,0.85
18.0,University of Michigan,82.8,75.4,90.0,94.3,53.3,47.2,41786.0,0.09,0.16,2012,0.87,0.79,0.91,0.94,0.53,0.48,0.33,0.12,0.3
19.0,University of Toronto,81.6,76.9,87.4,86.5,44.9,69.0,66198.0,0.2,0.15,2012,0.86,0.8,0.88,0.86,0.45,0.7,0.52,0.28,0.28
20.0,Cornell University,80.5,70.4,87.2,93.5,46.95,53.4,21424.0,0.1,0.19,2012,0.85,0.73,0.88,0.94,0.47,0.54,0.17,0.14,0.35
21.0,Carnegie Mellon University,78.4,65.7,79.5,97.4,60.7,55.0,11885.0,0.13,0.35,2012,0.83,0.69,0.8,0.97,0.61,0.56,0.09,0.18,0.65
22.0,Duke University,77.4,62.6,77.9,97.4,100.0,46.9,15172.0,0.05,0.17,2012,0.82,0.65,0.78,0.97,1.0,0.47,0.12,0.07,0.31
23.0,University of British Columbia,77.4,68.6,78.6,85.2,40.6,88.7,50152.0,0.18,0.25,2012,0.82,0.72,0.79,0.85,0.41,0.9,0.39,0.25,0.46
24.0,Georgia Institute of Technology,77.0,66.6,73.8,91.9,99.2,65.0,19967.0,0.2,0.26,2012,0.81,0.7,0.74,0.92,0.99,0.66,0.16,0.28,0.48
25.0,University of Washington,76.5,70.8,74.0,98.2,31.8,36.9,44020.0,0.12,0.13,2012,0.81,0.74,0.74,0.98,0.32,0.37,0.35,0.17,0.24
26.0,Northwestern University,76.2,66.3,75.5,98.6,56.6,35.3,18334.0,0.14,0.15,2012,0.8,0.69,0.76,0.99,0.57,0.36,0.14,0.19,0.28
27.0,University of Wisconsin-Madison,75.8,74.3,77.3,90.6,55.3,23.8,39655.0,0.11,0.11,2012,0.8,0.78,0.78,0.91,0.55,0.24,0.31,0.15,0.2
28.0,McGill University,75.5,72.8,78.4,77.1,35.1,81.4,31326.0,0.14,0.23,2012,0.8,0.76,0.79,0.77,0.35,0.82,0.25,0.19,0.43
29.0,University of Texas at Austin,74.9,69.5,76.1,89.6,57.7,38.8,49427.0,0.17,0.09,2012,0.79,0.73,0.77,0.9,0.58,0.39,0.39,0.24,0.17
30.0,University of Tokyo,74.3,86.1,80.3,69.1,76.6,23.0,26199.0,0.06,0.1,2012,0.78,0.9,0.81,0.69,0.77,0.23,0.21,0.08,0.19
31.0,University of Illinois at Urbana-Champaign,74.2,67.9,81.3,81.5,46.95,50.7,42727.0,0.19,0.2,2012,0.78,0.71,0.82,0.82,0.47,0.51,0.34,0.26,0.37
32.0,Karolinska Institute,73.1,69.9,73.8,73.1,78.5,82.0,7774.0,0.12,0.22,2012,0.77,0.73,0.74,0.73,0.78,0.83,0.06,0.17,0.41
33.0,"University of California, San Diego",73.0,61.4,72.0,97.8,51.8,31.5,27233.0,0.06,0.11,2012,0.77,0.64,0.72,0.98,0.52,0.32,0.21,0.08,0.2
34.0,University of Hong Kong,72.3,74.0,80.1,60.5,64.1,83.7,19835.0,0.18,0.38,2012,0.76,0.77,0.81,0.6,0.64,0.85,0.16,0.25,0.7
35.0,"University of California, Santa Barbara",72.1,55.0,65.3,99.9,85.0,52.6,22020.0,0.27,0.11,2012,0.76,0.57,0.66,1.0,0.85,0.53,0.17,0.38,0.2
36.0,University of Edinburgh,72.0,63.0,61.4,92.3,41.3,79.8,25774.0,0.14,0.36,2012,0.76,0.66,0.62,0.92,0.41,0.81,0.2,0.19,0.67
37.0,University of Melbourne,71.9,62.2,72.4,80.7,44.4,82.5,40128.0,0.24,0.35,2012,0.76,0.65,0.73,0.81,0.44,0.83,0.31,0.33,0.65
38.0,Australian National University,71.2,62.8,75.1,72.6,41.7,93.8,14604.0,0.19,0.35,2012,0.75,0.66,0.76,0.73,0.42,0.95,0.11,0.26,0.65
39.0,"University of California, Davis",71.2,68.0,68.7,83.4,52.5,51.4,35364.0,0.14,0.13,2012,0.75,0.71,0.69,0.83,0.52,0.52,0.28,0.19,0.24
40.0,National University of Singapore,70.9,65.7,79.0,63.4,60.7,93.0,31592.0,0.16,0.34,2012,0.75,0.69,0.79,0.63,0.61,0.94,0.25,0.22,0.63
41.0,Washington University in St Louis,70.5,64.0,58.9,96.1,46.95,45.7,12528.0,0.06,0.17,2012,0.74,0.67,0.59,0.96,0.47,0.46,0.1,0.08,0.31
42.0,University of Minnesota,70.0,66.1,72.5,85.4,46.95,25.6,46825.0,0.18,0.13,2012,0.74,0.69,0.73,0.85,0.47,0.26,0.37,0.25,0.24
43.0,University of North Carolina at Chapel Hill,69.3,67.6,62.6,92.6,35.5,20.2,26518.0,0.07,0.08,2012,0.73,0.71,0.63,0.93,0.36,0.2,0.21,0.1,0.15
44.0,New York University,69.0,60.2,65.4,92.3,30.9,38.1,42056.0,0.07,0.19,2012,0.73,0.63,0.66,0.92,0.31,0.39,0.33,0.1,0.35
45.0,LMU Munich,67.6,63.8,59.9,84.6,40.7,54.3,35691.0,0.16,0.13,2012,0.71,0.67,0.6,0.85,0.41,0.55,0.28,0.22,0.24
46.0,École Polytechnique Fédérale de Lausanne,66.3,53.1,43.9,95.3,46.7,98.9,9666.0,0.1,0.54,2012,0.7,0.55,0.44,0.95,0.47,1.0,0.08,0.14,1.0
47.0,London School of Economics and Political Science,66.0,66.4,75.4,50.6,41.1,96.0,23822.71,0.18,0.16,2012,0.7,0.69,0.76,0.51,0.41,0.97,0.19,0.25,0.3
48.0,University of Manchester,65.7,59.0,61.1,75.6,37.7,80.4,34938.0,0.15,0.34,2012,0.69,0.62,0.61,0.76,0.38,0.81,0.27,0.21,0.63
49.0,Brown University,65.6,59.8,53.6,93.9,34.9,33.4,8653.0,0.1,0.19,2012,0.69,0.62,0.54,0.94,0.35,0.34,0.07,0.14,0.35
50.0,Peking University,65.6,82.3,64.1,51.0,99.9,51.7,40148.0,0.08,0.14,2012,0.69,0.86,0.64,0.51,1.0,0.52,0.32,0.11,0.26
51.0,Pennsylvania State University,64.9,53.5,66.7,83.4,61.6,29.5,44501.0,0.12,0.12,2012,0.68,0.56,0.67,0.83,0.62,0.3,0.35,0.17,0.22
52.0,Kyoto University,64.8,76.4,72.0,56.3,71.7,21.1,22809.0,0.06,0.07,2012,0.68,0.8,0.72,0.56,0.72,0.21,0.18,0.08,0.13
53.0,Pohang University of Science and Technology,64.6,56.4,51.9,92.3,100.0,25.0,3055.0,0.1,0.04,2012,0.68,0.59,0.52,0.92,1.0,0.25,0.02,0.14,0.07
54.0,Boston University,64.2,60.7,46.2,95.6,27.6,37.2,24789.0,0.09,0.17,2012,0.68,0.63,0.46,0.96,0.28,0.38,0.19,0.12,0.31
55.0,University of Southern California,64.0,65.8,48.7,80.2,99.3,41.1,36534.0,0.13,0.2,2012,0.68,0.69,0.49,0.8,0.99,0.42,0.29,0.18,0.37
56.0,King’s College London,63.2,49.8,54.2,80.9,40.8,90.0,21394.0,0.11,0.37,2012,0.67,0.52,0.55,0.81,0.41,0.91,0.17,0.15,0.69
57.0,Ohio State University,63.0,61.8,56.2,77.5,49.9,42.2,51462.0,0.13,0.12,2012,0.66,0.65,0.57,0.78,0.5,0.43,0.4,0.18,0.22
58.0,University of Sydney,62.4,55.4,65.7,57.2,92.1,88.1,41868.0,0.2,0.28,2012,0.66,0.58,0.66,0.57,0.92,0.89,0.33,0.28,0.52
59.0,University of Pittsburgh,62.0,54.3,53.9,88.7,37.5,26.5,26485.0,0.06,0.1,2012,0.65,0.57,0.54,0.89,0.38,0.27,0.21,0.08,0.19
60.0,École Normale Supérieure,62.0,56.6,33.5,96.4,44.7,66.2,2400.0,0.08,0.2,2012,0.65,0.59,0.34,0.96,0.45,0.67,0.02,0.11,0.37
61.0,University of Zurich,61.9,56.7,45.9,78.4,43.5,87.4,26583.0,0.06,0.19,2012,0.65,0.59,0.46,0.78,0.44,0.88,0.21,0.08,0.35
62.0,Hong Kong University of Science and Technology,61.7,51.0,58.6,71.0,59.0,80.1,11385.0,0.24,0.36,2012,0.65,0.53,0.59,0.71,0.59,0.81,0.09,0.33,0.67
63.0,École Polytechnique,61.5,50.4,38.8,89.1,63.0,86.1,2429.0,0.05,0.3,2012,0.65,0.53,0.39,0.89,0.63,0.87,0.02,0.07,0.56
64.0,University of Massachusetts,61.1,54.0,58.3,80.1,53.2,27.3,56959.0,0.13,0.11,2012,0.64,0.56,0.59,0.8,0.53,0.28,0.45,0.18,0.2
65.0,McMaster University,61.0,41.9,49.9,85.5,97.5,72.0,23823.0,0.19,0.15,2012,0.64,0.44,0.5,0.86,0.98,0.73,0.19,0.26,0.28
66.0,University of Bristol,60.9,44.2,47.7,89.9,34.8,73.7,17906.0,0.14,0.25,2012,0.64,0.46,0.48,0.9,0.35,0.75,0.14,0.19,0.46
67.0,KU Leuven,60.8,52.5,64.7,63.0,99.9,56.7,42503.0,0.42,0.18,2012,0.64,0.55,0.65,0.63,1.0,0.57,0.33,0.58,0.33
68.0,Utrecht University,60.4,42.8,53.2,85.7,59.3,58.1,30779.0,0.15,0.07,2012,0.64,0.45,0.54,0.86,0.59,0.59,0.24,0.21,0.13
69.0,University of Göttingen,60.3,51.4,50.9,84.1,32.7,48.0,25581.0,0.26,0.12,2012,0.64,0.54,0.51,0.84,0.33,0.49,0.2,0.36,0.22
70.0,Vanderbilt University,59.6,52.1,47.6,86.8,64.4,26.8,12161.0,0.04,0.1,2012,0.63,0.54,0.48,0.87,0.64,0.27,0.1,0.06,0.19
71.0,Tsinghua University,59.5,74.1,70.1,37.4,99.8,33.4,39763.0,0.14,0.1,2012,0.63,0.77,0.71,0.37,1.0,0.34,0.31,0.19,0.19
72.0,Rice University,59.0,45.9,38.0,99.9,36.2,39.7,6333.0,0.09,0.26,2012,0.62,0.48,0.38,1.0,0.36,0.4,0.05,0.12,0.48
73.0,Heidelberg University,58.7,57.1,41.5,78.5,37.6,62.3,28881.0,0.24,0.17,2012,0.62,0.6,0.42,0.78,0.38,0.63,0.23,0.33,0.31
74.0,The University of Queensland,58.6,47.5,52.3,70.2,62.6,80.8,34718.0,0.33,0.27,2012,0.62,0.5,0.53,0.7,0.63,0.82,0.27,0.46,0.5
75.0,Emory University,57.4,48.4,39.8,90.9,34.4,37.3,12338.0,0.04,0.18,2012,0.61,0.51,0.4,0.91,0.34,0.38,0.1,0.06,0.33
76.0,Wageningen University and Research Center,57.4,50.1,47.6,66.3,100.0,75.9,9248.0,0.17,0.21,2012,0.61,0.52,0.48,0.66,1.0,0.77,0.07,0.24,0.39
77.0,Tufts University,57.3,45.8,37.4,94.5,35.4,41.3,10410.0,0.1,0.14,2012,0.6,0.48,0.38,0.94,0.35,0.42,0.08,0.14,0.26
78.0,University of Colorado Boulder,57.3,39.5,42.6,98.2,46.95,30.8,29325.0,0.16,0.08,2012,0.6,0.41,0.43,0.98,0.47,0.31,0.23,0.22,0.15
79.0,Leiden University,57.0,45.4,55.3,71.7,48.6,54.4,21222.0,0.17,0.1,2012,0.6,0.47,0.56,0.72,0.49,0.55,0.17,0.24,0.19
80.0,Lund University,56.9,40.4,58.5,72.8,32.6,61.2,28251.0,0.12,0.15,2012,0.6,0.42,0.59,0.73,0.33,0.62,0.22,0.17,0.28
81.0,"Rutgers, the State University of New Jersey",56.8,51.6,60.0,69.0,46.95,25.3,37032.0,0.17,0.08,2012,0.6,0.54,0.6,0.69,0.47,0.26,0.29,0.24,0.15
82.0,University of Rochester,56.8,47.0,33.5,94.5,36.4,45.7,9390.0,0.04,0.26,2012,0.6,0.49,0.34,0.94,0.36,0.46,0.07,0.06,0.48
83.0,Durham University,56.4,32.5,37.9,96.2,30.5,75.8,15489.0,0.16,0.24,2012,0.59,0.34,0.38,0.96,0.3,0.77,0.12,0.22,0.44
84.0,Pierre and Marie Curie University,56.0,56.3,30.5,81.1,26.2,66.7,27862.0,0.09,0.18,2012,0.59,0.59,0.31,0.81,0.26,0.67,0.22,0.12,0.33
85.0,University of St Andrews,55.7,37.1,40.2,83.0,34.1,89.1,8338.0,0.13,0.47,2012,0.59,0.39,0.4,0.83,0.34,0.9,0.07,0.18,0.87
86.0,"University of California, Irvine",55.4,36.2,42.3,93.5,45.6,36.3,26614.0,0.16,0.16,2012,0.58,0.38,0.43,0.94,0.46,0.37,0.21,0.22,0.3
87.0,Uppsala University,55.2,47.2,65.1,53.3,43.4,59.1,25266.0,0.18,0.12,2012,0.58,0.49,0.65,0.53,0.43,0.6,0.2,0.25,0.22
88.0,Technical University of Munich,55.1,50.0,37.1,76.3,47.2,65.2,35565.0,0.32,0.2,2012,0.58,0.52,0.37,0.76,0.47,0.66,0.28,0.44,0.37
89.0,University of Notre Dame,55.0,42.6,36.2,94.1,27.3,33.1,11829.0,0.14,0.1,2012,0.58,0.44,0.36,0.94,0.27,0.33,0.09,0.19,0.19
90.0,Dartmouth College,54.9,44.8,38.7,89.9,46.95,30.6,6178.0,0.07,0.16,2012,0.58,0.47,0.39,0.9,0.47,0.31,0.05,0.1,0.3
91.0,University of Helsinki,54.8,39.3,54.2,75.1,28.9,46.8,23505.0,0.15,0.06,2012,0.58,0.41,0.55,0.75,0.29,0.47,0.18,0.21,0.11
92.0,University of Amsterdam,54.7,41.7,54.7,68.3,42.5,56.4,24570.0,0.14,0.11,2012,0.58,0.44,0.55,0.68,0.42,0.57,0.19,0.19,0.2
93.0,Case Western Reserve University,54.6,54.2,40.2,78.4,46.95,29.9,9259.0,0.06,0.17,2012,0.58,0.57,0.4,0.78,0.47,0.3,0.07,0.08,0.31
94.0,Korea Advanced Institute of Science and Technology (KAIST),54.5,64.2,54.6,47.1,100.0,29.3,9027.0,0.1,0.09,2012,0.57,0.67,0.55,0.47,1.0,0.3,0.07,0.14,0.17
95.0,"University of Maryland, College Park",54.5,41.1,43.6,85.8,28.5,35.3,31331.0,0.08,0.09,2012,0.57,0.43,0.44,0.86,0.28,0.36,0.25,0.11,0.17
96.0,Michigan State University,54.4,47.4,49.6,73.6,28.0,34.0,44750.0,0.16,0.15,2012,0.57,0.49,0.5,0.74,0.28,0.34,0.35,0.22,0.28
97.0,University of Arizona,54.2,45.1,43.0,78.3,86.0,28.4,36429.0,0.13,0.08,2012,0.57,0.47,0.43,0.78,0.86,0.29,0.29,0.18,0.15
98.0,Purdue University,54.0,56.6,49.4,57.8,46.95,52.6,39256.0,0.18,0.22,2012,0.57,0.59,0.5,0.58,0.47,0.53,0.31,0.25,0.41
99.0,University of Sussex,53.9,30.6,34.8,92.0,28.1,79.8,12001.0,0.17,0.35,2012,0.57,0.32,0.35,0.92,0.28,0.81,0.09,0.24,0.65
100.0,University of Alberta,53.7,50.6,54.4,51.7,53.7,71.9,36299.0,0.22,0.23,2012,0.57,0.53,0.55,0.52,0.54,0.73,0.28,0.31,0.43
101.0,University of Sheffield,53.6,44.6,46.0,67.5,40.2,68.2,23311.0,0.16,0.31,2012,0.57,0.47,0.46,0.68,0.4,0.69,0.18,0.22,0.57
102.0,University of Glasgow,53.4,37.5,41.0,77.5,61.4,68.1,22616.0,0.16,0.29,2012,0.56,0.39,0.41,0.78,0.61,0.69,0.18,0.22,0.54
103.0,University of Cape Town,53.2,34.3,41.1,75.3,97.5,73.9,20040.0,0.12,0.18,2012,0.56,0.36,0.41,0.75,0.98,0.75,0.16,0.17,0.33
104.0,Delft University of Technology,53.1,53.5,66.1,31.2,100.0,71.3,15920.0,0.19,0.25,2012,0.56,0.56,0.66,0.31,1.0,0.72,0.12,0.26,0.46
105.0,University of Montreal,53.1,54.5,47.0,48.7,81.3,79.5,38264.0,0.2,0.25,2012,0.56,0.57,0.47,0.49,0.81,0.8,0.3,0.28,0.46
106.0,Ghent University,53.0,41.1,52.2,63.4,97.8,47.3,32166.0,0.34,0.09,2012,0.56,0.43,0.53,0.63,0.98,0.48,0.25,0.47,0.17
107.0,"Royal Holloway, University of London",52.9,28.6,24.1,98.2,25.9,93.3,8747.0,0.16,0.37,2012,0.56,0.3,0.24,0.98,0.26,0.94,0.07,0.22,0.69
108.0,Tokyo Institute of Technology,52.8,56.0,58.9,49.5,66.3,24.9,9586.0,0.07,0.13,2012,0.56,0.58,0.59,0.5,0.66,0.25,0.08,0.1,0.24
109.0,Humboldt University of Berlin,52.6,51.3,54.5,50.1,46.95,64.5,29987.0,0.52,0.16,2012,0.55,0.54,0.55,0.5,0.47,0.65,0.24,0.72,0.3
110.0,"University of California, Santa Cruz",52.5,28.5,36.6,99.9,29.5,29.8,17404.0,0.23,0.01,2012,0.55,0.3,0.37,1.0,0.3,0.3,0.14,0.32,0.02
111.0,University of Basel,52.2,38.9,21.9,86.0,48.6,92.4,12551.0,0.17,0.24,2012,0.55,0.41,0.22,0.86,0.49,0.93,0.1,0.24,0.44
112.0,University of Bern,52.1,43.0,34.6,73.5,38.2,77.6,14708.0,0.22,0.14,2012,0.55,0.45,0.35,0.74,0.38,0.78,0.12,0.31,0.26
113.0,University of Utah,51.9,42.1,41.0,82.3,46.95,23.3,25674.0,0.17,0.09,2012,0.55,0.44,0.41,0.82,0.47,0.24,0.2,0.24,0.17
114.0,Stony Brook University,51.4,37.7,28.7,88.3,29.2,56.5,21908.0,0.11,0.24,2012,0.54,0.39,0.29,0.88,0.29,0.57,0.17,0.15,0.44
115.0,Eindhoven University of Technology,51.3,35.6,48.0,62.1,100.0,67.3,8176.0,0.16,0.14,2012,0.54,0.37,0.48,0.62,1.0,0.68,0.06,0.22,0.26
116.0,University of Lausanne,51.2,27.5,40.4,77.8,40.3,86.7,11964.0,0.13,0.22,2012,0.54,0.29,0.41,0.78,0.4,0.88,0.09,0.18,0.41
117.0,Monash University,51.1,40.5,48.5,57.1,62.2,75.8,50882.0,0.4,0.36,2012,0.54,0.42,0.49,0.57,0.62,0.77,0.4,0.56,0.67
118.0,Trinity College Dublin,51.1,30.3,23.5,91.7,29.7,89.4,15521.0,0.18,0.25,2012,0.54,0.32,0.24,0.92,0.3,0.9,0.12,0.25,0.46
119.0,Osaka University,51.0,61.8,56.5,40.0,75.0,21.1,23144.0,0.08,0.09,2012,0.54,0.65,0.57,0.4,0.75,0.21,0.18,0.11,0.17
120.0,Tohoku University,50.8,57.7,55.7,42.9,78.9,25.6,17200.0,0.05,0.07,2012,0.54,0.6,0.56,0.43,0.79,0.26,0.13,0.07,0.13
121.0,Hebrew University of Jerusalem,50.4,47.7,56.4,48.4,25.0,53.0,17612.0,0.11,0.05,2012,0.53,0.5,0.57,0.48,0.25,0.54,0.14,0.15,0.09
122.0,University of York,50.4,36.7,38.8,71.6,33.9,72.7,23822.71,0.18,0.16,2012,0.53,0.38,0.39,0.72,0.34,0.74,0.19,0.25,0.3
123.0,Indiana University,50.2,46.8,34.5,73.7,46.95,37.7,62468.0,0.14,0.13,2012,0.53,0.49,0.35,0.74,0.47,0.38,0.49,0.19,0.24
124.0,Seoul National University,50.1,64.6,50.8,44.0,42.6,16.3,26389.0,0.14,0.1,2012,0.53,0.67,0.51,0.44,0.43,0.16,0.21,0.19,0.19
125.0,Aarhus University,50.0,30.7,49.0,64.0,67.0,69.3,23895.0,0.14,0.14,2012,0.53,0.32,0.49,0.64,0.67,0.7,0.19,0.19,0.26
126.0,University of Florida,50.0,46.7,59.9,50.9,46.95,25.9,50095.0,0.19,0.09,2012,0.53,0.49,0.6,0.51,0.47,0.26,0.39,0.26,0.17
127.0,Arizona State University,49.9,38.2,39.0,80.3,28.7,26.1,83236.0,0.3,0.09,2012,0.53,0.4,0.39,0.8,0.29,0.26,0.65,0.42,0.17
128.0,Queen Mary University of London,49.9,29.0,28.6,83.7,36.6,88.8,14260.0,0.14,0.4,2012,0.53,0.3,0.29,0.84,0.37,0.9,0.11,0.19,0.74
129.0,University of Southampton,49.9,35.6,35.5,72.5,39.3,78.3,20925.0,0.14,0.29,2012,0.53,0.37,0.36,0.72,0.39,0.79,0.16,0.19,0.54
130.0,University of Geneva,49.8,34.9,39.0,65.1,32.7,97.5,15668.0,0.15,0.39,2012,0.53,0.36,0.39,0.65,0.33,0.99,0.12,0.21,0.72
131.0,Lancaster University,49.7,32.6,35.7,75.4,27.5,78.6,11512.0,0.15,0.33,2012,0.52,0.34,0.36,0.75,0.28,0.79,0.09,0.21,0.61
132.0,Stockholm University,49.7,25.0,36.0,90.2,26.8,48.8,31715.0,0.24,0.08,2012,0.52,0.26,0.36,0.9,0.27,0.49,0.25,0.33,0.15
133.0,University of Leeds,49.5,44.6,43.9,57.1,36.4,64.8,27703.0,0.15,0.21,2012,0.52,0.47,0.44,0.57,0.36,0.66,0.22,0.21,0.39
134.0,University of Groningen,49.2,32.4,52.4,62.4,59.9,47.3,24556.0,0.26,0.12,2012,0.52,0.34,0.53,0.62,0.6,0.48,0.19,0.36,0.22
135.0,George Washington University,49.0,44.2,33.6,73.2,46.95,38.3,20541.0,0.12,0.16,2012,0.52,0.46,0.34,0.73,0.47,0.39,0.16,0.17,0.3
136.0,University of Copenhagen,49.0,37.8,31.6,72.1,37.0,74.8,27545.0,0.04,0.19,2012,0.52,0.39,0.32,0.72,0.37,0.76,0.22,0.06,0.35
137.0,University of Virginia,49.0,37.0,42.2,74.7,34.7,26.4,23845.0,0.1,0.12,2012,0.52,0.39,0.42,0.75,0.35,0.27,0.19,0.14,0.22
138.0,Georgetown University,48.0,52.5,40.4,57.7,46.95,29.1,15408.0,0.08,0.14,2012,0.51,0.55,0.41,0.58,0.47,0.29,0.12,0.11,0.26
139.0,University of Vienna,47.9,49.5,41.2,45.2,25.4,86.6,34651.0,0.2,0.25,2012,0.51,0.52,0.41,0.45,0.25,0.88,0.27,0.28,0.46
140.0,University of Nottingham,47.7,40.2,40.0,57.6,36.7,72.6,30144.0,0.15,0.27,2012,0.5,0.42,0.4,0.58,0.37,0.73,0.24,0.21,0.5
141.0,University of Iowa,47.6,47.7,42.1,61.3,46.95,21.9,27526.0,0.12,0.11,2012,0.5,0.5,0.42,0.61,0.47,0.22,0.22,0.17,0.2
142.0,École Normale Supérieure de Lyon,47.6,35.3,21.4,85.1,25.1,58.8,2218.0,0.08,0.14,2012,0.5,0.37,0.22,0.85,0.25,0.59,0.02,0.11,0.26
143.0,"University of California, Riverside",47.5,27.8,30.9,89.6,31.0,30.0,20626.0,0.22,0.12,2012,0.5,0.29,0.31,0.9,0.31,0.3,0.16,0.31,0.22
144.0,Rensselaer Polytechnic Institute,47.4,31.7,40.4,73.6,49.0,32.7,6671.0,0.15,0.16,2012,0.5,0.33,0.41,0.74,0.49,0.33,0.05,0.21,0.3
145.0,University of East Anglia,47.3,26.5,26.1,85.6,28.0,68.5,14992.0,0.15,0.28,2012,0.5,0.28,0.26,0.86,0.28,0.69,0.12,0.21,0.52
146.0,Newcastle University,47.0,34.2,28.4,72.2,32.3,76.2,20174.0,0.15,0.29,2012,0.5,0.36,0.29,0.72,0.32,0.77,0.16,0.21,0.54
147.0,William & Mary,47.0,40.0,18.9,90.7,27.0,19.7,7867.0,0.12,0.07,2012,0.5,0.42,0.19,0.91,0.27,0.2,0.06,0.17,0.13
148.0,University of Birmingham,46.9,42.6,42.6,50.6,36.0,70.3,25295.0,0.16,0.23,2012,0.49,0.44,0.43,0.51,0.36,0.71,0.2,0.22,0.43
149.0,"Birkbeck, University of London",46.8,25.9,25.8,80.8,25.1,85.3,9454.0,0.17,0.38,2012,0.49,0.27,0.26,0.81,0.25,0.86,0.07,0.24,0.7
150.0,Brandeis University,46.7,25.3,27.3,90.2,33.7,40.3,5495.0,0.13,0.22,2012,0.49,0.26,0.27,0.9,0.34,0.41,0.04,0.18,0.41
151.0,Chinese University of Hong Kong,46.6,47.0,50.2,37.8,36.4,69.5,17916.0,0.1,0.22,2012,0.49,0.49,0.51,0.38,0.36,0.7,0.14,0.14,0.41
152.0,Free University of Berlin,46.6,46.3,48.5,42.5,30.6,62.1,33062.0,0.39,0.2,2012,0.49,0.48,0.49,0.42,0.31,0.63,0.26,0.54,0.37
153.0,University of Aberdeen,46.6,30.6,32.2,67.7,44.4,84.8,12938.0,0.16,0.33,2012,0.49,0.32,0.32,0.68,0.44,0.86,0.1,0.22,0.61
154.0,National Taiwan University,46.2,47.8,58.5,39.2,40.0,20.7,31891.0,0.12,0.07,2012,0.49,0.5,0.59,0.39,0.4,0.21,0.25,0.17,0.13
