rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
155.0,Yeshiva University,46.2,43.6,27.0,75.3,46.95,26.4,6753.0,0.06,0.07,2012,0.49,0.46,0.27,0.75,0.47,0.27,0.05,0.08,0.13
156.0,University of Exeter,46.1,31.3,33.3,67.8,35.4,73.4,17755.0,0.19,0.28,2012,0.49,0.33,0.34,0.68,0.35,0.74,0.14,0.26,0.52
157.0,Erasmus University Rotterdam,46.0,28.8,27.2,77.4,45.0,65.0,20580.0,0.19,0.18,2012,0.49,0.3,0.27,0.77,0.45,0.66,0.16,0.26,0.33
158.0,University of Warwick,46.0,39.7,44.5,45.0,31.3,85.5,18529.0,0.17,0.37,2012,0.49,0.41,0.45,0.45,0.31,0.86,0.15,0.24,0.69
159.0,Radboud University Nijmegen,45.9,27.7,43.8,65.5,33.1,52.3,17713.0,0.13,0.1,2012,0.48,0.29,0.44,0.66,0.33,0.53,0.14,0.18,0.19
160.0,University College Dublin,45.9,25.2,23.7,80.5,32.3,83.2,22193.0,0.24,0.23,2012,0.48,0.26,0.24,0.8,0.32,0.84,0.17,0.33,0.43
161.0,VU University Amsterdam,45.9,30.4,35.3,70.2,63.2,48.0,23280.0,0.16,0.06,2012,0.48,0.32,0.36,0.7,0.63,0.49,0.18,0.22,0.11
162.0,Medical University of South Carolina,45.8,43.9,38.9,56.6,87.8,23.9,23822.71,0.18,0.16,2012,0.48,0.46,0.39,0.57,0.88,0.24,0.19,0.25,0.3
163.0,Wake Forest University,45.8,36.4,21.6,86.1,49.1,17.2,7326.0,0.05,0.05,2012,0.48,0.38,0.22,0.86,0.49,0.17,0.06,0.07,0.09
164.0,Texas A&M University,45.7,42.3,51.8,45.7,43.8,36.0,50657.0,0.21,0.09,2012,0.48,0.44,0.52,0.46,0.44,0.36,0.4,0.29,0.17
165.0,University of Reading,45.7,36.9,38.6,55.4,31.6,75.1,12050.0,0.15,0.28,2012,0.48,0.39,0.39,0.55,0.32,0.76,0.09,0.21,0.52
166.0,Tel Aviv University,45.4,47.3,60.7,33.0,35.0,30.1,23977.0,0.24,0.04,2012,0.48,0.49,0.61,0.33,0.35,0.3,0.19,0.33,0.07
167.0,University of Illinois at Chicago,45.2,53.3,43.9,43.3,38.6,27.2,24313.0,0.09,0.17,2012,0.48,0.56,0.44,0.43,0.39,0.28,0.19,0.12,0.31
168.0,RWTH Aachen University,45.1,36.1,25.1,67.2,61.8,67.1,37917.0,0.28,0.16,2012,0.48,0.38,0.25,0.67,0.62,0.68,0.3,0.39,0.3
169.0,Nanyang Technological University,45.0,41.4,47.8,34.5,44.4,89.8,25028.0,0.16,0.33,2012,0.47,0.43,0.48,0.34,0.44,0.91,0.2,0.22,0.61
170.0,Paris Diderot University – Paris 7,45.0,23.3,18.7,88.9,46.95,70.7,27756.0,0.15,0.17,2012,0.47,0.24,0.19,0.89,0.47,0.71,0.22,0.21,0.31
171.0,Université Catholique de Louvain,45.0,29.2,34.7,65.5,30.8,72.5,28856.0,0.42,0.19,2012,0.47,0.3,0.35,0.66,0.31,0.73,0.23,0.58,0.35
172.0,University of Miami,44.8,45.7,23.3,70.3,46.95,30.3,15286.0,0.06,0.14,2012,0.47,0.48,0.23,0.7,0.47,0.31,0.12,0.08,0.26
173.0,Queen’s University,44.6,39.7,36.1,49.3,87.5,65.0,20488.0,0.22,0.1,2012,0.47,0.41,0.36,0.49,0.88,0.66,0.16,0.31,0.19
174.0,University of Auckland,44.6,28.3,35.0,55.7,76.6,92.9,29787.0,0.19,0.28,2012,0.47,0.3,0.35,0.56,0.77,0.94,0.23,0.26,0.52
175.0,University of New South Wales,44.6,36.1,40.2,46.8,53.1,85.1,38309.0,0.26,0.33,2012,0.47,0.38,0.4,0.47,0.53,0.86,0.3,0.36,0.61
176.0,University of Dundee,44.5,20.8,20.1,87.1,55.3,62.5,11628.0,0.15,0.25,2012,0.47,0.22,0.2,0.87,0.55,0.63,0.09,0.21,0.46
177.0,University of Victoria,44.2,16.8,31.5,79.2,26.8,70.5,17581.0,0.22,0.11,2012,0.47,0.18,0.32,0.79,0.27,0.71,0.14,0.31,0.2
178.0,Technical University of Denmark,44.1,31.9,24.1,66.8,95.7,65.2,9990.0,0.05,0.18,2012,0.47,0.33,0.24,0.67,0.96,0.66,0.08,0.07,0.33
179.0,University of São Paulo,44.1,61.7,58.0,18.8,33.3,22.9,81402.0,0.15,0.04,2012,0.47,0.64,0.58,0.19,0.33,0.23,0.64,0.21,0.07
180.0,University of Delaware,43.8,26.4,37.2,66.7,98.0,29.8,19262.0,0.16,0.1,2012,0.46,0.28,0.37,0.67,0.98,0.3,0.15,0.22,0.19
181.0,Goethe University Frankfurt,43.6,30.5,21.7,75.1,42.4,57.6,31861.0,0.09,0.15,2012,0.46,0.32,0.22,0.75,0.42,0.58,0.25,0.12,0.28
182.0,University of Liverpool,43.6,34.8,33.5,55.6,37.1,73.1,18815.0,0.14,0.3,2012,0.46,0.36,0.34,0.56,0.37,0.74,0.15,0.19,0.56
183.0,University of Oslo,43.6,33.5,36.9,56.6,29.0,63.9,27139.0,0.19,0.18,2012,0.46,0.35,0.37,0.57,0.29,0.65,0.21,0.26,0.33
184.0,Iowa State University,43.4,32.8,30.1,70.4,49.2,28.3,29991.0,0.17,0.11,2012,0.46,0.34,0.3,0.7,0.49,0.29,0.24,0.24,0.2
185.0,University of Ottawa,43.2,38.9,34.8,54.8,36.9,49.6,36733.0,0.26,0.15,2012,0.46,0.41,0.35,0.55,0.37,0.5,0.29,0.36,0.28
186.0,Pompeu Fabra University,43.1,23.4,16.1,87.6,37.6,54.3,10901.0,0.18,0.13,2012,0.45,0.24,0.16,0.88,0.38,0.55,0.09,0.25,0.24
187.0,KTH Royal Institute of Technology,43.0,40.9,39.5,34.1,100.0,82.1,12062.0,0.15,0.21,2012,0.45,0.43,0.4,0.34,1.0,0.83,0.09,0.21,0.39
188.0,University of Tübingen,43.0,34.4,24.1,67.6,31.0,58.1,28327.0,0.39,0.12,2012,0.45,0.36,0.24,0.68,0.31,0.59,0.22,0.54,0.22
189.0,University of Freiburg,42.9,35.7,18.7,67.8,81.8,55.6,26467.0,0.31,0.16,2012,0.45,0.37,0.19,0.68,0.82,0.56,0.21,0.43,0.3
190.0,University of Western Australia,42.9,32.1,35.8,47.8,58.7,90.0,20851.0,0.21,0.27,2012,0.45,0.34,0.36,0.48,0.59,0.91,0.16,0.29,0.5
191.0,University of Bergen,42.8,29.0,26.6,65.2,42.1,73.5,11623.0,0.11,0.12,2012,0.45,0.3,0.27,0.65,0.42,0.74,0.09,0.15,0.22
192.0,University of Science and Technology of China,42.7,38.9,23.5,73.6,29.7,14.8,14290.0,0.08,0.02,2012,0.45,0.41,0.24,0.74,0.3,0.15,0.11,0.11,0.04
193.0,City University of Hong Kong,42.6,30.2,35.0,57.4,50.1,61.6,10015.0,0.07,0.28,2012,0.45,0.32,0.35,0.57,0.5,0.62,0.08,0.1,0.52
194.0,University of Konstanz,42.5,29.0,29.7,62.8,49.9,63.7,10930.0,0.59,0.12,2012,0.45,0.3,0.3,0.63,0.5,0.64,0.09,0.82,0.22
195.0,Boston College,42.4,26.5,18.9,83.5,24.2,41.4,13216.0,0.17,0.19,2012,0.45,0.28,0.19,0.84,0.24,0.42,0.1,0.24,0.35
196.0,Karlsruhe Institute of Technology,41.6,34.6,19.6,65.5,35.6,64.9,25294.0,0.25,0.16,2012,0.44,0.36,0.2,0.66,0.36,0.66,0.2,0.35,0.3
197.0,Georgia Health Sciences University,41.5,49.0,14.2,63.5,40.7,32.1,23822.71,0.18,0.16,2012,0.44,0.51,0.14,0.64,0.41,0.32,0.19,0.25,0.3
198.0,Maastricht University,41.5,30.6,30.5,53.9,46.95,86.4,15626.0,0.19,0.48,2012,0.44,0.32,0.31,0.54,0.47,0.87,0.12,0.26,0.89
199.0,University of Leicester,41.5,27.6,30.3,56.3,34.4,84.9,14541.0,0.13,0.35,2012,0.44,0.29,0.3,0.56,0.34,0.86,0.11,0.18,0.65
200.0,University of Twente,41.4,32.9,30.4,54.4,76.8,56.2,6631.0,0.12,0.26,2012,0.44,0.34,0.31,0.54,0.77,0.57,0.05,0.17,0.48
201.0,Autonomous University of Barcelona,43.73,33.7,27.9,57.9,37.0,45.9,30538.0,0.12,0.1,2012,0.46,0.35,0.28,0.58,0.37,0.46,0.24,0.17,0.19
202.0,Bilkent University,43.66,27.9,22.3,60.8,29.4,48.5,23822.71,0.18,0.16,2012,0.46,0.29,0.22,0.61,0.29,0.49,0.19,0.25,0.3
203.0,Cardiff University,43.59,28.9,34.0,51.7,35.5,67.8,23347.0,0.13,0.23,2012,0.46,0.3,0.34,0.52,0.36,0.69,0.18,0.18,0.43
204.0,Colorado School of Mines,43.52,24.6,22.8,63.7,99.4,38.4,5287.0,0.18,0.12,2012,0.46,0.26,0.23,0.64,0.99,0.39,0.04,0.25,0.22
205.0,Nagoya University,43.44,45.5,39.2,43.8,33.1,21.2,15529.0,0.08,0.1,2012,0.46,0.47,0.39,0.44,0.33,0.21,0.12,0.11,0.19
206.0,National Tsing Hua University,43.38,42.7,44.5,39.7,46.8,17.7,10221.0,0.14,0.05,2012,0.46,0.45,0.45,0.4,0.47,0.18,0.08,0.19,0.09
207.0,Northeastern University,43.31,30.4,18.9,70.0,31.1,38.0,18539.0,0.15,0.26,2012,0.46,0.32,0.19,0.7,0.31,0.38,0.15,0.21,0.48
208.0,Technion Israel Institute of Technology,43.24,38.7,45.0,34.0,33.6,48.9,13855.0,0.19,0.04,2012,0.46,0.4,0.45,0.34,0.34,0.49,0.11,0.26,0.07
209.0,Tulane University,43.17,28.0,34.1,58.8,46.95,29.8,11381.0,0.08,0.08,2012,0.46,0.29,0.34,0.59,0.47,0.3,0.09,0.11,0.15
210.0,Ulm University,43.1,40.8,18.8,46.7,69.8,50.8,9187.0,0.11,0.1,2012,0.45,0.43,0.19,0.47,0.7,0.51,0.07,0.15,0.19
211.0,Umeå University,43.03,20.8,29.2,59.4,26.3,52.0,16667.0,0.12,0.07,2012,0.45,0.22,0.29,0.59,0.26,0.53,0.13,0.17,0.13
212.0,University at Buffalo,42.96,44.3,35.6,42.0,40.9,49.2,25668.0,0.19,0.19,2012,0.45,0.46,0.36,0.42,0.41,0.5,0.2,0.26,0.35
213.0,University of Adelaide,42.9,32.2,33.4,43.8,50.7,81.7,20771.0,0.3,0.26,2012,0.45,0.34,0.34,0.44,0.51,0.83,0.16,0.42,0.48
214.0,University of Barcelona,42.83,24.5,22.2,71.9,29.5,44.1,47491.0,0.12,0.1,2012,0.45,0.26,0.22,0.72,0.3,0.45,0.37,0.17,0.19
215.0,University of Cincinnati,42.76,29.0,24.9,69.0,32.9,20.6,36108.0,0.16,0.06,2012,0.45,0.3,0.25,0.69,0.33,0.21,0.28,0.22,0.11
216.0,University of Essex,42.7,31.7,35.9,37.0,28.3,90.1,12695.0,0.2,0.39,2012,0.45,0.33,0.36,0.37,0.28,0.91,0.1,0.28,0.72
217.0,University of Georgia,42.63,44.4,36.4,37.3,27.7,30.6,33119.0,0.2,0.07,2012,0.45,0.46,0.37,0.37,0.28,0.31,0.26,0.28,0.13
218.0,University of Gothenburg,42.56,25.8,37.7,55.7,37.7,48.4,26420.0,0.16,0.12,2012,0.45,0.27,0.38,0.56,0.38,0.49,0.21,0.22,0.22
219.0,University of Innsbruck,42.5,23.1,13.8,65.7,32.8,90.7,18209.0,0.17,0.39,2012,0.45,0.24,0.14,0.66,0.33,0.92,0.14,0.24,0.72
220.0,University of Medicine and Dentistry of New Jersey,42.43,48.5,14.4,55.6,34.3,31.0,23822.71,0.18,0.16,2012,0.45,0.51,0.14,0.56,0.34,0.31,0.19,0.25,0.3
221.0,University of Otago,42.37,24.5,28.0,48.0,27.8,88.8,18600.0,0.2,0.21,2012,0.45,0.26,0.28,0.48,0.28,0.9,0.15,0.28,0.39
222.0,University of South Carolina,42.3,34.3,29.3,52.1,27.3,26.0,29336.0,0.16,0.01,2012,0.45,0.36,0.29,0.52,0.27,0.26,0.23,0.22,0.02
223.0,University of Strasbourg,42.24,26.7,17.3,70.3,32.1,70.4,46208.0,0.18,0.21,2012,0.45,0.28,0.17,0.7,0.32,0.71,0.36,0.25,0.39
224.0,University of Waterloo,42.17,35.8,44.2,32.5,32.7,62.1,30726.0,0.24,0.14,2012,0.44,0.37,0.44,0.32,0.33,0.63,0.24,0.33,0.26
225.0,University of Western Ontario,42.11,38.8,34.3,38.5,41.9,55.7,27387.0,0.21,0.16,2012,0.44,0.41,0.35,0.38,0.42,0.56,0.21,0.29,0.3
226.0,University of Würzburg,42.05,31.3,18.0,63.0,27.9,44.0,26576.0,0.38,0.08,2012,0.44,0.33,0.18,0.63,0.28,0.44,0.21,0.53,0.15
227.0,Université Libre de Bruxelles,41.98,23.6,25.9,53.5,52.8,80.4,23819.0,0.26,0.32,2012,0.44,0.25,0.26,0.54,0.53,0.81,0.19,0.36,0.59
228.0,Carleton University,41.92,17.0,24.2,61.6,46.95,58.6,25036.0,0.3,0.18,2012,0.44,0.18,0.24,0.62,0.47,0.59,0.2,0.42,0.33
229.0,Chalmers University of Technology,41.86,25.9,37.2,36.3,79.3,66.0,8605.0,0.12,0.15,2012,0.44,0.27,0.37,0.36,0.79,0.67,0.07,0.17,0.28
230.0,Colorado State University,41.8,26.9,32.0,51.2,46.95,25.5,26769.0,0.19,0.05,2012,0.44,0.28,0.32,0.51,0.47,0.26,0.21,0.26,0.09
231.0,Creighton University,41.73,43.6,10.5,55.7,24.2,25.0,7086.0,0.08,0.02,2012,0.44,0.46,0.11,0.56,0.24,0.25,0.06,0.11,0.04
232.0,Dalhousie University,41.67,25.5,30.7,43.0,72.5,64.8,15064.0,0.14,0.18,2012,0.44,0.27,0.31,0.43,0.72,0.66,0.12,0.19,0.33
233.0,Drexel University,41.61,36.9,12.2,59.4,29.9,37.8,20713.0,0.11,0.18,2012,0.44,0.39,0.12,0.59,0.3,0.38,0.16,0.15,0.33
234.0,Fudan University,41.55,42.4,26.2,42.9,40.5,36.1,32175.0,0.12,0.11,2012,0.44,0.44,0.26,0.43,0.4,0.37,0.25,0.17,0.2
235.0,Korea University,41.49,39.5,39.6,30.2,49.7,23.4,24043.0,0.16,0.14,2012,0.44,0.41,0.4,0.3,0.5,0.24,0.19,0.22,0.26
236.0,Macquarie University,41.43,21.3,23.2,46.5,42.3,93.0,27930.0,0.2,0.44,2012,0.44,0.22,0.23,0.46,0.42,0.94,0.22,0.28,0.81
237.0,National Chiao Tung University,41.37,36.4,44.5,25.1,100.0,24.2,12646.0,0.17,0.05,2012,0.44,0.38,0.45,0.25,1.0,0.24,0.1,0.24,0.09
238.0,Simon Fraser University,41.3,19.6,30.0,53.0,37.6,56.8,26640.0,0.28,0.19,2012,0.44,0.2,0.3,0.53,0.38,0.57,0.21,0.39,0.35
239.0,State University of New York Albany,41.24,25.7,30.8,53.5,92.9,25.9,15387.0,0.18,0.08,2012,0.44,0.27,0.31,0.54,0.93,0.26,0.12,0.25,0.15
240.0,Swedish University of Agricultural Sciences,41.18,28.9,22.2,49.8,100.0,43.5,3879.0,0.05,0.16,2012,0.43,0.3,0.22,0.5,1.0,0.44,0.03,0.07,0.3
241.0,Tokyo Metropolitan University,41.13,19.0,10.3,84.3,27.6,17.8,9303.0,0.1,0.04,2012,0.43,0.2,0.1,0.84,0.28,0.18,0.07,0.14,0.07
242.0,University of Bologna,41.07,32.7,22.0,52.1,32.2,34.9,85532.0,0.23,0.07,2012,0.43,0.34,0.22,0.52,0.32,0.35,0.67,0.32,0.13
243.0,University of Calgary,41.01,34.0,34.4,39.7,39.5,42.7,28341.0,0.16,0.17,2012,0.43,0.35,0.35,0.4,0.4,0.43,0.22,0.22,0.31
244.0,University of Hamburg,40.95,35.2,21.3,50.0,27.4,56.3,23822.71,0.18,0.16,2012,0.43,0.37,0.21,0.5,0.27,0.57,0.19,0.25,0.3
245.0,University of Milan,40.89,37.1,24.3,51.3,35.0,34.3,58618.0,0.24,0.05,2012,0.43,0.39,0.24,0.51,0.35,0.35,0.46,0.33,0.09
246.0,University of Milan-Bicocca,40.83,22.5,12.3,78.3,35.6,33.2,33370.0,0.72,0.05,2012,0.43,0.23,0.12,0.78,0.36,0.34,0.26,1.0,0.09
247.0,University of Missouri,40.77,38.5,33.7,37.7,26.5,26.9,29885.0,0.14,0.05,2012,0.43,0.4,0.34,0.38,0.26,0.27,0.23,0.19,0.09
248.0,University of Padua,40.71,24.2,26.0,56.2,31.1,34.3,62577.0,0.18,0.04,2012,0.43,0.25,0.26,0.56,0.31,0.35,0.49,0.25,0.07
249.0,University of Trieste,40.66,16.7,12.9,76.9,31.3,45.5,18135.0,0.26,0.09,2012,0.43,0.17,0.13,0.77,0.31,0.46,0.14,0.36,0.17
250.0,Yonsei University,40.6,41.5,33.6,36.9,47.9,23.3,24774.0,0.12,0.14,2012,0.43,0.43,0.34,0.37,0.48,0.24,0.19,0.17,0.26
251.0,Bangor University,40.54,24.9,23.8,48.0,29.0,67.1,9567.0,0.2,0.22,2012,0.43,0.26,0.24,0.48,0.29,0.68,0.08,0.28,0.41
252.0,Bielefeld University,40.49,19.1,17.0,61.6,28.6,45.2,21428.0,0.68,0.08,2012,0.43,0.2,0.17,0.62,0.29,0.46,0.17,0.94,0.15
253.0,Brunel University London,40.43,17.4,20.3,51.7,30.0,89.9,12613.0,0.18,0.38,2012,0.43,0.18,0.2,0.52,0.3,0.91,0.1,0.25,0.7
254.0,Hong Kong Polytechnic University,40.37,30.1,37.3,22.2,72.8,62.5,22064.0,0.26,0.26,2012,0.43,0.31,0.38,0.22,0.73,0.63,0.17,0.36,0.48
255.0,Johannes Kepler University of Linz,40.32,18.4,11.1,62.8,73.4,56.6,19646.0,0.29,0.1,2012,0.43,0.19,0.11,0.63,0.73,0.57,0.15,0.4,0.19
256.0,Kyushu University,40.26,46.8,30.7,23.2,75.1,19.5,18925.0,0.07,0.08,2012,0.42,0.49,0.31,0.23,0.75,0.2,0.15,0.1,0.15
257.0,Nanjing University,40.2,40.9,24.2,42.3,42.9,25.0,29743.0,0.13,0.1,2012,0.42,0.43,0.24,0.42,0.43,0.25,0.23,0.18,0.19
258.0,National Sun Yat-Sen University,40.15,24.9,30.4,48.5,42.1,16.0,9336.0,0.2,0.04,2012,0.42,0.26,0.31,0.48,0.42,0.16,0.07,0.28,0.07
259.0,Norwegian University of Science and Technology,40.09,26.9,26.9,41.5,49.7,57.7,17381.0,0.14,0.09,2012,0.42,0.28,0.27,0.42,0.5,0.58,0.14,0.19,0.17
260.0,Queen’s University Belfast,40.04,26.5,21.3,42.0,41.9,89.5,17940.0,0.18,0.3,2012,0.42,0.28,0.21,0.42,0.42,0.9,0.14,0.25,0.56
261.0,Ruhr University Bochum,39.98,34.9,28.3,36.0,59.7,46.6,38675.0,0.46,0.13,2012,0.42,0.36,0.28,0.36,0.6,0.47,0.3,0.64,0.24
262.0,Stellenbosch University,39.93,25.4,30.0,36.6,99.6,44.4,21849.0,0.23,0.08,2012,0.42,0.27,0.3,0.37,1.0,0.45,0.17,0.32,0.15
263.0,Tilburg University,39.87,22.6,49.4,23.6,36.0,69.1,7576.0,0.22,0.1,2012,0.42,0.24,0.5,0.24,0.36,0.7,0.06,0.31,0.19
264.0,TU Dresden,39.82,27.3,13.8,57.4,31.9,49.2,35487.0,0.37,0.12,2012,0.42,0.28,0.14,0.57,0.32,0.5,0.28,0.51,0.22
265.0,University of Bath,39.76,25.2,23.2,39.9,38.9,80.6,12830.0,0.19,0.3,2012,0.42,0.26,0.23,0.4,0.39,0.81,0.1,0.26,0.56
266.0,University of Graz,39.71,24.9,14.0,55.1,25.5,63.8,20584.0,0.27,0.12,2012,0.42,0.26,0.14,0.55,0.26,0.65,0.16,0.38,0.22
267.0,University of Hawai’i at Mānoa,39.66,31.3,29.2,44.3,46.95,34.6,23822.71,0.18,0.16,2012,0.42,0.33,0.29,0.44,0.47,0.35,0.19,0.25,0.3
268.0,University of Kiel,39.6,29.3,20.9,52.1,33.6,47.3,24444.0,0.24,0.08,2012,0.42,0.31,0.21,0.52,0.34,0.48,0.19,0.33,0.15
269.0,University of Southern Denmark,39.55,19.7,12.4,58.0,67.9,73.7,22210.0,0.13,0.16,2012,0.42,0.21,0.12,0.58,0.68,0.75,0.17,0.18,0.3
270.0,University of Texas at Dallas,39.5,23.6,36.7,44.2,31.1,35.9,16306.0,0.23,0.23,2012,0.42,0.25,0.37,0.44,0.31,0.36,0.13,0.32,0.43
271.0,University of the Witwatersrand,39.44,25.6,32.4,32.7,100.0,71.7,23321.0,0.19,0.09,2012,0.42,0.27,0.33,0.33,1.0,0.72,0.18,0.26,0.17
272.0,University of Tsukuba,39.39,37.2,26.2,41.4,32.0,27.2,15930.0,0.13,0.16,2012,0.42,0.39,0.26,0.41,0.32,0.28,0.13,0.18,0.3
273.0,University of Wollongong,39.34,21.4,23.0,43.5,40.4,88.7,16489.0,0.25,0.24,2012,0.41,0.22,0.23,0.44,0.4,0.9,0.13,0.35,0.44
274.0,Victoria University of Wellington,39.29,16.5,21.5,51.1,25.8,89.0,17142.0,0.21,0.21,2012,0.41,0.17,0.22,0.51,0.26,0.9,0.13,0.29,0.39
275.0,Virginia Polytechnic Institute and State University,39.23,36.9,40.4,30.3,24.2,25.1,30850.0,0.19,0.1,2012,0.41,0.39,0.41,0.3,0.24,0.25,0.24,0.26,0.19
276.0,Wayne State University,39.18,34.7,16.4,55.2,46.95,24.6,23065.0,0.11,0.07,2012,0.41,0.36,0.16,0.55,0.47,0.25,0.18,0.15,0.13
277.0,Aberystwyth University,39.13,19.8,15.5,56.6,35.5,63.8,9252.0,0.19,0.18,2012,0.41,0.21,0.16,0.57,0.36,0.65,0.07,0.26,0.33
278.0,Autonomous University of Madrid,39.08,28.8,21.4,47.5,32.5,39.7,28296.0,0.13,0.15,2012,0.41,0.3,0.22,0.48,0.32,0.4,0.22,0.18,0.28
279.0,Hokkaido University,39.03,44.5,34.3,21.6,38.7,18.8,18162.0,0.08,0.09,2012,0.41,0.46,0.35,0.22,0.39,0.19,0.14,0.11,0.17
280.0,Hong Kong Baptist University,38.97,20.0,11.2,59.7,25.3,58.9,10441.0,0.11,0.25,2012,0.41,0.21,0.11,0.6,0.25,0.6,0.08,0.15,0.46
281.0,Istanbul Technical University,38.92,25.1,18.2,48.9,99.1,18.9,34550.0,0.16,0.05,2012,0.41,0.26,0.18,0.49,0.99,0.19,0.27,0.22,0.09
282.0,Lomonosov Moscow State University,38.87,47.9,27.5,11.0,80.0,53.3,30822.0,0.08,0.2,2012,0.41,0.5,0.28,0.11,0.8,0.54,0.24,0.11,0.37
283.0,Middle East Technical University,38.82,37.0,28.9,35.1,43.2,23.5,25779.0,0.22,0.07,2012,0.41,0.39,0.29,0.35,0.43,0.24,0.2,0.31,0.13
284.0,Montpellier University,38.77,24.3,8.7,62.3,24.9,52.9,36731.0,0.18,0.14,2012,0.41,0.25,0.09,0.62,0.25,0.53,0.29,0.25,0.26
285.0,Queensland University of Technology,38.72,21.0,26.7,35.5,62.5,76.7,33391.0,0.36,0.17,2012,0.41,0.22,0.27,0.36,0.62,0.78,0.26,0.5,0.31
286.0,State University of Campinas,38.67,52.3,33.1,15.2,43.2,19.1,27095.0,0.15,0.03,2012,0.41,0.55,0.33,0.15,0.43,0.19,0.21,0.21,0.06
287.0,Sun Yat-sen University,38.62,33.3,14.3,50.5,42.1,20.7,51351.0,0.17,0.08,2012,0.41,0.35,0.14,0.5,0.42,0.21,0.4,0.24,0.15
288.0,Technical University of Darmstadt,38.57,28.0,15.5,39.2,45.1,71.0,20300.0,0.54,0.18,2012,0.41,0.29,0.16,0.39,0.45,0.72,0.16,0.75,0.33
289.0,Tokyo Medical and Dental University (TMDU),38.52,42.8,22.6,36.7,40.8,18.0,2872.0,0.03,0.07,2012,0.41,0.45,0.23,0.37,0.41,0.18,0.02,0.04,0.13
290.0,UiT The Arctic University of Norway,38.47,24.4,14.4,53.0,32.8,63.5,10398.0,0.12,0.1,2012,0.41,0.25,0.14,0.53,0.33,0.64,0.08,0.17,0.19
291.0,University of Antwerp,38.42,21.8,10.9,55.3,56.2,70.7,12346.0,0.3,0.16,2012,0.41,0.23,0.11,0.55,0.56,0.71,0.1,0.42,0.3
292.0,University of Crete,38.37,13.1,12.6,66.7,33.2,42.6,14650.0,0.27,0.05,2012,0.4,0.14,0.13,0.67,0.33,0.43,0.11,0.38,0.09
293.0,University of Guelph,38.32,24.2,31.4,38.6,48.9,33.3,21643.0,0.28,0.04,2012,0.4,0.25,0.32,0.39,0.49,0.34,0.17,0.39,0.07
294.0,University of Iceland,38.28,10.7,17.3,62.4,75.4,56.9,13960.0,0.26,0.08,2012,0.4,0.11,0.17,0.62,0.75,0.58,0.11,0.36,0.15
295.0,University of Kansas,38.23,33.2,20.1,43.0,27.6,23.5,23822.71,0.18,0.16,2012,0.4,0.35,0.2,0.43,0.28,0.24,0.19,0.25,0.3
296.0,University of Kentucky,38.18,38.7,28.4,35.2,46.95,18.3,23822.71,0.18,0.16,2012,0.4,0.4,0.29,0.35,0.47,0.19,0.19,0.25,0.3
297.0,University of Münster,38.13,27.8,18.5,49.1,35.1,43.3,39838.0,0.46,0.08,2012,0.4,0.29,0.19,0.49,0.35,0.44,0.31,0.64,0.15
298.0,University of Newcastle,38.08,18.2,27.1,35.8,64.8,76.3,23508.0,0.22,0.18,2012,0.4,0.19,0.27,0.36,0.65,0.77,0.18,0.31,0.33
299.0,University of Texas at San Antonio,38.03,14.1,15.4,70.3,25.3,22.6,27520.0,0.27,0.06,2012,0.4,0.15,0.15,0.7,0.25,0.23,0.22,0.38,0.11
300.0,University of Trento,37.99,21.9,20.0,51.5,51.0,49.7,16841.0,0.43,0.08,2012,0.4,0.23,0.2,0.52,0.51,0.5,0.13,0.6,0.15
301.0,York University,37.94,19.9,27.7,41.2,41.7,57.7,48007.0,0.39,0.09,2012,0.4,0.21,0.28,0.41,0.42,0.58,0.38,0.54,0.17
302.0,Aalborg University,37.89,19.0,20.0,27.1,36.4,75.3,17422.0,0.16,0.15,2012,0.4,0.2,0.2,0.27,0.36,0.76,0.14,0.22,0.28
303.0,Aalto University,37.84,26.2,22.2,37.5,61.9,49.0,16099.0,0.24,0.17,2012,0.4,0.27,0.22,0.38,0.62,0.5,0.13,0.33,0.31
304.0,Alexandria University,37.8,15.2,7.8,61.4,34.5,31.6,127431.0,0.23,0.01,2012,0.4,0.16,0.08,0.61,0.34,0.32,1.0,0.32,0.02
305.0,Bar-Ilan University,37.75,27.9,32.2,15.7,28.5,47.0,17503.0,0.16,0.05,2012,0.4,0.29,0.32,0.16,0.28,0.48,0.14,0.22,0.09
306.0,"Binghamton University, State University of New York",37.7,18.7,20.3,46.2,29.5,30.8,15799.0,0.23,0.14,2012,0.4,0.2,0.2,0.46,0.3,0.31,0.12,0.32,0.26
307.0,Boğaziçi University,37.65,24.5,19.7,45.7,34.7,36.2,11506.0,0.25,0.07,2012,0.4,0.26,0.2,0.46,0.35,0.37,0.09,0.35,0.13
308.0,Charles Darwin University,37.61,16.4,19.4,52.6,31.3,46.7,5570.0,0.25,0.15,2012,0.4,0.17,0.2,0.53,0.31,0.47,0.04,0.35,0.28
309.0,Charles University in Prague,37.56,32.3,24.6,31.0,24.5,51.4,51438.0,0.13,0.15,2012,0.4,0.34,0.25,0.31,0.24,0.52,0.4,0.18,0.28
