rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
369,Khalifa University,3164,0.1,0.19,48.01,27.9,34.0,53.1,100.0,90.3,2021,0.5,0.3,0.34,0.53,1.0,0.9,0.01,0.03,0.23
370,University of KwaZulu-Natal,36731,0.29,0.04,47.98,28.1,31.3,70.6,36.0,54.3,2021,0.5,0.3,0.31,0.71,0.36,0.54,0.07,0.09,0.05
371,Lappeenranta-Lahti University of Technology LUT,4099,0.29,0.16,47.95,27.2,31.6,68.1,54.9,62.1,2021,0.5,0.29,0.32,0.68,0.55,0.62,0.01,0.09,0.19
372,University of Liège,20968,0.26,0.2,47.92,28.2,37.3,60.3,98.1,71.1,2021,0.5,0.3,0.37,0.6,0.98,0.71,0.04,0.08,0.24
373,Loughborough University,14800,0.14,0.27,47.88,33.5,35.4,57.6,37.7,83.3,2021,0.5,0.35,0.36,0.58,0.38,0.83,0.03,0.04,0.32
374,University of Manitoba,28786,0.29,0.18,47.85,31.9,31.9,71.3,34.7,54.5,2021,0.5,0.34,0.32,0.71,0.35,0.55,0.06,0.09,0.21
375,University of Milan,45752,0.21,0.06,47.82,33.1,29.0,72.8,37.5,43.1,2021,0.5,0.35,0.29,0.73,0.38,0.43,0.09,0.06,0.07
376,University of Milan-Bicocca,27098,0.29,0.06,47.79,26.9,21.5,82.9,39.0,44.9,2021,0.5,0.28,0.22,0.83,0.39,0.45,0.05,0.09,0.07
377,Nagoya University,15589,0.09,0.11,47.76,47.7,47.8,38.5,87.7,34.9,2021,0.5,0.51,0.48,0.38,0.88,0.35,0.03,0.03,0.13
378,Nankai University,29500,0.14,0.08,47.73,37.2,23.5,78.3,43.2,31.2,2021,0.5,0.39,0.24,0.78,0.43,0.31,0.06,0.04,0.1
379,National Tsing Hua University,14758,0.18,0.11,47.7,37.4,48.6,48.4,65.3,39.2,2021,0.5,0.4,0.49,0.48,0.65,0.39,0.03,0.05,0.13
380,Northumbria University,21980,0.17,0.18,47.67,19.6,17.8,87.3,34.0,74.3,2021,0.5,0.21,0.18,0.87,0.34,0.74,0.04,0.05,0.21
381,NOVA University of Lisbon,19976,0.18,0.19,47.64,25.1,28.2,76.6,45.5,61.2,2021,0.5,0.27,0.28,0.77,0.46,0.61,0.04,0.05,0.23
382,"University of Occupational and Environmental Health, Japan",1159,0.02,0.01,47.62,27.0,10.2,100.0,40.0,19.3,2021,0.5,0.29,0.1,1.0,0.4,0.19,0.0,0.01,0.01
383,Örebro University,9434,0.17,0.06,47.59,17.8,21.7,90.5,35.2,53.8,2021,0.5,0.19,0.22,0.9,0.35,0.54,0.02,0.05,0.07
384,Osaka University,22867,0.07,0.12,47.56,52.0,50.6,34.0,64.0,38.6,2021,0.5,0.55,0.51,0.34,0.64,0.39,0.04,0.02,0.14
385,Politecnico di Milano,36828,0.25,0.18,47.53,32.0,34.4,60.8,75.0,60.5,2021,0.5,0.34,0.35,0.61,0.75,0.6,0.07,0.07,0.21
386,University of Stuttgart,24554,0.44,0.2,47.5,39.3,43.5,47.4,96.2,52.8,2021,0.5,0.42,0.44,0.47,0.96,0.53,0.05,0.13,0.24
387,Swedish University of Agricultural Sciences,3720,0.04,0.04,47.47,29.5,27.9,74.2,89.5,48.1,2021,0.5,0.31,0.28,0.74,0.9,0.48,0.01,0.01,0.05
388,Swinburne University of Technology,15604,0.25,0.28,47.44,24.6,28.2,70.4,41.6,81.1,2021,0.5,0.26,0.28,0.7,0.42,0.81,0.03,0.07,0.33
389,University of Tasmania,18328,0.23,0.33,47.41,25.4,32.9,63.3,46.2,90.1,2021,0.5,0.27,0.33,0.63,0.46,0.9,0.04,0.07,0.39
390,University of Turku,12813,0.16,0.06,47.38,27.0,30.8,75.6,35.8,54.0,2021,0.5,0.29,0.31,0.76,0.36,0.54,0.02,0.05,0.07
391,UiT The Arctic University of Norway,14276,0.1,0.11,47.35,23.0,20.8,83.0,36.0,65.4,2021,0.5,0.24,0.21,0.83,0.36,0.65,0.03,0.03,0.13
392,Umeå University,17055,0.12,0.11,47.32,23.0,28.7,79.3,35.2,63.5,2021,0.49,0.24,0.29,0.79,0.35,0.64,0.03,0.04,0.13
393,Université de Versailles Saint-Quentin-en-Yvelines,16699,0.21,0.16,47.29,16.5,23.3,86.8,34.6,66.1,2021,0.49,0.17,0.23,0.87,0.35,0.66,0.03,0.06,0.19
394,Victoria University,15838,0.44,0.28,47.27,25.0,28.1,70.5,43.6,86.6,2021,0.49,0.26,0.28,0.7,0.44,0.87,0.03,0.13,0.33
395,University of Victoria,21317,0.25,0.21,47.24,23.6,31.7,65.1,44.4,87.8,2021,0.49,0.25,0.32,0.65,0.44,0.88,0.04,0.07,0.25
396,Wayne State University,22359,0.12,0.07,47.21,33.6,18.4,81.9,48.1,37.4,2021,0.49,0.36,0.18,0.82,0.48,0.37,0.04,0.04,0.08
397,Aberystwyth University,6810,0.17,0.22,47.18,23.8,23.8,62.0,38.6,79.0,2021,0.49,0.25,0.24,0.62,0.39,0.79,0.01,0.05,0.26
398,University of Alaska Fairbanks,3342,0.08,0.05,47.15,28.8,24.1,67.3,41.3,55.7,2021,0.49,0.31,0.24,0.67,0.41,0.56,0.01,0.02,0.06
399,American University,12460,0.14,0.13,47.12,39.5,17.6,69.9,38.7,34.6,2021,0.49,0.42,0.18,0.7,0.39,0.35,0.02,0.04,0.15
400,Aston University,11550,0.2,0.25,47.09,21.5,25.6,66.2,36.1,92.4,2021,0.49,0.23,0.26,0.66,0.36,0.92,0.02,0.06,0.3
401,Aswan University,25114,0.41,0.02,47.07,12.4,9.1,99.9,33.4,46.9,2021,0.49,0.13,0.09,1.0,0.33,0.47,0.05,0.12,0.02
402,Bangor University,9665,0.17,0.25,47.04,22.4,24.0,65.3,34.2,82.3,2021,0.49,0.24,0.24,0.65,0.34,0.82,0.02,0.05,0.3
403,University of Bari Aldo Moro,29396,0.21,0.01,47.01,17.1,19.5,87.3,35.8,33.1,2021,0.49,0.18,0.2,0.87,0.36,0.33,0.06,0.06,0.01
404,University of Bordeaux,54812,0.22,0.13,46.98,31.3,22.3,68.6,37.0,59.9,2021,0.49,0.33,0.22,0.69,0.37,0.6,0.11,0.06,0.15
405,Bournemouth University,13715,0.17,0.18,46.95,33.5,20.3,67.3,33.6,79.8,2021,0.49,0.35,0.2,0.67,0.34,0.8,0.03,0.05,0.21
406,University of Bremen,18843,0.32,0.13,46.93,35.4,37.2,50.4,50.7,58.7,2021,0.49,0.37,0.37,0.5,0.51,0.59,0.04,0.09,0.15
407,University of Brescia,14479,0.25,0.07,46.9,23.4,16.7,80.1,38.4,44.2,2021,0.49,0.25,0.17,0.8,0.38,0.44,0.03,0.07,0.08
408,University of Campinas,29082,0.16,0.03,46.87,45.3,43.9,37.2,45.7,32.0,2021,0.49,0.48,0.44,0.37,0.46,0.32,0.06,0.05,0.04
409,Cankaya University,7492,0.25,0.01,46.84,15.1,11.6,100.0,35.0,43.2,2021,0.49,0.16,0.12,1.0,0.35,0.43,0.01,0.07,0.01
410,University of Canterbury,14069,0.19,0.24,46.82,22.0,26.8,68.9,37.4,93.1,2021,0.49,0.23,0.27,0.69,0.37,0.93,0.03,0.06,0.29
411,Centrale Nantes,1776,0.16,0.48,46.79,32.6,31.4,41.1,79.4,84.3,2021,0.49,0.35,0.32,0.41,0.79,0.84,0.0,0.05,0.57
412,CEU Universities,17654,0.12,0.19,46.76,17.4,8.9,94.3,37.2,48.3,2021,0.49,0.18,0.09,0.94,0.37,0.48,0.03,0.04,0.23
413,Charles University,47406,0.13,0.22,46.73,33.1,26.5,56.3,33.8,62.9,2021,0.49,0.35,0.27,0.56,0.34,0.63,0.09,0.04,0.26
414,"China Medical University, Taiwan",7633,0.17,0.09,46.71,27.1,34.8,54.5,96.6,36.3,2021,0.49,0.29,0.35,0.55,0.97,0.36,0.01,0.05,0.11
415,Clark University,3045,0.12,0.23,46.68,23.9,22.2,73.5,33.3,57.8,2021,0.49,0.25,0.22,0.74,0.33,0.58,0.01,0.04,0.27
416,Colorado School of Mines,5898,0.17,0.11,46.65,30.8,26.2,68.9,46.0,41.0,2021,0.49,0.33,0.26,0.69,0.46,0.41,0.01,0.05,0.13
417,"Colorado State University, Fort Collins",26178,0.16,0.06,46.62,28.9,24.7,76.0,39.0,38.3,2021,0.49,0.31,0.25,0.76,0.39,0.38,0.05,0.05,0.07
418,University of Connecticut,27996,0.13,0.11,46.6,34.7,28.8,59.0,36.7,53.0,2021,0.49,0.37,0.29,0.59,0.37,0.53,0.05,0.04,0.13
419,University of Denver,9397,0.13,0.08,46.57,40.2,22.8,68.9,34.7,27.5,2021,0.49,0.43,0.23,0.69,0.35,0.28,0.02,0.04,0.1
420,University of Desarrollo,15213,0.19,0.03,46.54,14.3,9.2,99.5,35.8,49.0,2021,0.49,0.15,0.09,1.0,0.36,0.49,0.03,0.06,0.04
421,Diego Portales University,17234,0.15,0.02,46.52,15.4,10.5,96.4,33.4,50.8,2021,0.49,0.16,0.11,0.96,0.33,0.51,0.03,0.04,0.02
422,Durban University of Technology,23432,0.33,0.01,46.49,16.8,9.4,99.9,37.5,38.8,2021,0.49,0.18,0.09,1.0,0.38,0.39,0.05,0.1,0.01
423,University of Eastern Finland,11742,0.19,0.06,46.46,24.2,28.3,70.9,37.4,50.3,2021,0.49,0.26,0.28,0.71,0.37,0.5,0.02,0.06,0.07
424,Edith Cowan University,17756,0.29,0.27,46.44,18.9,22.0,70.8,37.2,84.2,2021,0.49,0.2,0.22,0.71,0.37,0.84,0.03,0.09,0.32
425,Federal University of Toulouse Midi-Pyrénées,104479,0.16,0.14,46.41,27.0,25.5,64.4,35.8,61.0,2021,0.49,0.29,0.26,0.64,0.36,0.61,0.2,0.05,0.17
426,University of Florence,36497,0.21,0.1,46.38,33.7,25.8,65.7,42.5,46.4,2021,0.49,0.36,0.26,0.66,0.42,0.46,0.07,0.06,0.12
427,Florida International University,33974,0.24,0.08,46.36,30.6,27.1,67.1,34.4,39.6,2021,0.48,0.32,0.27,0.67,0.34,0.4,0.07,0.07,0.1
428,Free University of Bozen-Bolzano,3891,0.12,0.12,46.33,20.7,13.4,81.7,35.3,75.9,2021,0.48,0.22,0.13,0.82,0.35,0.76,0.01,0.04,0.14
429,University of Genoa,23405,0.19,0.09,46.3,31.9,24.7,69.7,44.0,43.5,2021,0.48,0.34,0.25,0.7,0.44,0.44,0.05,0.06,0.11
430,University of Georgia,36169,0.17,0.07,46.28,40.3,36.1,51.4,36.2,46.3,2021,0.48,0.43,0.36,0.51,0.36,0.46,0.07,0.05,0.08
431,Georgia State University,30633,0.15,0.06,46.25,32.1,26.9,62.1,34.4,37.0,2021,0.48,0.34,0.27,0.62,0.34,0.37,0.06,0.04,0.07
432,"Goldsmiths, University of London",9015,0.16,0.36,46.22,26.2,27.0,59.5,33.3,81.0,2021,0.48,0.28,0.27,0.6,0.33,0.81,0.02,0.05,0.43
433,Harbin Institute of Technology,31873,0.11,0.12,46.2,39.3,37.7,46.9,99.4,37.8,2021,0.48,0.42,0.38,0.47,0.99,0.38,0.06,0.03,0.14
434,Hunan University,41210,0.2,0.02,46.17,22.5,22.7,85.3,53.8,24.0,2021,0.48,0.24,0.23,0.85,0.54,0.24,0.08,0.06,0.02
435,University of Ibadan,38170,0.26,0.01,46.15,21.4,12.2,88.5,34.0,30.9,2021,0.48,0.23,0.12,0.88,0.34,0.31,0.07,0.08,0.01
436,University of Iceland,8309,0.14,0.12,46.12,19.2,31.6,71.9,65.2,63.1,2021,0.48,0.2,0.32,0.72,0.65,0.63,0.02,0.04,0.14
437,Indian Institute of Technology Indore,1309,0.09,0.0,46.09,36.2,23.8,70.2,35.0,20.4,2021,0.48,0.38,0.24,0.7,0.35,0.2,0.0,0.03,0.0
438,Iowa State University,31814,0.18,0.12,46.07,30.7,32.3,58.8,49.5,57.0,2021,0.48,0.33,0.32,0.59,0.5,0.57,0.06,0.05,0.14
439,Jordan University of Science and Technology,21087,0.12,0.16,46.04,17.0,9.0,99.9,38.8,62.5,2021,0.48,0.18,0.09,1.0,0.39,0.62,0.04,0.04,0.19
440,Justus Liebig University Giessen,28039,0.44,0.1,46.02,34.6,35.2,54.7,40.7,53.4,2021,0.48,0.37,0.35,0.55,0.41,0.53,0.05,0.13,0.12
441,University of Jyväskylä,10262,0.15,0.04,45.99,26.1,30.6,62.6,34.8,51.5,2021,0.48,0.28,0.31,0.63,0.35,0.52,0.02,0.04,0.05
442,University of Kentucky,26839,0.13,0.04,45.97,36.6,26.6,56.6,38.1,38.1,2021,0.48,0.39,0.27,0.57,0.38,0.38,0.05,0.04,0.05
443,King Saud University,38189,0.1,0.1,45.94,25.0,26.2,63.5,86.6,80.3,2021,0.48,0.26,0.26,0.64,0.87,0.8,0.07,0.03,0.12
444,Koç University,5440,0.16,0.06,45.91,29.8,37.4,49.4,63.6,49.5,2021,0.48,0.32,0.38,0.49,0.64,0.5,0.01,0.05,0.07
445,Kyushu University,18714,0.09,0.13,45.89,45.3,42.3,33.8,79.0,40.7,2021,0.48,0.48,0.42,0.34,0.79,0.41,0.04,0.03,0.15
446,Linköping University,18628,0.11,0.11,45.86,22.8,24.6,75.6,50.1,63.1,2021,0.48,0.24,0.25,0.76,0.5,0.63,0.04,0.03,0.13
447,Institut Agro,2120,0.11,0.16,45.84,36.4,22.9,59.7,44.8,60.0,2021,0.48,0.39,0.23,0.6,0.45,0.6,0.0,0.03,0.19
448,Liverpool John Moores University,20200,0.17,0.15,45.81,19.2,18.0,78.9,33.8,73.4,2021,0.48,0.2,0.18,0.79,0.34,0.73,0.04,0.05,0.18
449,Makerere University,30486,0.21,0.03,45.79,18.3,24.7,68.7,100.0,54.7,2021,0.48,0.19,0.25,0.69,1.0,0.55,0.06,0.06,0.04
450,Mansoura University,140144,0.24,0.03,45.76,18.3,10.1,91.9,38.2,46.4,2021,0.48,0.19,0.1,0.92,0.38,0.46,0.27,0.07,0.04
451,Maynooth University,10107,0.29,0.12,45.74,19.8,28.8,66.4,36.4,77.6,2021,0.48,0.21,0.29,0.66,0.36,0.78,0.02,0.09,0.14
452,Middlesex University,15750,0.18,0.45,45.71,19.7,18.3,74.2,33.6,89.2,2021,0.48,0.21,0.18,0.74,0.34,0.89,0.03,0.05,0.54
453,Missouri University of Science and Technology,7862,0.22,0.12,45.69,25.2,25.5,66.8,54.6,65.9,2021,0.48,0.27,0.26,0.67,0.55,0.66,0.02,0.06,0.14
454,Mizzou - University of Missouri,26446,0.12,0.05,45.66,35.3,25.7,64.2,34.8,41.5,2021,0.48,0.37,0.26,0.64,0.35,0.42,0.05,0.04,0.06
455,University of Modena and Reggio Emilia,18741,0.27,0.06,45.64,31.5,22.1,72.1,41.6,39.9,2021,0.48,0.33,0.22,0.72,0.42,0.4,0.04,0.08,0.07
456,University of Naples Federico II,50375,0.2,0.02,45.61,30.7,24.1,73.1,38.8,32.1,2021,0.48,0.33,0.24,0.73,0.39,0.32,0.1,0.06,0.02
457,National and Kapodistrian University of Athens,59348,0.28,0.1,45.59,23.2,15.8,76.9,58.6,53.3,2021,0.48,0.25,0.16,0.77,0.59,0.53,0.12,0.08,0.12
458,National Yang-Ming University,4254,0.05,0.02,45.56,38.6,19.1,75.1,37.6,22.8,2021,0.48,0.41,0.19,0.75,0.38,0.23,0.01,0.01,0.02
459,University of Nebraska-Lincoln,24677,0.17,0.12,45.54,26.1,27.3,62.9,36.9,58.0,2021,0.48,0.28,0.27,0.63,0.37,0.58,0.05,0.05,0.14
460,University of Neuchâtel,4138,0.13,0.25,45.51,25.3,29.3,53.3,36.1,92.1,2021,0.48,0.27,0.29,0.53,0.36,0.92,0.01,0.04,0.3
461,Norwegian University of Science and Technology,36050,0.16,0.08,45.49,27.2,28.3,64.0,37.6,63.1,2021,0.48,0.29,0.28,0.64,0.38,0.63,0.07,0.05,0.1
462,Oklahoma State University,22047,0.15,0.07,45.46,28.6,20.4,75.0,39.4,44.1,2021,0.48,0.3,0.2,0.75,0.39,0.44,0.04,0.04,0.08
463,Oregon State University,25824,0.17,0.11,45.44,29.6,29.5,65.1,36.3,53.2,2021,0.48,0.31,0.3,0.65,0.36,0.53,0.05,0.05,0.13
464,University of Pavia,25589,0.44,0.08,45.42,27.3,26.9,65.5,59.9,48.0,2021,0.48,0.29,0.27,0.66,0.6,0.48,0.05,0.13,0.1
465,University of Peradeniya,17301,0.12,0.01,45.39,16.5,7.8,100.0,34.5,42.1,2021,0.47,0.17,0.08,1.0,0.34,0.42,0.03,0.04,0.01
466,University of the Philippines,41419,0.09,0.01,45.37,23.5,16.0,86.7,39.5,33.4,2021,0.47,0.25,0.16,0.87,0.4,0.33,0.08,0.03,0.01
467,University of Pisa,32974,0.21,0.06,45.34,26.2,26.2,72.5,40.1,41.9,2021,0.47,0.28,0.26,0.72,0.4,0.42,0.06,0.06,0.07
468,University of Plymouth,17480,0.18,0.15,45.32,21.0,20.1,71.7,33.9,71.6,2021,0.47,0.22,0.2,0.72,0.34,0.72,0.03,0.05,0.18
469,Polytechnic University of Bari,6729,0.29,0.02,45.29,16.1,20.4,86.7,36.9,34.0,2021,0.47,0.17,0.2,0.87,0.37,0.34,0.01,0.09,0.02
470,Pontifical Javeriana University,29281,0.15,0.01,45.27,15.8,9.7,99.3,33.8,44.8,2021,0.47,0.17,0.1,0.99,0.34,0.45,0.06,0.04,0.01
471,University of Porto,32586,0.18,0.18,45.25,26.2,27.9,66.1,38.4,57.9,2021,0.47,0.28,0.28,0.66,0.38,0.58,0.06,0.05,0.21
472,University of Rome II – Tor Vergata,25893,0.14,0.13,45.22,42.9,19.5,65.4,38.6,56.1,2021,0.47,0.45,0.2,0.65,0.39,0.56,0.05,0.04,0.15
473,Royal Veterinary College,2190,0.11,0.23,45.2,25.7,17.4,67.8,43.9,89.1,2021,0.47,0.27,0.17,0.68,0.44,0.89,0.0,0.03,0.27
474,University of St Gallen,7759,0.12,0.33,45.18,29.2,19.1,67.6,43.6,95.1,2021,0.47,0.31,0.19,0.68,0.44,0.95,0.02,0.04,0.39
475,University of Salerno,25123,0.28,0.02,45.15,18.7,20.7,93.6,36.6,35.5,2021,0.47,0.2,0.21,0.94,0.37,0.36,0.05,0.08,0.02
476,University of Sannio,2998,0.16,0.02,45.13,22.9,16.1,82.7,50.6,30.0,2021,0.47,0.24,0.16,0.83,0.51,0.3,0.01,0.05,0.02
477,University of Saskatchewan,17973,0.18,0.21,45.1,34.7,27.4,48.9,61.4,73.5,2021,0.47,0.37,0.28,0.49,0.61,0.74,0.03,0.05,0.25
478,Semmelweis University,10945,0.09,0.32,45.08,25.9,13.6,79.3,35.1,75.8,2021,0.47,0.27,0.14,0.79,0.35,0.76,0.02,0.03,0.38
479,Sharif University of Technology,8742,0.2,0.02,45.06,32.2,41.2,47.2,100.0,25.0,2021,0.47,0.34,0.41,0.47,1.0,0.25,0.02,0.06,0.02
480,Shenzhen University,35396,0.14,0.01,45.03,23.3,24.8,74.7,54.1,37.6,2021,0.47,0.25,0.25,0.75,0.54,0.38,0.07,0.04,0.01
481,University of Siena,13232,0.18,0.09,45.01,20.8,23.1,83.2,35.9,44.6,2021,0.47,0.22,0.23,0.83,0.36,0.45,0.03,0.05,0.11
482,University of South Carolina-Columbia,32445,0.16,0.06,44.99,33.6,27.5,65.6,35.0,44.6,2021,0.47,0.36,0.28,0.66,0.35,0.45,0.06,0.05,0.07
483,South China University of Technology,40581,0.13,0.05,44.96,25.4,32.4,69.0,87.8,32.4,2021,0.47,0.27,0.33,0.69,0.88,0.32,0.08,0.04,0.06
484,SRUC (Scotland’s Rural College),1440,0.09,0.11,44.94,20.7,17.5,77.4,43.1,55.3,2021,0.47,0.22,0.18,0.77,0.43,0.55,0.0,0.03,0.13
485,University of Strathclyde,18785,0.18,0.27,44.92,27.6,31.8,53.1,47.0,86.8,2021,0.47,0.29,0.32,0.53,0.47,0.87,0.04,0.05,0.32
486,Technion Israel Institute of Technology,14740,0.22,0.08,44.89,37.1,31.1,55.6,36.1,67.1,2021,0.47,0.39,0.31,0.56,0.36,0.67,0.03,0.06,0.1
487,Tianjin University,37405,0.14,0.07,44.87,32.8,40.1,43.7,99.1,32.2,2021,0.47,0.35,0.4,0.44,0.99,0.32,0.07,0.04,0.08
488,Tokyo Medical and Dental University (TMDU),3011,0.03,0.09,44.85,46.1,26.6,53.4,65.9,28.2,2021,0.47,0.49,0.27,0.53,0.66,0.28,0.01,0.01,0.11
489,Tongji University,33740,0.12,0.14,44.82,36.4,44.9,40.6,98.4,58.6,2021,0.47,0.39,0.45,0.41,0.98,0.59,0.07,0.04,0.17
490,University of Tsukuba,16633,0.13,0.2,44.8,43.5,39.0,35.0,47.1,44.6,2021,0.47,0.46,0.39,0.35,0.47,0.45,0.03,0.04,0.24
491,TU Dortmund University,34681,1.09,0.1,44.78,36.4,42.1,51.6,45.2,42.4,2021,0.47,0.39,0.42,0.52,0.45,0.42,0.07,0.32,0.12
492,The University of Tulsa,4209,0.11,0.14,44.75,34.9,17.1,71.7,49.6,37.6,2021,0.47,0.37,0.17,0.72,0.5,0.38,0.01,0.03,0.17
493,University of Turin,55957,0.28,0.08,44.73,22.2,27.1,75.0,41.6,44.5,2021,0.47,0.24,0.27,0.75,0.42,0.44,0.11,0.08,0.1
494,TU Wien,10433,0.19,0.3,44.71,35.3,37.4,41.5,65.6,85.6,2021,0.47,0.37,0.38,0.42,0.66,0.86,0.02,0.06,0.36
495,University of Valencia,49822,0.14,0.12,44.68,21.8,21.9,74.2,35.8,48.2,2021,0.47,0.23,0.22,0.74,0.36,0.48,0.1,0.04,0.14
496,Verona University,20140,0.27,0.05,44.66,28.5,21.2,69.0,41.3,42.3,2021,0.47,0.3,0.21,0.69,0.41,0.42,0.04,0.08,0.06
497,University of the West of England,22045,0.16,0.21,44.64,17.0,14.5,83.9,33.7,67.1,2021,0.47,0.18,0.15,0.84,0.34,0.67,0.04,0.05,0.25
498,Xi’an Jiaotong University,36551,0.12,0.07,44.62,39.3,38.3,44.4,70.3,41.5,2021,0.47,0.42,0.38,0.44,0.7,0.42,0.07,0.04,0.08
499,York University,49353,0.38,0.25,44.59,27.3,37.2,50.9,44.1,76.1,2021,0.47,0.29,0.37,0.51,0.44,0.76,0.1,0.11,0.3
500,Abdul Wali Khan University Mardan,9664,0.23,0.01,44.57,13.1,9.2,85.5,33.4,45.8,2021,0.47,0.14,0.09,0.86,0.33,0.46,0.02,0.07,0.01
501,Amirkabir University of Technology,11672,0.22,0.02,44.55,32.5,35.5,48.6,89.4,24.5,2021,0.47,0.34,0.36,0.49,0.89,0.24,0.02,0.06,0.02
502,University of L’Aquila,17322,0.4,0.04,44.53,31.6,20.2,67.1,41.9,32.8,2021,0.47,0.33,0.2,0.67,0.42,0.33,0.03,0.12,0.05
503,Universidad Autónoma de Chile,24541,0.23,0.01,44.5,13.4,9.1,84.9,33.4,50.8,2021,0.47,0.14,0.09,0.85,0.33,0.51,0.05,0.07,0.01
504,Bar-Ilan University,16587,0.18,0.05,44.48,30.5,36.4,40.5,46.7,52.4,2021,0.47,0.32,0.37,0.4,0.47,0.52,0.03,0.05,0.06
505,Beihang University,30172,0.13,0.07,44.46,32.0,34.6,41.9,99.0,31.7,2021,0.47,0.34,0.35,0.42,0.99,0.32,0.06,0.04,0.08
506,Beijing University of Chemical Technology,25739,0.25,0.04,44.44,21.4,21.5,68.4,62.4,23.3,2021,0.46,0.23,0.22,0.68,0.62,0.23,0.05,0.07,0.05
507,Beijing Institute of Technology,31964,0.14,0.08,44.41,31.5,36.6,40.0,99.9,26.8,2021,0.46,0.33,0.37,0.4,1.0,0.27,0.06,0.04,0.1
508,Bond University,3498,0.1,0.47,44.39,22.5,19.8,56.4,35.0,88.3,2021,0.46,0.24,0.2,0.56,0.35,0.88,0.01,0.03,0.56
509,Carleton University,28350,0.3,0.21,44.37,20.2,27.0,54.5,35.4,70.7,2021,0.46,0.21,0.27,0.55,0.35,0.71,0.06,0.09,0.25
510,University of Catania,26838,0.22,0.03,44.35,29.3,18.5,72.7,35.2,31.5,2021,0.46,0.31,0.19,0.73,0.35,0.32,0.05,0.06,0.04
511,CentraleSupélec,4007,0.1,0.27,44.33,31.6,20.9,45.8,62.2,80.8,2021,0.46,0.33,0.21,0.46,0.62,0.81,0.01,0.03,0.32
512,Charles Darwin University,6219,0.24,0.3,44.3,22.0,25.9,49.9,46.2,79.0,2021,0.46,0.23,0.26,0.5,0.46,0.79,0.01,0.07,0.36
513,Claude Bernard University Lyon 1,27490,0.13,0.13,44.28,25.9,24.4,55.8,38.4,57.5,2021,0.46,0.27,0.24,0.56,0.38,0.57,0.05,0.04,0.15
514,Complutense University of Madrid,61732,0.2,0.12,44.26,28.2,30.7,48.5,35.2,44.5,2021,0.46,0.3,0.31,0.48,0.35,0.44,0.12,0.06,0.14
515,University of Costa Rica,34776,0.15,0.02,44.24,17.0,8.3,83.9,33.3,48.3,2021,0.46,0.18,0.08,0.84,0.33,0.48,0.07,0.04,0.02
516,University of Côte d’Azur,32277,0.2,0.21,44.21,24.2,19.0,67.2,34.1,76.5,2021,0.46,0.26,0.19,0.67,0.34,0.76,0.06,0.06,0.25
517,University of Cyprus,6815,0.22,0.11,44.19,23.8,22.7,60.0,47.3,80.9,2021,0.46,0.25,0.23,0.6,0.47,0.81,0.01,0.06,0.13
518,Dublin City University,13423,0.23,0.14,44.17,22.6,27.0,55.1,43.0,72.3,2021,0.46,0.24,0.27,0.55,0.43,0.72,0.03,0.07,0.17
519,University of Electronic Science and Technology of China,32932,0.15,0.03,44.15,26.1,24.9,62.0,72.6,31.3,2021,0.46,0.28,0.25,0.62,0.73,0.31,0.06,0.04,0.04
520,Ferhat Abbas Sétif University 1,35899,0.24,0.01,44.13,20.6,7.5,87.4,33.4,41.2,2021,0.46,0.22,0.08,0.87,0.33,0.41,0.07,0.07,0.01
521,University of Ferrara,17025,0.28,0.07,44.11,20.5,21.7,70.8,38.9,45.2,2021,0.46,0.22,0.22,0.71,0.39,0.45,0.03,0.08,0.08
522,Fujita Health University,3065,0.03,0.0,44.08,24.8,9.7,85.4,35.1,21.5,2021,0.46,0.26,0.1,0.85,0.35,0.22,0.01,0.01,0.0
523,Graz University of Technology,6297,0.1,0.21,44.06,31.3,17.7,52.0,68.8,80.1,2021,0.46,0.33,0.18,0.52,0.69,0.8,0.01,0.03,0.25
524,University of Guelph,22384,0.28,0.09,44.04,29.1,29.0,46.6,48.2,59.3,2021,0.46,0.31,0.29,0.47,0.48,0.59,0.04,0.08,0.11
525,Gwangju Institute of Science and Technology (GIST),1933,0.11,0.05,44.02,39.5,40.4,38.5,54.8,37.2,2021,0.46,0.42,0.41,0.38,0.55,0.37,0.0,0.03,0.06
526,Hacettepe University,51530,0.23,0.03,44.0,26.4,13.2,73.7,36.0,24.4,2021,0.46,0.28,0.13,0.74,0.36,0.24,0.1,0.07,0.04
527,Hofstra University,10042,0.14,0.09,43.98,26.6,15.1,79.7,33.3,30.9,2021,0.46,0.28,0.15,0.8,0.33,0.31,0.02,0.04,0.11
528,Hokkaido University,18483,0.08,0.12,43.95,45.0,41.5,29.4,64.6,41.9,2021,0.46,0.48,0.42,0.29,0.65,0.42,0.04,0.02,0.14
529,University of Houston,46052,0.26,0.09,43.93,33.0,25.4,54.4,37.0,43.4,2021,0.46,0.35,0.26,0.54,0.37,0.43,0.09,0.08,0.11
530,University of Hull,13810,0.18,0.18,43.91,23.7,23.5,59.0,35.1,76.2,2021,0.46,0.25,0.24,0.59,0.35,0.76,0.03,0.05,0.21
