rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
210.0,Nagoya University,44.16,37.4,32.1,55.1,80.6,28.0,15529.0,0.08,0.1,2014,0.47,0.39,0.33,0.55,0.81,0.29,0.13,0.11,0.19
211.0,"St George’s, University of London",44.09,20.5,22.9,84.1,30.6,57.3,2958.0,0.13,0.17,2014,0.46,0.22,0.23,0.84,0.31,0.58,0.02,0.18,0.31
212.0,Sungkyunkwan University (SKKU),44.03,37.6,38.8,45.8,98.6,33.7,24365.0,0.2,0.09,2014,0.46,0.39,0.39,0.46,0.99,0.34,0.2,0.28,0.17
213.0,Technion Israel Institute of Technology,43.97,35.1,37.2,48.9,36.2,59.7,13855.0,0.19,0.04,2014,0.46,0.37,0.38,0.49,0.36,0.61,0.11,0.26,0.07
214.0,Tokyo Metropolitan University,43.91,19.3,9.6,100.0,31.0,29.4,9303.0,0.1,0.04,2014,0.46,0.2,0.1,1.0,0.31,0.3,0.08,0.14,0.07
215.0,Ulm University,43.85,38.6,20.6,68.4,51.1,54.6,9187.0,0.11,0.1,2014,0.46,0.41,0.21,0.68,0.51,0.56,0.08,0.15,0.19
216.0,University of Adelaide,43.79,28.7,34.3,56.8,54.1,78.2,20771.0,0.3,0.26,2014,0.46,0.3,0.35,0.57,0.54,0.8,0.17,0.42,0.48
217.0,University of Bergen,43.72,30.8,28.2,66.6,34.7,62.9,11623.0,0.11,0.12,2014,0.46,0.32,0.29,0.67,0.35,0.64,0.1,0.15,0.22
218.0,University of Calgary,43.66,32.8,30.2,56.8,45.4,62.9,28341.0,0.16,0.17,2014,0.46,0.34,0.31,0.57,0.45,0.64,0.23,0.22,0.31
219.0,University of Gothenburg,43.6,23.4,35.8,64.1,38.0,47.1,26420.0,0.16,0.12,2014,0.46,0.25,0.36,0.64,0.38,0.48,0.22,0.22,0.22
220.0,University of Innsbruck,43.54,25.2,17.2,70.6,40.2,91.4,18209.0,0.17,0.39,2014,0.46,0.26,0.17,0.71,0.4,0.93,0.15,0.24,0.72
221.0,University of Science and Technology of China,43.48,38.7,26.1,69.6,69.4,25.8,14290.0,0.08,0.02,2014,0.46,0.41,0.26,0.7,0.69,0.26,0.12,0.11,0.04
222.0,University of Strasbourg,43.42,25.2,21.1,76.6,32.0,69.2,46208.0,0.18,0.21,2014,0.46,0.26,0.21,0.77,0.32,0.7,0.38,0.25,0.39
223.0,University of Trento,43.37,27.2,22.9,71.5,42.8,54.7,16841.0,0.43,0.08,2014,0.46,0.29,0.23,0.72,0.43,0.56,0.14,0.6,0.15
224.0,University of Tübingen,43.31,31.1,21.6,71.8,32.3,56.6,28327.0,0.39,0.12,2014,0.46,0.33,0.22,0.72,0.32,0.58,0.23,0.54,0.22
225.0,University of Victoria,43.25,18.1,28.5,75.5,30.1,67.0,17581.0,0.22,0.11,2014,0.46,0.19,0.29,0.76,0.3,0.68,0.15,0.31,0.2
226.0,William & Mary,43.19,37.2,18.5,73.6,31.9,26.0,7867.0,0.12,0.07,2014,0.46,0.39,0.19,0.74,0.32,0.26,0.07,0.17,0.13
227.0,Autonomous University of Barcelona,43.13,30.6,28.0,64.2,39.1,48.3,30538.0,0.12,0.1,2014,0.45,0.32,0.28,0.64,0.39,0.49,0.25,0.17,0.19
228.0,Bilkent University,43.07,24.4,26.0,69.2,46.6,43.7,23499.91,0.19,0.16,2014,0.45,0.26,0.26,0.69,0.47,0.45,0.19,0.26,0.3
229.0,Georgia Health Sciences University,43.02,47.2,12.1,63.5,50.82,30.8,23499.91,0.19,0.16,2014,0.45,0.5,0.12,0.64,0.51,0.31,0.19,0.26,0.3
230.0,Lomonosov Moscow State University,42.96,54.4,36.6,27.0,72.2,55.7,30822.0,0.08,0.2,2014,0.45,0.57,0.37,0.27,0.72,0.57,0.25,0.11,0.37
231.0,Panjab University,42.9,25.8,14.0,84.7,28.4,29.3,16691.0,0.24,0.01,2014,0.45,0.27,0.14,0.85,0.28,0.3,0.14,0.33,0.02
232.0,Queen’s University,42.84,36.2,29.5,51.6,63.5,59.8,20488.0,0.22,0.1,2014,0.45,0.38,0.3,0.52,0.64,0.61,0.17,0.31,0.19
233.0,Renmin University of China,42.79,35.5,13.4,69.6,40.4,48.4,24954.0,0.13,0.06,2014,0.45,0.37,0.14,0.7,0.4,0.49,0.21,0.18,0.11
234.0,Simon Fraser University,42.73,22.0,27.9,66.7,41.8,58.4,26640.0,0.28,0.19,2014,0.45,0.23,0.28,0.67,0.42,0.59,0.22,0.39,0.35
235.0,Technical University of Darmstadt,42.68,37.6,30.7,43.3,88.0,66.3,20300.0,0.54,0.18,2014,0.45,0.39,0.31,0.43,0.88,0.68,0.17,0.75,0.33
236.0,Tilburg University,42.62,32.0,45.7,39.0,55.5,57.6,7576.0,0.22,0.1,2014,0.45,0.34,0.46,0.39,0.56,0.59,0.06,0.31,0.19
237.0,Tulane University,42.56,43.0,20.6,61.1,50.82,29.0,11381.0,0.08,0.08,2014,0.45,0.45,0.21,0.61,0.51,0.3,0.09,0.11,0.15
238.0,University of Barcelona,42.51,24.5,24.7,74.9,30.3,45.0,47491.0,0.12,0.1,2014,0.45,0.26,0.25,0.75,0.3,0.46,0.39,0.17,0.19
239.0,University of Cincinnati,42.45,31.8,22.3,69.3,36.5,25.4,36108.0,0.16,0.06,2014,0.45,0.33,0.23,0.69,0.36,0.26,0.3,0.22,0.11
240.0,University of Erlangen-Nuremberg,42.4,32.7,16.5,71.8,47.5,49.6,36146.0,0.54,0.09,2014,0.45,0.34,0.17,0.72,0.48,0.51,0.3,0.75,0.17
241.0,University of Kiel,42.34,29.7,22.7,69.5,39.8,44.2,24444.0,0.24,0.08,2014,0.45,0.31,0.23,0.7,0.4,0.45,0.2,0.33,0.15
242.0,University of Konstanz,42.29,27.0,30.7,59.9,59.5,58.9,10930.0,0.59,0.12,2014,0.45,0.28,0.31,0.6,0.6,0.6,0.09,0.82,0.22
243.0,University of Milan-Bicocca,42.23,25.2,23.3,76.0,35.3,42.8,33370.0,0.72,0.05,2014,0.44,0.26,0.24,0.76,0.35,0.44,0.28,1.0,0.09
244.0,University of Münster,42.18,30.0,18.2,70.7,39.5,45.1,39838.0,0.46,0.08,2014,0.44,0.31,0.18,0.71,0.4,0.46,0.33,0.64,0.15
245.0,University of Otago,42.13,24.6,26.9,56.9,37.6,84.8,18600.0,0.2,0.21,2014,0.44,0.26,0.27,0.57,0.38,0.86,0.15,0.28,0.39
246.0,University of São Paulo,42.07,47.2,50.8,29.4,40.1,24.9,81402.0,0.15,0.04,2014,0.44,0.5,0.52,0.29,0.4,0.25,0.67,0.21,0.07
247.0,University of the Witwatersrand,42.02,22.4,29.3,55.8,99.0,68.2,23321.0,0.19,0.09,2014,0.44,0.24,0.3,0.56,0.99,0.69,0.19,0.26,0.17
248.0,University of Trieste,41.97,19.1,15.0,86.7,32.9,49.8,18135.0,0.26,0.09,2014,0.44,0.2,0.15,0.87,0.33,0.51,0.15,0.36,0.17
249.0,University of Turin,41.91,26.1,20.9,72.7,41.9,39.7,67552.0,0.66,0.06,2014,0.44,0.27,0.21,0.73,0.42,0.4,0.56,0.92,0.11
250.0,University of Waterloo,41.86,28.9,37.4,47.7,38.5,62.0,30726.0,0.24,0.14,2014,0.44,0.3,0.38,0.48,0.38,0.63,0.25,0.33,0.26
251.0,University of Western Ontario,41.81,37.3,33.7,45.1,52.3,62.7,27387.0,0.21,0.16,2014,0.44,0.39,0.34,0.45,0.52,0.64,0.23,0.29,0.3
252.0,University of Würzburg,41.76,27.1,16.0,77.0,30.4,47.4,26576.0,0.38,0.08,2014,0.44,0.28,0.16,0.77,0.3,0.48,0.22,0.53,0.15
253.0,Vienna University of Technology,41.7,39.2,30.8,40.9,66.6,72.4,26419.0,0.52,0.27,2014,0.44,0.41,0.31,0.41,0.67,0.74,0.22,0.72,0.5
254.0,Brunel University London,41.65,21.6,19.1,64.6,34.1,89.1,12613.0,0.18,0.38,2014,0.44,0.23,0.19,0.65,0.34,0.91,0.1,0.25,0.7
255.0,Dalhousie University,41.6,32.6,28.8,50.3,67.1,59.1,15064.0,0.14,0.18,2014,0.44,0.34,0.29,0.5,0.67,0.6,0.12,0.19,0.33
256.0,Hong Kong Polytechnic University,41.55,28.4,35.7,48.4,40.3,62.6,22064.0,0.26,0.26,2014,0.44,0.3,0.36,0.48,0.4,0.64,0.18,0.36,0.48
257.0,Medical University of Vienna,41.5,25.9,15.9,68.3,33.7,69.4,7426.0,0.03,0.28,2014,0.44,0.27,0.16,0.68,0.34,0.71,0.06,0.04,0.52
258.0,Montpellier University,41.45,23.4,24.7,67.7,33.4,54.2,36731.0,0.18,0.14,2014,0.44,0.25,0.25,0.68,0.33,0.55,0.3,0.25,0.26
259.0,Nanjing University,41.39,36.8,23.2,52.6,51.8,50.8,29743.0,0.13,0.1,2014,0.44,0.39,0.24,0.53,0.52,0.52,0.25,0.18,0.19
260.0,National Chiao Tung University,41.34,37.3,42.1,37.3,99.5,28.9,12646.0,0.17,0.05,2014,0.44,0.39,0.43,0.37,1.0,0.29,0.1,0.24,0.09
261.0,National Tsing Hua University,41.29,39.5,35.4,44.7,43.4,21.5,10221.0,0.14,0.05,2014,0.44,0.41,0.36,0.45,0.43,0.22,0.08,0.19,0.09
262.0,Norwegian University of Science and Technology,41.24,32.2,26.7,52.9,46.2,54.2,17381.0,0.14,0.09,2014,0.43,0.34,0.27,0.53,0.46,0.55,0.14,0.19,0.17
263.0,Queen’s University Belfast,41.19,26.9,22.8,53.8,48.5,87.5,17940.0,0.18,0.3,2014,0.43,0.28,0.23,0.54,0.48,0.89,0.15,0.25,0.56
264.0,Sharif University of Technology,41.14,29.7,37.2,49.0,98.3,20.7,10977.0,0.19,0.0,2014,0.43,0.31,0.38,0.49,0.98,0.21,0.09,0.26,0.0
265.0,Swedish University of Agricultural Sciences,41.09,29.0,23.9,59.3,99.8,45.2,3879.0,0.05,0.16,2014,0.43,0.3,0.24,0.59,1.0,0.46,0.03,0.07,0.3
266.0,TU Dresden,41.04,28.7,15.0,71.8,38.4,49.5,35487.0,0.37,0.12,2014,0.43,0.3,0.15,0.72,0.38,0.5,0.29,0.51,0.22
267.0,University of Cologne,40.99,29.7,18.7,63.6,50.82,53.4,43280.0,0.43,0.11,2014,0.43,0.31,0.19,0.64,0.51,0.54,0.36,0.6,0.2
268.0,University of Essex,40.94,30.6,30.5,47.6,32.7,82.4,12695.0,0.2,0.39,2014,0.43,0.32,0.31,0.48,0.33,0.84,0.1,0.28,0.72
269.0,University of Iceland,40.9,12.5,24.3,71.1,78.5,59.9,13960.0,0.26,0.08,2014,0.43,0.13,0.25,0.71,0.78,0.61,0.12,0.36,0.15
270.0,University of Nebraska-Lincoln,40.85,32.6,30.0,52.4,34.2,42.0,21789.0,0.16,0.09,2014,0.43,0.34,0.3,0.52,0.34,0.43,0.18,0.22,0.17
271.0,University of Newcastle,40.8,21.2,28.2,58.0,74.2,70.5,23508.0,0.22,0.18,2014,0.43,0.22,0.29,0.58,0.74,0.72,0.19,0.31,0.33
272.0,University of Pavia,40.75,27.9,20.0,66.7,63.3,40.5,22958.0,0.41,0.06,2014,0.43,0.29,0.2,0.67,0.63,0.41,0.19,0.57,0.11
273.0,University of South Carolina,40.7,34.6,27.9,56.2,31.5,34.4,29336.0,0.16,0.01,2014,0.43,0.36,0.28,0.56,0.32,0.35,0.24,0.22,0.02
274.0,"University of the Andes, Colombia",40.65,14.5,10.5,89.3,30.6,55.7,15773.0,0.17,0.02,2014,0.43,0.15,0.11,0.89,0.31,0.57,0.13,0.24,0.04
275.0,Vrije Universiteit Brussel,40.61,30.0,24.9,59.3,44.7,54.4,9020.0,0.17,0.16,2014,0.43,0.31,0.25,0.59,0.45,0.55,0.07,0.24,0.3
276.0,Carleton University,40.56,19.4,24.1,66.7,50.82,57.5,25036.0,0.3,0.18,2014,0.43,0.2,0.24,0.67,0.51,0.59,0.21,0.42,0.33
277.0,Chalmers University of Technology,40.51,26.2,34.8,44.3,77.3,61.5,8605.0,0.12,0.15,2014,0.43,0.27,0.35,0.44,0.77,0.63,0.07,0.17,0.28
278.0,Colorado State University,40.46,28.6,29.8,57.4,38.5,31.4,26769.0,0.19,0.05,2014,0.43,0.3,0.3,0.57,0.38,0.32,0.22,0.26,0.09
279.0,Creighton University,40.42,41.3,10.9,68.2,50.82,21.7,7086.0,0.08,0.02,2014,0.43,0.43,0.11,0.68,0.51,0.22,0.06,0.11,0.04
280.0,Koç University,40.37,16.6,17.1,72.1,41.1,57.8,4488.0,0.15,0.08,2014,0.43,0.17,0.17,0.72,0.41,0.59,0.04,0.21,0.15
281.0,Macquarie University,40.32,20.9,23.8,54.2,37.9,91.1,27930.0,0.2,0.44,2014,0.42,0.22,0.24,0.54,0.38,0.93,0.23,0.28,0.81
282.0,Plymouth University,40.27,16.4,16.0,75.4,28.9,48.3,24121.0,0.26,0.13,2014,0.42,0.17,0.16,0.75,0.29,0.49,0.2,0.36,0.24
283.0,Polytechnic University of Milan,40.23,28.6,25.0,56.3,75.9,36.4,30025.0,0.22,0.12,2014,0.42,0.3,0.25,0.56,0.76,0.37,0.25,0.31,0.22
284.0,Queensland University of Technology,40.18,26.6,32.3,44.0,65.3,67.9,33391.0,0.36,0.17,2014,0.42,0.28,0.33,0.44,0.65,0.69,0.28,0.5,0.31
285.0,Tokyo Medical and Dental University (TMDU),40.13,43.3,21.1,52.0,46.6,22.0,2872.0,0.03,0.07,2014,0.42,0.45,0.21,0.52,0.47,0.22,0.02,0.04,0.13
286.0,University College Cork,40.09,27.2,20.1,56.8,50.0,67.1,15805.0,0.22,0.15,2014,0.42,0.29,0.2,0.57,0.5,0.68,0.13,0.31,0.28
287.0,University of Alaska Fairbanks,40.04,26.1,25.5,57.4,52.5,38.2,3837.0,0.08,0.07,2014,0.42,0.27,0.26,0.57,0.52,0.39,0.03,0.11,0.13
288.0,University of Bath,40.0,26.7,25.2,50.1,35.0,77.4,12830.0,0.19,0.3,2014,0.42,0.28,0.26,0.5,0.35,0.79,0.11,0.26,0.56
289.0,University of Bologna,39.95,30.7,18.6,64.2,33.5,40.7,85532.0,0.23,0.07,2014,0.42,0.32,0.19,0.64,0.34,0.41,0.71,0.32,0.13
290.0,University of Fribourg,39.91,25.9,16.3,57.6,30.6,84.5,10416.0,0.47,0.19,2014,0.42,0.27,0.17,0.58,0.31,0.86,0.09,0.65,0.35
291.0,University of Georgia,39.86,39.6,28.9,46.1,30.7,35.0,33119.0,0.2,0.07,2014,0.42,0.42,0.29,0.46,0.31,0.36,0.27,0.28,0.13
292.0,University of Kansas,39.82,33.9,19.8,59.9,35.9,33.6,23499.91,0.19,0.16,2014,0.42,0.36,0.2,0.6,0.36,0.34,0.19,0.26,0.3
293.0,University of Milan,39.77,25.7,19.8,65.5,39.0,35.6,58618.0,0.24,0.05,2014,0.42,0.27,0.2,0.66,0.39,0.36,0.48,0.33,0.09
294.0,University of Montana,39.73,29.5,15.0,74.6,34.5,22.6,12470.0,0.15,0.03,2014,0.42,0.31,0.15,0.75,0.34,0.23,0.1,0.21,0.06
295.0,University of South Florida,39.68,24.1,31.1,52.4,95.0,38.5,31424.0,0.22,0.1,2014,0.42,0.25,0.32,0.52,0.95,0.39,0.26,0.31,0.19
296.0,University of Southern Denmark,39.64,18.5,18.3,64.7,70.9,66.4,22210.0,0.13,0.16,2014,0.42,0.19,0.19,0.65,0.71,0.68,0.18,0.18,0.3
297.0,University of Wollongong,39.59,22.8,25.2,49.1,59.6,83.9,16489.0,0.25,0.24,2014,0.42,0.24,0.26,0.49,0.6,0.85,0.14,0.35,0.44
298.0,Victoria University of Wellington,39.55,19.7,27.7,52.9,46.4,82.9,17142.0,0.21,0.21,2014,0.42,0.21,0.28,0.53,0.46,0.84,0.14,0.29,0.39
299.0,Virginia Polytechnic Institute and State University,39.5,33.7,40.4,38.7,42.0,27.5,30850.0,0.19,0.1,2014,0.42,0.35,0.41,0.39,0.42,0.28,0.25,0.26,0.19
300.0,York University,39.46,24.2,28.1,55.5,36.2,55.3,48007.0,0.39,0.09,2014,0.42,0.25,0.29,0.56,0.36,0.56,0.4,0.54,0.17
301.0,Aalborg University,39.42,20.0,24.5,46.0,39.8,70.8,17422.0,0.16,0.15,2014,0.42,0.21,0.25,0.46,0.4,0.72,0.14,0.22,0.28
302.0,Aalto University,39.37,26.9,17.0,57.4,39.4,64.3,16099.0,0.24,0.17,2014,0.41,0.28,0.17,0.57,0.39,0.65,0.13,0.33,0.31
303.0,Aberystwyth University,39.33,19.3,17.6,57.5,32.8,65.5,9252.0,0.19,0.18,2014,0.41,0.2,0.18,0.57,0.33,0.67,0.08,0.26,0.33
304.0,Autonomous University of Madrid,39.28,24.5,19.4,55.0,33.4,46.0,28296.0,0.13,0.15,2014,0.41,0.26,0.2,0.55,0.33,0.47,0.23,0.18,0.28
305.0,Bangor University,39.24,20.6,23.2,50.1,30.7,68.8,9567.0,0.2,0.22,2014,0.41,0.22,0.24,0.5,0.31,0.7,0.08,0.28,0.41
306.0,Bayreuth University,39.2,22.8,12.7,66.0,50.82,54.1,12520.0,0.36,0.08,2014,0.41,0.24,0.13,0.66,0.51,0.55,0.1,0.5,0.15
307.0,Bielefeld University,39.16,22.8,17.9,59.9,35.8,46.9,21428.0,0.68,0.08,2014,0.41,0.24,0.18,0.6,0.36,0.48,0.18,0.94,0.15
308.0,Claude Bernard University Lyon 1,39.11,21.2,16.3,61.4,33.3,50.6,35308.0,0.16,0.11,2014,0.41,0.22,0.17,0.61,0.33,0.52,0.29,0.22,0.2
309.0,Deakin University,39.07,16.6,18.7,54.2,31.1,73.4,32713.0,0.3,0.17,2014,0.41,0.17,0.19,0.54,0.31,0.75,0.27,0.42,0.31
310.0,Drexel University,39.03,33.9,15.0,56.2,32.5,38.2,20713.0,0.11,0.18,2014,0.41,0.36,0.15,0.56,0.32,0.39,0.17,0.15,0.33
311.0,Heriot-Watt University,38.99,24.7,20.8,39.0,44.3,87.8,8773.0,0.18,0.43,2014,0.41,0.26,0.21,0.39,0.44,0.89,0.07,0.25,0.8
312.0,Hokkaido University,38.94,41.0,28.3,32.3,44.2,24.6,18162.0,0.08,0.09,2014,0.41,0.43,0.29,0.32,0.44,0.25,0.15,0.11,0.17
313.0,Hong Kong Baptist University,38.9,20.7,13.9,65.3,30.2,59.5,10441.0,0.11,0.25,2014,0.41,0.22,0.14,0.65,0.3,0.61,0.09,0.15,0.46
314.0,Kansas State University,38.86,26.1,15.5,57.4,38.7,34.1,21379.0,0.15,0.1,2014,0.41,0.27,0.16,0.57,0.39,0.35,0.18,0.21,0.19
315.0,Keele University,38.82,19.4,19.4,58.7,30.4,71.2,8397.0,0.16,0.2,2014,0.41,0.2,0.2,0.59,0.3,0.73,0.07,0.22,0.37
316.0,King Mongkut’s University of Technology Thonburi,38.78,13.0,10.5,75.4,62.2,24.4,17791.0,0.24,0.01,2014,0.41,0.14,0.11,0.75,0.62,0.25,0.15,0.33,0.02
317.0,Kyushu University,38.73,38.6,28.0,30.9,75.0,24.5,18925.0,0.07,0.08,2014,0.41,0.41,0.28,0.31,0.75,0.25,0.16,0.1,0.15
318.0,Lehigh University,38.69,28.9,16.0,53.7,39.7,35.7,6300.0,0.11,0.15,2014,0.41,0.3,0.16,0.54,0.4,0.36,0.05,0.15,0.28
319.0,Linköping University,38.65,20.6,26.0,55.6,50.82,50.2,17866.0,0.08,0.1,2014,0.41,0.22,0.26,0.56,0.51,0.51,0.15,0.11,0.19
320.0,Murdoch University,38.61,16.7,16.0,51.7,49.9,86.4,16606.0,0.33,0.43,2014,0.41,0.18,0.16,0.52,0.5,0.88,0.14,0.46,0.8
321.0,National Cheng Kung University,38.57,31.5,40.7,27.6,100.0,24.9,21234.0,0.14,0.11,2014,0.41,0.33,0.41,0.28,1.0,0.25,0.18,0.19,0.2
322.0,National Sun Yat-Sen University,38.53,27.3,32.6,43.2,45.0,22.1,9336.0,0.2,0.04,2014,0.41,0.29,0.33,0.43,0.45,0.23,0.08,0.28,0.07
323.0,"National University of Ireland, Galway",38.49,24.5,21.0,50.6,45.7,69.5,14067.0,0.27,0.14,2014,0.41,0.26,0.21,0.51,0.46,0.71,0.12,0.38,0.26
324.0,Oregon State University,38.45,25.7,19.7,63.5,31.6,35.4,22578.0,0.17,0.09,2014,0.41,0.27,0.2,0.64,0.32,0.36,0.19,0.24,0.17
325.0,Sapienza University of Rome,38.41,27.0,25.2,48.2,36.3,36.3,120986.0,0.32,0.07,2014,0.4,0.28,0.26,0.48,0.36,0.37,1.0,0.44,0.13
326.0,Shanghai Jiao Tong University,38.36,35.7,31.8,32.3,79.2,22.8,38191.0,0.13,0.06,2014,0.4,0.37,0.32,0.32,0.79,0.23,0.32,0.18,0.11
327.0,State University of Campinas,38.32,41.3,37.5,27.9,49.0,19.0,27095.0,0.15,0.03,2014,0.4,0.43,0.38,0.28,0.49,0.19,0.22,0.21,0.06
328.0,State University of New York Albany,38.28,23.8,26.2,58.7,50.82,33.9,15387.0,0.18,0.08,2014,0.4,0.25,0.27,0.59,0.51,0.35,0.13,0.25,0.15
329.0,Stellenbosch University,38.24,24.7,29.3,47.1,95.9,46.7,21849.0,0.23,0.08,2014,0.4,0.26,0.3,0.47,0.96,0.48,0.18,0.32,0.15
330.0,Umeå University,38.2,19.8,29.6,53.1,30.5,50.1,16667.0,0.12,0.07,2014,0.4,0.21,0.3,0.53,0.3,0.51,0.14,0.17,0.13
331.0,University of Canterbury,38.16,18.2,24.4,51.6,52.3,88.0,12187.0,0.16,0.2,2014,0.4,0.19,0.25,0.52,0.52,0.9,0.1,0.22,0.37
332.0,University of Connecticut,38.12,36.1,22.8,49.9,31.7,38.7,25742.0,0.13,0.11,2014,0.4,0.38,0.23,0.5,0.32,0.39,0.21,0.18,0.2
333.0,University of Crete,38.08,18.2,16.6,65.6,35.0,47.1,14650.0,0.27,0.05,2014,0.4,0.19,0.17,0.66,0.35,0.48,0.12,0.38,0.09
334.0,University of Eastern Finland,38.05,23.8,18.6,56.1,33.4,39.7,10798.0,0.17,0.06,2014,0.4,0.25,0.19,0.56,0.33,0.4,0.09,0.24,0.11
335.0,University of Hertfordshire,38.01,14.1,10.2,66.9,30.3,81.1,19665.0,0.19,0.27,2014,0.4,0.15,0.1,0.67,0.3,0.83,0.16,0.26,0.5
336.0,University of Houston,37.97,37.0,23.8,42.4,36.9,31.5,40325.0,0.44,0.09,2014,0.4,0.39,0.24,0.42,0.37,0.32,0.33,0.61,0.17
337.0,University of Liège,37.93,25.1,16.4,47.0,60.7,67.1,20951.0,0.26,0.23,2014,0.4,0.26,0.17,0.47,0.61,0.68,0.17,0.36,0.43
338.0,University of Manitoba,37.89,30.8,29.3,45.1,52.8,40.0,28576.0,0.28,0.11,2014,0.4,0.32,0.3,0.45,0.53,0.41,0.24,0.39,0.2
339.0,University of Missouri,37.85,32.6,31.4,44.9,31.1,28.9,29885.0,0.14,0.05,2014,0.4,0.34,0.32,0.45,0.31,0.29,0.25,0.19,0.09
340.0,University of Padua,37.81,19.3,17.3,70.4,32.0,38.9,62577.0,0.18,0.04,2014,0.4,0.2,0.18,0.7,0.32,0.4,0.52,0.25,0.07
341.0,University of Pisa,37.77,20.3,18.1,64.2,41.7,35.0,47247.0,0.18,0.04,2014,0.4,0.21,0.18,0.64,0.42,0.36,0.39,0.25,0.07
342.0,University of Salento,37.73,31.0,20.4,48.2,51.2,37.4,19959.0,0.58,0.01,2014,0.4,0.33,0.21,0.48,0.51,0.38,0.16,0.81,0.02
343.0,University of South Australia,37.7,22.5,21.8,40.2,83.2,80.0,18971.0,0.26,0.32,2014,0.4,0.24,0.22,0.4,0.83,0.81,0.16,0.36,0.59
344.0,University of Tampere,37.66,23.1,22.2,52.3,45.6,33.9,10045.0,0.1,0.04,2014,0.4,0.24,0.23,0.52,0.46,0.35,0.08,0.14,0.07
345.0,University of Technology Sydney,37.62,22.1,22.0,47.8,36.4,87.3,24519.0,0.44,0.31,2014,0.4,0.23,0.22,0.48,0.36,0.89,0.2,0.61,0.57
346.0,University of Tsukuba,37.58,36.6,20.9,48.9,35.3,32.6,15930.0,0.13,0.16,2014,0.4,0.38,0.21,0.49,0.35,0.33,0.13,0.18,0.3
347.0,University of Vermont,37.54,26.6,19.3,57.4,50.82,21.0,23499.91,0.19,0.16,2014,0.4,0.28,0.2,0.57,0.51,0.21,0.19,0.26,0.3
348.0,University of Waikato,37.5,18.4,18.1,56.9,46.3,82.4,10159.0,0.17,0.25,2014,0.4,0.19,0.18,0.57,0.46,0.84,0.08,0.24,0.46
349.0,University of Warsaw,37.47,18.7,14.3,71.1,28.3,42.8,49292.0,0.14,0.07,2014,0.39,0.2,0.15,0.71,0.28,0.44,0.41,0.19,0.13
350.0,Washington State University,37.43,28.4,26.5,46.1,55.6,35.2,24550.0,0.18,0.07,2014,0.39,0.3,0.27,0.46,0.56,0.36,0.2,0.25,0.13
351.0,Wayne State University,37.39,35.3,15.7,59.9,50.82,28.2,23065.0,0.11,0.07,2014,0.39,0.37,0.16,0.6,0.51,0.29,0.19,0.15,0.13
352.0,Wuhan University of Technology,37.35,14.8,7.8,78.1,58.7,18.9,50260.0,0.15,0.02,2014,0.39,0.16,0.08,0.78,0.59,0.19,0.42,0.21,0.04
353.0,Zhejiang University,37.32,35.9,32.1,36.5,94.5,21.0,47508.0,0.16,0.05,2014,0.39,0.38,0.33,0.36,0.94,0.21,0.39,0.22,0.09
354.0,Charles Darwin University,37.28,17.9,18.6,49.1,35.5,58.9,5570.0,0.25,0.15,2014,0.39,0.19,0.19,0.49,0.36,0.6,0.05,0.35,0.28
355.0,Charles University in Prague,37.24,29.1,19.9,43.6,29.0,53.2,51438.0,0.13,0.15,2014,0.39,0.31,0.2,0.44,0.29,0.54,0.43,0.18,0.28
356.0,"China Medical University, Taiwan",37.21,18.9,28.1,46.2,60.8,20.5,7983.0,0.15,0.08,2014,0.39,0.2,0.29,0.46,0.61,0.21,0.07,0.21,0.15
357.0,George Mason University,37.17,24.5,18.0,54.9,28.8,37.3,26622.0,0.17,0.07,2014,0.39,0.26,0.18,0.55,0.29,0.38,0.22,0.24,0.13
358.0,Hanyang University,37.13,30.4,27.7,26.9,55.3,42.9,16729.0,0.1,0.19,2014,0.39,0.32,0.28,0.27,0.55,0.44,0.14,0.14,0.35
359.0,Indian Institute of Technology Delhi,37.09,33.8,23.0,38.5,50.82,15.3,8371.0,0.17,0.01,2014,0.39,0.35,0.23,0.38,0.51,0.16,0.07,0.24,0.02
360.0,Indian Institute of Technology Kanpur,37.06,31.3,25.2,41.8,42.4,17.3,6167.0,0.12,0.0,2014,0.39,0.33,0.26,0.42,0.42,0.18,0.05,0.17,0.0
361.0,Indian Institute of Technology Kharagpur,37.02,39.3,30.0,35.3,50.82,14.7,9928.0,0.18,0.0,2014,0.39,0.41,0.3,0.35,0.51,0.15,0.08,0.25,0.0
362.0,Indian Institute of Technology Roorkee,36.99,25.1,12.3,53.6,64.8,15.6,8061.0,0.19,0.01,2014,0.39,0.26,0.12,0.54,0.65,0.16,0.07,0.26,0.02
363.0,Johannes Kepler University of Linz,36.95,20.0,15.3,51.0,41.9,57.7,19646.0,0.29,0.1,2014,0.39,0.21,0.16,0.51,0.42,0.59,0.16,0.4,0.19
364.0,King Abdulaziz University,36.91,18.2,9.4,58.2,39.7,74.3,35889.0,0.08,0.21,2014,0.39,0.19,0.1,0.58,0.4,0.76,0.3,0.11,0.39
