rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
162,"University of California, Santa Cruz",17866,0.23,0.04,54.8,31.5,35.0,99.9,38.2,51.6,2018,0.58,0.35,0.35,1.0,0.38,0.52,0.01,0.03,0.05
163,Cardiff University,24185,0.14,0.26,54.8,35.8,39.3,84.5,35.5,80.6,2018,0.58,0.4,0.39,0.84,0.36,0.81,0.01,0.02,0.31
164,University of Erlangen-Nuremberg,38730,0.58,0.12,54.8,39.8,44.0,77.6,95.9,53.0,2018,0.58,0.44,0.44,0.78,0.96,0.53,0.02,0.07,0.14
165,University of Vienna,35375,0.21,0.26,54.7,42.6,47.6,66.0,33.2,93.4,2018,0.58,0.47,0.48,0.66,0.33,0.94,0.02,0.02,0.31
166,Vrije Universiteit Amsterdam,24554,0.18,0.07,54.7,32.5,40.7,89.1,56.3,60.7,2018,0.58,0.36,0.41,0.89,0.56,0.61,0.01,0.02,0.08
167,University of Würzburg,22537,0.34,0.09,54.7,35.8,42.8,86.5,46.1,53.7,2018,0.58,0.4,0.43,0.86,0.46,0.54,0.01,0.04,0.11
168,University of Alabama at Birmingham,15703,0.15,0.06,54.6,39.7,32.8,95.1,67.6,34.6,2018,0.58,0.44,0.33,0.95,0.68,0.35,0.01,0.02,0.07
169,Nanjing University,33456,0.14,0.1,54.5,49.6,47.0,64.9,77.8,54.4,2018,0.58,0.55,0.47,0.65,0.78,0.55,0.02,0.02,0.12
170,Tufts University,10463,0.09,0.16,54.5,44.1,33.4,88.1,36.7,52.7,2018,0.58,0.49,0.34,0.88,0.37,0.53,0.01,0.01,0.19
171,University of Cape Town,20775,0.12,0.18,54.4,30.5,36.2,87.0,88.5,81.1,2018,0.58,0.34,0.36,0.87,0.88,0.81,0.01,0.01,0.21
172,Rutgers University – New Brunswick,43439,0.11,0.1,54.3,43.0,45.3,79.7,36.9,39.2,2018,0.58,0.48,0.46,0.8,0.37,0.39,0.02,0.01,0.12
173,KTH Royal Institute of Technology,12951,0.16,0.17,54.2,42.3,46.3,67.0,50.9,83.7,2018,0.57,0.47,0.47,0.67,0.51,0.84,0.01,0.02,0.2
174,University of Münster,42287,0.43,0.07,54.2,40.3,42.1,81.2,60.8,47.7,2018,0.57,0.45,0.42,0.81,0.61,0.48,0.02,0.05,0.08
175,Université Libre de Bruxelles,25343,0.43,0.35,54.0,32.4,42.2,80.4,48.4,83.2,2018,0.57,0.36,0.42,0.8,0.48,0.83,0.01,0.05,0.42
176,Newcastle University,20950,0.16,0.3,54.0,33.4,40.8,80.6,41.6,86.7,2018,0.57,0.37,0.41,0.81,0.42,0.87,0.01,0.02,0.36
177,University of Liverpool,19815,0.12,0.35,53.9,32.7,34.7,86.8,37.1,89.9,2018,0.57,0.36,0.35,0.87,0.37,0.9,0.01,0.01,0.42
178,Zhejiang University,50051,0.14,0.06,53.9,57.0,63.7,45.1,89.4,25.2,2018,0.57,0.63,0.64,0.45,0.89,0.25,0.03,0.02,0.07
179,University of Luxembourg,4969,0.15,0.57,53.8,26.8,32.4,91.9,39.6,99.8,2018,0.57,0.3,0.33,0.92,0.4,1.0,0.0,0.02,0.68
180,University of Twente,6697,0.13,0.27,53.8,35.5,47.0,68.5,83.6,85.3,2018,0.57,0.39,0.47,0.68,0.84,0.85,0.0,0.02,0.32
181,Paris-Sud University,27221,0.14,0.16,53.7,40.4,33.1,86.8,32.3,63.5,2018,0.57,0.45,0.33,0.87,0.32,0.64,0.01,0.02,0.19
182,École Normale Supérieure de Lyon,2221,0.08,0.13,53.6,40.1,37.8,80.9,37.9,67.3,2018,0.57,0.44,0.38,0.81,0.38,0.67,0.0,0.01,0.15
183,Hong Kong Polytechnic University,21773,0.27,0.25,53.6,39.1,48.1,67.7,45.8,79.9,2018,0.57,0.43,0.48,0.68,0.46,0.8,0.01,0.03,0.3
184,Scuola Normale Superiore di Pisa,515,0.05,0.07,53.4,53.7,33.3,75.4,37.7,49.4,2018,0.57,0.59,0.33,0.75,0.38,0.49,0.0,0.01,0.08
185,University of Aberdeen,12055,0.14,0.36,53.3,30.3,33.6,87.1,41.9,93.3,2018,0.57,0.34,0.34,0.87,0.42,0.93,0.01,0.02,0.43
186,University of Miami,15860,0.06,0.16,53.1,42.5,24.4,90.3,37.2,67.1,2018,0.56,0.47,0.25,0.9,0.37,0.67,0.01,0.01,0.19
187,University of Dundee,10895,0.15,0.24,52.9,26.3,32.0,94.5,43.4,79.8,2018,0.56,0.29,0.32,0.94,0.43,0.8,0.01,0.02,0.29
188,University of East Anglia,13520,0.14,0.3,52.8,29.9,31.6,90.5,32.2,85.6,2018,0.56,0.33,0.32,0.9,0.32,0.86,0.01,0.02,0.36
189,Shanghai Jiao Tong University,37288,0.12,0.06,52.8,53.5,62.5,44.1,88.9,33.4,2018,0.56,0.59,0.63,0.44,0.89,0.33,0.02,0.01,0.07
190,Aalto University,12744,0.2,0.2,52.7,37.8,35.8,79.5,52.5,72.5,2018,0.56,0.42,0.36,0.8,0.52,0.73,0.01,0.02,0.24
191,University of Massachusetts,59230,0.13,0.14,52.6,36.3,32.2,88.8,51.0,54.8,2018,0.56,0.4,0.32,0.89,0.51,0.55,0.03,0.02,0.17
192,University of Auckland,30348,0.19,0.29,52.5,32.5,40.7,73.8,67.3,90.6,2018,0.56,0.36,0.41,0.74,0.67,0.91,0.02,0.02,0.35
193,"Northeastern University, US",18780,0.14,0.32,52.4,35.6,26.8,91.7,35.4,70.1,2018,0.56,0.39,0.27,0.92,0.35,0.7,0.01,0.02,0.38
194,Tilburg University,7738,0.22,0.13,52.1,38.4,50.1,61.3,59.0,75.8,2018,0.55,0.43,0.5,0.61,0.59,0.76,0.0,0.03,0.15
195,Paris-Sorbonne University – Paris 4,22042,0.3,0.15,52.0,44.6,34.3,77.1,32.1,57.9,2018,0.55,0.49,0.34,0.77,0.32,0.58,0.01,0.03,0.18
196,"Royal Holloway, University of London",8930,0.15,0.4,51.9,33.9,27.9,85.0,35.0,93.0,2018,0.55,0.38,0.28,0.85,0.35,0.93,0.0,0.02,0.48
197,"University of California, Riverside",20740,0.21,0.14,51.7,30.0,30.9,92.3,37.4,63.9,2018,0.55,0.33,0.31,0.92,0.37,0.64,0.01,0.02,0.17
198,University of Gothenburg,18378,0.1,0.13,51.7,26.7,39.2,87.5,38.9,62.5,2018,0.55,0.3,0.39,0.88,0.39,0.63,0.01,0.01,0.15
199,National Taiwan University (NTU),31758,0.12,0.08,51.7,50.4,54.7,53.4,65.0,33.4,2018,0.55,0.56,0.55,0.53,0.65,0.33,0.02,0.01,0.1
200,Aalborg University,15512,0.14,0.13,53.35,28.2,36.2,84.2,46.5,70.7,2018,0.57,0.31,0.36,0.84,0.46,0.71,0.01,0.02,0.15
201,University of Antwerp,16056,0.35,0.16,53.29,34.6,40.1,73.3,75.9,66.3,2018,0.57,0.38,0.4,0.73,0.76,0.66,0.01,0.04,0.19
202,University of Barcelona,47458,0.12,0.1,53.24,32.4,32.5,83.2,34.0,50.6,2018,0.56,0.36,0.33,0.83,0.34,0.51,0.03,0.01,0.12
203,University of Bergen,12554,0.12,0.13,53.18,29.2,30.6,90.0,35.2,75.3,2018,0.56,0.32,0.31,0.9,0.35,0.75,0.01,0.01,0.15
204,University of Bologna,62296,0.22,0.1,53.12,43.6,30.1,80.0,39.1,47.4,2018,0.56,0.48,0.3,0.8,0.39,0.47,0.03,0.03,0.12
205,Brandeis University,5620,0.13,0.25,53.07,28.9,24.3,99.7,33.7,49.8,2018,0.56,0.32,0.24,1.0,0.34,0.5,0.0,0.02,0.3
206,University of Calgary,27084,0.16,0.19,53.01,34.6,35.8,77.2,53.5,73.6,2018,0.56,0.38,0.36,0.77,0.54,0.74,0.01,0.02,0.23
207,Chalmers University of Technology,9112,0.11,0.16,52.96,35.1,39.6,62.3,70.2,78.3,2018,0.56,0.39,0.4,0.62,0.7,0.78,0.0,0.01,0.19
208,University of Cincinnati – Uptown,28035,0.21,0.09,52.9,36.9,30.3,82.0,41.0,35.6,2018,0.56,0.41,0.3,0.82,0.41,0.36,0.02,0.02,0.11
209,Copenhagen Business School,19079,0.44,0.23,52.85,24.2,36.6,80.8,40.4,91.2,2018,0.56,0.27,0.37,0.81,0.4,0.91,0.01,0.05,0.27
210,University of Delaware,20125,0.17,0.1,52.79,27.8,37.5,79.5,91.0,45.4,2018,0.56,0.31,0.38,0.8,0.91,0.45,0.01,0.02,0.12
211,University of Duisburg-Essen,41916,0.54,0.13,52.74,32.8,29.9,88.8,73.8,52.7,2018,0.56,0.36,0.3,0.89,0.74,0.53,0.02,0.06,0.15
212,Florida State University,38386,0.26,0.07,52.69,41.3,42.0,73.3,37.2,47.3,2018,0.56,0.46,0.42,0.73,0.37,0.47,0.02,0.03,0.08
213,University of Fribourg,10769,0.45,0.18,52.63,34.2,35.0,65.5,58.5,86.9,2018,0.56,0.38,0.35,0.66,0.58,0.87,0.01,0.05,0.21
214,George Washington University,22015,0.13,0.16,52.58,44.8,30.4,77.2,32.6,50.3,2018,0.56,0.5,0.31,0.77,0.33,0.5,0.01,0.02,0.19
215,University of Hamburg,38182,0.48,0.12,52.53,43.5,42.0,65.0,67.7,58.0,2018,0.56,0.48,0.42,0.65,0.68,0.58,0.02,0.06,0.14
216,University of Hawai’i at Mānoa,16256,0.11,0.13,52.47,37.3,37.1,76.2,49.9,65.9,2018,0.56,0.41,0.37,0.76,0.5,0.66,0.01,0.01,0.15
217,Hebrew University of Jerusalem,17454,0.11,0.05,52.42,39.9,41.7,71.8,36.3,58.2,2018,0.56,0.44,0.42,0.72,0.36,0.58,0.01,0.01,0.06
218,University of Iceland,8693,0.15,0.1,52.37,19.5,29.0,93.4,57.3,63.0,2018,0.56,0.22,0.29,0.93,0.57,0.63,0.0,0.02,0.12
219,University of Iowa,27310,0.12,0.13,52.32,42.0,34.0,78.2,60.6,35.4,2018,0.55,0.47,0.34,0.78,0.61,0.35,0.01,0.01,0.15
220,James Cook University,11867,0.22,0.12,52.27,23.4,27.7,89.1,42.9,73.9,2018,0.55,0.26,0.28,0.89,0.43,0.74,0.01,0.03,0.14
221,University of Kiel,25392,0.23,0.08,52.21,31.5,28.1,94.4,9.1,52.4,2018,0.55,0.35,0.28,0.94,0.09,0.53,0.01,0.03,0.1
222,King Abdulaziz University,31554,0.08,0.21,52.16,25.6,15.3,97.3,77.8,92.0,2018,0.55,0.28,0.15,0.97,0.78,0.92,0.02,0.01,0.25
223,University of Konstanz,11381,0.48,0.12,52.11,39.1,44.5,65.2,69.9,61.8,2018,0.55,0.43,0.45,0.65,0.7,0.62,0.01,0.06,0.14
224,Korea University,23037,0.16,0.19,52.06,44.7,47.7,49.0,97.7,49.0,2018,0.55,0.5,0.48,0.49,0.98,0.49,0.01,0.02,0.23
225,University of Galway,13898,0.27,0.18,52.01,26.8,30.1,80.5,42.5,80.3,2018,0.55,0.3,0.3,0.8,0.42,0.8,0.01,0.03,0.21
226,Osaka University,23256,0.1,0.1,51.96,53.7,57.6,38.7,81.3,33.5,2018,0.55,0.59,0.58,0.39,0.81,0.34,0.01,0.01,0.12
227,University of Otago,18157,0.2,0.2,51.91,31.2,30.7,82.2,45.1,88.6,2018,0.55,0.35,0.31,0.82,0.45,0.89,0.01,0.02,0.24
228,University of Ottawa,35177,0.26,0.17,51.86,37.6,37.5,69.1,40.2,73.6,2018,0.55,0.42,0.38,0.69,0.4,0.74,0.02,0.03,0.2
229,Paris Diderot University – Paris 7,27992,0.15,0.17,51.81,30.2,25.8,89.7,32.6,67.7,2018,0.55,0.33,0.26,0.9,0.33,0.68,0.02,0.02,0.2
230,University of Passau,11804,0.75,0.09,51.76,30.2,23.6,92.7,40.8,49.0,2018,0.55,0.33,0.24,0.93,0.41,0.49,0.01,0.09,0.11
231,University of Potsdam,20066,0.59,0.1,51.71,35.6,41.4,74.3,42.2,55.0,2018,0.55,0.39,0.42,0.74,0.42,0.55,0.01,0.07,0.12
232,Queen’s University Belfast,17945,0.17,0.32,51.66,28.3,32.3,83.1,35.7,94.6,2018,0.55,0.31,0.32,0.83,0.36,0.95,0.01,0.02,0.38
233,Queensland University of Technology,35211,0.37,0.17,51.61,30.7,40.3,73.0,63.2,79.1,2018,0.55,0.34,0.41,0.73,0.63,0.79,0.02,0.04,0.2
234,RCSI University of Medicine and Health Sciences,2136,0.18,0.64,51.56,31.9,21.8,92.8,40.7,88.6,2018,0.55,0.35,0.22,0.93,0.41,0.89,0.0,0.02,0.76
235,University of Reading,12875,0.15,0.33,51.51,34.6,34.9,73.9,36.9,88.8,2018,0.55,0.38,0.35,0.74,0.37,0.89,0.01,0.02,0.39
236,Ruhr University Bochum,43004,0.61,0.13,51.47,36.6,42.9,62.3,73.2,52.3,2018,0.55,0.41,0.43,0.62,0.73,0.52,0.02,0.07,0.15
237,"St George’s, University of London",3175,0.15,0.17,51.42,21.4,23.4,100.0,35.3,69.9,2018,0.55,0.24,0.24,1.0,0.35,0.7,0.0,0.02,0.2
238,University of South Australia,17575,0.26,0.41,51.37,31.5,36.3,63.3,81.6,91.8,2018,0.54,0.35,0.36,0.63,0.82,0.92,0.01,0.03,0.49
239,University of Stuttgart,26059,0.53,0.18,51.32,41.1,48.8,60.0,68.8,52.6,2018,0.54,0.46,0.49,0.6,0.69,0.53,0.01,0.06,0.21
240,University of Tampere,9360,0.22,0.03,51.28,25.8,32.4,88.2,51.5,41.6,2018,0.54,0.29,0.33,0.88,0.52,0.42,0.01,0.03,0.04
241,Technical University of Darmstadt,17776,0.44,0.16,51.23,39.2,43.7,57.2,95.9,54.3,2018,0.54,0.43,0.44,0.57,0.96,0.54,0.01,0.05,0.19
242,University of Technology Sydney,25256,0.44,0.37,51.18,29.7,40.5,71.7,51.0,94.2,2018,0.54,0.33,0.41,0.72,0.51,0.94,0.01,0.05,0.44
243,Tel Aviv University,22973,0.23,0.04,51.13,41.5,52.1,59.4,42.7,49.5,2018,0.54,0.46,0.52,0.59,0.43,0.5,0.01,0.03,0.05
244,University of Texas at Dallas,22967,0.25,0.25,51.09,25.7,29.4,89.8,41.5,57.7,2018,0.54,0.28,0.3,0.9,0.42,0.58,0.01,0.03,0.3
245,Tohoku University,17494,0.06,0.1,51.04,49.6,50.6,46.5,68.3,34.7,2018,0.54,0.55,0.51,0.46,0.68,0.35,0.01,0.01,0.12
246,Ulsan National Institute of Science and Technology (UNIST),4046,0.14,0.07,50.99,22.9,30.7,95.9,66.0,47.9,2018,0.54,0.25,0.31,0.96,0.66,0.48,0.0,0.02,0.08
247,University College Dublin,21605,0.23,0.26,50.95,29.2,37.5,74.0,38.1,89.3,2018,0.54,0.32,0.38,0.74,0.38,0.89,0.01,0.03,0.31
248,University of Utah,30040,0.14,0.1,50.9,37.2,34.1,88.5,46.1,33.0,2018,0.54,0.41,0.34,0.88,0.46,0.33,0.02,0.02,0.12
249,Vita-Salute San Raffaele University,2598,0.07,0.05,50.86,34.0,23.1,96.3,32.8,45.7,2018,0.54,0.38,0.23,0.96,0.33,0.46,0.0,0.01,0.06
250,University of Waterloo,32000,0.26,0.17,50.81,35.7,41.7,69.8,42.6,80.0,2018,0.54,0.4,0.42,0.7,0.43,0.8,0.02,0.03,0.2
251,Western University,28996,0.22,0.17,50.77,41.8,36.1,68.8,55.7,75.2,2018,0.54,0.46,0.36,0.69,0.56,0.75,0.02,0.03,0.2
252,Yonsei University (Seoul campus),18038,0.15,0.21,50.72,48.6,50.2,46.1,99.2,54.6,2018,0.54,0.54,0.5,0.46,0.99,0.55,0.01,0.02,0.25
253,Aix-Marseille University,66623,0.17,0.12,50.68,40.2,22.4,70.0,34.4,60.7,2018,0.54,0.45,0.23,0.7,0.34,0.61,0.04,0.02,0.14
254,University of Bath,12515,0.16,0.32,50.63,33.9,31.7,67.3,36.0,88.3,2018,0.54,0.38,0.32,0.67,0.36,0.88,0.01,0.02,0.38
255,University of Bayreuth,12917,0.38,0.08,50.59,34.4,34.1,67.8,62.7,54.7,2018,0.54,0.38,0.34,0.68,0.63,0.55,0.01,0.04,0.1
256,Bielefeld University,23683,0.67,0.08,50.54,36.9,42.0,58.6,54.5,46.3,2018,0.54,0.41,0.42,0.59,0.55,0.46,0.01,0.08,0.1
257,University of Bremen,19040,0.34,0.11,50.5,36.4,36.5,63.2,45.7,52.1,2018,0.54,0.4,0.37,0.63,0.46,0.52,0.01,0.04,0.13
258,University at Buffalo,25247,0.18,0.18,50.45,38.8,28.5,69.8,44.7,62.5,2018,0.53,0.43,0.29,0.7,0.45,0.63,0.01,0.02,0.21
259,Clark University,3316,0.12,0.26,50.41,23.7,23.7,93.4,32.6,60.0,2018,0.53,0.26,0.24,0.93,0.33,0.6,0.0,0.01,0.31
260,University of Colorado Denver/Anschutz Medical Campus,15491,0.05,0.08,50.36,30.2,18.0,95.1,42.0,29.0,2018,0.53,0.33,0.18,0.95,0.42,0.29,0.01,0.01,0.1
261,Colorado School of Mines,5557,0.18,0.11,50.32,33.6,26.8,81.7,55.5,41.3,2018,0.53,0.37,0.27,0.82,0.56,0.41,0.0,0.02,0.13
262,Dalhousie University,15201,0.15,0.2,50.28,26.6,28.3,74.3,41.5,82.4,2018,0.53,0.29,0.28,0.74,0.42,0.83,0.01,0.02,0.24
263,École des Ponts ParisTech,1749,0.12,0.41,50.23,38.1,16.9,74.9,63.3,79.4,2018,0.53,0.42,0.17,0.75,0.63,0.8,0.0,0.01,0.49
264,University of Essex,10985,0.16,0.43,50.19,33.4,32.0,62.8,32.5,95.8,2018,0.53,0.37,0.32,0.63,0.32,0.96,0.01,0.02,0.51
265,Goethe University Frankfurt,45387,0.13,0.15,50.15,32.5,27.8,73.4,38.6,60.7,2018,0.53,0.36,0.28,0.73,0.39,0.61,0.02,0.02,0.18
266,Griffith University,31772,0.22,0.19,50.1,23.4,29.8,77.7,40.7,82.0,2018,0.53,0.26,0.3,0.78,0.41,0.82,0.02,0.03,0.23
267,University of Hohenheim,9557,0.43,0.13,50.06,34.9,28.8,70.0,50.3,51.7,2018,0.53,0.39,0.29,0.7,0.5,0.52,0.01,0.05,0.15
268,University of Illinois Chicago,25450,0.11,0.19,50.02,42.1,31.6,68.2,42.1,56.2,2018,0.53,0.47,0.32,0.68,0.42,0.56,0.01,0.01,0.23
269,Indian Institute of Science,3550,0.08,0.01,49.98,53.8,48.6,44.4,49.5,19.5,2018,0.53,0.6,0.49,0.44,0.5,0.2,0.0,0.01,0.01
270,University of Innsbruck,14530,0.13,0.39,49.94,27.5,18.5,77.8,37.5,96.7,2018,0.53,0.3,0.19,0.78,0.38,0.97,0.01,0.02,0.46
271,Johannes Gutenberg University of Mainz,34219,0.32,0.1,49.89,36.4,23.6,79.8,57.5,55.2,2018,0.53,0.4,0.24,0.8,0.57,0.55,0.02,0.04,0.12
272,Université Laval,29322,0.17,0.13,49.85,37.7,28.7,70.3,54.7,66.8,2018,0.53,0.42,0.29,0.7,0.55,0.67,0.02,0.02,0.15
273,Macquarie University,27955,0.31,0.22,49.81,31.3,34.4,70.0,41.0,77.0,2018,0.53,0.35,0.35,0.7,0.41,0.77,0.02,0.04,0.26
274,University of Marburg,26062,0.37,0.09,49.77,35.7,27.7,75.0,36.6,49.9,2018,0.53,0.4,0.28,0.75,0.37,0.5,0.01,0.04,0.11
275,Medical University of Vienna,7209,0.03,0.28,49.73,31.2,13.5,90.2,36.6,84.1,2018,0.53,0.35,0.14,0.9,0.37,0.84,0.0,0.0,0.33
276,University of Newcastle,22921,0.22,0.17,49.68,28.0,26.9,73.0,62.9,79.9,2018,0.53,0.31,0.27,0.73,0.63,0.8,0.01,0.03,0.2
277,North Carolina State University,30254,0.13,0.13,49.64,35.6,34.5,68.4,42.5,52.8,2018,0.53,0.39,0.35,0.68,0.42,0.53,0.02,0.02,0.15
278,Norwegian University of Science and Technology,21571,0.17,0.11,49.6,30.7,34.6,68.3,42.0,64.9,2018,0.53,0.34,0.35,0.68,0.42,0.65,0.01,0.02,0.13
279,University of Oregon,23728,0.19,0.14,49.56,31.1,30.1,84.7,32.0,37.0,2018,0.53,0.34,0.3,0.85,0.32,0.37,0.01,0.02,0.17
280,Oregon Health and Science University,2895,0.01,0.02,49.52,32.2,15.1,99.0,44.5,24.4,2018,0.53,0.36,0.15,0.99,0.44,0.24,0.0,0.0,0.02
281,University of Oulu,10287,0.24,0.06,49.48,30.2,30.0,79.1,43.2,53.1,2018,0.52,0.33,0.3,0.79,0.43,0.53,0.01,0.03,0.07
282,Queen’s University,21227,0.23,0.12,49.44,40.0,35.9,61.7,51.0,66.3,2018,0.52,0.44,0.36,0.62,0.51,0.66,0.01,0.03,0.14
283,University of São Paulo,82258,0.15,0.04,49.4,52.9,55.5,31.5,38.1,30.9,2018,0.52,0.59,0.56,0.32,0.38,0.31,0.05,0.02,0.05
284,Simon Fraser University,26309,0.28,0.29,49.36,25.6,33.4,75.6,43.5,90.4,2018,0.52,0.28,0.34,0.76,0.44,0.91,0.01,0.03,0.35
285,University of Southern Denmark,25328,0.14,0.16,49.32,21.4,25.3,83.4,68.8,78.1,2018,0.52,0.24,0.25,0.83,0.69,0.78,0.01,0.02,0.19
286,University of South Florida (Tampa),33053,0.2,0.12,49.28,29.6,35.8,74.4,93.0,46.9,2018,0.52,0.33,0.36,0.74,0.93,0.47,0.02,0.02,0.14
287,Stony Brook University,23136,0.1,0.24,49.24,33.0,23.8,84.4,33.4,58.7,2018,0.52,0.37,0.24,0.84,0.33,0.59,0.01,0.01,0.29
288,University of Surrey,11025,0.14,0.38,49.2,30.3,33.1,64.5,46.3,92.7,2018,0.52,0.34,0.33,0.64,0.46,0.93,0.01,0.02,0.45
289,Swansea University,13895,0.16,0.24,49.16,22.1,25.6,80.4,34.9,79.9,2018,0.52,0.24,0.26,0.8,0.35,0.8,0.01,0.02,0.29
290,Swedish University of Agricultural Sciences,3812,0.04,0.04,49.12,30.0,27.1,79.3,98.1,42.5,2018,0.52,0.33,0.27,0.79,0.98,0.43,0.0,0.0,0.05
291,Syracuse University,20180,0.16,0.19,49.08,32.8,28.7,79.5,37.0,45.6,2018,0.52,0.36,0.29,0.8,0.37,0.46,0.01,0.02,0.23
292,Tokyo Institute of Technology,9570,0.07,0.13,49.04,49.5,52.9,39.8,67.8,35.8,2018,0.52,0.55,0.53,0.4,0.68,0.36,0.01,0.01,0.15
293,University of Trento,17759,0.29,0.08,49.0,26.2,29.6,85.1,39.9,58.2,2018,0.52,0.29,0.3,0.85,0.4,0.58,0.01,0.03,0.1
294,Umeå University,16553,0.12,0.1,48.97,24.9,29.8,81.8,34.9,60.6,2018,0.52,0.28,0.3,0.82,0.35,0.61,0.01,0.01,0.12
295,Wake Forest University,7579,0.04,0.06,48.93,34.8,18.4,91.4,38.4,28.2,2018,0.52,0.39,0.18,0.91,0.38,0.28,0.0,0.0,0.07
296,William & Mary,8044,0.12,0.09,48.89,44.9,18.2,84.6,32.6,32.2,2018,0.52,0.5,0.18,0.85,0.33,0.32,0.0,0.01,0.11
297,University of the Witwatersrand,25342,0.25,0.08,48.85,26.6,23.2,76.5,99.9,69.8,2018,0.52,0.29,0.23,0.76,1.0,0.7,0.01,0.03,0.1
298,University of Wollongong,16947,0.27,0.24,48.81,29.4,33.2,67.1,47.7,88.1,2018,0.52,0.33,0.33,0.67,0.48,0.88,0.01,0.03,0.29
299,Aberystwyth University,7920,0.18,0.18,48.77,24.2,25.5,76.7,36.6,74.9,2018,0.52,0.27,0.26,0.77,0.37,0.75,0.0,0.02,0.21
300,University of Alaska Fairbanks,3769,0.08,0.06,48.74,25.3,23.2,78.3,44.9,52.8,2018,0.52,0.28,0.23,0.78,0.45,0.53,0.0,0.01,0.07
301,Anglia Ruskin University (ARU),15195,0.22,0.25,48.7,16.7,11.2,99.4,32.6,71.1,2018,0.52,0.18,0.11,0.99,0.33,0.71,0.01,0.03,0.3
302,Babol Noshirvani University of Technology,4749,0.29,0.0,48.66,24.8,12.2,99.1,56.1,15.5,2018,0.52,0.27,0.12,0.99,0.56,0.16,0.0,0.03,0.0
303,Bangor University,9325,0.18,0.25,48.62,25.7,21.4,72.7,33.4,83.8,2018,0.52,0.28,0.22,0.73,0.33,0.84,0.01,0.02,0.3
304,"Birkbeck, University of London",9015,0.17,0.39,48.59,30.5,32.0,62.2,32.4,87.5,2018,0.52,0.34,0.32,0.62,0.32,0.88,0.0,0.02,0.46
305,University of Bordeaux,52526,0.21,0.12,48.55,31.0,22.0,75.2,34.8,54.3,2018,0.51,0.34,0.22,0.75,0.35,0.54,0.03,0.02,0.14
306,Boston College,12943,0.16,0.12,48.51,37.0,20.0,74.1,43.8,53.8,2018,0.51,0.41,0.2,0.74,0.44,0.54,0.01,0.02,0.14
307,Brighton and Sussex Medical School,760,0.12,0.16,48.47,18.8,12.9,97.0,31.7,72.0,2018,0.51,0.21,0.13,0.97,0.32,0.72,0.0,0.01,0.19
308,Charles Darwin University,6551,0.22,0.32,48.44,17.9,18.6,88.0,38.8,82.2,2018,0.51,0.2,0.19,0.88,0.39,0.82,0.0,0.03,0.38
309,University of Connecticut,26669,0.13,0.12,48.4,35.7,28.5,66.8,34.6,48.5,2018,0.51,0.4,0.29,0.67,0.35,0.49,0.01,0.02,0.14
310,Deakin University,36768,0.33,0.17,48.36,23.3,26.6,72.0,36.2,77.7,2018,0.51,0.26,0.27,0.72,0.36,0.78,0.02,0.04,0.2
311,University of Denver,9671,0.13,0.11,48.33,35.9,29.8,74.4,35.7,28.8,2018,0.51,0.4,0.3,0.74,0.36,0.29,0.01,0.02,0.13
312,University of Eastern Finland,11459,0.18,0.06,48.29,25.2,26.1,79.1,36.2,49.3,2018,0.51,0.28,0.26,0.79,0.36,0.49,0.01,0.02,0.07
313,Flinders University,16757,0.24,0.18,48.25,22.9,27.6,77.9,39.4,68.4,2018,0.51,0.25,0.28,0.78,0.39,0.69,0.01,0.03,0.21
314,Free University of Bozen-Bolzano,3304,0.12,0.12,48.22,22.0,14.3,88.6,32.1,68.9,2018,0.51,0.24,0.14,0.89,0.32,0.69,0.0,0.01,0.14
315,George Mason University,27749,0.18,0.08,48.18,28.5,26.4,76.0,33.2,40.8,2018,0.51,0.32,0.27,0.76,0.33,0.41,0.02,0.02,0.1
316,"Goldsmiths, University of London",7415,0.14,0.37,48.14,33.9,26.0,62.0,31.8,77.0,2018,0.51,0.38,0.26,0.62,0.32,0.77,0.0,0.02,0.44
317,Grenoble Alpes University,39298,0.17,0.15,48.11,30.9,22.9,74.9,33.8,60.7,2018,0.51,0.34,0.23,0.75,0.34,0.61,0.02,0.02,0.18
318,University of Houston,41128,0.43,0.1,48.07,36.8,34.1,60.5,37.8,39.8,2018,0.51,0.41,0.34,0.6,0.38,0.4,0.02,0.05,0.12
319,Iowa State University,31307,0.19,0.12,48.04,29.1,31.4,65.3,48.6,53.8,2018,0.51,0.32,0.32,0.65,0.49,0.54,0.02,0.02,0.14
320,University of Kent,16950,0.13,0.31,48.0,25.1,23.6,67.8,32.1,90.2,2018,0.51,0.28,0.24,0.68,0.32,0.9,0.01,0.02,0.37
321,Khalifa University,3134,0.08,0.32,47.97,23.4,18.7,71.4,84.5,97.9,2018,0.51,0.26,0.19,0.71,0.84,0.98,0.0,0.01,0.38
322,Koç University,5172,0.15,0.1,47.93,25.7,32.1,65.2,84.3,53.8,2018,0.51,0.28,0.32,0.65,0.84,0.54,0.0,0.02,0.12
323,University of Liège,21910,0.27,0.23,47.9,25.8,33.6,57.9,96.8,71.0,2018,0.51,0.29,0.34,0.58,0.97,0.71,0.01,0.03,0.27
