rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
30.0,University of British Columbia,77.3,69.1,80.4,84.0,42.4,82.1,50152.0,0.18,0.25,2013,0.81,0.72,0.81,0.84,0.42,0.83,0.37,0.25,0.46
31.0,University of Wisconsin-Madison,76.9,76.1,80.1,88.2,54.8,29.8,39655.0,0.11,0.11,2013,0.81,0.79,0.81,0.88,0.55,0.3,0.29,0.15,0.2
32.0,University of Edinburgh,76.1,68.4,71.3,90.8,43.8,78.9,25774.0,0.14,0.36,2013,0.8,0.71,0.72,0.91,0.44,0.8,0.19,0.19,0.67
33.0,University of Illinois at Urbana-Champaign,75.8,74.2,84.9,80.8,50.23,36.0,42727.0,0.19,0.2,2013,0.79,0.77,0.85,0.81,0.5,0.36,0.31,0.26,0.37
34.0,McGill University,75.7,74.4,80.4,75.2,40.3,75.9,31326.0,0.14,0.23,2013,0.79,0.77,0.81,0.75,0.4,0.77,0.23,0.19,0.43
35.0,"University of California, Santa Barbara",75.6,56.1,73.5,99.4,100.0,58.3,22020.0,0.27,0.11,2013,0.79,0.58,0.74,0.99,1.0,0.59,0.16,0.38,0.2
36.0,University of Hong Kong,75.6,78.4,85.9,62.1,62.5,81.7,19835.0,0.18,0.38,2013,0.79,0.81,0.86,0.62,0.62,0.83,0.14,0.25,0.7
37.0,Australian National University,75.4,68.6,83.5,73.5,39.6,90.0,14604.0,0.19,0.35,2013,0.79,0.71,0.84,0.74,0.4,0.91,0.11,0.26,0.65
38.0,"University of California, San Diego",75.2,63.4,79.0,96.2,43.9,34.2,27233.0,0.06,0.11,2013,0.79,0.66,0.79,0.96,0.44,0.35,0.2,0.08,0.2
39.0,London School of Economics and Political Science,73.1,70.8,80.8,66.5,42.9,87.2,23803.3,0.18,0.16,2013,0.77,0.74,0.81,0.66,0.43,0.88,0.17,0.25,0.3
40.0,École Polytechnique Fédérale de Lausanne,73.0,62.4,57.0,95.0,49.8,98.8,9666.0,0.1,0.54,2013,0.76,0.65,0.57,0.95,0.5,1.0,0.07,0.14,1.0
41.0,New York University,72.8,73.8,67.4,89.2,29.5,38.7,42056.0,0.07,0.19,2013,0.76,0.77,0.68,0.89,0.3,0.39,0.31,0.1,0.35
42.0,Karolinska Institute,72.4,66.3,75.7,77.3,71.4,64.5,7774.0,0.12,0.22,2013,0.76,0.69,0.76,0.77,0.71,0.65,0.06,0.17,0.41
43.0,University of North Carolina at Chapel Hill,72.4,70.4,69.3,90.1,40.0,32.9,26518.0,0.07,0.08,2013,0.76,0.73,0.7,0.9,0.4,0.33,0.19,0.1,0.15
44.0,"University of California, Davis",71.8,67.9,71.6,82.7,52.5,51.7,35364.0,0.14,0.13,2013,0.75,0.71,0.72,0.83,0.52,0.52,0.26,0.19,0.24
45.0,Washington University in St Louis,71.8,66.0,62.8,95.2,50.23,44.3,12528.0,0.06,0.17,2013,0.75,0.69,0.63,0.95,0.5,0.45,0.09,0.08,0.31
46.0,Peking University,70.7,81.5,67.9,64.3,99.9,54.1,40148.0,0.08,0.14,2013,0.74,0.85,0.68,0.64,1.0,0.55,0.29,0.11,0.26
47.0,University of Minnesota,70.5,66.1,74.0,84.7,50.23,28.7,46825.0,0.18,0.13,2013,0.74,0.69,0.74,0.85,0.5,0.29,0.34,0.25,0.24
48.0,LMU Munich,70.4,65.4,66.5,85.5,42.0,54.7,35691.0,0.16,0.13,2013,0.74,0.68,0.67,0.86,0.42,0.55,0.26,0.22,0.24
49.0,University of Manchester,70.1,65.9,67.7,76.9,43.2,77.9,34938.0,0.15,0.34,2013,0.73,0.68,0.68,0.77,0.43,0.79,0.25,0.21,0.63
50.0,Pohang University of Science and Technology,69.4,63.9,63.9,88.2,100.0,28.8,3055.0,0.1,0.04,2013,0.73,0.66,0.64,0.88,1.0,0.29,0.02,0.14,0.07
51.0,Brown University,68.9,63.7,60.3,94.1,29.9,36.9,8653.0,0.1,0.19,2013,0.72,0.66,0.61,0.94,0.3,0.37,0.06,0.14,0.35
52.0,Tsinghua University,67.1,74.5,76.4,55.2,99.2,37.2,39763.0,0.14,0.1,2013,0.7,0.77,0.77,0.55,0.99,0.38,0.29,0.19,0.19
53.0,Ohio State University,67.0,66.7,60.9,80.1,49.5,46.3,51462.0,0.13,0.12,2013,0.7,0.69,0.61,0.8,0.5,0.47,0.37,0.18,0.22
54.0,Boston University,66.8,65.4,50.9,94.2,30.6,39.2,24789.0,0.09,0.17,2013,0.7,0.68,0.51,0.94,0.31,0.4,0.18,0.12,0.31
55.0,Kyoto University,66.8,77.1,74.8,57.8,76.4,26.3,22809.0,0.06,0.07,2013,0.7,0.8,0.75,0.58,0.76,0.27,0.17,0.08,0.13
56.0,University of Southern California,66.3,68.4,57.1,81.9,33.5,43.4,36534.0,0.13,0.2,2013,0.69,0.71,0.57,0.82,0.34,0.44,0.27,0.18,0.37
57.0,King’s College London,66.2,53.5,59.3,82.8,42.4,86.0,21394.0,0.11,0.37,2013,0.69,0.56,0.6,0.83,0.42,0.87,0.16,0.15,0.69
58.0,KU Leuven,66.1,59.7,71.0,67.2,99.7,56.6,42503.0,0.42,0.18,2013,0.69,0.62,0.71,0.67,1.0,0.57,0.31,0.58,0.33
59.0,Seoul National University,65.9,76.7,81.4,48.0,81.7,27.0,26389.0,0.14,0.1,2013,0.69,0.8,0.82,0.48,0.82,0.27,0.19,0.19,0.19
60.0,École Normale Supérieure,65.9,61.6,46.9,90.3,47.2,67.3,2400.0,0.08,0.2,2013,0.69,0.64,0.47,0.9,0.47,0.68,0.02,0.11,0.37
61.0,Pennsylvania State University,65.8,55.0,69.2,81.4,59.7,34.9,44501.0,0.12,0.12,2013,0.69,0.57,0.7,0.81,0.6,0.35,0.32,0.17,0.22
62.0,University of Sydney,65.7,59.5,70.1,62.9,69.2,83.0,41868.0,0.2,0.28,2013,0.69,0.62,0.71,0.63,0.69,0.84,0.3,0.28,0.52
63.0,École Polytechnique,65.7,56.5,54.7,80.7,75.8,83.0,2429.0,0.05,0.3,2013,0.69,0.59,0.55,0.81,0.76,0.84,0.02,0.07,0.56
64.0,Leiden University,65.1,54.0,67.1,78.4,46.1,54.8,21222.0,0.17,0.1,2013,0.68,0.56,0.68,0.78,0.46,0.55,0.15,0.24,0.19
65.0,Hong Kong University of Science and Technology,64.4,56.9,64.6,68.9,55.6,78.1,11385.0,0.24,0.36,2013,0.67,0.59,0.65,0.69,0.56,0.79,0.08,0.33,0.67
66.0,The University of Queensland,64.4,54.4,66.1,69.6,64.0,77.8,34718.0,0.33,0.27,2013,0.67,0.56,0.66,0.7,0.64,0.79,0.25,0.46,0.5
67.0,Utrecht University,64.1,48.0,64.7,82.4,82.6,47.3,30779.0,0.15,0.07,2013,0.67,0.5,0.65,0.82,0.83,0.48,0.22,0.21,0.13
68.0,Korea Advanced Institute of Science and Technology (KAIST),64.0,69.9,68.9,58.4,100.0,31.1,9027.0,0.1,0.09,2013,0.67,0.73,0.69,0.58,1.0,0.31,0.07,0.14,0.17
69.0,Purdue University,63.8,59.8,71.9,63.1,50.23,54.8,39256.0,0.18,0.22,2013,0.67,0.62,0.72,0.63,0.5,0.55,0.29,0.25,0.41
70.0,University of Göttingen,63.2,50.0,52.5,92.5,34.4,51.0,25581.0,0.26,0.12,2013,0.66,0.52,0.53,0.92,0.34,0.52,0.19,0.36,0.22
71.0,Wageningen University and Research Center,63.2,54.9,53.7,73.8,100.0,79.2,9248.0,0.17,0.21,2013,0.66,0.57,0.54,0.74,1.0,0.8,0.07,0.24,0.39
72.0,Erasmus University Rotterdam,62.9,44.5,64.1,80.2,62.0,62.8,20580.0,0.19,0.18,2013,0.66,0.46,0.64,0.8,0.62,0.64,0.15,0.26,0.33
73.0,University of Massachusetts,62.9,57.1,62.6,77.8,52.8,31.7,56959.0,0.13,0.11,2013,0.66,0.59,0.63,0.78,0.53,0.32,0.41,0.18,0.2
74.0,University of Bristol,62.5,50.1,51.7,85.4,38.7,71.9,17906.0,0.14,0.25,2013,0.65,0.52,0.52,0.85,0.39,0.73,0.13,0.19,0.46
75.0,Rice University,62.0,49.5,39.3,100.0,36.5,59.0,6333.0,0.09,0.26,2013,0.65,0.51,0.4,1.0,0.36,0.6,0.05,0.12,0.48
76.0,University of Pittsburgh,61.7,54.6,55.1,85.2,39.3,29.4,26485.0,0.06,0.1,2013,0.65,0.57,0.55,0.85,0.39,0.3,0.19,0.08,0.19
77.0,Delft University of Technology,61.6,59.9,75.1,45.1,99.9,67.7,15920.0,0.19,0.25,2013,0.65,0.62,0.76,0.45,1.0,0.69,0.12,0.26,0.46
78.0,Heidelberg University,61.4,61.4,49.0,75.5,40.7,61.3,28881.0,0.24,0.17,2013,0.64,0.64,0.49,0.76,0.41,0.62,0.21,0.33,0.31
79.0,Emory University,61.3,56.7,44.4,90.9,38.3,36.6,12338.0,0.04,0.18,2013,0.64,0.59,0.45,0.91,0.38,0.37,0.09,0.06,0.33
80.0,Durham University,60.7,42.3,44.5,93.3,34.3,77.7,15489.0,0.16,0.24,2013,0.64,0.44,0.45,0.93,0.34,0.79,0.11,0.22,0.44
81.0,Pierre and Marie Curie University,60.5,59.2,43.5,80.6,28.6,64.4,27862.0,0.09,0.18,2013,0.63,0.61,0.44,0.81,0.29,0.65,0.2,0.12,0.33
82.0,Lund University,60.3,43.6,61.3,77.1,34.2,64.4,28251.0,0.12,0.15,2013,0.63,0.45,0.62,0.77,0.34,0.65,0.21,0.17,0.28
83.0,University of Amsterdam,60.1,45.6,61.3,75.1,49.0,57.0,24570.0,0.14,0.11,2013,0.63,0.47,0.62,0.75,0.49,0.58,0.18,0.19,0.2
84.0,University of Montreal,59.8,54.0,57.9,60.9,95.0,74.6,38264.0,0.2,0.25,2013,0.63,0.56,0.58,0.61,0.95,0.76,0.28,0.28,0.46
85.0,University of New South Wales,59.6,52.6,63.8,56.7,50.5,84.8,38309.0,0.26,0.33,2013,0.62,0.55,0.64,0.57,0.5,0.86,0.28,0.36,0.61
86.0,Nanyang Technological University,59.4,45.7,66.9,54.5,99.5,90.5,25028.0,0.16,0.33,2013,0.62,0.47,0.67,0.55,1.0,0.92,0.18,0.22,0.61
87.0,Tufts University,59.1,52.6,36.4,94.8,39.4,39.6,10410.0,0.1,0.14,2013,0.62,0.55,0.37,0.95,0.39,0.4,0.08,0.14,0.26
88.0,McMaster University,59.0,42.3,47.9,81.7,98.0,66.9,23823.0,0.19,0.15,2013,0.62,0.44,0.48,0.82,0.98,0.68,0.17,0.26,0.28
89.0,University of Groningen,58.8,43.8,61.0,71.6,85.2,49.8,24556.0,0.26,0.12,2013,0.62,0.45,0.61,0.72,0.85,0.5,0.18,0.36,0.22
90.0,University of Zurich,58.8,50.0,41.6,80.0,38.3,84.1,26583.0,0.06,0.19,2013,0.62,0.52,0.42,0.8,0.38,0.85,0.19,0.08,0.35
91.0,University of Colorado Boulder,58.7,42.3,44.4,97.1,50.23,34.7,29325.0,0.16,0.08,2013,0.61,0.44,0.45,0.97,0.5,0.35,0.21,0.22,0.15
92.0,Paris-Sud University,58.6,48.0,45.9,82.9,28.4,63.9,27603.0,0.15,0.17,2013,0.61,0.5,0.46,0.83,0.28,0.65,0.2,0.21,0.31
93.0,Ghent University,58.4,46.4,56.7,71.3,95.9,49.1,32166.0,0.34,0.09,2013,0.61,0.48,0.57,0.71,0.96,0.5,0.23,0.47,0.17
94.0,Michigan State University,58.3,51.8,56.8,73.8,32.6,36.8,44750.0,0.16,0.15,2013,0.61,0.54,0.57,0.74,0.33,0.37,0.33,0.22,0.28
95.0,University of Notre Dame,58.3,48.3,39.6,93.5,29.8,41.6,11829.0,0.14,0.1,2013,0.61,0.5,0.4,0.94,0.3,0.42,0.09,0.19,0.19
96.0,"University of California, Irvine",58.2,44.0,47.2,90.3,42.1,35.2,26614.0,0.16,0.16,2013,0.61,0.46,0.47,0.9,0.42,0.36,0.19,0.22,0.3
97.0,"University of Maryland, College Park",57.9,44.9,51.4,83.9,32.1,40.4,31331.0,0.08,0.09,2013,0.61,0.47,0.52,0.84,0.32,0.41,0.23,0.11,0.17
98.0,University of Arizona,57.7,47.0,53.7,76.9,83.9,31.3,36429.0,0.13,0.08,2013,0.6,0.49,0.54,0.77,0.84,0.32,0.27,0.18,0.15
99.0,Humboldt University of Berlin,57.5,55.4,58.7,59.5,50.23,57.5,29987.0,0.52,0.16,2013,0.6,0.58,0.59,0.6,0.5,0.58,0.22,0.72,0.3
100.0,Monash University,57.5,47.8,60.6,60.9,70.0,66.4,50882.0,0.4,0.36,2013,0.6,0.5,0.61,0.61,0.7,0.67,0.37,0.56,0.67
101.0,"Rutgers, the State University of New Jersey",57.5,50.9,61.3,69.5,35.8,27.9,37032.0,0.17,0.08,2013,0.6,0.53,0.62,0.7,0.36,0.28,0.27,0.24,0.15
102.0,University of Rochester,57.2,46.0,37.8,92.3,39.6,45.9,9390.0,0.04,0.26,2013,0.6,0.48,0.38,0.92,0.4,0.46,0.07,0.06,0.48
103.0,University of York,57.1,41.9,43.9,83.4,38.4,71.9,23803.3,0.18,0.16,2013,0.6,0.44,0.44,0.83,0.38,0.73,0.17,0.25,0.3
104.0,Case Western Reserve University,56.9,56.5,42.0,80.4,50.23,34.2,9259.0,0.06,0.17,2013,0.6,0.59,0.42,0.8,0.5,0.35,0.07,0.08,0.31
105.0,Technical University of Munich,56.8,51.2,42.4,76.5,49.7,61.5,35565.0,0.32,0.2,2013,0.59,0.53,0.43,0.76,0.5,0.62,0.26,0.44,0.37
106.0,Uppsala University,56.6,48.6,63.9,58.2,44.1,56.3,25266.0,0.18,0.12,2013,0.59,0.5,0.64,0.58,0.44,0.57,0.18,0.25,0.22
107.0,Vanderbilt University,56.6,51.5,40.9,85.0,53.0,27.5,12161.0,0.04,0.1,2013,0.59,0.53,0.41,0.85,0.53,0.28,0.09,0.06,0.19
108.0,University of St Andrews,56.5,43.2,43.8,76.6,38.9,86.3,8338.0,0.13,0.47,2013,0.59,0.45,0.44,0.77,0.39,0.87,0.06,0.18,0.87
109.0,University of Helsinki,56.4,42.8,53.0,77.7,31.1,48.3,23505.0,0.15,0.06,2013,0.59,0.44,0.53,0.78,0.31,0.49,0.17,0.21,0.11
110.0,Trinity College Dublin,56.2,41.9,33.5,88.1,32.8,84.5,15521.0,0.18,0.25,2013,0.59,0.44,0.34,0.88,0.33,0.86,0.11,0.25,0.46
111.0,University of Sheffield,56.2,49.5,46.2,71.0,41.5,68.1,23311.0,0.16,0.31,2013,0.59,0.51,0.46,0.71,0.42,0.69,0.17,0.22,0.57
112.0,University of Sussex,56.2,34.9,39.5,91.1,32.1,76.7,12001.0,0.17,0.35,2013,0.59,0.36,0.4,0.91,0.32,0.78,0.09,0.24,0.65
113.0,University of Cape Town,55.8,34.7,45.5,79.7,87.3,75.1,20040.0,0.12,0.18,2013,0.58,0.36,0.46,0.8,0.87,0.76,0.15,0.17,0.33
114.0,Eindhoven University of Technology,55.6,44.1,51.8,63.8,100.0,69.8,8176.0,0.16,0.14,2013,0.58,0.46,0.52,0.64,1.0,0.71,0.06,0.22,0.26
115.0,Maastricht University,55.5,39.7,53.2,62.5,99.1,85.2,15626.0,0.19,0.48,2013,0.58,0.41,0.54,0.62,0.99,0.86,0.11,0.26,0.89
116.0,Aarhus University,55.3,35.7,54.6,71.6,69.7,66.4,23895.0,0.14,0.14,2013,0.58,0.37,0.55,0.72,0.7,0.67,0.17,0.19,0.26
117.0,Stockholm University,55.2,31.3,43.8,93.0,32.0,52.2,31715.0,0.24,0.08,2013,0.58,0.33,0.44,0.93,0.32,0.53,0.23,0.33,0.15
118.0,University of Virginia,55.0,55.9,43.0,73.5,48.6,27.9,23845.0,0.1,0.12,2013,0.58,0.58,0.43,0.74,0.49,0.28,0.17,0.14,0.22
119.0,"Royal Holloway, University of London",54.9,30.5,27.7,99.0,31.9,92.5,8747.0,0.16,0.37,2013,0.57,0.32,0.28,0.99,0.32,0.94,0.06,0.22,0.69
120.0,University of Nottingham,54.8,48.1,50.8,62.8,38.3,70.1,30144.0,0.15,0.27,2013,0.57,0.5,0.51,0.63,0.38,0.71,0.22,0.21,0.5
121.0,University of Alberta,54.7,50.9,53.9,56.6,50.6,67.6,36299.0,0.22,0.23,2013,0.57,0.53,0.54,0.57,0.51,0.68,0.26,0.31,0.43
122.0,"University of California, Santa Cruz",54.5,32.1,39.6,99.9,50.23,32.5,17404.0,0.23,0.01,2013,0.57,0.33,0.4,1.0,0.5,0.33,0.13,0.32,0.02
123.0,University of Florida,54.5,52.0,62.9,56.0,50.23,31.2,50095.0,0.19,0.09,2013,0.57,0.54,0.63,0.56,0.5,0.32,0.36,0.26,0.17
124.0,Chinese University of Hong Kong,54.4,53.7,63.1,45.1,44.5,62.6,17916.0,0.1,0.22,2013,0.57,0.56,0.63,0.45,0.44,0.63,0.13,0.14,0.41
125.0,Dartmouth College,54.4,47.5,35.9,87.0,38.6,31.5,6178.0,0.07,0.16,2013,0.57,0.49,0.36,0.87,0.39,0.32,0.04,0.1,0.3
126.0,University of Warwick,54.4,48.9,50.5,58.8,35.3,80.9,18529.0,0.17,0.37,2013,0.57,0.51,0.51,0.59,0.35,0.82,0.13,0.24,0.69
127.0,Radboud University Nijmegen,54.0,35.7,54.3,73.3,41.7,53.4,17713.0,0.13,0.1,2013,0.57,0.37,0.55,0.73,0.42,0.54,0.13,0.18,0.19
128.0,Free University of Berlin,53.7,53.1,56.5,51.5,32.8,60.9,33062.0,0.39,0.2,2013,0.56,0.55,0.57,0.52,0.33,0.62,0.24,0.54,0.37
129.0,Tokyo Institute of Technology,53.7,58.0,56.1,52.0,65.3,29.6,9586.0,0.07,0.13,2013,0.56,0.6,0.56,0.52,0.65,0.3,0.07,0.1,0.24
130.0,University of Copenhagen,53.6,42.2,40.4,74.3,39.7,73.5,27545.0,0.04,0.19,2013,0.56,0.44,0.41,0.74,0.4,0.74,0.2,0.06,0.35
131.0,University of Lausanne,53.6,33.0,44.8,76.2,45.8,82.7,11964.0,0.13,0.22,2013,0.56,0.34,0.45,0.76,0.46,0.84,0.09,0.18,0.41
132.0,University of Southampton,53.6,37.9,38.9,79.2,41.8,77.4,20925.0,0.14,0.29,2013,0.56,0.39,0.39,0.79,0.42,0.78,0.15,0.19,0.54
133.0,University of Geneva,53.5,36.2,42.5,73.1,32.4,95.3,15668.0,0.15,0.39,2013,0.56,0.38,0.43,0.73,0.32,0.96,0.11,0.21,0.72
134.0,Indiana University,53.2,48.3,44.2,72.5,50.23,36.0,62468.0,0.14,0.13,2013,0.56,0.5,0.44,0.72,0.5,0.36,0.45,0.19,0.24
135.0,National Taiwan University,53.2,56.4,65.7,45.5,44.0,24.6,31891.0,0.12,0.07,2013,0.56,0.59,0.66,0.46,0.44,0.25,0.23,0.17,0.13
136.0,University of Utah,53.2,43.3,41.3,81.0,63.3,25.2,25674.0,0.17,0.09,2013,0.56,0.45,0.42,0.81,0.63,0.26,0.19,0.24,0.17
137.0,Hebrew University of Jerusalem,53.1,48.8,55.8,57.0,33.6,50.3,17612.0,0.11,0.05,2013,0.56,0.51,0.56,0.57,0.34,0.51,0.13,0.15,0.09
138.0,Tohoku University,53.1,57.7,55.6,48.9,80.7,32.0,17200.0,0.05,0.07,2013,0.56,0.6,0.56,0.49,0.81,0.32,0.13,0.07,0.13
139.0,University of Glasgow,53.0,37.3,40.2,78.1,44.1,69.7,22616.0,0.16,0.29,2013,0.55,0.39,0.4,0.78,0.44,0.71,0.16,0.22,0.54
140.0,KTH Royal Institute of Technology,52.9,47.5,49.7,49.1,100.0,86.1,12062.0,0.15,0.21,2013,0.55,0.49,0.5,0.49,1.0,0.87,0.09,0.21,0.39
141.0,VU University Amsterdam,52.9,40.5,45.1,74.2,58.5,47.1,23280.0,0.16,0.06,2013,0.55,0.42,0.45,0.74,0.58,0.48,0.17,0.22,0.11
142.0,University of Basel,52.8,37.1,23.2,87.8,64.2,89.8,12551.0,0.17,0.24,2013,0.55,0.39,0.23,0.88,0.64,0.91,0.09,0.24,0.44
143.0,University of Leeds,52.8,41.5,48.6,65.8,41.3,66.6,27703.0,0.15,0.21,2013,0.55,0.43,0.49,0.66,0.41,0.67,0.2,0.21,0.39
144.0,University of Freiburg,52.3,48.3,33.0,72.4,81.1,54.9,26467.0,0.31,0.16,2013,0.55,0.5,0.33,0.72,0.81,0.56,0.19,0.43,0.3
145.0,Lancaster University,52.1,37.7,40.9,73.2,31.8,76.2,11512.0,0.15,0.33,2013,0.55,0.39,0.41,0.73,0.32,0.77,0.08,0.21,0.61
146.0,Queen Mary University of London,52.1,33.1,30.0,85.4,42.7,87.0,14260.0,0.14,0.4,2013,0.55,0.34,0.3,0.85,0.43,0.88,0.1,0.19,0.74
147.0,Osaka University,52.0,59.5,55.7,46.4,69.6,23.6,23144.0,0.08,0.09,2013,0.54,0.62,0.56,0.46,0.7,0.24,0.17,0.11,0.17
148.0,Arizona State University,51.9,38.4,45.2,79.9,31.8,27.4,83236.0,0.3,0.09,2013,0.54,0.4,0.45,0.8,0.32,0.28,0.61,0.42,0.17
149.0,Technical University of Denmark,51.7,37.9,30.0,76.9,98.7,77.0,9990.0,0.05,0.18,2013,0.54,0.39,0.3,0.77,0.99,0.78,0.07,0.07,0.33
150.0,Boston College,51.6,34.5,33.2,88.7,50.23,52.4,13216.0,0.17,0.19,2013,0.54,0.36,0.33,0.89,0.5,0.53,0.1,0.24,0.35
151.0,Karlsruhe Institute of Technology,51.5,46.3,38.9,63.4,82.9,64.5,25294.0,0.25,0.16,2013,0.54,0.48,0.39,0.63,0.83,0.65,0.18,0.35,0.3
152.0,University of Bern,51.5,43.0,36.0,69.7,42.0,77.3,14708.0,0.22,0.14,2013,0.54,0.45,0.36,0.7,0.42,0.78,0.11,0.31,0.26
153.0,University of Exeter,51.3,33.2,38.1,78.1,37.1,74.1,17755.0,0.19,0.28,2013,0.54,0.34,0.38,0.78,0.37,0.75,0.13,0.26,0.52
154.0,RWTH Aachen University,51.1,45.3,32.4,73.8,63.1,53.9,37917.0,0.28,0.16,2013,0.54,0.47,0.33,0.74,0.63,0.55,0.28,0.39,0.3
