rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
63,University of Notre Dame,62.8,56.4,45.1,89.1,51.73,35.6,11829.0,0.14,0.1,2011,0.65,0.57,0.45,0.89,0.52,0.36,0.09,0.2,0.19
64,University of Pittsburgh,62.7,58.5,58.3,78.3,37.9,25.2,26485.0,0.06,0.1,2011,0.65,0.59,0.59,0.78,0.38,0.25,0.21,0.09,0.19
65,Case Western Reserve University,62.2,67.2,53.8,66.0,51.73,56.5,9259.0,0.06,0.17,2011,0.65,0.67,0.54,0.66,0.52,0.56,0.07,0.09,0.31
66,Ohio State University,62.1,63.5,54.9,67.2,51.73,64.0,51462.0,0.13,0.12,2011,0.65,0.64,0.55,0.67,0.52,0.64,0.4,0.19,0.22
67,University of Colorado Boulder,61.6,46.4,58.1,83.4,51.73,31.7,29325.0,0.16,0.08,2011,0.64,0.47,0.59,0.83,0.52,0.32,0.23,0.23,0.15
68,University of Bristol,61.4,49.6,53.1,80.9,36.2,67.2,17906.0,0.14,0.25,2011,0.64,0.5,0.53,0.81,0.36,0.67,0.14,0.2,0.46
69,"University of California, Santa Cruz",61.4,38.3,50.4,99.6,51.73,16.7,17404.0,0.23,0.01,2011,0.64,0.38,0.51,1.0,0.52,0.17,0.14,0.33,0.02
70,Yeshiva University,61.4,63.5,46.7,74.4,51.73,53.3,6753.0,0.06,0.07,2011,0.64,0.64,0.47,0.74,0.52,0.53,0.05,0.09,0.13
71,University of Sydney,61.2,49.8,61.9,64.3,90.8,89.6,41868.0,0.2,0.28,2011,0.64,0.5,0.62,0.64,0.91,0.9,0.33,0.29,0.52
72,University of Virginia,61.1,62.0,55.4,68.6,51.73,42.2,23845.0,0.1,0.12,2011,0.64,0.62,0.56,0.69,0.52,0.42,0.19,0.14,0.22
73,University of Adelaide,60.7,46.5,38.8,90.5,52.7,87.5,20771.0,0.3,0.26,2011,0.63,0.47,0.39,0.91,0.53,0.88,0.16,0.43,0.48
74,University of Southern California,60.7,65.4,48.7,71.9,51.73,31.2,36534.0,0.13,0.2,2011,0.63,0.66,0.49,0.72,0.52,0.31,0.29,0.19,0.37
75,William & Mary,60.4,53.1,36.1,95.6,51.73,20.9,7867.0,0.12,0.07,2011,0.63,0.53,0.36,0.96,0.52,0.21,0.06,0.17,0.13
76,Trinity College Dublin,60.3,47.7,45.3,84.4,31.6,84.2,15521.0,0.18,0.25,2011,0.63,0.48,0.46,0.84,0.32,0.84,0.12,0.26,0.46
77,King’s College London,59.7,48.5,54.5,72.1,44.1,85.9,21394.0,0.11,0.37,2011,0.62,0.49,0.55,0.72,0.44,0.86,0.17,0.16,0.69
78,Stony Brook University,59.6,48.5,43.6,85.8,51.73,52.2,21908.0,0.11,0.24,2011,0.62,0.49,0.44,0.86,0.52,0.52,0.17,0.16,0.44
79,Korea Advanced Institute of Science and Technology (KAIST),59.5,71.3,63.4,45.5,100.0,36.7,9027.0,0.1,0.09,2011,0.62,0.72,0.64,0.46,1.0,0.37,0.07,0.14,0.17
80,University of Sussex,59.5,42.4,42.4,91.6,29.1,72.8,12001.0,0.17,0.35,2011,0.62,0.43,0.43,0.92,0.29,0.73,0.09,0.24,0.65
81,The University of Queensland,59.1,51.8,53.4,69.0,57.1,74.2,34718.0,0.33,0.27,2011,0.61,0.52,0.54,0.69,0.57,0.74,0.27,0.47,0.5
82,University of York,59.1,47.9,46.2,81.9,36.2,66.6,24167.93,0.16,0.19,2011,0.61,0.48,0.47,0.82,0.36,0.67,0.19,0.23,0.35
83,Heidelberg University,59.0,59.2,47.5,70.3,39.1,63.4,28881.0,0.24,0.17,2011,0.61,0.59,0.48,0.7,0.39,0.63,0.23,0.34,0.31
84,University of Utah,59.0,55.8,54.2,72.0,51.73,22.5,25674.0,0.17,0.09,2011,0.61,0.56,0.55,0.72,0.52,0.22,0.2,0.24,0.17
85,Durham University,58.9,39.8,44.1,91.0,33.9,65.7,15489.0,0.16,0.24,2011,0.61,0.4,0.44,0.91,0.34,0.66,0.12,0.23,0.44
86,London School of Economics and Political Science,58.3,62.4,56.2,51.6,38.4,99.5,24167.93,0.16,0.19,2011,0.61,0.63,0.57,0.52,0.38,1.0,0.19,0.23,0.35
87,University of Manchester,58.0,56.5,56.2,59.2,39.0,79.1,34938.0,0.15,0.34,2011,0.6,0.57,0.57,0.59,0.39,0.79,0.27,0.21,0.63
88,"Royal Holloway, University of London",57.9,37.7,36.2,93.2,30.5,92.9,8747.0,0.16,0.37,2011,0.6,0.38,0.36,0.93,0.3,0.93,0.07,0.23,0.69
89,Lund University,57.8,46.3,60.8,67.6,33.2,56.8,28251.0,0.12,0.15,2011,0.6,0.46,0.61,0.68,0.33,0.57,0.22,0.17,0.28
90,University of Southampton,57.7,50.8,47.8,72.9,37.7,69.0,20925.0,0.14,0.29,2011,0.6,0.51,0.48,0.73,0.38,0.69,0.16,0.2,0.54
91,University of Zurich,57.7,56.6,47.0,65.0,43.8,87.9,26583.0,0.06,0.19,2011,0.6,0.57,0.47,0.65,0.44,0.88,0.21,0.09,0.35
92,Wake Forest University,57.7,54.6,42.9,79.2,51.73,24.4,7326.0,0.05,0.05,2011,0.6,0.55,0.43,0.79,0.52,0.24,0.06,0.07,0.09
93,McMaster University,57.6,44.7,58.7,68.5,51.73,54.24,23823.0,0.19,0.15,2011,0.6,0.45,0.59,0.69,0.52,0.54,0.19,0.27,0.28
94,University College Dublin,57.5,42.4,36.6,86.3,51.73,87.0,22193.0,0.24,0.23,2011,0.6,0.43,0.37,0.86,0.52,0.87,0.17,0.34,0.43
95,George Washington University,57.3,60.6,43.1,70.2,51.73,39.6,20541.0,0.12,0.16,2011,0.6,0.61,0.43,0.7,0.52,0.4,0.16,0.17,0.3
96,University of Arizona,57.3,52.4,52.2,70.1,84.2,21.9,36429.0,0.13,0.08,2011,0.6,0.53,0.53,0.7,0.84,0.22,0.29,0.19,0.15
97,University of Basel,57.3,50.2,37.1,78.3,45.8,91.3,12551.0,0.17,0.24,2011,0.6,0.5,0.37,0.78,0.46,0.91,0.1,0.24,0.44
98,"University of Maryland, College Park",57.2,45.4,48.6,79.2,51.73,35.4,31331.0,0.08,0.09,2011,0.6,0.46,0.49,0.79,0.52,0.35,0.25,0.11,0.17
99,Dartmouth College,57.1,44.7,49.2,79.7,51.73,31.0,6178.0,0.07,0.16,2011,0.59,0.45,0.5,0.8,0.52,0.31,0.05,0.1,0.3
100,École Normale Supérieure de Lyon,57.0,51.1,34.4,88.8,26.1,37.6,2218.0,0.08,0.14,2011,0.59,0.51,0.35,0.89,0.26,0.38,0.02,0.11,0.26
101,Technical University of Munich,56.9,50.4,43.2,71.2,51.73,85.3,35565.0,0.32,0.2,2011,0.59,0.51,0.44,0.71,0.52,0.85,0.28,0.46,0.37
102,University of Helsinki,56.6,49.0,51.4,75.4,30.2,24.2,23505.0,0.15,0.06,2011,0.59,0.49,0.52,0.75,0.3,0.24,0.18,0.21,0.11
103,University of St Andrews,56.5,44.8,47.7,72.9,32.6,85.7,8338.0,0.13,0.47,2011,0.59,0.45,0.48,0.73,0.33,0.86,0.07,0.19,0.87
104,Rensselaer Polytechnic Institute,56.4,50.5,54.6,64.9,51.73,48.0,6671.0,0.15,0.16,2011,0.59,0.51,0.55,0.65,0.52,0.48,0.05,0.21,0.3
105,"Rutgers, the State University of New Jersey",56.3,53.4,64.7,55.7,51.73,26.8,37032.0,0.17,0.08,2011,0.59,0.54,0.65,0.56,0.52,0.27,0.29,0.24,0.15
106,Purdue University,56.2,57.0,67.8,43.9,51.73,62.6,39256.0,0.18,0.22,2011,0.58,0.57,0.68,0.44,0.52,0.63,0.31,0.26,0.41
107,National Tsing Hua University,56.1,52.2,52.6,66.9,50.2,34.1,10221.0,0.14,0.05,2011,0.58,0.52,0.53,0.67,0.5,0.34,0.08,0.2,0.09
108,University of Cape Town,56.1,36.6,42.1,82.8,51.73,83.3,20040.0,0.12,0.18,2011,0.58,0.37,0.42,0.83,0.52,0.83,0.16,0.17,0.33
109,Pennsylvania State University,56.0,46.3,49.2,77.6,44.0,19.9,44501.0,0.12,0.12,2011,0.58,0.46,0.5,0.78,0.44,0.2,0.35,0.17,0.22
110,Seoul National University,56.0,62.3,54.1,54.6,43.0,44.9,26389.0,0.14,0.1,2011,0.58,0.62,0.54,0.55,0.43,0.45,0.21,0.2,0.19
111,Hong Kong Baptist University,55.6,32.9,32.5,97.6,26.7,71.8,10441.0,0.11,0.25,2011,0.58,0.33,0.33,0.98,0.27,0.72,0.08,0.16,0.46
112,Bilkent University,55.4,34.3,36.1,95.7,32.4,47.7,24167.93,0.16,0.19,2011,0.58,0.34,0.36,0.96,0.32,0.48,0.19,0.23,0.35
113,Tokyo Institute of Technology,55.4,62.9,63.4,45.5,60.5,24.8,9586.0,0.07,0.13,2011,0.58,0.63,0.64,0.46,0.6,0.25,0.08,0.1,0.24
114,Eindhoven University of Technology,55.3,55.4,51.7,56.9,99.8,44.9,8176.0,0.16,0.14,2011,0.58,0.56,0.52,0.57,1.0,0.45,0.06,0.23,0.26
115,National Taiwan University,55.2,50.3,59.0,61.6,35.7,29.2,31891.0,0.12,0.07,2011,0.57,0.5,0.59,0.62,0.36,0.29,0.25,0.17,0.13
116,University of Hawai’i at Mānoa,55.2,38.3,47.6,81.0,51.73,34.2,24167.93,0.16,0.19,2011,0.57,0.38,0.48,0.81,0.52,0.34,0.19,0.23,0.35
117,"University of California, Riverside",55.1,38.6,47.4,78.3,30.5,63.0,20626.0,0.22,0.12,2011,0.57,0.39,0.48,0.78,0.3,0.63,0.16,0.31,0.22
118,University of Geneva,55.0,46.6,49.7,63.1,32.7,95.7,15668.0,0.15,0.39,2011,0.57,0.47,0.5,0.63,0.33,0.96,0.12,0.21,0.72
119,KU Leuven,54.8,57.7,62.9,45.2,97.7,29.6,42503.0,0.42,0.18,2011,0.57,0.58,0.63,0.45,0.98,0.3,0.33,0.6,0.33
120,Nanjing University,54.6,52.2,46.2,66.0,43.4,50.2,29743.0,0.13,0.1,2011,0.57,0.52,0.47,0.66,0.43,0.5,0.23,0.19,0.19
121,Queen Mary University of London,54.6,39.7,44.1,73.5,38.9,91.0,14260.0,0.14,0.4,2011,0.57,0.4,0.44,0.74,0.39,0.91,0.11,0.2,0.74
122,Michigan State University,54.5,50.4,52.7,63.7,51.73,30.4,44750.0,0.16,0.15,2011,0.57,0.51,0.53,0.64,0.52,0.3,0.35,0.23,0.28
123,Technical University of Denmark,54.5,46.2,46.9,64.6,95.5,64.0,9990.0,0.05,0.18,2011,0.57,0.46,0.47,0.65,0.96,0.64,0.08,0.07,0.33
124,Ghent University,54.4,52.8,59.1,52.8,97.1,24.7,32166.0,0.34,0.09,2011,0.57,0.53,0.6,0.53,0.97,0.25,0.25,0.49,0.17
125,Lancaster University,54.4,43.5,41.9,74.9,28.8,73.8,11512.0,0.15,0.33,2011,0.57,0.44,0.42,0.75,0.29,0.74,0.09,0.21,0.61
126,Leiden University,54.4,47.3,54.9,59.3,100.0,40.0,21222.0,0.17,0.1,2011,0.57,0.47,0.55,0.59,1.0,0.4,0.17,0.24,0.19
127,University of Alberta,54.3,53.7,58.0,49.7,44.5,71.6,36299.0,0.22,0.23,2011,0.57,0.54,0.58,0.5,0.44,0.72,0.28,0.31,0.43
128,University of Glasgow,54.2,45.6,50.3,65.1,61.0,55.1,22616.0,0.16,0.29,2011,0.56,0.46,0.51,0.65,0.61,0.55,0.18,0.23,0.54
129,Stockholm University,54.0,36.9,49.2,75.9,31.7,54.24,31715.0,0.24,0.08,2011,0.56,0.37,0.5,0.76,0.32,0.54,0.25,0.34,0.15
130,Osaka University,53.4,61.7,63.4,40.0,73.4,20.1,23144.0,0.08,0.09,2011,0.56,0.62,0.64,0.4,0.73,0.2,0.18,0.11,0.17
131,University of Victoria,53.4,32.9,48.3,79.1,27.4,54.24,17581.0,0.22,0.11,2011,0.56,0.33,0.49,0.79,0.27,0.54,0.14,0.31,0.2
132,Tohoku University,53.3,60.3,62.5,41.2,82.3,20.1,17200.0,0.05,0.07,2011,0.55,0.6,0.63,0.41,0.82,0.2,0.13,0.07,0.13
133,University of Freiburg,53.3,52.4,41.4,64.3,79.8,46.2,26467.0,0.31,0.16,2011,0.55,0.53,0.42,0.64,0.8,0.46,0.21,0.44,0.3
134,University of Iowa,53.3,48.6,59.8,54.8,51.73,31.7,27526.0,0.12,0.11,2011,0.55,0.49,0.6,0.55,0.52,0.32,0.22,0.17,0.2
135,University of Bergen,52.7,39.9,42.1,73.1,41.5,66.6,11623.0,0.11,0.12,2011,0.55,0.4,0.42,0.73,0.42,0.67,0.09,0.16,0.22
136,University of Lausanne,52.6,43.1,50.5,59.1,42.5,84.1,11964.0,0.13,0.22,2011,0.55,0.43,0.51,0.59,0.42,0.84,0.09,0.19,0.41
137,University of Sheffield,52.5,48.9,49.2,58.4,40.3,62.7,23311.0,0.16,0.31,2011,0.55,0.49,0.5,0.58,0.4,0.63,0.18,0.23,0.57
138,University of Montreal,52.4,56.1,49.4,51.9,51.73,54.24,38264.0,0.2,0.25,2011,0.55,0.56,0.5,0.52,0.52,0.54,0.3,0.29,0.46
139,VU University Amsterdam,52.3,47.6,51.6,58.5,81.4,30.6,23280.0,0.16,0.06,2011,0.54,0.48,0.52,0.59,0.81,0.31,0.18,0.23,0.11
140,Pierre and Marie Curie University,52.2,51.9,37.2,71.5,26.4,30.7,27862.0,0.09,0.18,2011,0.54,0.52,0.37,0.72,0.26,0.31,0.22,0.13,0.33
141,University of Dundee,52.2,34.1,41.0,79.3,49.3,54.4,11628.0,0.15,0.25,2011,0.54,0.34,0.41,0.79,0.49,0.54,0.09,0.21,0.46
142,University of Barcelona,52.1,34.1,33.7,91.9,30.0,22.3,47491.0,0.12,0.1,2011,0.54,0.34,0.34,0.92,0.3,0.22,0.37,0.17,0.19
143,Utrecht University,52.0,43.4,53.0,58.8,55.3,52.6,30779.0,0.15,0.07,2011,0.54,0.44,0.53,0.59,0.55,0.53,0.24,0.21,0.13
144,Wageningen University and Research Center,51.9,58.5,48.8,53.0,51.73,24.3,9248.0,0.17,0.21,2011,0.54,0.59,0.49,0.53,0.52,0.24,0.07,0.24,0.39
145,University of Auckland,51.8,34.8,39.2,71.8,61.1,94.3,29787.0,0.19,0.28,2011,0.54,0.35,0.39,0.72,0.61,0.94,0.23,0.27,0.52
146,University of Birmingham,51.8,50.3,50.7,52.1,34.8,73.8,25295.0,0.16,0.23,2011,0.54,0.5,0.51,0.52,0.35,0.74,0.2,0.23,0.43
147,Alexandria University,51.6,29.5,28.0,99.8,36.0,19.3,127431.0,0.23,0.01,2011,0.54,0.3,0.28,1.0,0.36,0.19,1.0,0.33,0.02
148,Uppsala University,51.6,49.6,62.2,40.7,39.5,77.9,25266.0,0.18,0.12,2011,0.54,0.5,0.63,0.41,0.4,0.78,0.2,0.26,0.22
149,Hong Kong Polytechnic University,51.4,39.4,45.7,62.4,57.2,82.9,22064.0,0.26,0.26,2011,0.53,0.4,0.46,0.62,0.57,0.83,0.17,0.37,0.48
150,University of Aberdeen,51.4,37.8,45.2,64.6,47.0,86.1,12938.0,0.16,0.33,2011,0.53,0.38,0.46,0.65,0.47,0.86,0.1,0.23,0.61
151,Delft University of Technology,51.3,55.5,67.7,29.0,99.4,47.4,15920.0,0.19,0.25,2011,0.53,0.56,0.68,0.29,0.99,0.47,0.12,0.27,0.46
152,"Birkbeck, University of London",51.2,41.2,35.8,70.6,27.4,88.5,9454.0,0.17,0.38,2011,0.53,0.41,0.36,0.71,0.27,0.88,0.07,0.24,0.7
153,Newcastle University,51.2,42.7,42.8,63.6,31.1,80.5,20174.0,0.15,0.29,2011,0.53,0.43,0.43,0.64,0.31,0.8,0.16,0.21,0.54
154,University of New South Wales,51.2,49.5,48.9,51.2,60.0,70.7,38309.0,0.26,0.33,2011,0.53,0.5,0.49,0.51,0.6,0.71,0.3,0.37,0.61
155,Pompeu Fabra University,51.1,35.0,33.0,84.7,40.0,44.1,10901.0,0.18,0.13,2011,0.53,0.35,0.33,0.85,0.4,0.44,0.09,0.26,0.24
156,Indiana University,51.0,48.5,42.5,63.2,51.73,37.7,62468.0,0.14,0.13,2011,0.53,0.49,0.43,0.63,0.52,0.38,0.49,0.2,0.24
157,Iowa State University,51.0,49.3,49.6,58.2,49.6,23.2,29991.0,0.17,0.11,2011,0.53,0.49,0.5,0.58,0.5,0.23,0.24,0.24,0.2
158,Georgia Health Sciences University,50.7,67.3,41.7,48.9,50.1,16.3,24167.93,0.16,0.19,2011,0.53,0.68,0.42,0.49,0.5,0.16,0.19,0.23,0.35
