rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
159,Erasmus University Rotterdam,50.4,39.4,43.6,65.5,51.73,58.6,20580.0,0.19,0.18,2011,0.52,0.4,0.44,0.66,0.52,0.59,0.16,0.27,0.33
160,University of Delaware,50.4,38.4,51.9,61.3,100.0,16.8,19262.0,0.16,0.1,2011,0.52,0.39,0.52,0.61,1.0,0.17,0.15,0.23,0.19
161,Arizona State University,50.3,43.0,44.1,66.9,51.73,24.1,83236.0,0.3,0.09,2011,0.52,0.43,0.44,0.67,0.52,0.24,0.65,0.43,0.17
162,Boston College,50.3,40.1,33.6,78.0,51.73,31.6,13216.0,0.17,0.19,2011,0.52,0.4,0.34,0.78,0.52,0.32,0.1,0.24,0.35
163,National Sun Yat-Sen University,50.2,46.1,50.6,58.9,37.5,21.3,9336.0,0.2,0.04,2011,0.52,0.46,0.51,0.59,0.38,0.21,0.07,0.29,0.07
164,Georgetown University,50.1,65.1,44.7,45.0,51.73,24.7,15408.0,0.08,0.14,2011,0.52,0.65,0.45,0.45,0.52,0.25,0.12,0.11,0.26
165,University of Amsterdam,50.0,42.5,49.2,60.2,38.8,38.2,24570.0,0.14,0.11,2011,0.52,0.43,0.5,0.6,0.39,0.38,0.19,0.2,0.2
166,University of Liverpool,50.0,40.8,47.8,59.6,40.6,59.8,18815.0,0.14,0.3,2011,0.52,0.41,0.48,0.6,0.41,0.6,0.15,0.2,0.56
167,Aarhus University,49.9,38.1,55.6,57.3,61.5,33.4,23895.0,0.14,0.14,2011,0.52,0.38,0.56,0.57,0.62,0.33,0.19,0.2,0.26
168,University of Leeds,49.8,46.2,48.0,55.6,38.3,50.0,27703.0,0.15,0.21,2011,0.52,0.46,0.48,0.56,0.38,0.5,0.22,0.21,0.39
169,University of Würzburg,49.8,48.7,40.9,60.4,51.73,40.3,26576.0,0.38,0.08,2011,0.52,0.49,0.41,0.6,0.52,0.4,0.21,0.54,0.15
170,University of Groningen,49.7,41.7,56.4,54.1,34.2,35.5,24556.0,0.26,0.12,2011,0.52,0.42,0.57,0.54,0.34,0.36,0.19,0.37,0.22
171,Sun Yat-sen University,49.6,46.2,34.7,70.2,41.2,29.3,51351.0,0.17,0.08,2011,0.52,0.46,0.35,0.7,0.41,0.29,0.4,0.24,0.15
172,Goethe University Frankfurt,49.4,39.2,37.3,69.5,41.6,56.1,31861.0,0.09,0.15,2011,0.51,0.39,0.38,0.7,0.42,0.56,0.25,0.13,0.28
173,Bielefeld University,49.3,39.9,35.7,70.4,51.73,54.24,21428.0,0.68,0.08,2011,0.51,0.4,0.36,0.7,0.52,0.54,0.17,0.97,0.15
174,Nanyang Technological University,49.0,43.6,51.7,45.0,40.0,96.3,25028.0,0.16,0.33,2011,0.51,0.44,0.52,0.45,0.4,0.96,0.2,0.23,0.61
175,University of East Anglia,49.0,42.1,40.4,62.8,29.7,62.8,14992.0,0.15,0.28,2011,0.51,0.42,0.41,0.63,0.3,0.63,0.12,0.21,0.52
176,University of Nottingham,49.0,46.8,44.1,52.5,38.4,74.8,30144.0,0.15,0.27,2011,0.51,0.47,0.44,0.53,0.38,0.75,0.24,0.21,0.5
177,University of Copenhagen,48.8,44.1,45.7,58.3,26.1,45.8,27545.0,0.04,0.19,2011,0.51,0.44,0.46,0.58,0.26,0.46,0.22,0.06,0.35
178,Humboldt University of Berlin,48.5,50.9,44.5,52.0,27.8,46.1,29987.0,0.52,0.16,2011,0.5,0.51,0.45,0.52,0.28,0.46,0.24,0.74,0.3
179,Monash University,48.5,39.4,38.8,60.5,40.8,87.1,50882.0,0.4,0.36,2011,0.5,0.4,0.39,0.61,0.41,0.87,0.4,0.57,0.67
180,University of Bonn,48.5,46.8,33.8,65.3,29.4,46.8,32474.0,0.7,0.13,2011,0.5,0.47,0.34,0.65,0.29,0.47,0.25,1.0,0.24
181,National Chiao Tung University,48.3,53.2,54.4,32.9,98.7,57.9,12646.0,0.17,0.05,2011,0.5,0.53,0.55,0.33,0.99,0.58,0.1,0.24,0.09
182,RWTH Aachen University,48.2,50.0,42.5,48.9,56.6,63.8,37917.0,0.28,0.16,2011,0.5,0.5,0.43,0.49,0.57,0.64,0.3,0.4,0.3
183,Middle East Technical University,47.7,39.5,39.5,66.4,43.9,27.2,25779.0,0.22,0.07,2011,0.5,0.4,0.4,0.66,0.44,0.27,0.2,0.31,0.13
184,University of Exeter,47.6,40.4,42.5,57.9,32.2,62.8,17755.0,0.19,0.28,2011,0.5,0.41,0.43,0.58,0.32,0.63,0.14,0.27,0.52
185,University of Twente,47.5,49.9,48.3,42.0,49.8,62.4,6631.0,0.12,0.26,2011,0.49,0.5,0.49,0.42,0.5,0.62,0.05,0.17,0.48
186,University of Konstanz,47.3,42.7,40.1,51.3,51.73,93.6,10930.0,0.59,0.12,2011,0.49,0.43,0.4,0.51,0.52,0.94,0.09,0.84,0.22
187,Karlsruhe Institute of Technology,47.2,45.0,35.4,60.7,40.0,47.3,25294.0,0.25,0.16,2011,0.49,0.45,0.36,0.61,0.4,0.47,0.2,0.36,0.3
188,University of Innsbruck,47.2,37.9,34.8,60.2,35.0,99.5,18209.0,0.17,0.39,2011,0.49,0.38,0.35,0.6,0.35,1.0,0.14,0.24,0.72
189,University of Tübingen,47.0,45.9,36.3,57.3,32.3,57.8,28327.0,0.39,0.12,2011,0.49,0.46,0.37,0.57,0.32,0.58,0.22,0.56,0.22
190,Drexel University,46.9,45.0,35.9,58.2,27.4,60.6,20713.0,0.11,0.18,2011,0.49,0.45,0.36,0.58,0.27,0.61,0.16,0.16,0.33
191,University of Cincinnati,46.9,43.6,40.4,61.5,32.5,18.9,36108.0,0.16,0.06,2011,0.49,0.44,0.41,0.62,0.32,0.19,0.28,0.23,0.11
192,Yonsei University,46.9,43.0,48.7,52.2,40.4,28.0,24774.0,0.12,0.14,2011,0.49,0.43,0.49,0.52,0.4,0.28,0.19,0.17,0.26
193,Dalhousie University,46.8,41.6,50.2,48.8,51.73,44.9,15064.0,0.14,0.18,2011,0.49,0.42,0.51,0.49,0.52,0.45,0.12,0.2,0.33
194,KTH Royal Institute of Technology,46.8,49.1,56.2,29.2,100.0,64.2,12062.0,0.15,0.21,2011,0.49,0.49,0.57,0.29,1.0,0.64,0.09,0.21,0.39
195,University of Vienna,46.7,47.6,45.7,45.6,27.0,63.2,34651.0,0.2,0.25,2011,0.49,0.48,0.46,0.46,0.27,0.63,0.27,0.29,0.46
196,Kent State University,46.5,33.5,33.3,76.8,26.3,15.9,23122.0,0.19,0.08,2011,0.48,0.34,0.34,0.77,0.26,0.16,0.18,0.27,0.15
197,University of Illinois at Chicago,46.4,57.8,46.8,34.7,51.73,51.8,24313.0,0.09,0.17,2011,0.48,0.58,0.47,0.35,0.52,0.52,0.19,0.13,0.31
198,Zhejiang University,46.4,54.6,41.3,44.3,70.3,29.6,47508.0,0.16,0.05,2011,0.48,0.55,0.42,0.44,0.7,0.3,0.37,0.23,0.09
199,Simon Fraser University,46.2,32.9,44.2,60.2,37.9,51.9,26640.0,0.28,0.19,2011,0.48,0.33,0.45,0.6,0.38,0.52,0.21,0.4,0.35
200,Swedish University of Agricultural Sciences,46.2,43.3,49.5,41.7,99.9,54.24,3879.0,0.05,0.19,2011,0.48,0.43,0.5,0.42,1.0,0.54,0.03,0.07,0.35
