rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n
459,University of Nebraska Medical Center,3181,0.02,0.09,46.08,34.9,12.6,83.2,40.2,46.3,2023,0.48,0.37,0.13,0.83,0.4,0.46,0.01,0.01,0.09
460,Norwegian University of Science and Technology,37707,0.16,0.09,46.06,30.0,34.7,60.1,42.9,67.5,2023,0.48,0.32,0.35,0.6,0.43,0.68,0.08,0.07,0.09
461,Nova Southeastern University,17952,0.16,0.04,46.04,39.4,10.6,87.5,36.9,28.9,2023,0.48,0.42,0.11,0.88,0.37,0.29,0.04,0.07,0.04
462,Örebro University,10005,0.15,0.05,46.01,17.7,21.8,87.1,37.7,55.1,2023,0.48,0.19,0.22,0.87,0.38,0.55,0.02,0.06,0.05
463,University of Passau,9703,0.69,0.12,45.99,35.6,38.1,54.5,43.0,53.6,2023,0.48,0.38,0.38,0.55,0.43,0.54,0.02,0.3,0.12
464,University of Pisa,33791,0.22,0.06,45.96,28.8,30.2,69.2,41.7,40.6,2023,0.48,0.3,0.3,0.69,0.42,0.41,0.07,0.09,0.06
465,University of Plymouth,15605,0.18,0.16,45.94,22.2,22.7,79.6,37.2,73.0,2023,0.48,0.23,0.23,0.8,0.37,0.73,0.03,0.08,0.16
466,Pontificia Universidad Católica de Chile,31578,0.16,0.04,45.91,24.2,31.9,66.2,70.3,56.2,2023,0.48,0.26,0.32,0.66,0.7,0.56,0.07,0.07,0.04
467,University of Porto,33484,0.16,0.16,45.89,26.6,32.3,63.7,41.9,57.9,2023,0.48,0.28,0.32,0.64,0.42,0.58,0.07,0.07,0.16
468,University of Portsmouth,22490,0.16,0.29,45.87,18.8,19.2,76.3,37.6,91.4,2023,0.48,0.2,0.19,0.76,0.38,0.92,0.05,0.07,0.29
469,Qazvin University of Medical Sciences,2598,0.09,0.01,45.84,30.6,10.3,99.9,37.0,22.6,2023,0.48,0.32,0.1,1.0,0.37,0.23,0.01,0.04,0.01
470,Qom University of Medical Sciences,2272,0.09,0.04,45.82,28.9,9.8,100.0,37.0,19.4,2023,0.48,0.3,0.1,1.0,0.37,0.19,0.0,0.04,0.04
471,Quaid-i-Azam University,9250,0.16,0.01,45.79,26.9,22.9,78.7,38.2,48.6,2023,0.48,0.28,0.23,0.79,0.38,0.49,0.02,0.07,0.01
472,Sabancı University,3819,0.2,0.1,45.77,25.5,37.7,57.0,73.4,59.7,2023,0.47,0.27,0.38,0.57,0.73,0.6,0.01,0.09,0.1
473,Sharif University of Technology,9219,0.22,0.02,45.75,33.5,36.3,60.4,89.5,31.6,2023,0.47,0.35,0.36,0.6,0.9,0.32,0.02,0.09,0.02
474,Shenzhen University,38240,0.14,0.01,45.72,23.0,27.9,86.0,50.5,34.5,2023,0.47,0.24,0.28,0.86,0.5,0.35,0.08,0.06,0.01
475,University of Siena,12948,0.19,0.09,45.7,21.5,25.3,79.9,41.7,43.5,2023,0.47,0.23,0.25,0.8,0.42,0.44,0.03,0.08,0.09
476,South China University of Technology,40082,0.13,0.05,45.67,28.2,35.6,70.7,80.7,34.4,2023,0.47,0.3,0.36,0.71,0.81,0.35,0.09,0.06,0.05
477,Southeast University,37484,0.12,0.04,45.65,34.8,42.3,47.2,93.7,37.8,2023,0.47,0.37,0.42,0.47,0.94,0.38,0.08,0.05,0.04
478,Southern Medical University,20432,0.11,0.06,45.63,38.6,37.7,58.0,43.8,25.0,2023,0.47,0.41,0.38,0.58,0.44,0.25,0.04,0.05,0.06
479,SRUC (Scotland’s Rural College),1325,0.05,0.08,45.6,23.6,12.6,92.1,42.5,59.1,2023,0.47,0.25,0.13,0.92,0.42,0.59,0.0,0.02,0.08
480,University of Strathclyde,19840,0.17,0.29,45.58,32.0,33.9,56.1,47.8,89.7,2023,0.47,0.34,0.34,0.56,0.48,0.9,0.04,0.07,0.29
481,Sumy State University,8703,0.11,0.21,45.56,19.5,12.3,94.5,39.9,57.2,2023,0.47,0.21,0.12,0.94,0.4,0.57,0.02,0.05,0.21
482,Syracuse University,20620,0.15,0.23,45.53,34.9,28.0,64.3,37.2,50.7,2023,0.47,0.37,0.28,0.64,0.37,0.51,0.04,0.06,0.23
483,Universiti Teknologi Petronas,5021,0.14,0.16,45.51,26.8,33.8,58.9,77.6,76.7,2023,0.47,0.28,0.34,0.59,0.78,0.77,0.01,0.06,0.16
484,Tianjin University,27353,0.09,0.12,45.49,35.3,42.8,51.6,89.9,41.5,2023,0.47,0.37,0.43,0.52,0.9,0.42,0.06,0.04,0.12
485,Ton Duc Thang University,27878,0.25,0.01,45.46,13.5,16.0,99.2,39.8,58.4,2023,0.47,0.14,0.16,0.99,0.4,0.59,0.06,0.11,0.01
486,University of Trento,14219,0.19,0.08,45.44,27.0,32.3,66.5,41.1,56.9,2023,0.47,0.28,0.32,0.66,0.41,0.57,0.03,0.08,0.08
487,The University of Tulsa,4407,0.12,0.1,45.42,37.8,17.1,75.6,48.0,36.4,2023,0.47,0.4,0.17,0.76,0.48,0.37,0.01,0.05,0.1
488,University of Turin,58463,0.28,0.06,45.39,21.5,29.7,77.5,43.9,41.4,2023,0.47,0.23,0.3,0.78,0.44,0.42,0.13,0.12,0.06
489,TU Wien,10327,0.18,0.31,45.37,40.1,37.4,38.1,62.0,87.6,2023,0.47,0.42,0.38,0.38,0.62,0.88,0.02,0.08,0.31
490,Umeå University,18218,0.13,0.11,45.35,21.9,29.6,78.4,38.5,64.5,2023,0.47,0.23,0.3,0.78,0.38,0.65,0.04,0.06,0.11
491,Urmia University of Medical Sciences,4644,0.12,0.02,45.32,35.0,10.0,90.4,36.9,19.7,2023,0.47,0.37,0.1,0.9,0.37,0.2,0.01,0.05,0.02
492,Universiti Utara Malaysia,12457,0.12,0.3,45.3,33.4,25.7,60.2,41.2,74.8,2023,0.47,0.35,0.26,0.6,0.41,0.75,0.03,0.05,0.3
493,Victoria University of Wellington,17883,0.19,0.2,45.28,27.8,34.0,53.2,53.7,87.4,2023,0.47,0.29,0.34,0.53,0.54,0.88,0.04,0.08,0.2
494,University of Waikato,10472,0.18,0.31,45.26,21.6,28.1,66.4,40.8,95.4,2023,0.47,0.23,0.28,0.66,0.41,0.96,0.02,0.08,0.31
495,University of the West of England,24585,0.16,0.23,45.23,18.3,14.6,92.9,37.6,72.9,2023,0.47,0.19,0.15,0.93,0.38,0.73,0.05,0.07,0.23
496,William & Mary,8089,0.11,0.08,45.21,43.7,21.4,64.3,37.3,35.7,2023,0.47,0.46,0.21,0.64,0.37,0.36,0.02,0.05,0.08
497,Xiamen University,42760,0.15,0.02,45.19,30.8,28.5,78.4,53.1,28.3,2023,0.47,0.32,0.29,0.78,0.53,0.28,0.09,0.06,0.02
498,York University,44036,0.29,0.28,45.16,25.1,33.1,67.0,42.1,75.3,2023,0.47,0.26,0.33,0.67,0.42,0.76,0.1,0.12,0.28
499,Aberystwyth University,6180,0.16,0.24,45.14,22.3,23.4,64.1,39.8,81.1,2023,0.47,0.24,0.23,0.64,0.4,0.81,0.01,0.07,0.24
500,An-Najah National University,23922,0.24,0.1,45.12,13.3,8.9,98.4,38.1,64.1,2023,0.47,0.14,0.09,0.98,0.38,0.64,0.05,0.1,0.1
501,University of L’Aquila,18491,0.4,0.04,45.1,33.0,24.3,69.2,54.8,34.6,2023,0.47,0.35,0.24,0.69,0.55,0.35,0.04,0.17,0.04
502,Beihang University,31821,0.13,0.04,45.07,32.9,39.6,48.4,90.0,27.1,2023,0.47,0.35,0.4,0.48,0.9,0.27,0.07,0.06,0.04
503,Beijing Institute of Technology,35710,0.14,0.06,45.05,33.6,36.2,49.9,99.8,25.8,2023,0.47,0.35,0.36,0.5,1.0,0.26,0.08,0.06,0.06
504,Birmingham City University,22935,0.17,0.26,45.03,16.3,10.8,90.3,37.1,72.0,2023,0.47,0.17,0.11,0.9,0.37,0.72,0.05,0.07,0.26
505,University of Bradford,8400,0.19,0.3,45.01,22.0,22.7,62.5,39.7,84.2,2023,0.47,0.23,0.23,0.62,0.4,0.84,0.02,0.08,0.3
506,Bucharest University of Economic Studies,22723,0.16,0.04,44.98,17.9,11.1,97.7,37.8,24.6,2023,0.47,0.19,0.11,0.98,0.38,0.25,0.05,0.07,0.04
507,Centrale Nantes,1730,0.16,0.43,44.96,31.9,28.7,45.3,81.0,86.3,2023,0.47,0.34,0.29,0.45,0.81,0.87,0.0,0.07,0.43
508,Changsha University of Science and Technology,33342,0.15,0.01,44.94,15.5,11.8,93.8,54.8,23.5,2023,0.47,0.16,0.12,0.94,0.55,0.24,0.07,0.06,0.01
509,Charles University,49787,0.13,0.22,44.92,33.2,31.0,49.7,37.3,64.3,2023,0.47,0.35,0.31,0.5,0.37,0.64,0.11,0.06,0.22
510,University of Côte d’Azur,31723,0.2,0.2,44.9,24.9,21.1,69.9,37.6,74.0,2023,0.47,0.26,0.21,0.7,0.38,0.74,0.07,0.09,0.2
511,Damietta University,30084,0.25,0.01,44.87,17.0,8.2,99.9,37.5,39.0,2023,0.47,0.18,0.08,1.0,0.38,0.39,0.07,0.11,0.01
512,Durban University of Technology,27063,0.36,0.01,44.85,17.6,11.6,90.0,38.5,38.8,2023,0.47,0.19,0.12,0.9,0.38,0.39,0.06,0.16,0.01
513,Eastern Mediterranean University,14375,0.27,0.76,44.83,22.4,14.2,76.6,46.1,89.3,2023,0.47,0.24,0.14,0.77,0.46,0.9,0.03,0.12,0.76
514,École des Mines de Saint-Étienne,1115,0.1,0.25,44.81,32.3,30.8,51.6,76.1,70.9,2023,0.46,0.34,0.31,0.52,0.76,0.71,0.0,0.04,0.25
515,Federal University of Toulouse Midi-Pyrénées,108889,0.2,0.14,44.79,26.4,27.5,61.2,39.9,66.0,2023,0.46,0.28,0.28,0.61,0.4,0.66,0.24,0.09,0.14
516,Florida International University,35590,0.23,0.09,44.76,32.2,27.4,62.7,37.9,41.7,2023,0.46,0.34,0.27,0.63,0.38,0.42,0.08,0.1,0.09
517,University of Fribourg,6880,0.16,0.14,44.74,29.3,31.3,54.8,49.4,82.5,2023,0.46,0.31,0.31,0.55,0.49,0.83,0.01,0.07,0.14
518,"Goldsmiths, University of London",9215,0.15,0.39,44.72,25.5,25.9,63.4,37.0,80.7,2023,0.46,0.27,0.26,0.63,0.37,0.81,0.02,0.06,0.39
519,Government College University Faisalabad,21219,0.27,0.0,44.7,16.8,13.1,88.1,37.0,45.3,2023,0.46,0.18,0.13,0.88,0.37,0.45,0.05,0.12,0.0
520,University of Greenwich,15045,0.2,0.44,44.68,18.1,16.8,78.2,37.8,94.6,2023,0.46,0.19,0.17,0.78,0.38,0.95,0.03,0.09,0.44
521,University of Guelph,22763,0.27,0.1,44.65,29.5,33.4,48.7,49.3,60.6,2023,0.46,0.31,0.34,0.49,0.49,0.61,0.05,0.12,0.1
522,Gwangju Institute of Science and Technology (GIST),1808,0.1,0.08,44.63,44.5,40.8,31.4,76.8,39.8,2023,0.46,0.47,0.41,0.31,0.77,0.4,0.0,0.04,0.08
523,Harokopio University of Athens,3125,0.47,0.03,44.61,23.2,24.2,76.2,43.9,43.9,2023,0.46,0.24,0.24,0.76,0.44,0.44,0.01,0.2,0.03
524,Heriot-Watt University,9735,0.18,0.37,44.59,31.2,31.1,48.3,43.0,94.0,2023,0.46,0.33,0.31,0.48,0.43,0.94,0.02,0.08,0.37
525,Hokkaido University,18263,0.08,0.11,44.57,43.1,40.8,32.2,65.4,44.0,2023,0.46,0.45,0.41,0.32,0.65,0.44,0.04,0.03,0.11
526,Hong Kong Baptist University,8358,0.12,0.62,44.55,26.5,28.2,57.4,40.1,98.0,2023,0.46,0.28,0.28,0.57,0.4,0.98,0.02,0.05,0.62
527,University of Hull,12565,0.17,0.19,44.53,25.3,24.6,62.1,38.2,77.6,2023,0.46,0.27,0.25,0.62,0.38,0.78,0.03,0.07,0.19
528,University of Iceland,10642,0.18,0.1,44.5,18.7,32.0,66.3,63.1,61.6,2023,0.46,0.2,0.32,0.66,0.63,0.62,0.02,0.08,0.1
529,Indian Institute of Technology Ropar,2339,0.14,0.0,44.48,30.1,15.4,78.4,42.7,19.4,2023,0.46,0.32,0.15,0.78,0.43,0.19,0.01,0.06,0.0
530,University of Insubria,9789,0.27,0.06,44.46,18.0,22.6,84.8,38.6,40.3,2023,0.46,0.19,0.23,0.85,0.39,0.4,0.02,0.12,0.06
531,"International Institute of Information Technology, Hyderabad",1862,0.18,0.07,44.44,18.4,23.1,79.5,68.8,30.2,2023,0.46,0.19,0.23,0.8,0.69,0.3,0.0,0.08,0.07
532,Iran University of Science and Technology,15436,0.34,0.01,44.42,32.6,36.8,54.2,98.4,21.2,2023,0.46,0.34,0.37,0.54,0.98,0.21,0.03,0.15,0.01
533,"Islamic Azad University, Najafabad Branch (IAUN)",21971,0.18,0.0,44.4,21.9,8.5,96.4,37.3,23.5,2023,0.46,0.23,0.09,0.96,0.37,0.24,0.05,0.08,0.0
534,Constructor University,1556,0.22,0.84,44.38,34.5,31.4,40.5,56.2,90.2,2023,0.46,0.36,0.31,0.4,0.56,0.9,0.0,0.09,0.84
535,Jamia Millia Islamia,10481,0.11,0.02,44.35,36.6,12.5,75.8,38.2,27.7,2023,0.46,0.39,0.13,0.76,0.38,0.28,0.02,0.05,0.02
536,Jimma University,30473,0.16,0.0,44.33,14.7,9.5,100.0,37.5,39.5,2023,0.46,0.16,0.1,1.0,0.38,0.4,0.07,0.07,0.0
537,Johannes Kepler University of Linz,7133,0.22,0.13,44.31,32.5,32.9,42.3,73.1,70.4,2023,0.46,0.34,0.33,0.42,0.73,0.71,0.02,0.09,0.13
538,Jordan University of Science and Technology,25905,0.15,0.13,44.29,15.7,10.3,92.2,38.2,50.6,2023,0.46,0.17,0.1,0.92,0.38,0.51,0.06,0.06,0.13
539,Kafrelsheikh University,62533,0.26,0.02,44.27,13.6,8.4,96.7,39.2,48.3,2023,0.46,0.14,0.08,0.97,0.39,0.48,0.14,0.11,0.02
540,Kashan University of Medical Sciences and Health Services,3419,0.13,0.02,44.25,32.0,13.4,84.0,37.4,22.9,2023,0.46,0.34,0.13,0.84,0.37,0.23,0.01,0.06,0.02
541,Keele University,9170,0.15,0.16,44.23,21.1,24.8,68.4,37.5,73.1,2023,0.46,0.22,0.25,0.68,0.38,0.73,0.02,0.06,0.16
542,University of Kentucky,27216,0.11,0.04,44.21,36.1,27.3,59.2,40.4,39.0,2023,0.46,0.38,0.27,0.59,0.4,0.39,0.06,0.05,0.04
543,Kermanshah University of Medical Sciences,5759,0.1,0.12,44.19,20.8,10.3,95.0,37.3,39.3,2023,0.46,0.22,0.1,0.95,0.37,0.39,0.01,0.04,0.12
544,University of Kragujevac,16679,0.16,0.01,44.17,21.5,8.3,96.0,39.3,33.3,2023,0.46,0.23,0.08,0.96,0.39,0.33,0.04,0.07,0.01
545,Kyushu University,18568,0.08,0.14,44.15,46.0,42.5,34.8,71.0,43.6,2023,0.46,0.49,0.43,0.35,0.71,0.44,0.04,0.03,0.14
546,Lebanese American University,7057,0.1,0.19,44.13,29.4,11.9,69.5,37.0,86.5,2023,0.46,0.31,0.12,0.7,0.37,0.87,0.02,0.04,0.19
547,University of Lille,75291,0.3,0.14,44.1,30.7,21.5,59.5,42.2,62.5,2023,0.46,0.32,0.22,0.6,0.42,0.63,0.16,0.13,0.14
548,University of Lisbon,48404,0.18,0.18,44.08,26.4,35.7,53.4,43.0,60.4,2023,0.46,0.28,0.36,0.53,0.43,0.61,0.11,0.08,0.18
549,University of Management and Technology,22520,0.22,0.02,44.06,14.8,9.5,99.9,39.5,45.4,2023,0.46,0.16,0.1,1.0,0.4,0.46,0.05,0.09,0.02
550,University of Messina,15290,0.24,0.03,44.04,31.7,23.6,72.1,38.6,32.1,2023,0.46,0.33,0.24,0.72,0.39,0.32,0.03,0.1,0.03
551,Middle East Technical University,17151,0.22,0.1,44.02,37.5,42.4,35.4,99.9,44.6,2023,0.46,0.4,0.43,0.35,1.0,0.45,0.04,0.09,0.1
552,Missouri University of Science and Technology,7617,0.22,0.09,44.0,29.0,26.7,61.3,58.7,62.9,2023,0.46,0.31,0.27,0.61,0.59,0.63,0.02,0.09,0.09
553,University of Mons,7450,0.27,0.17,43.98,23.1,27.0,60.1,41.3,69.9,2023,0.46,0.24,0.27,0.6,0.41,0.7,0.02,0.12,0.17
554,National Tsing Hua University,13711,0.16,0.11,43.96,32.6,42.6,47.2,69.2,43.0,2023,0.46,0.34,0.43,0.47,0.69,0.43,0.03,0.07,0.11
555,National Yang Ming Chiao Tung University,16425,0.14,0.11,43.94,41.3,46.7,34.9,79.9,41.3,2023,0.46,0.44,0.47,0.35,0.8,0.41,0.04,0.06,0.11
556,University of Neuchâtel,4148,0.11,0.21,43.92,26.2,25.2,58.3,39.5,88.7,2023,0.46,0.28,0.25,0.58,0.4,0.89,0.01,0.05,0.21
557,University of Nicosia,4696,0.11,0.54,43.9,19.6,16.6,75.7,37.4,94.8,2023,0.46,0.21,0.17,0.76,0.37,0.95,0.01,0.05,0.54
558,Northumbria University,22500,0.16,0.22,43.88,20.5,22.4,71.5,37.5,81.6,2023,0.46,0.22,0.22,0.72,0.38,0.82,0.05,0.07,0.22
559,Northwestern Polytechnical University,34095,0.14,0.04,43.86,30.2,37.7,54.8,69.5,40.1,2023,0.45,0.32,0.38,0.55,0.7,0.4,0.07,0.06,0.04
560,Nottingham Trent University,29925,0.15,0.21,43.84,19.4,15.0,79.6,37.5,82.2,2023,0.45,0.2,0.15,0.8,0.38,0.82,0.06,0.06,0.21
561,Open University of Catalonia,32319,1.0,0.06,43.82,20.0,18.9,81.2,37.7,48.1,2023,0.45,0.21,0.19,0.81,0.38,0.48,0.07,0.43,0.06
562,University of Peradeniya,16123,0.11,0.01,43.8,17.3,8.9,99.2,39.1,40.3,2023,0.45,0.18,0.09,0.99,0.39,0.4,0.04,0.05,0.01
563,Universitat Ramon Llull,14900,0.22,0.19,43.78,19.5,17.0,83.6,40.0,66.5,2023,0.45,0.21,0.17,0.84,0.4,0.67,0.03,0.09,0.19
564,University of Salerno,26289,0.27,0.03,43.76,18.9,23.3,77.4,39.1,35.0,2023,0.45,0.2,0.23,0.77,0.39,0.35,0.06,0.12,0.03
565,University of Saskatchewan,17741,0.18,0.22,43.74,36.7,30.3,48.6,69.7,75.0,2023,0.45,0.39,0.3,0.49,0.7,0.75,0.04,0.08,0.22
566,University of Sassari,15065,0.38,0.02,43.72,32.1,27.6,62.4,38.4,37.9,2023,0.45,0.34,0.28,0.62,0.38,0.38,0.03,0.16,0.02
567,Saveetha Institute of Medical and Technical Sciences,12394,0.07,0.01,43.7,22.4,8.5,97.1,38.1,35.3,2023,0.45,0.24,0.09,0.97,0.38,0.35,0.03,0.03,0.01
568,Sciences Po,12872,0.45,0.37,43.68,28.8,25.1,57.9,39.1,82.1,2023,0.45,0.3,0.25,0.58,0.39,0.82,0.03,0.19,0.37
569,Shiraz University of Technology,1437,0.14,0.0,43.66,28.4,22.8,78.0,42.1,29.4,2023,0.45,0.3,0.23,0.78,0.42,0.29,0.0,0.06,0.0
570,SOAS University of London,4655,0.13,0.53,43.64,33.9,38.5,42.4,37.0,81.4,2023,0.45,0.36,0.39,0.42,0.37,0.82,0.01,0.06,0.53
571,University of South Carolina-Columbia,33025,0.16,0.05,43.62,35.0,24.0,65.5,37.6,45.9,2023,0.45,0.37,0.24,0.66,0.38,0.46,0.07,0.07,0.05
572,Southwestern University of Finance and Economics,23330,0.16,0.02,43.6,20.0,12.8,93.6,39.8,39.7,2023,0.45,0.21,0.13,0.94,0.4,0.4,0.05,0.07,0.02
573,University of Stavanger,11089,0.11,0.11,43.58,20.7,15.6,72.3,41.3,77.0,2023,0.45,0.22,0.16,0.72,0.41,0.77,0.02,0.05,0.11
574,Stevens Institute of Technology,6624,0.19,0.35,43.56,22.8,20.5,69.6,37.6,73.5,2023,0.45,0.24,0.21,0.7,0.38,0.74,0.01,0.08,0.35
575,SUNY University at Albany,16090,0.17,0.08,43.54,24.6,25.7,71.4,44.6,50.4,2023,0.45,0.26,0.26,0.71,0.45,0.51,0.03,0.07,0.08
576,University of Tabuk,29471,0.14,0.02,43.52,16.1,8.6,87.9,41.7,72.9,2023,0.45,0.17,0.09,0.88,0.42,0.73,0.06,0.06,0.02
577,Technion Israel Institute of Technology,15147,0.21,0.12,43.5,33.7,30.9,51.2,38.6,72.0,2023,0.45,0.36,0.31,0.51,0.39,0.72,0.03,0.09,0.12
578,Tokyo Medical and Dental University (TMDU),3010,0.04,0.11,43.48,45.1,29.7,44.0,74.5,31.7,2023,0.45,0.48,0.3,0.44,0.74,0.32,0.01,0.02,0.11
579,University of Trieste,16677,0.25,0.07,43.46,28.5,25.5,63.8,39.0,47.5,2023,0.45,0.3,0.26,0.64,0.39,0.48,0.04,0.11,0.07
580,University of Tsukuba,15725,0.13,0.16,43.44,43.9,37.8,38.5,43.7,43.0,2023,0.45,0.46,0.38,0.38,0.44,0.43,0.03,0.06,0.16
581,TU Dortmund University,25046,0.75,0.1,43.42,35.9,43.2,43.7,46.1,44.2,2023,0.45,0.38,0.43,0.44,0.46,0.44,0.05,0.32,0.1
582,University of Tuscia,6272,0.2,0.04,43.4,19.1,20.2,81.6,47.7,39.5,2023,0.45,0.2,0.2,0.82,0.48,0.4,0.01,0.09,0.04
583,University of Udine,12326,0.18,0.05,43.39,26.1,19.6,73.6,39.9,38.2,2023,0.45,0.28,0.2,0.74,0.4,0.38,0.03,0.08,0.05
584,UiT The Arctic University of Norway,14377,0.1,0.1,43.37,22.8,20.8,75.3,39.0,68.6,2023,0.45,0.24,0.21,0.75,0.39,0.69,0.03,0.04,0.1
585,University of Valencia,50575,0.14,0.14,43.35,23.0,23.8,71.3,39.0,49.9,2023,0.45,0.24,0.24,0.71,0.39,0.5,0.11,0.06,0.14
586,University of Vic – Central University of Catalonia,6472,0.14,0.2,43.33,16.1,12.0,91.6,37.9,59.7,2023,0.45,0.17,0.12,0.92,0.38,0.6,0.01,0.06,0.2
587,Victoria University,16106,0.45,0.25,43.31,25.5,26.9,63.6,44.5,79.1,2023,0.45,0.27,0.27,0.64,0.44,0.79,0.03,0.19,0.25
588,Virginia Commonwealth University,26472,0.11,0.04,43.29,28.9,12.3,86.2,42.5,30.7,2023,0.45,0.3,0.12,0.86,0.42,0.31,0.06,0.05,0.04
589,Wayne State University,22941,0.12,0.05,43.27,34.0,18.6,67.2,48.8,35.3,2023,0.45,0.36,0.19,0.67,0.49,0.35,0.05,0.05,0.05
590,The University of the West Indies,24811,0.17,0.01,43.25,17.6,10.8,90.3,38.9,58.1,2023,0.45,0.19,0.11,0.9,0.39,0.58,0.05,0.07,0.01
591,Xi’an Jiaotong University,44942,0.14,0.06,43.23,36.4,42.7,47.1,75.0,29.4,2023,0.45,0.38,0.43,0.47,0.75,0.29,0.1,0.06,0.06
592,University of Zambia,16903,0.21,0.01,43.21,15.7,9.2,96.8,38.4,49.9,2023,0.45,0.17,0.09,0.97,0.38,0.5,0.04,0.09,0.01
593,Zayed University,8593,0.14,0.02,43.19,17.7,16.0,79.1,37.6,74.5,2023,0.45,0.19,0.16,0.79,0.38,0.75,0.02,0.06,0.02
594,Zhejiang Normal University,26928,0.12,0.07,43.17,16.7,15.5,87.5,65.4,30.5,2023,0.45,0.18,0.16,0.88,0.65,0.31,0.06,0.05,0.07
595,Abdul Wali Khan University Mardan,10314,0.21,0.0,43.16,15.0,12.0,88.0,36.9,46.4,2023,0.45,0.16,0.12,0.88,0.37,0.47,0.02,0.09,0.0
596,Åbo Akademi University,5399,0.18,0.1,43.14,22.0,31.2,44.4,40.0,65.0,2023,0.45,0.23,0.31,0.44,0.4,0.65,0.01,0.08,0.1
597,Addis Ababa University,46881,0.15,0.0,43.12,19.6,12.4,79.5,41.9,46.6,2023,0.45,0.21,0.12,0.8,0.42,0.47,0.1,0.06,0.0
598,Ahvaz Jundishapur University of Medical Sciences (AJUMS),8601,0.12,0.02,43.1,33.5,10.0,65.5,37.5,18.2,2023,0.45,0.35,0.1,0.66,0.38,0.18,0.02,0.05,0.02
599,Ajou University,7574,0.14,0.17,43.08,31.1,37.5,41.7,74.3,44.4,2023,0.45,0.33,0.38,0.42,0.74,0.45,0.02,0.06,0.17
600,Amedeo Avogadro University of Eastern Piedmont,14292,0.37,0.07,43.06,13.9,22.2,64.5,37.5,41.6,2023,0.45,0.15,0.22,0.64,0.38,0.42,0.03,0.16,0.07
601,American University,12495,0.12,0.11,43.04,40.7,16.8,55.7,42.5,37.3,2023,0.45,0.43,0.17,0.56,0.42,0.37,0.03,0.05,0.11
602,American University of Sharjah,4468,0.12,0.76,43.02,20.9,21.3,45.6,38.9,93.5,2023,0.45,0.22,0.21,0.46,0.39,0.94,0.01,0.05,0.76
603,Amirkabir University of Technology,10673,0.21,0.02,43.0,30.1,31.9,54.9,64.9,31.7,2023,0.45,0.32,0.32,0.55,0.65,0.32,0.02,0.09,0.02
604,University of Antofagasta,8083,0.2,0.02,42.99,14.8,9.5,81.0,36.9,52.4,2023,0.45,0.16,0.1,0.81,0.37,0.53,0.02,0.09,0.02
605,University of Arkansas,25207,0.19,0.04,42.97,29.1,27.6,48.5,39.5,30.6,2023,0.45,0.31,0.28,0.48,0.4,0.31,0.05,0.08,0.04
606,Auburn University,27512,0.18,0.1,42.95,32.4,23.4,45.9,43.8,49.3,2023,0.45,0.34,0.23,0.46,0.44,0.49,0.06,0.08,0.1
607,Azarbaijan Shahid Madani University,7350,0.26,0.0,42.93,18.1,13.0,83.8,38.4,22.7,2023,0.45,0.19,0.13,0.84,0.38,0.23,0.02,0.11,0.0
608,University of Babylon,26449,0.13,0.0,42.91,18.0,7.8,85.0,37.0,21.6,2023,0.45,0.19,0.08,0.85,0.37,0.22,0.06,0.06,0.0
609,Bahçeşehir University,17813,0.47,0.18,42.89,19.3,20.9,62.3,51.9,49.5,2023,0.44,0.2,0.21,0.62,0.52,0.5,0.04,0.2,0.18
610,Bahria University,19573,0.22,0.01,42.87,13.6,9.1,79.7,37.4,43.7,2023,0.44,0.14,0.09,0.8,0.37,0.44,0.04,0.09,0.01
611,Banaras Hindu University,13900,0.09,0.03,42.86,38.8,16.9,66.0,37.0,20.1,2023,0.44,0.41,0.17,0.66,0.37,0.2,0.03,0.04,0.03
612,University of Bari Aldo Moro,29905,0.22,0.02,42.84,16.6,22.8,72.5,38.9,33.6,2023,0.44,0.18,0.23,0.72,0.39,0.34,0.06,0.09,0.02
613,Bar-Ilan University,17255,0.17,0.04,42.82,30.5,34.0,42.0,49.4,50.3,2023,0.44,0.32,0.34,0.42,0.49,0.5,0.04,0.07,0.04
614,Baylor University,19700,0.18,0.07,42.8,33.7,18.3,52.4,37.4,29.3,2023,0.44,0.36,0.18,0.52,0.37,0.29,0.04,0.08,0.07
615,Beirut Arab University,5698,0.12,0.18,42.78,33.6,16.4,56.1,37.0,83.9,2023,0.44,0.35,0.16,0.56,0.37,0.84,0.01,0.05,0.18
616,Ben-Gurion University of the Negev,16468,0.2,0.02,42.76,30.3,31.1,43.4,42.8,37.0,2023,0.44,0.32,0.31,0.43,0.43,0.37,0.04,0.09,0.02
617,Benha University,110645,0.32,0.03,42.75,16.5,8.6,77.0,37.8,45.1,2023,0.44,0.17,0.09,0.77,0.38,0.45,0.24,0.14,0.03
618,Université Bourgogne Franche-Comté (UBFC),67049,0.37,0.11,42.73,19.6,18.3,69.7,40.7,55.4,2023,0.44,0.21,0.18,0.7,0.41,0.56,0.15,0.16,0.11
