rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
,McMaster University,64.40,44,48.2,94.3,93.5,80.5,24602,27.3,0.16,2019
,University of Bristol,64.30,44.8,48.6,96.1,40.5,86.3,20570,13.2,0.27,2019
,University of Groningen,64.10,42.5,54.4,90.7,79.7,77.5,26183,23.8,0.18,2019
,University of Warwick,64.10,48,51.8,87,41.5,93.3,19650,13.3,0.41,2019
,Penn State (Main campus),63.80,53.2,62.5,81.1,50.8,46.4,45704,15,0.15,2019
,"University of Maryland, College Park",63.70,47.8,57.7,93.2,38.7,41.2,32099,16.2,0.10,2019
,Sungkyunkwan University (SKKU),63.70,58.4,59.1,74.8,96.9,48.8,23359,19.5,0.14,2019
,Emory University,63.60,56,39.7,98.4,43.6,56.4,12647,4.2,0.20,2019
,Monash University,63.60,46.1,53.7,83.8,74.1,88.7,49728,34.6,0.35,2019
,Rice University,63.50,50.9,40.4,97.9,44.6,75.1,6554,8.9,0.28,2019
,RWTH Aachen University,63.30,56.7,60.7,71.3,98.8,56.2,44517,61.8,0.19,2019
,Uppsala University,63.30,44.3,55.7,87.7,77.3,67.4,25061,16.9,0.14,2019
,University of Tübingen,63.20,50,54.4,84.9,67,62.6,28743,39.2,0.14,2019
,Charité - Universitätsmedizin Berlin,63.00,47.6,46.1,93.2,87.8,63.1,6943,17.5,0.19,2019
,University of Montreal,63.00,47.8,50.2,84.6,74.3,85,37311,20.3,0.23,2019
,University of Zurich,63.00,46.5,46.4,89.6,53.4,91.4,26340,14.7,0.20,2019
,University of Science and Technology of China,62.90,62.3,54.7,77.1,89.2,32.2,16152,8.4,0.04,2019
,University of Glasgow,62.80,41.2,48.3,93.6,40.1,92.3,24235,15.3,0.36,2019
,Michigan State University,62.80,56.5,54.2,79.8,37.9,62.9,44951,17,0.17,2019
,"University of California, Irvine",62.70,44.5,47.6,94.6,60.8,69.3,31089,16.7,0.24,2019
,UNSW Sydney,62.70,45,54.1,82.3,52.4,92.6,41358,30.5,0.36,2019
,Lund University,62.50,41.9,53.2,87.4,78,77.3,28454,11.8,0.17,2019
,Dartmouth College,62.40,59.6,38.9,95.9,41.3,40.1,6172,6.7,0.15,2019
,University of Helsinki,62.40,46.2,57.6,87.5,37.4,54.4,22418,16.6,0.06,2019
,Zhejiang University,62.20,69.4,68.4,47.9,100,53.3,36031,10.9,0.18,2019
,Korea Advanced Institute of Science and Technology (KAIST),61.80,61.7,59.3,67.8,99.9,35.7,9587,10.4,0.09,2019
,University of Basel,61.50,43.1,39.4,90.1,99.4,96.1,12852,18,0.27,2019
,Free University of Berlin,61.40,61.3,64.3,57.2,42.4,74,35032,56.4,0.21,2019
,Fudan University,61.40,63.7,57.2,68.9,50.2,42.2,34393,12.2,0.11,2019
,University of Sheffield,61.20,46,46,86.5,43.1,87.2,25575,14.9,0.35,2019
,University of Virginia (Main campus),61.00,53.8,41.1,92.7,44.1,47.7,24295,9.4,0.12,2019
,École Polytechnique,60.80,58.6,46.6,68.2,70.6,94,2908,5.6,0.36,2019
,Georgetown University,60.70,56,36,93.2,64.6,46.9,15801,8.5,0.17,2019
,University of Bern,60.30,45.1,41.7,85.5,83.1,86.5,10967,16.7,0.15,2019
,University of Bonn,60.30,48.4,40.7,89.9,87.4,59.7,37708,70.2,0.13,2019
,City University of Hong Kong,60.30,43.7,46.3,80.6,63.2,99.8,9928,11.2,0.41,2019
,University of Pittsburgh-Pittsburgh campus,60.30,47.8,44.5,95.9,40.4,38.2,26517,5.9,0.11,2019
,University of Colorado Boulder,59.90,45,43.2,96.5,39.2,46.4,31625,15.5,0.12,2019
,Durham University,59.90,44.7,47,82,37.7,90.9,16565,14.8,0.30,2019
,University of Birmingham,59.70,38.9,43.3,91.5,39.8,88.5,28355,15.1,0.28,2019
,University of Copenhagen,59.70,44.2,39.4,90.8,45.8,83.2,32157,4.4,0.16,2019
,University of Southampton,59.60,39.7,42,90.2,40.7,93.9,24080,13.9,0.36,2019
,University of York,59.30,41.2,45.7,86.4,36.2,84.9,15195,14.8,0.25,2019
,Trinity College Dublin,59.20,43.7,47,79.8,43.4,93.3,16293,21.6,0.28,2019
,University of Oslo,59.10,39.8,44.2,91.2,41.8,73.3,20552,13.3,0.17,2019
,Vanderbilt University,59.10,46.5,39.4,96.6,47,41.9,12038,3.1,0.14,2019
,Aarhus University,59.00,37,51.4,84.2,63,75.3,26867,14.8,0.11,2019
,Arizona State University (Tempe),59.00,42.7,47.4,88.7,38.6,58.6,46362,20.8,0.20,2019
,University of Göttingen,59.00,48.8,48.9,81.2,36.1,59.7,30399,29.6,0.12,2019
,University of Mannheim,59.00,42.7,51.3,82.5,62.5,60,10882,74.8,0.17,2019
,Radboud University Nijmegen,59.00,35.2,49.8,88.8,43,76.6,19954,17.5,0.15,2019
,Université Catholique de Louvain,58.90,38.1,51.4,82.1,55.1,79.7,25952,39.6,0.21,2019
,Maastricht University,58.90,38.8,47.1,79.6,79.8,97,16250,15.8,0.52,2019
,Queen Mary University of London,58.80,31.9,38.9,97.6,43,96.1,16435,14,0.44,2019
,Technical University of Berlin,58.70,50,54.1,67.5,94.2,64.4,22472,64.4,0.22,2019
,University of Alberta,58.50,47.4,48.2,73,59.2,86.6,31844,21,0.26,2019
,Case Western Reserve University,58.50,49.2,36.2,93.2,40.8,51.5,10412,7.8,0.23,2019
,Nanjing University,58.40,54.4,47.5,71.7,84,56.1,34580,15.6,0.09,2019
,The University of Western Australia,58.40,33.5,44.5,88.8,55,93.1,18510,21.9,0.26,2019
,University of Adelaide,58.30,32.8,41.2,92.5,61.6,90.9,21339,30.4,0.27,2019
,University of Geneva,58.30,39,44,81.1,65.2,98.5,16530,15.2,0.39,2019
,University of Hamburg,58.30,46.3,47.5,77.9,98.3,58.4,29584,58.2,0.12,2019
,Karlsruhe Institute of Technology,58.30,46.8,47.4,75.7,92.5,67.1,26593,25.8,0.20,2019
,Pompeu Fabra University,58.30,40,39.1,95.7,42.4,64.3,11523,21.3,0.13,2019
,University of Exeter,57.80,34.3,39.7,93.2,36.3,90.3,20285,18,0.28,2019
,Pohang University of Science and Technology (POSTECH),57.70,50.7,47.8,77.4,94.3,34.4,3238,10.7,0.04,2019
,Ghent University,57.60,44.9,47.9,77.6,81.5,58.7,35835,35.2,0.10,2019
,University of Vienna,57.60,53.3,47.6,64.7,35.4,94.4,33185,19.3,0.27,2019
,Autonomous University of Barcelona,57.50,43.9,36.5,92.4,41.3,62.2,32223,12.8,0.16,2019
,University of Cologne,57.30,43.5,41.8,83.7,77.9,61.3,37483,37.9,0.15,2019
,Indiana University,57.30,49.4,45.6,78.6,52.8,52.6,65707,13.8,0.16,2019
,Lancaster University,57.30,36.5,40.3,88,35.6,93.3,12200,12.8,0.39,2019
,University of Nottingham,57.20,42.7,42.8,80,40.8,86.8,29430,14.6,0.30,2019
,Ulm University,57.20,40.6,36.7,92.6,75.8,57.6,10719,28,0.13,2019
,TU Dresden,57.00,46,47.7,74.8,94.5,55.3,33560,35.1,0.14,2019
,Tufts University,56.80,48.8,32,91.2,40.5,55.9,10659,10.1,0.19,2019
,University of Leeds,56.60,40.7,43.5,79.7,39.5,85.5,28675,14.2,0.28,2019
,Sant’Anna School of Advanced Studies – Pisa,56.60,45.3,40.9,82.4,79.5,52.9,737,11.9,0.17,2019
,Stockholm University,56.60,32.3,47.7,87.2,36.5,73.9,31500,23,0.08,2019
,University of Cape Town,56.50,31.7,41.5,87.2,87.6,82.4,22137,12.1,0.18,2019
,University of Florida,56.50,55.3,51.2,66.7,62.6,39.9,46555,17.5,0.10,2019
,University of Aberdeen,56.30,30.5,34.7,94.7,46.5,95,12210,15.1,0.38,2019
,University of Arizona,56.20,43.4,43,85.5,49.4,44.8,39264,13.3,0.09,2019
,Hong Kong Polytechnic University,56.20,42.4,49,68.3,43.4,95.7,21977,27.8,0.25,2019
,University of Würzburg,56.20,38.1,42.6,87.3,59.8,57.9,22264,30.3,0.10,2019
,Scuola Normale Superiore di Pisa,56.00,57.7,37.6,75.7,35.2,51,539,6.7,0.09,2019
,University of Sussex,56.00,33,37.3,90,35.7,92.7,13890,16.5,0.39,2019
,University of Rochester,55.90,45.1,31,90.8,41.5,63.7,9681,4.2,0.29,2019
,Technical University of Denmark,55.90,40.2,38.6,79.1,64.4,92.3,9116,6.5,0.25,2019
,University of St Andrews,55.80,42.3,40.2,76.4,36.4,96.3,8965,12.7,0.47,2019
,Vrije Universiteit Amsterdam,55.70,34.4,41.4,89.5,54.3,64.2,23919,17.8,0.08,2019
,"University of California, Santa Cruz",55.60,33.5,36,99.1,39.5,53.2,17868,23.1,0.05,2019
,Eindhoven University of Technology,55.60,44.6,46.6,66.4,99.6,77.4,8443,19.7,0.19,2019
,University of Leicester,55.60,30.5,33.8,95.2,37.3,91.2,14710,14,0.36,2019
,National Taiwan University (NTU),55.50,54.9,56.8,59.4,63.2,34.6,31783,11.5,0.08,2019
,Newcastle University,55.40,32.9,39.6,86.6,41.6,88.2,21500,14.5,0.29,2019
,Texas A&M University,55.40,51.6,54.6,61.1,47.5,53.4,58567,25.8,0.09,2019
,University of Notre Dame,55.30,50.4,41.9,75.5,37.9,53.5,12035,13.7,0.12,2019
,University of Erlangen-Nuremberg,55.20,41.5,43.5,78.6,86.9,52.4,38368,54.9,0.11,2019
,University of Lausanne,54.90,32.5,44.1,77.5,67.3,92.7,11957,9.6,0.23,2019
,University of Ottawa,54.90,39.1,39.3,81.6,43.2,77,35002,25.6,0.18,2019
,Rutgers University – New Brunswick,54.90,45.4,44.5,77.4,39.8,50.4,44127,11.2,0.16,2019
,University of Alabama at Birmingham,54.80,39.4,32.9,95.7,65.9,36.6,15744,15.3,0.06,2019
,University of Bologna,54.70,51.2,32.6,82.7,43.9,49.2,66998,23.9,0.11,2019
,Aalto University,54.50,40.5,37.7,79.6,49.6,78.4,12421,19,0.23,2019
,George Washington University,54.50,49.9,30.6,85,34.5,53.5,22844,13.2,0.17,2019
,University of Liverpool,54.50,32.2,35.9,87.5,39.4,91.5,21590,13.8,0.35,2019
,University of Münster,54.40,40.7,43.2,81.2,51.6,47.8,42974,43.9,0.08,2019
,"Northeastern University, US",54.40,37,26.5,96.3,37.2,74,19191,13.8,0.33,2019
,University of Twente,54.40,40.8,47,64.5,81.6,89.3,7149,13.5,0.30,2019
,Cardiff University,54.20,33.6,37.1,86.3,37.2,82.7,24245,12.8,0.26,2019
,KTH Royal Institute of Technology,54.20,43.7,44.6,66.4,50.4,86.3,12486,15.4,0.18,2019
,University of Konstanz,54.10,39.4,45.1,74.2,69.6,63.7,11288,52.3,0.12,2019
,Shanghai Jiao Tong University,54.10,60.2,54.8,46.2,78.5,49.9,40711,11,0.09,2019
,University of Duisburg-Essen,54.00,35.3,32.2,91.9,71.2,58.9,42931,54.7,0.18,2019
,University of East Anglia,54.00,28.2,30.9,96.2,35.3,87.4,13985,13.6,0.29,2019
,Western University,54.00,41.5,36.1,78,59.8,77.6,29732,22.9,0.17,2019
,Aalborg University,53.90,30.7,37.7,88.9,47.1,73.9,16021,13.7,0.14,2019
,Paris Diderot University – Paris 7,53.90,46.4,19.5,93.1,34,72,28918,15,0.20,2019
,University of Technology Sydney,53.60,32.2,41.8,76.4,52.2,95.4,25637,43.4,0.36,2019
,University of Bergen,53.30,30.7,30.6,94,36.5,77.9,13116,12.3,0.14,2019
,Korea University,53.20,48.4,50.1,58.1,98.3,50.7,22705,15.6,0.21,2019
,University of Calgary,53.10,34.6,34.4,84.1,55.7,76.6,27489,15.7,0.19,2019
,University of Antwerp,49.5–53.0,35.1,38,75.2,74.5,67.9,15096,29.6,0.16,2019
,University of Auckland,49.5–53.0,30.1,40.7,76.5,61.6,91.7,30041,18.4,0.30,2019
,University of Barcelona,49.5–53.0,37.7,32.3,85.1,40.1,52.6,46002,11.9,0.10,2019
,University of Bath,49.5–53.0,32,31.7,77.8,38.2,89.8,13200,16.6,0.33,2019
,Bielefeld University,49.5–53.0,35.4,40,79.3,53.4,46.4,24255,64.3,0.08,2019
,Brandeis University,49.5–53.0,28.5,23.6,99.9,34.6,52.4,5385,12.5,0.26,2019
,University at Buffalo,49.5–53.0,40.7,34.6,73.1,43.3,63.8,25419,17.1,0.17,2019
,"University of California, Riverside",49.5–53.0,29.5,31.6,92,41,65.6,20864,19.6,0.14,2019
,Chalmers University of Technology,49.5–53.0,41.1,40.7,60.7,71,81.5,9257,12.4,0.17,2019
,Copenhagen Business School,49.5–53.0,24.8,32.3,88,41.3,92.2,17003,30.6,0.25,2019
,University of Dundee,49.5–53.0,23.7,30.5,94.1,46.8,80.3,10960,15.5,0.23,2019
,École des Ponts ParisTech,49.5–53.0,40.1,25.6,76.8,59.8,82.7,1943,13.4,0.47,2019
,École Normale Supérieure de Lyon,49.5–53.0,42.7,41.2,70.3,43.7,64.9,2207,8.2,0.13,2019
,University of Fribourg,49.5–53.0,33.9,34.4,73.3,60.3,87.5,10850,45.6,0.18,2019
,University of Gothenburg,49.5–53.0,25.8,39.8,92,39.4,62.9,18873,9.9,0.12,2019
,University of Hawai’i at Mānoa,49.5–53.0,35.5,37.1,75,50.6,64.4,15750,11,0.11,2019
,Hebrew University of Jerusalem,49.5–53.0,45,44,64.9,40.6,59.4,16492,11.5,0.05,2019
,University of Hohenheim,49.5–53.0,33.3,29.2,86,56.8,54.5,9373,41.8,0.15,2019
,University of Iowa,49.5–53.0,42.9,33.8,81.3,54.6,37.1,27897,12.3,0.13,2019
,James Cook University,49.5–53.0,23.5,27.2,91.9,41.9,75.4,11882,22.3,0.12,2019
,University of Kiel,49.5–53.0,30.9,27,92.8,34,54.1,25957,22.2,0.08,2019
,King Abdulaziz University,49.5–53.0,27.8,16.3,99,77.2,92.9,33111,8,0.21,2019
,Université Libre de Bruxelles,49.5–53.0,29.4,41.8,79.9,43.6,85.9,26936,35.9,0.35,2019
,University of Luxembourg,49.5–53.0,29.5,30.6,87.7,42.8,99.7,4969,16.5,0.57,2019
,Macquarie University,49.5–53.0,33.4,37.3,71.3,46.2,81.6,28729,43.8,0.26,2019
,University of Massachusetts,49.5–53.0,36.6,28.7,89.5,50,58.4,59906,12.8,0.14,2019
,Medical University of Graz,49.5–53.0,30.2,24.4,89,63.3,73.2,3368,10.7,0.23,2019
,Medical University of Vienna,49.5–53.0,32.1,21.9,90.5,49.7,78.8,7086,7.9,0.29,2019
,University of Miami,49.5–53.0,41.6,25.2,86.2,39.3,60.4,15923,5.9,0.16,2019
,University of Otago,49.5–53.0,27.9,30.7,82.6,37.4,89.5,18283,20.1,0.20,2019
,University of Padua,49.5–53.0,39.9,27.7,83.7,37.5,42.4,43289,20.9,0.04,2019
,Paris-Sud University,49.5–53.0,36.5,33.7,87.6,34.3,64.5,29509,16.3,0.17,2019
,University of Passau,49.5–53.0,31.4,35.9,89.1,44.3,57,10465,72.2,0.11,2019
,University of Potsdam,49.5–53.0,37.2,39.2,74.3,43.1,55.3,19294,56.8,0.10,2019
,Queen’s University Belfast,49.5–53.0,27.5,32.6,87.6,38.7,96.3,17655,16.9,0.35,2019
,Queensland University of Technology,49.5–53.0,28.6,37.9,81.3,56.7,79.9,33931,35.3,0.16,2019
,RCSI University of Medicine and Health Sciences,49.5–53.0,30.7,24.5,91.3,45.7,91.5,2202,19.1,0.68,2019
,University of Reading,49.5–53.0,34.3,34.3,75.8,39,91.2,13395,14.3,0.33,2019
,University of South Australia,49.5–53.0,30.5,37.1,68.1,79.7,92.9,17465,26.1,0.44,2019
,University of Tampere,49.5–53.0,28,32.5,91,50.7,43.7,9484,21.8,0.05,2019
,Tel Aviv University,49.5–53.0,43.3,52,64.4,43.5,51.2,22878,22.9,0.05,2019
,Tilburg University,49.5–53.0,38.7,48.1,66.2,54.3,76.6,7666,21.2,0.14,2019
,Ulsan National Institute of Science and Technology (UNIST),49.5–53.0,24.5,34.5,96.3,70.1,49.7,4255,13.5,0.08,2019
,University College Dublin,49.5–53.0,30.7,36.6,76.4,40.6,91.3,22081,23.5,0.27,2019
,University of Utah,49.5–53.0,36.5,33.7,88.9,40.7,33.4,30036,14.1,0.09,2019
,Vita-Salute San Raffaele University,49.5–53.0,36.5,23.8,97.1,35.1,46,2745,7.3,0.05,2019
,University of Waterloo,49.5–53.0,32.2,39.7,69.3,43.3,82.4,32395,23.7,0.18,2019
,William & Mary,49.5–53.0,47.8,19.8,86.7,34.6,34.5,8098,11.8,0.09,2019
,University of the Witwatersrand,49.5–53.0,27.7,40.8,81,100,74.2,28279,26.1,0.08,2019
,University of Wollongong,49.5–53.0,30.3,33.5,75.7,52.8,90.9,18209,31.2,0.26,2019
,Yonsei University (Seoul campus),49.5–53.0,50.8,51.1,50.6,97.2,56.9,17875,14.7,0.22,2019
,Brighton and Sussex Medical School,46.4–49.4,21,19,100,34,74.2,795,11.4,0.15,2019
,University of Canberra,46.4–49.4,20,27.7,95,37.4,68,10098,29.2,0.29,2019
,University of Cincinnati – Uptown,46.4–49.4,37.2,31,82.6,40.5,39.8,28049,20.5,0.09,2019
,Clark University,46.4–49.4,25.1,25.5,89.2,34.3,58.9,3136,11.9,0.25,2019
,Colorado School of Mines,46.4–49.4,32.9,27.8,84.4,50.5,42.7,5556,16.7,0.12,2019
,Dalhousie University,46.4–49.4,25.5,29,79,45.6,83.7,15150,14.7,0.21,2019
,University of Delaware,46.4–49.4,28.5,37.4,77.4,91.5,46.2,20348,16.9,0.10,2019
,University of Essex,46.4–49.4,31.8,31.7,68.3,34.8,96.6,11130,15.7,0.41,2019
,Flinders University,46.4–49.4,25.7,29.6,78.7,37.6,86.7,15939,24.1,0.31,2019
,Florida State University,46.4–49.4,38.4,40,70.9,39.5,43,38661,24.5,0.07,2019
,Goethe University Frankfurt,46.4–49.4,34,29.6,76.5,43.8,59.1,45826,19.9,0.15,2019
,Griffith University,46.4–49.4,24.5,31.3,79.9,42.8,82.9,31574,22.2,0.19,2019
,University of Iceland,46.4–49.4,19.3,29.6,86.9,57.9,62.6,8276,14.1,0.11,2019
,University of Illinois Chicago,46.4–49.4,44.6,30.8,71.4,42.7,55.3,25705,11.2,0.19,2019
,Indian Institute of Science,46.4–49.4,56.7,51.4,41.7,50.7,20.2,4071,9.4,0.01,2019
,Constructor University,46.4–49.4,40.7,33,62.4,60,83.1,1114,16.6,0.69,2019
,Johannes Gutenberg University of Mainz,46.4–49.4,36.7,23,80.3,64,55.8,32359,28,0.11,2019
,Université Laval,46.4–49.4,38.7,29.5,69.9,58.8,68.7,29588,16.9,0.13,2019
,University of Marburg,46.4–49.4,36.1,25.7,81.6,38.8,50.9,25942,35.7,0.10,2019
,University of Navarra,46.4–49.4,34.1,24.2,82,66.6,63.2,10717,14.7,0.20,2019
,North Carolina State University,46.4–49.4,37.3,34.3,69.8,43.4,55.9,30190,12.8,0.14,2019
,Oregon Health and Science University,46.4–49.4,35.1,16.5,99.5,45,25.6,2899,1,0.03,2019
,Osaka University,46.4–49.4,54.7,51.2,35.7,58.4,33.4,23173,7.8,0.10,2019
,University of Oulu,46.4–49.4,32.5,31.3,75.1,42,53.7,9764,23.5,0.07,2019
,Queen’s University,46.4–49.4,39.3,34.4,65.5,44.7,65.3,22884,24.7,0.12,2019
,"Royal Holloway, University of London",46.4–49.4,30.4,26.7,80,37.3,92.9,9100,14.9,0.39,2019
,Ruhr University Bochum,46.4–49.4,38.6,42.9,59.9,56.7,53.8,42425,61.2,0.14,2019
,"St George’s, University of London",46.4–49.4,21.6,21.3,99.1,36.5,73.2,3240,15.4,0.19,2019
,University of São Paulo,46.4–49.4,55.9,53.5,37,39.5,32.7,82962,15.3,0.04,2019
,Sapienza University of Rome,46.4–49.4,38,38.3,70.4,44.2,39.6,68282,21.8,0.06,2019
,Simon Fraser University,46.4–49.4,24.6,33.4,75.4,47,91.2,26313,27.3,0.30,2019
,University of Southern Denmark,46.4–49.4,19.6,26.1,86.5,68.1,79.1,25975,14.3,0.16,2019
,University of South Florida (Tampa),46.4–49.4,30.6,36.4,76.1,87.2,50.7,33413,18.8,0.13,2019
,Stony Brook University,46.4–49.4,34.2,22.4,83.8,35.7,70.2,23722,10.6,0.23,2019
,University of Stuttgart,46.4–49.4,42,47.5,56.1,62.6,53.1,26697,47.1,0.20,2019
,University of Surrey,46.4–49.4,32,32.6,72.2,47.7,93.2,11985,15.7,0.40,2019
,Swansea University,46.4–49.4,22.1,24.8,91.1,36.2,82,14980,16.6,0.23,2019
,Swedish University of Agricultural Sciences,46.4–49.4,32.5,29.1,78.3,95.7,47.2,3745,4.4,0.04,2019
