rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
301,Deakin University,39305,28.6,22,46.8,23.8,30,73.5,40.60,85.2,2020
301,University of Fribourg,10887,32.3,18,46.8,31.8,32,64.7,54.10,87.3,2020
301,Goethe University Frankfurt,47141,19.6,15,46.8,31.7,30,75.6,43.20,59.9,2020
301,Grenoble Alpes University,41411,17.6,13,46.8,34,30,69.7,36.00,59.9,2020
301,Huazhong University of Science and Technology,56379,16.5,5,46.8,41,39,59.8,90.40,25.8,2020
301,Indian Institute of Science,4128,9.6,1,46.8,58.6,55,32.4,57.10,20.2,2020
301,Indian Institute of Technology Ropar,1119,7.6,0,46.8,28.1,13,100,36.20,18,2020
301,Jacobs University,1142,16.2,76,46.8,40.6,33,50.7,55.10,88.7,2020
301,Johannes Gutenberg University of Mainz,31919,26.9,11,46.8,35.2,23,77.4,68.90,56.7,2020
301,University of Klagenfurt,3639,10.8,22,46.8,25.3,17,86.5,37.20,87.3,2020
301,Kyung Hee University,22102,17.3,22,46.8,33.8,41,56.4,84.90,62.6,2020
301,University of Liège,20888,27,21,46.8,27.6,38,60.5,95.90,70.6,2020
301,University of Macau,9340,14.4,37,46.8,32.3,33,61.9,41.00,98.5,2020
301,University of Malaya,15140,8,20,46.8,41.6,31,56.6,48.10,81.6,2020
301,University of Marburg,25541,34.7,12,46.8,33.8,29,73.4,39.10,53.6,2020
301,Maynooth University,9291,28.3,12,46.8,20.3,30,80.3,37.30,78.2,2020
301,University of Milan,45451,21.4,6,46.8,35.9,29,72.2,37.70,42.6,2020
301,Montpellier University,39405,19.5,15,46.8,36.3,27,67.1,37.30,61.6,2020
301,Nagoya University,15676,9.2,11,46.8,47.8,48,43.4,76.80,32.8,2020
301,University of Newcastle,22100,20.7,18,46.8,24.5,28,76.6,49.90,83.1,2020
301,University of New Mexico (Main campus),19382,17.1,5,46.8,29.2,32,83.6,37.40,33.2,2020
301,North Carolina State University,30231,12.5,15,46.8,36.7,35,64.7,43.20,57.8,2020
301,Nova Southeastern University,17785,23.4,6,46.8,33.8,10,99.5,34.40,29.5,2020
301,Osaka University,22892,7.4,11,46.8,51.5,49,34.6,63.00,36,2020
301,Polytechnic University of Milan,35184,25,17,46.8,33.1,35,59.6,72.50,59,2020
301,Reykjavík University,2879,24.9,8,46.8,14.4,18,100,36.50,64.1,2020
301,Rush University,2425,2,1,46.8,37.2,13,92.1,41.30,19.7,2020
301,Southern University of Science and Technology (SUSTech),3198,9.5,0,46.8,23.9,24,85.3,70.50,59.7,2020
301,Stony Brook University,24201,10.5,23,46.8,34.4,24,77,36.10,71.5,2020
301,Swedish University of Agricultural Sciences,3737,4.5,4,46.8,31.1,30,73.5,94.80,47.6,2020
301,University of Tartu,8532,11.6,8,46.8,26.8,27,82.4,37.50,55.4,2020
301,University of Tasmania,18219,24.9,30,46.8,26,34,63,50.10,88.2,2020
301,Temple University,35814,13,9,46.8,39.3,24,79.3,34.40,37.7,2020
301,The University of Tennessee-Knoxville,25907,16.8,5,46.8,32.9,23,80.3,43.90,45.7,2020
301,University of Texas at Dallas,22757,21.6,25,46.8,23.7,29,82.1,39.90,60.2,2020
301,University of Trento,12920,19.5,7,46.8,27.7,32,77.8,41.50,57.7,2020
301,Tulane University,11185,9.8,11,46.8,42.3,24,72.7,37.00,41.9,2020
301,Umeå University,17373,12.5,11,46.8,23.5,29,79.1,36.20,63.4,2020
301,United Arab Emirates University,7523,9.2,21,46.8,23.7,19,84.7,43.30,91.6,2020
301,Università della Svizzera Italiana,2768,10.8,67,46.8,24.6,22,74.6,44.00,99.6,2020
301,University College Cork,16861,18,18,46.8,24.9,23,77.5,44.50,81.3,2020
301,Victoria University,14815,32.2,23,46.8,24,26,75.3,42.80,77.9,2020
351,University of Alaska Fairbanks,3593,8.7,5,44.4,27.5,25,72.5,43.80,53.9,2020
351,American University of Beirut,8401,8.5,21,44.4,28.7,15,77.1,36.70,78.2,2020
351,Australian Catholic University,23886,43.5,12,44.4,20.6,28,73.4,39.40,74.3,2020
351,Babol Noshirvani University of Technology,5744,29.6,0,44.4,15.3,21,99.8,42.20,17.1,2020
351,University of Bayreuth,9255,29.7,10,44.4,34.7,35,55.8,59.90,55.4,2020
351,"Birkbeck, University of London",8631,15.8,38,44.4,27.6,32,62.8,34.50,87.4,2020
351,University of Bremen,18915,31.9,12,44.4,36.9,36,56,49.00,55.7,2020
351,Brunel University London,10961,16.3,36,44.4,26.9,27,63.2,36.80,95.3,2020
351,"University of California, Merced",7324,20.9,8,44.4,17.1,22,95.3,38.00,42.4,2020
351,Catholic University of Portugal,10998,26.7,10,44.4,18.3,15,94.6,35.90,47.4,2020
351,Clark University,3045,11.5,23,44.4,24,23,79.3,34.40,57.5,2020
351,University of Connecticut,32446,15.2,9,44.4,36.5,30,60.6,37.90,49,2020
351,University of Crete,13321,23.4,4,44.4,17.7,20,91.4,38.70,48,2020
351,University of Denver,9535,13,9,44.4,40.5,22,75.4,35.80,27.8,2020
351,University of Florence,34686,20.4,11,44.4,37.9,25,65.8,42.30,46.2,2020
351,"Goldsmiths, University of London",8486,15.3,35,44.4,33.8,29,60.4,35.10,79.4,2020
351,Hanyang University,20087,15.7,21,44.4,39.1,40,40.1,92.30,62.3,2020
351,Hasselt University,5189,31.1,13,44.4,28.3,38,56.6,49.70,68.1,2020
351,Hofstra University,10066,13.9,9,44.4,38.4,13,79.3,34.40,29.8,2020
351,University of Iceland,8135,13.9,12,44.4,19.5,30,75,62.70,63.6,2020
351,IMT Atlantique,1676,8.2,44,44.4,34.4,29,53.1,91.60,75.2,2020
351,Indian Institute of Technology Indore,1128,9.7,0,44.4,32.5,24,77.1,39.90,19.7,2020
351,Iowa State University,32469,18.8,12,44.4,29.5,33,60.5,49.60,56.7,2020
351,Jordan University of Science and Technology,21512,13.4,17,44.4,15.8,9,100,40.20,62.3,2020
351,Justus Liebig University Giessen,28575,46.8,9,44.4,37.7,34,53.8,41.60,53.9,2020
351,University of Kent,17754,20,31,44.4,24.1,28,67.9,35.00,91.5,2020
351,Khalifa University,3651,9.5,26,44.4,27.7,33,54,100.00,95.4,2020
351,Loughborough University,14749,14.3,25,44.4,33.8,34,52.9,39.00,80.1,2020
351,University of Manitoba,29311,29.4,17,44.4,28,31,69.9,36.50,53.4,2020
351,Nankai University,28061,13.3,7,44.4,35.7,22,75.8,41.50,35.4,2020
351,University of Naples Federico II,49604,19.6,2,44.4,35.4,23,71.9,38.20,31.2,2020
351,National Tsing Hua University,14853,18,10,44.4,35.4,46,50.1,64.80,36.2,2020
351,Northumbria University,21811,17.5,17,44.4,19.4,18,85.6,35.10,72.4,2020
351,"University of Occupational and Environmental Health, Japan",1142,2.6,1,44.4,26.9,10,99.8,40.20,18.1,2020
351,Örebro University,9735,18.5,6,44.4,17.6,21,88.7,36.00,52.2,2020
351,Oregon State University,24798,16,11,44.4,30.9,30,67.2,37.70,52.9,2020
351,University of Perugia,24830,32.3,6,44.4,18.6,23,87.5,45.20,44.6,2020
351,University of Pisa,33726,22.4,6,44.4,31.2,27,74.3,40.50,40.9,2020
351,RMIT University,33848,22.4,30,44.4,25.7,26,64.5,42.50,91.8,2020
351,University of Salerno,24290,25.8,2,44.4,20.2,20,94,37.30,33.9,2020
351,State University of New York Albany,15947,16.6,10,44.4,24,35,72.8,40.10,49.6,2020
351,University of Stirling,9250,15.8,23,44.4,23.6,25,75.5,35.20,82.1,2020
351,Swinburne University of Technology,14379,27.9,27,44.4,24.5,29,66.5,41.00,79.3,2020
351,Taipei Medical University,5973,10.2,10,44.4,28.7,32,67.9,94.90,38,2020
351,TU Dortmund University,34267,108.8,10,44.4,37.6,41,54.2,45.80,42.2,2020
351,University of Turku,12785,16.3,6,44.4,27.1,31,73.5,37.30,52.6,2020
351,Université de Versailles Saint-Quentin-en-Yvelines,16621,21.2,15,44.4,17.3,21,89.9,35.40,64.2,2020
351,Vienna University of Technology,10464,19.9,29,44.4,38.4,37,45.5,63.70,84,2020
351,Washington State University,27957,18.1,7,44.4,30.7,29,71.8,48.40,49.3,2020
351,Wayne State University,22295,11.3,9,44.4,33.3,18,83.3,45.40,37.6,2020
351,Wuhan University,52502,14.6,7,44.4,44,34,52.5,84.70,40.4,2020
401,Aberystwyth University,6866,16.2,19,42.3,24.8,23,66.3,39.70,78.1,2020
401,University of Alabama,35120,22.5,4,42.3,26.9,22,77.4,35.30,28.9,2020
401,American University,11750,11,12,42.3,40.9,20,65.7,39.10,32.3,2020
401,Aswan University,22393,40.8,0,42.3,11.9,9,100,34.40,44.6,2020
401,Bangor University,9590,16.3,23,42.3,22.4,21,66.3,35.70,81.8,2020
401,University of Bari Aldo Moro,29564,20.5,1,42.3,16.7,17,87.3,36.20,32.2,2020
401,Bond University,3341,10.3,43,42.3,21.1,20,64.6,35.90,89.2,2020
401,University of Bordeaux,54965,21.6,13,42.3,30,23,66.8,36.40,58.4,2020
401,Bournemouth University,13692,17.1,18,42.3,33.2,19,55.5,34.80,79.8,2020
401,Universiti Brunei Darussalam,3830,10.9,15,42.3,23,19,74.4,34.80,85.8,2020
401,Cankaya University,9164,28.4,2,42.3,14.9,11,99.7,34.90,43.2,2020
401,Centrale Nantes,1706,16.1,45,42.3,30.4,30,48.6,83.20,84.1,2020
401,Central South University,51546,18.4,2,42.3,32,34,56,84.10,26,2020
401,Charles University in Prague,48623,12.7,18,42.3,32.9,26,53,34.80,58.7,2020
401,"City, University of London",14362,18.5,51,42.3,26.1,28,57.7,35.50,94.9,2020
401,"Colorado State University, Fort Collins",26014,16.3,6,42.3,27.8,25,64.1,38.40,38.4,2020
401,University of Côte d’Azur,36706,23,23,42.3,30,18,68.5,40.40,83.2,2020
401,Covenant University,8768,15.7,0,42.3,27.2,15,78.4,43.80,26.2,2020
401,University of Cyprus,6635,22,11,42.3,24,25,62.3,47.70,81,2020
401,University of Desarrollo,15384,19,4,42.3,13.5,9,99.1,36.80,48.1,2020
401,Diego Portales University,17287,14.9,2,42.3,14.7,11,95.3,34.40,50.4,2020
401,Drexel University,19801,11.1,17,42.3,35.8,20,64.7,41.50,50.3,2020
401,University of Eastern Finland,11630,18.5,6,42.3,24.7,28,70.7,39.20,50.2,2020
401,École des Mines de Saint-Étienne,973,8.1,25,42.3,35.5,12,64.3,47.80,68.5,2020
401,Edith Cowan University,17560,31.3,26,42.3,18.7,22,67.8,39.10,82.9,2020
401,Federal University of Toulouse Midi-Pyrénées,103857,19.2,14,42.3,28.5,26,60.6,37.00,63,2020
401,University of Ferrara,14644,25.2,7,42.3,21,20,75,40.30,45.5,2020
401,Free University of Bozen-Bolzano,3891,12,13,42.3,20.6,13,77.9,35.40,76.4,2020
401,Fujita Health University,2942,3.2,0,42.3,24.5,10,91.1,36.80,18.6,2020
401,University of Genoa,23977,19.5,9,42.3,32.1,23,63.8,42.90,43.9,2020
401,University of Georgia,35164,16.3,7,42.3,34.9,36,55.8,37.20,46,2020
401,Georgia State University,29290,14.4,6,42.3,33.9,27,62.9,35.40,41.9,2020
401,Gwangju Institute of Science and Technology,2098,12.1,6,42.3,40,39,39.3,57.00,33.9,2020
401,Harbin Institute of Technology,29603,9.9,12,42.3,39.5,37,44,99.30,36.7,2020
401,Hokkaido University,18225,8.1,11,42.3,45.7,40,30,58.70,39.2,2020
401,Hong Kong Baptist University,8759,11.6,45,42.3,27.9,22,58.1,38.40,97.6,2020
401,University of Houston,44128,25.7,9,42.3,33.6,26,58,36.80,42.5,2020
401,Hunan University,40715,20.4,2,42.3,23.6,24,74.9,52.60,22.4,2020
401,Indian Institute of Technology Bombay,10267,16.1,1,42.3,44.7,40,34.9,80.30,21,2020
401,Indian Institute of Technology Delhi,7284,14.8,1,42.3,48.5,28,49,73.90,17.6,2020
401,Indian Institute of Technology Kharagpur,9167,12.3,0,42.3,41.3,39,39,91.90,18.8,2020
401,University of Innsbruck,14128,12.6,40,42.3,27.6,22,62,43.10,97.4,2020
401,ITMO University,10206,13.1,16,42.3,30.6,28,49.8,84.60,62.1,2020
401,University of Kansas,24526,9.9,9,42.3,36.9,23,68.3,43.50,35.4,2020
401,University of Kentucky,27078,12.4,4,42.3,37,25,55.5,38.40,38,2020
401,University of KwaZulu-Natal,36660,29.2,4,42.3,25.4,29,70.1,36.80,55,2020
401,Kyushu University,18643,8.8,13,42.3,44.2,39,34.3,75.30,38.8,2020
401,Leibniz University Hanover,27625,54,14,42.3,36.8,30,46.1,52.30,48.6,2020
401,Linköping University,18544,11.2,12,42.3,22.7,24,75.4,48.10,59.3,2020
401,Liverpool John Moores University,19461,17.4,14,42.3,17.7,18,78.2,34.90,71.8,2020
401,Mansoura University,140126,24.9,3,42.3,19.1,9,88.1,39.60,44.3,2020
401,Middlesex University,15649,18,45,42.3,19.4,17,74.2,34.60,88.3,2020
401,University of Milan-Bicocca,26509,28.9,6,42.3,23.7,20,80.7,39.10,44.3,2020
401,University of Missouri-Columbia,28513,13.3,6,42.3,34.9,24,65.7,35.50,39.9,2020
401,University of Missouri-St Louis,7019,16,6,42.3,30,25,70.3,40.40,40.6,2020
401,University of Modena and Reggio Emilia,17432,24.8,6,42.3,32.1,20,69.3,43.50,39.2,2020
401,Murdoch University,14905,27.7,37,42.3,18.5,25,61.9,51.00,90.8,2020
401,National Research Nuclear University MEPhI,6489,10.8,24,42.3,37.5,36,33.6,100.00,63.7,2020
401,University of Nebraska-Lincoln,24610,17.2,11,42.3,30.1,28,63.2,38.60,56.7,2020
401,New Mexico Institute of Mining and Technology,1809,11.3,8,42.3,22.3,15,70.6,78.10,62.9,2020
401,Norwegian University of Science and Technology,35181,15.8,8,42.3,26.2,28,64.3,38.50,62.2,2020
401,Oklahoma State University,21494,15.8,7,42.3,24.1,22,71.1,36.90,44.3,2020
401,University of Pavia,24623,41.5,8,42.3,24.6,26,65.5,55.50,47,2020
401,University of Peradeniya,17482,10.8,1,42.3,16.5,8,100,35.40,43.3,2020
401,University of the Philippines,39877,8.4,1,42.3,24.1,17,86.9,39.40,37.9,2020
401,Polytechnic University of Bari,6122,24.4,1,42.3,17.3,22,84.1,37.10,30.9,2020
401,Pontifical Javeriana University,30048,15.4,1,42.3,15.3,9,98.6,34.80,44.6,2020
401,University of Porto,32020,18.7,15,42.3,27.4,28,62.1,38.70,53.9,2020
401,University of Portsmouth,20186,15.4,26,42.3,17.8,16,71,34.90,87.7,2020
401,Qatar University,15585,17.3,38,42.3,19.6,27,64.7,49.30,99.6,2020
401,Quaid-i-azam University,14694,24.8,1,42.3,20.5,19,81.5,34.40,45.5,2020
401,Rensselaer Polytechnic Institute,7798,15.6,20,42.3,30,29,58.9,67.00,52.1,2020
401,Royal Veterinary College,2067,10.9,19,42.3,27.2,18,69.1,43.50,86.6,2020
401,Sabancı University,3605,21.5,9,42.3,27.8,35,55.8,65.40,52,2020
401,University of St Gallen,7579,11.8,34,42.3,30.6,20,59,43.40,95.7,2020
401,University of Saskatchewan,17194,17.7,20,42.3,35.9,27,48.1,59.20,72.6,2020
401,Sciences Po,11915,45.1,34,42.3,29.8,27,56.8,38.20,76,2020
401,Sejong University,12119,17,10,42.3,23.4,21,75.4,40.00,42.6,2020
401,Semmelweis University,10996,9.8,31,42.3,26.2,12,74,36.20,75,2020
401,University of Siena,12636,14.8,8,42.3,37.9,22,67.6,37.50,43.1,2020
401,SOAS University of London,5194,12.1,53,42.3,41.9,38,31.2,34.40,79.5,2020
401,University of South Carolina-Columbia,32291,16.2,5,42.3,33.2,26,63.7,36.20,43.2,2020
401,University of Strasbourg,46898,18.8,20,42.3,28.7,21,62.3,37.70,71.9,2020
401,University of Strathclyde,18517,19,27,42.3,28.3,32,51.9,43.60,86.2,2020
401,Technion Israel Institute of Technology,14703,21.8,5,42.3,32.4,32,56.8,36.50,63.7,2020
401,Teikyo University,22873,16.7,2,42.3,14.8,11,95.9,36.50,19.2,2020
401,University of Texas at San Antonio,24435,24.5,4,42.3,18.1,21,78,36.20,36.4,2020
401,Tokyo Medical and Dental University (TMDU),2999,3.3,9,42.3,45.2,24,58.1,63.10,27.1,2020
401,Tongji University,35690,13.1,13,42.3,35.5,44,34.6,98.20,56,2020
401,University of Trieste,15933,23.5,8,42.3,30.1,23,66.9,37.70,47.8,2020
401,University of Tsukuba,16844,13.6,21,42.3,43.3,37,34.4,44.60,44.3,2020
401,University of Tulsa,5067,12.4,16,42.3,33.5,16,68.9,50.50,39.6,2020
401,University of Turin,55957,29.6,8,42.3,22.6,27,75.3,45.40,44.3,2020
401,UiT The Arctic University of Norway,16475,13,10,42.3,21.5,18,80,36.00,64.5,2020
401,University of Urbino Carlo Bo,14278,39.6,6,42.3,17.1,15,88.4,37.40,49.8,2020
401,University of Valencia,50311,14.9,12,42.3,24.6,21,70.8,37.00,47,2020
401,Verona University,19873,27.5,5,42.3,31.5,20,63.7,42.40,41.2,2020
401,University of Victoria,21169,25.7,20,42.3,23.6,16,70.1,44.90,87.2,2020
401,Yasouj University,6332,27.5,0,42.3,15.1,16,91.8,35.70,15.6,2020
401,York University,46683,35.4,24,42.3,28.2,38,50.7,45.40,75,2020
501,University of Alabama in Huntsville,6729,16.3,8,38.7,22.2,22,58.1,68.40,44.9,2020
501,Amirkabir University of Technology,11580,21.6,2,38.7,34.2,32,43.2,76.50,21.9,2020
501,University of L’Aquila,18867,55.3,4,38.7,30.8,19,65.4,41.40,32.3,2020
501,Aston University,11113,21.1,26,38.7,21,24,55.1,37.10,92.4,2020
501,Universidad Autónoma de Chile,23312,26.2,1,38.7,12.3,9,81.6,34.40,50.7,2020
501,Bar-Ilan University,16723,17.5,5,38.7,29.9,37,44.2,46.60,52.9,2020
501,Beihang University,29952,13.7,6,38.7,30.4,34,38.1,98.20,28.7,2020
501,Bilkent University,10374,14.5,9,38.7,24.5,25,53.1,55.10,62.8,2020
501,"Binghamton University, State University of New York",17848,23.3,14,38.7,22.8,22,62,36.80,42.7,2020
501,Université Bourgogne Franche-Comté (UBFC),59858,32.9,11,38.7,23.2,14,71.1,38.60,52.3,2020
501,University of Brescia,14206,27.2,7,38.7,15.4,17,71.2,38.10,43.1,2020
501,University of Campinas,28795,15.1,3,38.7,44.6,38,34.8,44.80,30.6,2020
501,Carleton University,27570,29.7,21,38.7,20.2,27,57.1,36.10,69,2020
501,University of Catania,25392,20.4,2,38.7,33.1,18,67.6,36.90,29.8,2020
501,Catholic University of the Sacred Heart,28725,21.6,7,38.7,18.4,21,72.6,44.80,45.3,2020
501,CentraleSupélec,4226,10.2,29,38.7,29.4,21,48.9,60.90,81.8,2020
501,Charles Darwin University,6314,22.8,32,38.7,19.9,24,51.4,45.20,81.1,2020
501,Institute of Chemical Technology,2146,18.2,0,38.7,38.3,24,47.1,77.40,14.4,2020
501,"China Medical University, Taiwan",7603,16.5,8,38.7,25.8,32,45.9,87.70,31.4,2020
501,Chung-Ang University,16681,22.1,18,38.7,37.9,37,25.2,64.60,49.7,2020
501,Claude Bernard University Lyon 1,26875,12.7,13,38.7,26,24,58,38.60,56.7,2020
501,Complutense University of Madrid,62624,19.7,13,38.7,35.4,29,47.2,36.10,44,2020
501,East China Normal University,25747,11.5,17,38.7,30.5,24,50.5,50.60,58.4,2020
501,Florida International University,34203,23.8,8,38.7,30.4,23,62.3,38.00,39.7,2020
501,University of Graz,20312,21.9,13,38.7,22.9,18,56.1,35.80,76,2020
501,Graz University of Technology,6370,10,20,38.7,30.5,18,50.1,71.50,78.2,2020
501,University of Greifswald,10247,21.1,7,38.7,30,22,60.2,39.10,47,2020
501,University of Guelph,22165,29.1,9,38.7,26.2,29,47.4,48.60,57.7,2020
501,Hacettepe University,47035,22,4,38.7,28.4,13,70.5,37.50,25,2020
501,University of Haifa,16164,21,2,38.7,26.7,32,52.8,36.30,35.9,2020
501,Hamburg University of Technology,5216,35.2,19,38.7,36.2,24,42.5,79.10,52.7,2020
501,University of Hull,14047,18.2,19,38.7,22.3,23,56.1,36.30,76.5,2020
501,University of Ibadan,26648,16.4,1,38.7,23.4,12,77.6,41.40,37.1,2020
501,University of Idaho,9694,17,8,38.7,33.3,21,53.4,36.20,45.9,2020
501,Indian Institute of Technology Gandhinagar,1222,11.2,0,38.7,21.1,12,76,45.10,28,2020
501,Indian Institute of Technology Roorkee,7561,16.4,2,38.7,38.9,28,46.6,72.50,16.5,2020
501,University of Insubria,7646,22.1,6,38.7,18.5,20,72.1,36.60,40.2,2020
501,University of Jyväskylä,10200,15,5,38.7,26.7,31,54.3,35.80,50.7,2020
501,Kansai Medical University,841,1.1,3,38.7,32.3,9,70,35.60,17.7,2020
501,University of Kashan,8438,27.4,3,38.7,19.6,18,75.2,35.60,18.7,2020
501,Keele University,9004,15,19,38.7,20.3,22,64.1,35.50,73.8,2020
501,King Fahd University of Petroleum and Minerals,6882,6.8,13,38.7,27.2,16,51.7,64.40,78.7,2020
501,King Saud University,38971,10.4,10,38.7,24.6,26,49.6,83.40,80.3,2020
501,King Saud bin Abdulaziz University for Health Sciences,11708,6.9,1,38.7,29.9,8,67.1,35.80,68.5,2020
501,Koç University,5381,15.6,6,38.7,26.9,34,49.2,60.20,49.7,2020
501,Lappeenranta-Lahti University of Technology LUT,3851,28.2,19,38.7,28.3,30,43.1,53.80,61.5,2020
501,University of Limerick,14221,21.7,17,38.7,20.1,24,54.6,39.20,83.7,2020
501,Lincoln University,2476,13.5,39,38.7,24.4,20,47.9,51.50,94.2,2020
501,University of Lisbon,47886,17.7,12,38.7,25.2,30,52.7,39.20,53.8,2020
501,Louisiana State University,29169,20.7,6,38.7,34.5,26,55.3,35.40,35.5,2020
501,Marche Polytechnic University,10603,20.7,4,38.7,22.1,19,65.8,40.80,31.2,2020
501,Mashhad University of Medical Sciences,9134,10.6,3,38.7,28.1,12,73,34.50,19.9,2020
501,Massey University,18653,16.2,31,38.7,22.9,19,49.1,41.50,92.8,2020
501,Memorial University of Newfoundland,15127,13.7,18,38.7,20.5,20,57.7,61.00,74.1,2020
501,Missouri University of Science and Technology,8084,22.2,14,38.7,24.2,25,59.2,52.90,66,2020
501,National and Kapodistrian University of Athens,57697,28.4,10,38.7,21.8,15,72.9,55.40,52,2020
501,National Chiao Tung University,12017,16.7,12,38.7,35.8,43,25.6,87.00,35.9,2020
501,National Taiwan University of Science and Technology (Taiwan Tech),8340,19.5,15,38.7,29.7,42,39.5,62.20,40,2020
501,National Yang-Ming University,4258,5.1,2,38.7,38.7,19,60,38.10,21.5,2020
501,University of Nebraska Medical Center,3041,2.3,7,38.7,35.8,12,57.5,38.10,43.5,2020
501,University of Neuchâtel,4284,12.8,22,38.7,23.7,29,48.3,37.20,90.4,2020
501,New Jersey Institute of Technology,9279,15.1,17,38.7,21.3,19,58.2,36.70,76.8,2020
501,Northern Arizona University,29684,28.1,5,38.7,20.2,15,82.3,35.10,31.5,2020
501,North-West University,36749,29.9,4,38.7,20.1,17,69.9,41.10,43.3,2020
501,Norwegian University of Life Sciences,5790,6.9,21,38.7,26.5,11,66.2,39.90,78.4,2020
501,Novosibirsk State University,7123,6.2,20,38.7,42.8,32,30.3,35.70,43.8,2020
501,The Open University,61915,32.3,8,38.7,18.2,16,66.5,34.80,57,2020
501,Open University of Catalonia,22962,84.5,2,38.7,16.5,14,74.2,35.80,40.2,2020
501,Universidad Peruana Cayetano Heredia,6236,10.6,0,38.7,17,11,83.1,34.70,46.4,2020
501,Peter the Great St Petersburg Polytechnic University,18251,9,28,38.7,26.2,16,61.8,71.20,52.6,2020
501,University of Plymouth,17667,17.2,15,38.7,20.3,19,67.5,35.00,70.3,2020
501,Polytechnic University of Turin,31425,35.8,13,38.7,26.2,25,55.3,50.80,46.5,2020
501,Pontifical Catholic University of Chile,28541,15,7,38.7,24.2,28,48.6,64.50,57.1,2020
501,Renmin University of China,25590,12.5,6,38.7,42.5,21,47.4,43.90,42.5,2020
501,University of Rhode Island,16569,19.3,3,38.7,23.9,18,66,34.40,35.4,2020
501,University of Rome II – Tor Vergata,34965,19.9,11,38.7,23.2,18,67.1,37.20,51.3,2020
501,University of Rome III,31696,50.1,5,38.7,23.4,23,61.2,40.40,41.4,2020
501,University of Rovira i Virgili,12411,12.3,11,38.7,23.7,21,67.6,36.60,51.1,2020
501,San Diego State University,30799,30.5,8,38.7,23.7,24,62,35.10,33.9,2020
501,Sharif University of Technology,9260,19.8,2,38.7,28.9,37,41,99.80,23.7,2020
501,Shenzhen University,35171,15.5,1,38.7,22.3,23,70.4,51.40,34.9,2020
501,University of Siegen,19268,42.3,12,38.7,21.3,25,57.1,40.20,54.4,2020
501,Soochow University,44835,16.4,7,38.7,23.4,21,68.2,37.50,28.3,2020
501,South China University of Technology,41139,13.9,5,38.7,24,29,61.2,85.40,30.8,2020
501,Southeast University,32951,11.6,5,38.7,29.6,33,42.7,97.30,26.9,2020
501,Suez Canal University,35363,10.8,1,38.7,19.9,9,82.6,37.90,46,2020
501,Tehran University of Medical Sciences,12511,6.9,7,38.7,44.5,16,48,59.30,22.8,2020
501,Tianjin University,34780,14,6,38.7,32.7,36,38.8,97.90,26.5,2020
501,Tomsk State University,7655,11.9,29,38.7,41,34,23.4,53.00,71.6,2020
501,Universiti Tunku Abdul Rahman (UTAR),18763,16.1,2,38.7,14.8,12,81.4,38.00,30.3,2020
501,University of Udine,11793,17.8,7,38.7,26.2,16,68.7,38.00,41.5,2020
501,Victoria University of Wellington,17442,18.9,21,38.7,23,32,45.5,57.20,88.7,2020
501,University of Waikato,9892,18.1,19,38.7,20.8,26,48.8,43.40,86.2,2020
501,The University of the West Indies,23305,22.2,1,38.7,17.8,11,73.4,38.90,57.2,2020
501,University of the West of Scotland,11730,22.4,21,38.7,13.9,14,76.8,35.00,74.6,2020
501,University of Wisconsin-Milwaukee,20874,19.3,6,38.7,21.7,23,66.9,36.20,33.2,2020
501,University of Wuppertal,23343,55.8,11,38.7,25,18,60.2,44.50,51.2,2020
501,Xiamen University,40841,14.6,4,38.7,27.3,23,57.1,53.30,31.5,2020
501,Xi’an Jiaotong University,36557,12.5,6,38.7,35.1,31,41.3,61.40,39.1,2020
501,Yokohama City University,4910,4.5,2,38.7,25.9,9,86.2,40.30,20.3,2020
601,Åbo Akademi University,5295,17.5,16,35.2,22.6,29,33.1,38.50,66.9,2020
601,The University of Aizu,1165,10.8,5,35.2,20.8,13,41.7,36.00,68.3,2020
601,University of Alcalá,17793,12.9,18,35.2,18.5,16,43.2,42.50,59,2020
601,Amedeo Avogadro University of Eastern Piedmont,13447,36.1,6,35.2,14.7,19,66.2,35.10,41.8,2020
601,Amrita Vishwa Vidyapeetham,14689,11.9,12,35.2,26.1,17,47.7,82.50,46.2,2020
601,"University of the Andes, Colombia",15521,13.2,2,35.2,21.1,16,45,37.40,55.7,2020
601,Aristotle University of Thessaloniki,46505,26.8,5,35.2,19.2,17,64.3,41.30,41.2,2020
601,University of Arkansas,24754,19.8,5,35.2,26.9,23,37,39.40,30.9,2020
601,Auburn University,26641,18.8,9,35.2,32.7,21,43.3,40.20,43.8,2020
601,University of Aveiro,9774,16.5,12,35.2,24.7,26,40.7,41.40,52.5,2020
601,University of the Balearic Islands,11277,12.8,7,35.2,20.3,14,59.1,34.70,46.7,2020
601,Banaras Hindu University,14953,11.3,3,35.2,30.8,16,46.7,34.60,17.7,2020
601,University of the Basque Country,42485,14.8,4,35.2,22,17,47.3,37.10,41.5,2020
601,Baylor University,17078,16.2,6,35.2,32.1,18,53.9,35.30,33.2,2020
601,Beijing Institute of Technology,30608,13.3,8,35.2,30.6,32,32.7,98.10,24.3,2020
601,University of Beira Interior,7022,15.7,14,35.2,17.9,17,48.7,34.70,52.7,2020
601,Beni-Suef University,67981,25.3,1,35.2,14.7,7,60.8,34.40,45.9,2020
